"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Other ethnicity","Analysis","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Analysis","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Analysis","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Analysis","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Analysis","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Analysis","Social Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Analysis","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Analysis","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Analysis","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Analysis","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Analysis","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Analysis","Statistics","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Analysis","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Analysis","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Analysis","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Analysis","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Analysis","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Commercial","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Commercial","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Commercial","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Commercial","Commercial","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Commercial","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Commercial","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Commercial","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Commercial","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Commercial","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Commercial","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Commercial","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Commercial","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Commercial","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Commercial","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Commercial","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Commercial","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Commercial","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Commercial","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Commercial","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Commercial","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Commercial","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Commercial","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Commercial","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Commercial","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Commercial","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Commercial","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Commercial","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Commercial","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Commercial","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Communications","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Communications","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Communications","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Communications","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Communications","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Communications","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Communications","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Communications","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Communications","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Communications","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Communications","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Communications","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Communications","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Communications","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Communications","Other","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Communications","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Communications","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Communications","Tax","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Communications","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Communications","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Communications","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Communications","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Communications","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Communications","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Counter Fraud","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Counter Fraud","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Counter Fraud","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Counter Fraud","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Counter Fraud","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Counter Fraud","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Counter Fraud","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Counter Fraud","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Counter Fraud","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Counter Fraud","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Counter Fraud","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Counter Fraud","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Counter Fraud","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Counter Fraud","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Counter Fraud","Tax","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Counter Fraud","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Counter Fraud","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Counter Fraud","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Counter Fraud","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Counter Fraud","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Debt","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Debt","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Debt","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Debt","Tax","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Debt","Tax","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Debt","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Digital, Data & Technology","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Digital, Data & Technology","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Digital, Data & Technology","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Digital, Data & Technology","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Digital, Data & Technology","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Digital, Data & Technology","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Digital, Data & Technology","Digital, Data and Technology","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Digital, Data & Technology","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Digital, Data & Technology","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Digital, Data & Technology","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Digital, Data & Technology","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Digital, Data & Technology","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Digital, Data & Technology","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Digital, Data & Technology","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Digital, Data & Technology","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Digital, Data & Technology","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Digital, Data & Technology","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Digital, Data & Technology","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Digital, Data & Technology","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Digital, Data & Technology","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Digital, Data & Technology","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Digital, Data & Technology","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Digital, Data & Technology","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Digital, Data & Technology","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Digital, Data & Technology","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Digital, Data & Technology","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Digital, Data & Technology","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Digital, Data & Technology","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Digital, Data & Technology","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Digital, Data & Technology","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Digital, Data & Technology","Tax","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Digital, Data & Technology","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Digital, Data & Technology","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Digital, Data & Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Digital, Data & Technology","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Digital, Data & Technology","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Digital, Data & Technology","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Finance","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Finance","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Finance","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Finance","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Finance","Economics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Finance","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Finance","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Finance","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Finance","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Finance","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Finance","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Finance","Finance","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Finance","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Finance","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Finance","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Finance","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Finance","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Finance","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Finance","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Finance","Other","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Finance","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Finance","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Finance","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Finance","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Finance","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Finance","Statistics","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Finance","Tax","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Finance","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Finance","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Finance","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Finance","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Finance","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Grants Management","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Grants Management","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Grants Management","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Grants Management","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Grants Management","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Human Resources","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Human Resources","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Human Resources","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Human Resources","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Human Resources","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Human Resources","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Human Resources","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Human Resources","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Human Resources","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Human Resources","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Human Resources","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Human Resources","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Human Resources","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Human Resources","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Human Resources","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Human Resources","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Human Resources","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Human Resources","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Human Resources","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Human Resources","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Human Resources","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Human Resources","Tax","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Human Resources","Tax","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Human Resources","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Human Resources","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Human Resources","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Human Resources","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Human Resources","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Human Resources","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Internal Audit","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Internal Audit","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Internal Audit","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Internal Audit","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Internal Audit","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Internal Audit","Other","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Legal","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Legal","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Legal","Legal","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Legal","Legal","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Legal","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Legal","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Legal","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Legal","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Legal","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Legal","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Legal","Other","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Legal","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Legal","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Legal","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Legal","Policy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Legal","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Legal","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Legal","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","No function","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","No function","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","No function","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","No function","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","No function","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","No function","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","No function","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","No function","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","No function","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","No function","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","No function","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","No function","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","No function","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","No function","Economics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","No function","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","No function","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","No function","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","No function","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","No function","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","No function","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","No function","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","No function","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","No function","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","No function","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","No function","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","No function","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","No function","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","No function","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","No function","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","No function","International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","No function","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","No function","International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","No function","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","No function","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
