"Status","Year","Parent_department","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","Hounslow and Richmond upon Thames","AA/AO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Hounslow and Richmond upon Thames","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Kingston upon Hull, City of","AA/AO","20","20","21930","21950"
"In post","2021","Attorney General's Departments","Kingston upon Hull, City of","EO","15","15","27700","28430"
"In post","2021","Attorney General's Departments","Kingston upon Hull, City of","G6/G7","30","30","56090","55610"
"In post","2021","Attorney General's Departments","Kingston upon Hull, City of","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Leeds","AA/AO","75","65","21700","21950"
"In post","2021","Attorney General's Departments","Leeds","EO","60","55","27340","28430"
"In post","2021","Attorney General's Departments","Leeds","G6/G7","175","160","54880","55610"
"In post","2021","Attorney General's Departments","Leeds","SCS level","10","10","88100","84740"
"In post","2021","Attorney General's Departments","Leeds","SEO/HEO","55","55","35620","34480"
"In post","2021","Attorney General's Departments","Leicester","AA/AO","35","30","21300","21950"
"In post","2021","Attorney General's Departments","Leicester","EO","25","25","27610","28430"
"In post","2021","Attorney General's Departments","Leicester","G6/G7","65","60","52770","51470"
"In post","2021","Attorney General's Departments","Leicester","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Leicester","SEO/HEO","15","15","36320","38000"
"In post","2021","Attorney General's Departments","Lewisham and Southwark","AA/AO","10","10","23150","24590"
"In post","2021","Attorney General's Departments","Lewisham and Southwark","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lewisham and Southwark","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lewisham and Southwark","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lincolnshire","G6/G7","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Liverpool","AA/AO","85","80","21840","21950"
"In post","2021","Attorney General's Departments","Liverpool","EO","80","75","27050","26900"
"In post","2021","Attorney General's Departments","Liverpool","G6/G7","135","125","54630","55610"
"In post","2021","Attorney General's Departments","Liverpool","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Liverpool","SEO/HEO","60","60","34930","34480"
"In post","2021","Attorney General's Departments","Manchester","AA/AO","70","60","21940","21950"
"In post","2021","Attorney General's Departments","Manchester","EO","85","75","27920","28430"
"In post","2021","Attorney General's Departments","Manchester","G6/G7","165","155","56260","55610"
"In post","2021","Attorney General's Departments","Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Manchester","SEO/HEO","45","40","35320","34480"
"In post","2021","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","AA/AO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Mid Kent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Mid Kent","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Mid Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Mid Lancashire","AA/AO","35","30","22310","21950"
"In post","2021","Attorney General's Departments","Mid Lancashire","EO","40","35","28090","28430"
"In post","2021","Attorney General's Departments","Mid Lancashire","G6/G7","75","70","54890","55610"
"In post","2021","Attorney General's Departments","Mid Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Mid Lancashire","SEO/HEO","25","25","35680","34480"
"In post","2021","Attorney General's Departments","Northumberland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Norwich and East Norfolk","AA/AO","30","25","21220","21950"
"In post","2021","Attorney General's Departments","Norwich and East Norfolk","EO","15","10","27710","28430"
"In post","2021","Attorney General's Departments","Norwich and East Norfolk","G6/G7","25","25","56420","55610"
"In post","2021","Attorney General's Departments","Norwich and East Norfolk","SEO/HEO","10","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Nottingham","AA/AO","75","70","21320","21950"
"In post","2021","Attorney General's Departments","Nottingham","EO","60","55","26810","26220"
"In post","2021","Attorney General's Departments","Nottingham","G6/G7","100","95","54320","55370"
"In post","2021","Attorney General's Departments","Nottingham","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Nottingham","SEO/HEO","35","35","34660","33900"
"In post","2021","Attorney General's Departments","Overseas","G6/G7","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Peterborough","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Portsmouth","AA/AO","35","35","21970","23520"
"In post","2021","Attorney General's Departments","Portsmouth","EO","20","20","28450","28300"
"In post","2021","Attorney General's Departments","Portsmouth","G6/G7","40","40","59790","62120"
"In post","2021","Attorney General's Departments","Portsmouth","SEO/HEO","10","10","37560","39540"
"In post","2021","Attorney General's Departments","Redbridge and Waltham Forest","AA/AO","10","10","23870","24590"
"In post","2021","Attorney General's Departments","Redbridge and Waltham Forest","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Sheffield","AA/AO","40","35","21660","21950"
"In post","2021","Attorney General's Departments","Sheffield","EO","35","30","27450","28430"
"In post","2021","Attorney General's Departments","Sheffield","G6/G7","40","40","56750","55610"
"In post","2021","Attorney General's Departments","Sheffield","SEO/HEO","20","20","36080","38000"
"In post","2021","Attorney General's Departments","Shropshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Shropshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South Hampshire","AA/AO","20","20","22810","23520"
"In post","2021","Attorney General's Departments","South Hampshire","EO","30","30","28410","27300"
"In post","2021","Attorney General's Departments","South Hampshire","G6/G7","75","70","59740","62140"
"In post","2021","Attorney General's Departments","South Hampshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South Hampshire","SEO/HEO","25","20","37220","39540"
"In post","2021","Attorney General's Departments","South Teesside","AA/AO","30","20","21990","21950"
"In post","2021","Attorney General's Departments","South Teesside","EO","20","15","27420","28430"
"In post","2021","Attorney General's Departments","South Teesside","G6/G7","40","35","54620","55610"
"In post","2021","Attorney General's Departments","South Teesside","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South Teesside","SEO/HEO","10","10","35230","34480"
"In post","2021","Attorney General's Departments","Staffordshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Stoke-on-Trent","AA/AO","15","15","22030","21950"
"In post","2021","Attorney General's Departments","Stoke-on-Trent","EO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Stoke-on-Trent","G6/G7","35","30","55470","54200"
"In post","2021","Attorney General's Departments","Stoke-on-Trent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Suffolk","AA/AO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Suffolk","EO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Suffolk","G6/G7","10","10","57560","55610"
"In post","2021","Attorney General's Departments","Suffolk","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Swansea","AA/AO","15","15","22240","21950"
"In post","2021","Attorney General's Departments","Swansea","EO","10","10","27280","28430"
"In post","2021","Attorney General's Departments","Swansea","G6/G7","35","30","55030","54200"
"In post","2021","Attorney General's Departments","Swansea","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Swansea","SEO/HEO","10","10","34140","33310"
"In post","2021","Attorney General's Departments","Tyneside","AA/AO","70","60","21800","21950"
"In post","2021","Attorney General's Departments","Tyneside","EO","40","40","27350","28430"
"In post","2021","Attorney General's Departments","Tyneside","G6/G7","95","90","54930","55610"
"In post","2021","Attorney General's Departments","Tyneside","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Tyneside","SEO/HEO","35","35","35260","34480"
"In post","2021","Attorney General's Departments","Wakefield","AA/AO","10","10","21950","21950"
"In post","2021","Attorney General's Departments","Wakefield","EO","20","20","26730","25920"
"In post","2021","Attorney General's Departments","Wakefield","G6/G7","15","15","62050","59300"
"In post","2021","Attorney General's Departments","Wakefield","SEO/HEO","20","20","35430","33900"
"In post","2021","Attorney General's Departments","Warrington","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Warrington","EO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Warrington","G6/G7","15","15","63080","58850"
"In post","2021","Attorney General's Departments","Warrington","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Warwickshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Northamptonshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Northamptonshire","G6/G7","10","5","[c]","[c]"
"In post","2021","Attorney General's Departments","West Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Surrey","AA/AO","10","10","22580","23520"
"In post","2021","Attorney General's Departments","West Surrey","EO","15","15","29220","29860"
"In post","2021","Attorney General's Departments","West Surrey","G6/G7","20","20","59430","62370"
"In post","2021","Attorney General's Departments","West Surrey","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","West Sussex (North East)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Westminster","AA/AO","335","315","23120","23520"
"In post","2021","Attorney General's Departments","Westminster","EO","715","680","28650","27760"
"In post","2021","Attorney General's Departments","Westminster","G6/G7","2505","2330","60270","61000"
"In post","2021","Attorney General's Departments","Westminster","SCS level","255","245","87180","81420"
"In post","2021","Attorney General's Departments","Westminster","SEO/HEO","680","665","37600","38910"
"In post","2021","Attorney General's Departments","Westminster","Unknown","10","10","39350","36360"
"In post","2021","Attorney General's Departments","Wiltshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wiltshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wiltshire","G6/G7","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Wiltshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wolverhampton","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Worcestershire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","York","AA/AO","30","30","21600","21950"
"In post","2021","Attorney General's Departments","York","EO","40","35","26400","25920"
"In post","2021","Attorney General's Departments","York","G6/G7","195","175","58230","55610"
"In post","2021","Attorney General's Departments","York","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","York","SEO/HEO","55","50","35230","38180"
"In post","2021","Cabinet Office","Ards and North Down","AA/AO","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Ards and North Down","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","10","10","67230","59600"
"In post","2021","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","10","10","107270","90130"
"In post","2021","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","15","15","32910","33300"
"In post","2021","Cabinet Office","Belfast","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Belfast","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Berkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Berkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Berkshire","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Birmingham","G6/G7","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Birmingham","SCS level","10","10","[c]","[c]"
"In post","2021","Cabinet Office","Birmingham","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Blackpool","G6/G7","25","25","56100","49700"
"In post","2021","Cabinet Office","Blackpool","SCS level","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Blackpool","SEO/HEO","10","10","30160","28000"
"In post","2021","Cabinet Office","Bradford","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Brighton and Hove","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Bristol, City of","EO","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Bristol, City of","G6/G7","25","25","55730","53810"
"In post","2021","Cabinet Office","Bristol, City of","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Bristol, City of","SEO/HEO","30","25","33370","32000"
"In post","2021","Cabinet Office","Buckinghamshire CC","G6/G7","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Buckinghamshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Buckinghamshire CC","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Cambridgeshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Cambridgeshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Cambridgeshire CC","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Camden and City of London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Camden and City of London","G6/G7","70","70","58310","56340"
"In post","2021","Cabinet Office","Camden and City of London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Camden and City of London","SEO/HEO","20","20","33770","32000"
"In post","2021","Cabinet Office","Cardiff and Vale of Glamorgan","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Cardiff and Vale of Glamorgan","G6/G7","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Cardiff and Vale of Glamorgan","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Cardiff and Vale of Glamorgan","SEO/HEO","25","25","29570","29250"
"In post","2021","Cabinet Office","Central Hampshire","G6/G7","15","15","66330","56520"
"In post","2021","Cabinet Office","Central Hampshire","SCS level","10","10","[c]","[c]"
"In post","2021","Cabinet Office","Central Hampshire","SEO/HEO","10","10","32750","32650"
"In post","2021","Cabinet Office","City of Edinburgh","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","City of Edinburgh","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","City of Edinburgh","SEO/HEO","20","20","31010","29250"
"In post","2021","Cabinet Office","Coventry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Coventry","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Coventry","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Croydon","G6/G7","15","15","68960","66900"
"In post","2021","Cabinet Office","Croydon","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Croydon","SEO/HEO","35","35","29510","29250"
"In post","2021","Cabinet Office","Darlington","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Darlington","SCS level","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Darlington","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Devon CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Dorset CC","SEO/HEO","10","10","35240","33470"
"In post","2021","Cabinet Office","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Glasgow City","G6/G7","10","10","63160","53320"
"In post","2021","Cabinet Office","Glasgow City","SCS level","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Glasgow City","SEO/HEO","10","10","32100","30630"
"In post","2021","Cabinet Office","Gloucestershire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Greater Manchester South East","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Greater Manchester South East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Greater Manchester South East","SEO/HEO","10","5","[c]","[c]"
"In post","2021","Cabinet Office","Greater Manchester South West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Greater Manchester South West","EO","10","10","24360","23850"
"In post","2021","Cabinet Office","Greater Manchester South West","G6/G7","65","65","55590","52580"
"In post","2021","Cabinet Office","Greater Manchester South West","SCS level","15","15","74180","68000"
"In post","2021","Cabinet Office","Greater Manchester South West","SEO/HEO","75","75","35270","37300"
"In post","2021","Cabinet Office","Hackney and Newham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Hackney and Newham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Harrow and Hillingdon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Lambeth","SEO/HEO","10","10","29310","28630"
"In post","2021","Cabinet Office","Lancaster and Wyre","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Lancaster and Wyre","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Leeds","EO","10","10","24780","25230"
"In post","2021","Cabinet Office","Leeds","G6/G7","60","60","57050","53170"
"In post","2021","Cabinet Office","Leeds","SCS level","30","30","77090","70000"
"In post","2021","Cabinet Office","Leeds","SEO/HEO","90","85","32980","32220"
"In post","2021","Cabinet Office","Lewisham and Southwark","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Lewisham and Southwark","SCS level","10","10","124750","129180"
"In post","2021","Cabinet Office","Lewisham and Southwark","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Liverpool","AA/AO","15","15","21290","21260"
