"Status","Year","Region_ITL2","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","35","[c]","21670","22920"
"New entrant CS","2021","Highlands and Islands","AA","45","[c]","19330","19560"
"New entrant CS","2021","Highlands and Islands","AO","70","[c]","21750","21010"
"New entrant CS","2021","Highlands and Islands","EO","70","[c]","27300","27570"
"New entrant CS","2021","Highlands and Islands","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","HEO","10","[c]","34810","35400"
"New entrant CS","2021","Highlands and Islands","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","AA","70","[c]","21700","21120"
"New entrant CS","2021","Inner London - East","AO","525","[c]","24780","25110"
"New entrant CS","2021","Inner London - East","EO","1315","[c]","30110","31060"
"New entrant CS","2021","Inner London - East","G6","75","[c]","70000","70000"
"New entrant CS","2021","Inner London - East","G7","315","[c]","56470","54700"
"New entrant CS","2021","Inner London - East","HEO","485","[c]","34330","33000"
"New entrant CS","2021","Inner London - East","SCS level","65","[c]","95380","90200"
"New entrant CS","2021","Inner London - East","SEO","360","[c]","41060","40070"
"New entrant CS","2021","Inner London - East","Unknown","125","[c]","26580","26810"
"New entrant CS","2021","Inner London - West","AA","130","[c]","22180","22210"
"New entrant CS","2021","Inner London - West","AO","840","[c]","24120","22680"
"New entrant CS","2021","Inner London - West","EO","1820","[c]","28040","27680"
"New entrant CS","2021","Inner London - West","G6","275","[c]","69630","66230"
"New entrant CS","2021","Inner London - West","G7","1055","[c]","55360","53890"
"New entrant CS","2021","Inner London - West","HEO","2935","[c]","33050","32790"
"New entrant CS","2021","Inner London - West","SCS level","260","[c]","89610","80000"
"New entrant CS","2021","Inner London - West","SEO","985","[c]","41120","40650"
"New entrant CS","2021","Inner London - West","Unknown","35","[c]","27540","26810"
"New entrant CS","2021","Kent","AA","95","[c]","19780","20600"
"New entrant CS","2021","Kent","AO","425","[c]","24230","24180"
"New entrant CS","2021","Kent","EO","550","[c]","28580","29290"
"New entrant CS","2021","Kent","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","G7","15","[c]","52720","50970"
"New entrant CS","2021","Kent","HEO","30","[c]","32600","31740"
"New entrant CS","2021","Kent","SEO","10","[c]","38040","38200"
"New entrant CS","2021","Kent","Unknown","25","[c]","22810","24020"
"New entrant CS","2021","Lancashire","AA","90","[c]","19660","20600"
"New entrant CS","2021","Lancashire","AO","875","[c]","21210","21010"
"New entrant CS","2021","Lancashire","EO","205","[c]","27270","27570"
"New entrant CS","2021","Lancashire","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","G7","25","[c]","53410","55000"
"New entrant CS","2021","Lancashire","HEO","45","[c]","31940","31990"
"New entrant CS","2021","Lancashire","SEO","25","[c]","38310","38180"
"New entrant CS","2021","Lancashire","Unknown","25","[c]","20400","18460"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","AA","85","[c]","19360","18760"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","AO","370","[c]","21150","21010"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","EO","325","[c]","27320","27570"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","G7","10","[c]","54960","48350"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","HEO","35","[c]","33020","31810"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","SEO","10","[c]","41990","43690"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Unknown","45","[c]","22270","22920"
"New entrant CS","2021","Lincolnshire","AA","65","[c]","19450","19560"
"New entrant CS","2021","Lincolnshire","AO","60","[c]","21490","20920"
"New entrant CS","2021","Lincolnshire","EO","95","[c]","27120","27570"
"New entrant CS","2021","Lincolnshire","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","HEO","20","[c]","31240","32700"
"New entrant CS","2021","Lincolnshire","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","SEO","20","[c]","40090","40580"
"New entrant CS","2021","Lincolnshire","Unknown","15","[c]","24240","22920"
"New entrant CS","2021","Merseyside","AA","45","[c]","17940","17990"
"New entrant CS","2021","Merseyside","AO","565","[c]","20770","20480"
"New entrant CS","2021","Merseyside","EO","360","[c]","26260","27570"
"New entrant CS","2021","Merseyside","G6","10","[c]","64630","64420"
"New entrant CS","2021","Merseyside","G7","50","[c]","51870","52050"
"New entrant CS","2021","Merseyside","HEO","110","[c]","31090","31100"
"New entrant CS","2021","Merseyside","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","SEO","65","[c]","39420","38630"
"New entrant CS","2021","Merseyside","Unknown","30","[c]","20910","19420"
"New entrant CS","2021","North Eastern Scotland","AA","10","[c]","19500","19160"
"New entrant CS","2021","North Eastern Scotland","AO","60","[c]","23260","20930"
"New entrant CS","2021","North Eastern Scotland","EO","75","[c]","27130","27570"
"New entrant CS","2021","North Eastern Scotland","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","HEO","25","[c]","31900","30650"
"New entrant CS","2021","North Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","SEO","15","[c]","40420","38540"
"New entrant CS","2021","North Yorkshire","AA","20","[c]","18730","18760"
"New entrant CS","2021","North Yorkshire","AO","170","[c]","21790","20920"
"New entrant CS","2021","North Yorkshire","EO","175","[c]","26710","27570"
"New entrant CS","2021","North Yorkshire","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","G7","40","[c]","62240","69490"
"New entrant CS","2021","North Yorkshire","HEO","75","[c]","30440","29180"
"New entrant CS","2021","North Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","SEO","55","[c]","38930","37350"
"New entrant CS","2021","North Yorkshire","Unknown","15","[c]","22170","22920"
"New entrant CS","2021","Northern Ireland","AA","25","[c]","19840","19560"
"New entrant CS","2021","Northern Ireland","AO","200","[c]","20250","20140"
"New entrant CS","2021","Northern Ireland","EO","85","[c]","26160","25560"
"New entrant CS","2021","Northern Ireland","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","HEO","25","[c]","33220","31810"
"New entrant CS","2021","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","SEO","10","[c]","38280","38420"
"New entrant CS","2021","Northumberland and Tyne and Wear","AA","10","[c]","17670","17640"
"New entrant CS","2021","Northumberland and Tyne and Wear","AO","1395","[c]","20650","21010"
"New entrant CS","2021","Northumberland and Tyne and Wear","EO","765","[c]","26320","25560"
"New entrant CS","2021","Northumberland and Tyne and Wear","G6","15","[c]","65930","65000"
"New entrant CS","2021","Northumberland and Tyne and Wear","G7","60","[c]","51720","51250"
"New entrant CS","2021","Northumberland and Tyne and Wear","HEO","180","[c]","31260","31810"
"New entrant CS","2021","Northumberland and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","SEO","95","[c]","38180","38630"
"New entrant CS","2021","Northumberland and Tyne and Wear","Unknown","40","[c]","22530","22920"
"New entrant CS","2021","Outer London - East and North East","AA","45","[c]","21170","22060"
"New entrant CS","2021","Outer London - East and North East","AO","270","[c]","26090","25110"
"New entrant CS","2021","Outer London - East and North East","EO","560","[c]","31000","31060"
"New entrant CS","2021","Outer London - East and North East","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","Unknown","45","[c]","26610","26810"
"New entrant CS","2021","Outer London - South","AA","20","[c]","20000","17990"
"New entrant CS","2021","Outer London - South","AO","270","[c]","23910","24120"
"New entrant CS","2021","Outer London - South","EO","425","[c]","30450","31060"
"New entrant CS","2021","Outer London - South","G6","25","[c]","73070","71290"
"New entrant CS","2021","Outer London - South","G7","70","[c]","58830","57430"
"New entrant CS","2021","Outer London - South","HEO","170","[c]","34410","35050"
"New entrant CS","2021","Outer London - South","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","SEO","65","[c]","43330","41970"
"New entrant CS","2021","Outer London - South","Unknown","25","[c]","25030","26810"
"New entrant CS","2021","Outer London - West and North West","AA","50","[c]","20330","20120"
"New entrant CS","2021","Outer London - West and North West","AO","285","[c]","24940","25110"
"New entrant CS","2021","Outer London - West and North West","EO","835","[c]","30350","31060"
"New entrant CS","2021","Outer London - West and North West","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","G7","25","[c]","53790","52610"
"New entrant CS","2021","Outer London - West and North West","HEO","130","[c]","32300","32330"
"New entrant CS","2021","Outer London - West and North West","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","SEO","60","[c]","40490","40070"
"New entrant CS","2021","Outer London - West and North West","Unknown","35","[c]","25440","26810"
"New entrant CS","2021","Overseas","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","HEO","20","[c]","36220","33000"
"New entrant CS","2021","Overseas","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","AA","55","[c]","19760","20600"
"New entrant CS","2021","Shropshire and Staffordshire","AO","460","[c]","21020","21010"
"New entrant CS","2021","Shropshire and Staffordshire","EO","370","[c]","27110","27570"
"New entrant CS","2021","Shropshire and Staffordshire","G6","10","[c]","71450","64670"
"New entrant CS","2021","Shropshire and Staffordshire","G7","25","[c]","53880","52580"
"New entrant CS","2021","Shropshire and Staffordshire","HEO","50","[c]","31140","31810"
"New entrant CS","2021","Shropshire and Staffordshire","SEO","35","[c]","38950","38630"
"New entrant CS","2021","Shropshire and Staffordshire","Unknown","45","[c]","22530","22920"
"New entrant CS","2021","South Yorkshire","AA","55","[c]","20230","20600"
"New entrant CS","2021","South Yorkshire","AO","430","[c]","21310","21010"
"New entrant CS","2021","South Yorkshire","EO","295","[c]","26960","27570"
"New entrant CS","2021","South Yorkshire","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","G7","55","[c]","54820","54000"
"New entrant CS","2021","South Yorkshire","HEO","95","[c]","30780","29370"
"New entrant CS","2021","South Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","SEO","65","[c]","37840","36500"
"New entrant CS","2021","South Yorkshire","Unknown","30","[c]","21400","22920"
"New entrant CS","2021","Southern Scotland","AA","10","[c]","19390","19160"
"New entrant CS","2021","Southern Scotland","AO","260","[c]","20470","20140"
"New entrant CS","2021","Southern Scotland","EO","175","[c]","26260","27570"
"New entrant CS","2021","Southern Scotland","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southern Scotland","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southern Scotland","HEO","20","[c]","30140","30650"
"New entrant CS","2021","Southern Scotland","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southern Scotland","SEO","10","[c]","36820","35900"
"New entrant CS","2021","Surrey, East and West Sussex","AA","65","[c]","20860","20600"
"New entrant CS","2021","Surrey, East and West Sussex","AO","490","[c]","23390","21570"
"New entrant CS","2021","Surrey, East and West Sussex","EO","625","[c]","27920","27570"
"New entrant CS","2021","Surrey, East and West Sussex","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","Surrey, East and West Sussex","G7","25","[c]","53950","52580"
"New entrant CS","2021","Surrey, East and West Sussex","HEO","40","[c]","33140","32560"
"New entrant CS","2021","Surrey, East and West Sussex","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Surrey, East and West Sussex","SEO","25","[c]","38940","38750"
"New entrant CS","2021","Surrey, East and West Sussex","Unknown","70","[c]","22150","22920"
"New entrant CS","2021","Tees Valley and Durham","AA","70","[c]","20320","20600"
"New entrant CS","2021","Tees Valley and Durham","AO","440","[c]","21550","21010"
"New entrant CS","2021","Tees Valley and Durham","EO","110","[c]","26130","26130"
"New entrant CS","2021","Tees Valley and Durham","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","HEO","20","[c]","29190","29360"
"New entrant CS","2021","Tees Valley and Durham","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","SEO","20","[c]","39520","38550"
"New entrant CS","2021","Tees Valley and Durham","Unknown","35","[c]","23680","22920"
"New entrant CS","2021","Unknown","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AO","105","[c]","21440","21010"
"New entrant CS","2021","Unknown","EO","215","[c]","27510","27570"
"New entrant CS","2021","Unknown","G6","15","[c]","74130","65310"
"New entrant CS","2021","Unknown","G7","35","[c]","53500","54700"
"New entrant CS","2021","Unknown","HEO","145","[c]","30410","28000"
"New entrant CS","2021","Unknown","SCS level","20","[c]","98460","93010"
"New entrant CS","2021","Unknown","SEO","40","[c]","38050","37300"
"New entrant CS","2021","Unknown","Unknown","325","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","AA","290","[c]","20000","20060"
"New entrant CS","2021","West Central Scotland","AO","445","[c]","21150","20920"
"New entrant CS","2021","West Central Scotland","EO","415","[c]","26240","26160"
"New entrant CS","2021","West Central Scotland","G6","20","[c]","68290","66290"
"New entrant CS","2021","West Central Scotland","G7","70","[c]","53130","52300"
"New entrant CS","2021","West Central Scotland","HEO","160","[c]","31480","30650"
"New entrant CS","2021","West Central Scotland","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","SEO","110","[c]","39340","38540"
"New entrant CS","2021","West Central Scotland","Unknown","10","[c]","42440","41000"
"New entrant CS","2021","West Midlands","AA","45","[c]","19320","20600"
"New entrant CS","2021","West Midlands","AO","615","[c]","20580","20140"
"New entrant CS","2021","West Midlands","EO","705","[c]","26680","27570"
"New entrant CS","2021","West Midlands","G6","20","[c]","69160","66280"
"New entrant CS","2021","West Midlands","G7","115","[c]","53200","49860"
"New entrant CS","2021","West Midlands","HEO","215","[c]","31810","30950"
"New entrant CS","2021","West Midlands","SCS level","20","[c]","101590","92500"
"New entrant CS","2021","West Midlands","SEO","175","[c]","39740","38000"
"New entrant CS","2021","West Midlands","Unknown","95","[c]","22970","22920"
"New entrant CS","2021","West Wales and The Valleys","AA","160","[c]","18490","18060"
"New entrant CS","2021","West Wales and The Valleys","AO","485","[c]","21260","21010"
"New entrant CS","2021","West Wales and The Valleys","EO","240","[c]","27220","27570"
"New entrant CS","2021","West Wales and The Valleys","G6","10","[c]","79210","82490"
"New entrant CS","2021","West Wales and The Valleys","G7","10","[c]","54320","49620"
"New entrant CS","2021","West Wales and The Valleys","HEO","35","[c]","32630","30890"
"New entrant CS","2021","West Wales and The Valleys","SEO","30","[c]","40690","39310"
"New entrant CS","2021","West Wales and The Valleys","Unknown","45","[c]","22080","22920"
"New entrant CS","2021","West Yorkshire","AA","95","[c]","19840","20600"
"New entrant CS","2021","West Yorkshire","AO","770","[c]","20670","20140"
"New entrant CS","2021","West Yorkshire","EO","915","[c]","26680","27570"
"New entrant CS","2021","West Yorkshire","G6","40","[c]","64250","62400"
"New entrant CS","2021","West Yorkshire","G7","130","[c]","50700","49530"
"New entrant CS","2021","West Yorkshire","HEO","330","[c]","30410","30000"
"New entrant CS","2021","West Yorkshire","SCS level","20","[c]","86770","74000"
"New entrant CS","2021","West Yorkshire","SEO","145","[c]","37350","36820"
"New entrant CS","2021","West Yorkshire","Unknown","45","[c]","23210","22920"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","",""
"Responsibility_level_ungrouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","",""
"","Responsibility_level_ungrouped shows the mapped grades at a higher level of detail, however not all Government Departments / bodies have distinct grades that map exactly to these levels so figures should be considered as approximations and treated with caution.","","","","","",""
"Region_ITL2","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","",""
"","Following the UK's withdrawal from the EU, a new UK-managed international statistical geography - International Territorial Levels (ITL) - was introduced from 1st January 2021, replacing the former NUTS classification. They align with international standards, enabling comparability both over time and internationally. To ensure continued alignment, the ITLs mirror the NUTS system. They also follow a similar review timetable - every three years.","","","","","",""
"","ITL 2 divides into Northern Ireland, counties in England (most grouped), groups of districts in Greater London, groups of unitary authorities in Wales, groups of council areas in Scotland.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
