"Status","Year","Age","Disability","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","30-39","Unknown","Finance","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Finance","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Finance","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Finance","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Grants Management","Rural Payments Agency","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Human Resources","Cabinet Office (excl. agencies)","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Human Resources","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Human Resources","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Human Resources","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Human Resources","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Human Resources","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Human Resources","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Legal","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Legal","Crown Prosecution Service","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Legal","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Legal","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Legal","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Legal","Scottish Courts and Tribunals Service","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","No function","Advisory, Conciliation and Arbitration Service","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","No function","Animal and Plant Health Agency","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","No function","Cabinet Office (excl. agencies)","100","[c]","39900","32320"
"Leaver Dept.","2021","30-39","Unknown","No function","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","No function","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","40","[c]","44570","44450"
"Leaver Dept.","2021","30-39","Unknown","No function","Department for Digital, Culture, Media and Sport","20","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","95","[c]","42720","38370"
"Leaver Dept.","2021","30-39","Unknown","No function","Department for International Trade","30","[c]","44860","50040"
"Leaver Dept.","2021","30-39","Unknown","No function","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","No function","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","No function","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","No function","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","No function","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","No function","HM Courts and Tribunals Service","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","No function","HM Prison and Probation Service","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","No function","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","No function","Insolvency Service","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","No function","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","No function","Maritime and Coastguard Agency","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","No function","Ministry of Justice (excl. agencies)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","No function","National Crime Agency","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","No function","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","No function","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","No function","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","No function","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","No function","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","No function","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","No function","United Kingdom Statistics Authority","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Project Delivery","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Project Delivery","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Project Delivery","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Project Delivery","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Project Delivery","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Project Delivery","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Project Delivery","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Project Delivery","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Project Delivery","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Project Delivery","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Property","Valuation Office Agency","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Security","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Security","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Security","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Security","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Unknown","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Unknown","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Unknown","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Unknown","Department for Work and Pensions (excl. agencies)","30","[c]","32700","27570"
"Leaver Dept.","2021","30-39","Unknown","Unknown","Department of Health and Social Care (excl. agencies)","20","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Unknown","Foreign and Commonwealth Office (excl. agencies)","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","20","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Unknown","HM Revenue and Customs (excl. agencies)","190","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Unknown","Home Office (incl. agencies)","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Unknown","Medicines and Healthcare Products Regulatory Agency","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Unknown","Ministry of Defence (excl. agencies)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Unknown","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Unknown","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Unknown","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Analysis","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Analysis","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Analysis","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Analysis","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Analysis","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Analysis","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Analysis","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Analysis","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Analysis","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Analysis","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Analysis","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Analysis","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Commercial","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Commercial","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Commercial","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Commercial","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Commercial","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Commercial","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Commercial","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Commercial","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Commercial","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Commercial","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Commercial","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Communications","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Communications","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Communications","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Communications","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Communications","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Communications","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Communications","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Communications","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
