"Status","Year","Organisation","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Home Office (incl. agencies)","Economics","London","110","110","46750","35070"
"In post","2021","Home Office (incl. agencies)","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Finance","London","195","185","50440","45070"
"In post","2021","Home Office (incl. agencies)","Finance","Outside London","85","85","34700","30980"
"In post","2021","Home Office (incl. agencies)","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Human Resources","London","390","370","45700","41970"
"In post","2021","Home Office (incl. agencies)","Human Resources","Outside London","180","170","37100","30980"
"In post","2021","Home Office (incl. agencies)","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Intelligence Analysis","London","415","385","33510","30500"
"In post","2021","Home Office (incl. agencies)","Intelligence Analysis","Outside London","960","910","28060","26910"
"In post","2021","Home Office (incl. agencies)","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Knowledge and Information Management","London","75","70","41780","37510"
"In post","2021","Home Office (incl. agencies)","Knowledge and Information Management","Outside London","15","15","44250","41140"
"In post","2021","Home Office (incl. agencies)","Operational Delivery","London","6490","5975","32870","29080"
"In post","2021","Home Office (incl. agencies)","Operational Delivery","Outside London","18390","16795","26110","24920"
"In post","2021","Home Office (incl. agencies)","Operational Delivery","Overseas","105","105","28140","27370"
"In post","2021","Home Office (incl. agencies)","Operational Delivery","Unknown","10","10","30440","24890"
"In post","2021","Home Office (incl. agencies)","Operational Research","London","75","70","48070","42710"
"In post","2021","Home Office (incl. agencies)","Operational Research","Outside London","15","15","36350","32190"
"In post","2021","Home Office (incl. agencies)","Other","London","1165","1105","38240","35070"
"In post","2021","Home Office (incl. agencies)","Other","Outside London","625","575","28660","25310"
"In post","2021","Home Office (incl. agencies)","Policy","London","1930","1880","51090","52070"
"In post","2021","Home Office (incl. agencies)","Policy","Outside London","185","180","38420","37450"
"In post","2021","Home Office (incl. agencies)","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Project Delivery","London","835","815","49100","42550"
"In post","2021","Home Office (incl. agencies)","Project Delivery","Outside London","490","475","38270","37460"
"In post","2021","Home Office (incl. agencies)","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Property","London","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Property","Outside London","15","15","31360","31070"
"In post","2021","Home Office (incl. agencies)","Science and Engineering","London","75","70","52500","43140"
"In post","2021","Home Office (incl. agencies)","Science and Engineering","Outside London","45","40","41340","36910"
"In post","2021","Home Office (incl. agencies)","Security","London","250","245","32560","28900"
"In post","2021","Home Office (incl. agencies)","Security","Outside London","95","95","27170","24970"
"In post","2021","Home Office (incl. agencies)","Social Research","London","105","100","48630","43990"
"In post","2021","Home Office (incl. agencies)","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Statistics","London","90","90","41500","36960"
"In post","2021","Home Office (incl. agencies)","Unknown","London","40","40","66060","68710"
"In post","2021","Home Office (incl. agencies)","Unknown","Outside London","15","15","54210","56780"
"In post","2021","Home Office (incl. agencies)","Unknown","Overseas","220","220","[c]","[c]"
"In post","2021","Insolvency Service","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Commercial","Outside London","20","20","44810","42700"
"In post","2021","Insolvency Service","Communications","London","5","5","[c]","[c]"
"In post","2021","Insolvency Service","Communications","Outside London","5","5","[c]","[c]"
"In post","2021","Insolvency Service","Counter Fraud","London","45","40","42990","43150"
"In post","2021","Insolvency Service","Counter Fraud","Outside London","215","205","38480","39170"
"In post","2021","Insolvency Service","Digital, Data and Technology","London","5","5","[c]","[c]"
"In post","2021","Insolvency Service","Digital, Data and Technology","Outside London","45","45","42830","41060"
"In post","2021","Insolvency Service","Finance","London","10","10","47870","45250"
"In post","2021","Insolvency Service","Finance","Outside London","30","30","40150","41870"
"In post","2021","Insolvency Service","Human Resources","London","10","10","45850","46530"
"In post","2021","Insolvency Service","Human Resources","Outside London","35","35","40080","39490"
"In post","2021","Insolvency Service","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Intelligence Analysis","Outside London","10","5","[c]","[c]"
"In post","2021","Insolvency Service","Knowledge and Information Management","Outside London","5","5","[c]","[c]"
"In post","2021","Insolvency Service","Legal","London","25","25","58810","55260"
"In post","2021","Insolvency Service","Legal","Outside London","15","15","54190","51510"
"In post","2021","Insolvency Service","Operational Delivery","London","180","170","35530","29320"
"In post","2021","Insolvency Service","Operational Delivery","Outside London","1055","1005","27050","20880"
"In post","2021","Insolvency Service","Policy","London","15","15","52030","52540"
"In post","2021","Insolvency Service","Policy","Outside London","10","10","[c]","[c]"
"In post","2021","Insolvency Service","Project Delivery","London","5","5","[c]","[c]"
"In post","2021","Insolvency Service","Project Delivery","Outside London","30","30","43190","43340"
"In post","2021","Insolvency Service","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Statistics","Outside London","15","15","38410","39490"
"In post","2021","Institute for Apprenticeships and Technical Education","Commercial","London","5","5","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","London","15","15","53980","53680"
"In post","2021","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Human Resources","Outside London","5","5","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Legal","London","5","5","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Legal","Outside London","5","5","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Operational Delivery","London","70","70","53060","53950"
"In post","2021","Institute for Apprenticeships and Technical Education","Operational Delivery","Outside London","80","80","45330","49960"
"In post","2021","Institute for Apprenticeships and Technical Education","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Commercial","London","30","30","45520","44070"
"In post","2021","Legal Aid Agency","Commercial","Outside London","65","65","38750","40080"
"In post","2021","Legal Aid Agency","Communications","London","5","5","[c]","[c]"
"In post","2021","Legal Aid Agency","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Digital, Data and Technology","Outside London","10","10","[c]","[c]"
"In post","2021","Legal Aid Agency","Finance","London","25","20","36670","30850"
"In post","2021","Legal Aid Agency","Finance","Outside London","40","35","28130","27500"
"In post","2021","Legal Aid Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Knowledge and Information Management","Outside London","5","5","[c]","[c]"
"In post","2021","Legal Aid Agency","Legal","London","15","15","72990","70000"
"In post","2021","Legal Aid Agency","Legal","Outside London","30","30","46400","42450"
"In post","2021","Legal Aid Agency","Operational Delivery","London","70","70","40510","36540"
"In post","2021","Legal Aid Agency","Operational Delivery","Outside London","850","790","23550","21170"
"In post","2021","Legal Aid Agency","Policy","London","15","15","49930","45050"
"In post","2021","Legal Aid Agency","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Project Delivery","Outside London","10","10","31600","30480"
"In post","2021","Legal Aid Agency","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Unknown","Outside London","5","5","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Communications","Outside London","20","20","35120","31860"
"In post","2021","Maritime and Coastguard Agency","Digital, Data and Technology","Outside London","105","105","38370","34040"
"In post","2021","Maritime and Coastguard Agency","Finance","Outside London","30","25","38490","35610"
"In post","2021","Maritime and Coastguard Agency","Human Resources","Outside London","35","30","34070","31210"
"In post","2021","Maritime and Coastguard Agency","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Internal Audit","Outside London","15","15","38250","35410"
"In post","2021","Maritime and Coastguard Agency","Knowledge and Information Management","Outside London","5","5","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Legal","Outside London","5","5","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Medicine","Outside London","5","5","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Operational Delivery","London","10","10","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Operational Delivery","Outside London","780","750","36660","31780"
"In post","2021","Maritime and Coastguard Agency","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Policy","Outside London","200","190","38800","38650"
"In post","2021","Maritime and Coastguard Agency","Property","Outside London","15","15","33480","26780"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Communications","London","50","50","43440","40850"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Communications","Outside London","10","10","35090","33090"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","London","70","70","47010","41040"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Finance","London","25","25","48480","40850"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Human Resources","London","25","25","46700","40900"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Knowledge and Information Management","London","5","5","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Medicine","London","165","155","64780","67750"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","London","75","75","37270","33010"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","Outside London","105","100","38710","33090"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Other","London","295","285","49860","45900"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Other","Outside London","5","5","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Policy","London","20","20","53490","53620"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","London","135","130","49780","41320"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","Outside London","155","150","51090","45570"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","London","130","125","38770","32640"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","Outside London","40","40","35440","33020"
"In post","2021","Met Office","Commercial","London","5","5","[c]","[c]"
"In post","2021","Met Office","Commercial","Outside London","185","180","42850","40090"
"In post","2021","Met Office","Communications","Outside London","30","30","38570","38250"
"In post","2021","Met Office","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Digital, Data and Technology","Outside London","345","340","37310","34170"
"In post","2021","Met Office","Finance","Outside London","30","25","43040","47960"
"In post","2021","Met Office","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Human Resources","Outside London","70","65","38150","33130"
"In post","2021","Met Office","Internal Audit","Outside London","5","5","[c]","[c]"
"In post","2021","Met Office","Legal","Outside London","10","10","42340","42400"
"In post","2021","Met Office","Operational Delivery","London","5","5","[c]","[c]"
"In post","2021","Met Office","Operational Delivery","Outside London","210","200","40840","39650"
"In post","2021","Met Office","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Other","Outside London","20","20","47610","46100"
"In post","2021","Met Office","Project Delivery","Outside London","200","190","40570","39650"
"In post","2021","Met Office","Property","Outside London","25","25","34570","32810"
"In post","2021","Met Office","Science and Engineering","London","25","25","41240","41650"
"In post","2021","Met Office","Science and Engineering","Outside London","890","845","40150","39650"
"In post","2021","Met Office","Science and Engineering","Overseas","25","25","39890","42140"
"In post","2021","Ministry of Defence (excl. agencies)","Commercial","London","35","35","42660","37640"
"In post","2021","Ministry of Defence (excl. agencies)","Commercial","Outside London","780","750","35510","34800"
"In post","2021","Ministry of Defence (excl. agencies)","Commercial","Overseas","30","30","49300","42710"
"In post","2021","Ministry of Defence (excl. agencies)","Commercial","Unknown","10","10","35360","37130"
"In post","2021","Ministry of Defence (excl. agencies)","Communications","London","110","105","48720","45200"
"In post","2021","Ministry of Defence (excl. agencies)","Communications","Outside London","420","405","30970","29200"
"In post","2021","Ministry of Defence (excl. agencies)","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Digital, Data and Technology","London","25","25","48770","37640"
"In post","2021","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Outside London","655","640","31790","29200"
"In post","2021","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Overseas","15","15","33300","33300"
"In post","2021","Ministry of Defence (excl. agencies)","Economics","London","30","30","43990","38600"
"In post","2021","Ministry of Defence (excl. agencies)","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Finance","London","205","200","48640","45200"
"In post","2021","Ministry of Defence (excl. agencies)","Finance","Outside London","1370","1315","36550","33300"
"In post","2021","Ministry of Defence (excl. agencies)","Finance","Overseas","30","30","34520","33300"
"In post","2021","Ministry of Defence (excl. agencies)","Human Resources","London","270","265","47490","44500"
"In post","2021","Ministry of Defence (excl. agencies)","Human Resources","Outside London","1380","1285","27330","22080"
"In post","2021","Ministry of Defence (excl. agencies)","Human Resources","Overseas","15","15","34410","33300"
"In post","2021","Ministry of Defence (excl. agencies)","Human Resources","Unknown","5","5","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Intelligence Analysis","London","505","485","39400","37640"
"In post","2021","Ministry of Defence (excl. agencies)","Intelligence Analysis","Outside London","335","330","33550","33300"
"In post","2021","Ministry of Defence (excl. agencies)","Intelligence Analysis","Overseas","15","15","42250","40580"
"In post","2021","Ministry of Defence (excl. agencies)","Internal Audit","London","20","20","50160","49370"
"In post","2021","Ministry of Defence (excl. agencies)","Internal Audit","Outside London","110","110","36620","33300"
"In post","2021","Ministry of Defence (excl. agencies)","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Knowledge and Information Management","London","125","125","37250","32040"
"In post","2021","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Outside London","545","525","32620","29200"
"In post","2021","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Unknown","5","5","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Legal","London","10","10","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Legal","Outside London","15","15","34530","33000"
"In post","2021","Ministry of Defence (excl. agencies)","Legal","Overseas","5","5","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Medicine","London","40","35","52460","44240"
"In post","2021","Ministry of Defence (excl. agencies)","Medicine","Outside London","1575","1410","44260","37890"
"In post","2021","Ministry of Defence (excl. agencies)","Medicine","Overseas","35","35","50960","38890"
"In post","2021","Ministry of Defence (excl. agencies)","Medicine","Unknown","10","5","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Operational Delivery","London","20","20","36300","34940"
"In post","2021","Ministry of Defence (excl. agencies)","Operational Delivery","Outside London","610","580","28110","26670"
"In post","2021","Ministry of Defence (excl. agencies)","Operational Delivery","Overseas","20","20","35780","33040"
"In post","2021","Ministry of Defence (excl. agencies)","Operational Delivery","Unknown","15","15","27780","26670"
"In post","2021","Ministry of Defence (excl. agencies)","Operational Research","London","15","15","56910","57410"
"In post","2021","Ministry of Defence (excl. agencies)","Operational Research","Outside London","70","65","41050","40580"
"In post","2021","Ministry of Defence (excl. agencies)","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Other","London","490","475","27620","25390"
"In post","2021","Ministry of Defence (excl. agencies)","Other","Outside London","9730","9370","24860","21280"
"In post","2021","Ministry of Defence (excl. agencies)","Other","Overseas","265","265","43740","41600"
"In post","2021","Ministry of Defence (excl. agencies)","Other","Unknown","20","20","27250","22080"
"In post","2021","Ministry of Defence (excl. agencies)","Planning","Outside London","10","10","41470","40580"
"In post","2021","Ministry of Defence (excl. agencies)","Policy","London","620","610","49090","45200"
"In post","2021","Ministry of Defence (excl. agencies)","Policy","Outside London","400","385","35200","33300"
"In post","2021","Ministry of Defence (excl. agencies)","Policy","Overseas","40","40","55430","54550"
"In post","2021","Ministry of Defence (excl. agencies)","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Project Delivery","London","510","505","49150","45200"
"In post","2021","Ministry of Defence (excl. agencies)","Project Delivery","Outside London","4020","3910","38450","34510"
"In post","2021","Ministry of Defence (excl. agencies)","Project Delivery","Overseas","75","75","41880","40580"
"In post","2021","Ministry of Defence (excl. agencies)","Project Delivery","Unknown","25","25","39740","39530"
"In post","2021","Ministry of Defence (excl. agencies)","Property","London","80","80","35190","31870"
"In post","2021","Ministry of Defence (excl. agencies)","Property","Outside London","2290","2225","31090","33300"
"In post","2021","Ministry of Defence (excl. agencies)","Property","Overseas","60","60","36300","33300"
"In post","2021","Ministry of Defence (excl. agencies)","Property","Unknown","5","5","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Psychology","Outside London","25","25","40390","40580"
"In post","2021","Ministry of Defence (excl. agencies)","Science and Engineering","London","125","120","47960","42120"
"In post","2021","Ministry of Defence (excl. agencies)","Science and Engineering","Outside London","1575","1540","31790","26670"
"In post","2021","Ministry of Defence (excl. agencies)","Science and Engineering","Overseas","50","50","42690","40580"
"In post","2021","Ministry of Defence (excl. agencies)","Science and Engineering","Unknown","75","70","27340","27370"
"In post","2021","Ministry of Defence (excl. agencies)","Security","London","320","320","32540","29370"
"In post","2021","Ministry of Defence (excl. agencies)","Security","Outside London","5680","5570","28840","24610"
"In post","2021","Ministry of Defence (excl. agencies)","Security","Overseas","15","15","43520","33300"
"In post","2021","Ministry of Defence (excl. agencies)","Security","Unknown","5","5","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Statistics","London","55","55","44000","41070"
"In post","2021","Ministry of Defence (excl. agencies)","Statistics","Outside London","110","105","37540","36000"
"In post","2021","Ministry of Defence (excl. agencies)","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Unknown","London","105","100","36800","36070"
"In post","2021","Ministry of Defence (excl. agencies)","Unknown","Outside London","1350","1315","34410","33300"
"In post","2021","Ministry of Defence (excl. agencies)","Unknown","Overseas","30","30","32060","33230"
"In post","2021","Ministry of Defence (excl. agencies)","Unknown","Unknown","35","35","38630","37640"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Commercial","London","5","5","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","London","90","90","42390","39600"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","Outside London","10","10","32340","30190"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Digital, Data and Technology","London","50","50","53850","53130"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Digital, Data and Technology","Outside London","20","20","42250","40680"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Economics","London","75","75","44560","35060"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Finance","London","80","75","54630","53130"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Finance","Outside London","30","30","46870","40620"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Human Resources","London","25","25","51760","53130"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Human Resources","Outside London","40","40","35520","30190"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Internal Audit","Outside London","5","5","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Knowledge and Information Management","London","25","20","42960","38300"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Knowledge and Information Management","Outside London","10","10","30220","27980"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Delivery","London","145","145","38540","33210"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Delivery","Outside London","280","270","37610","34690"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Planning","London","80","80","47230","42980"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Planning","Outside London","10","10","40810","38920"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","London","1060","1040","49920","53130"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","Outside London","205","200","41130","36340"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Project Delivery","London","60","60","48480","40350"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Project Delivery","Outside London","50","45","42410","48200"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Social Research","London","25","25","51520","53130"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Statistics","London","90","85","49010","53130"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Statistics","Outside London","10","10","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Commercial","London","50","50","39960","37920"
"In post","2021","Ministry of Justice (excl. agencies)","Commercial","Outside London","60","55","31770","31610"
"In post","2021","Ministry of Justice (excl. agencies)","Communications","London","90","90","45860","44290"
"In post","2021","Ministry of Justice (excl. agencies)","Communications","Outside London","15","15","40450","38510"
"In post","2021","Ministry of Justice (excl. agencies)","Digital, Data and Technology","London","500","495","52530","52850"
"In post","2021","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Outside London","370","360","42310","41000"
"In post","2021","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Economics","London","45","40","45390","33930"
"In post","2021","Ministry of Justice (excl. agencies)","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Finance","London","305","295","47130","41840"
"In post","2021","Ministry of Justice (excl. agencies)","Finance","Outside London","225","220","41370","41040"
"In post","2021","Ministry of Justice (excl. agencies)","Human Resources","London","230","230","46850","41070"
"In post","2021","Ministry of Justice (excl. agencies)","Human Resources","Outside London","450","430","39300","34330"
"In post","2021","Ministry of Justice (excl. agencies)","Knowledge and Information Management","London","25","25","35530","33140"
"In post","2021","Ministry of Justice (excl. agencies)","Knowledge and Information Management","Outside London","15","15","25920","24120"
"In post","2021","Ministry of Justice (excl. agencies)","Legal","London","70","65","56510","55490"
"In post","2021","Ministry of Justice (excl. agencies)","Operational Delivery","London","1000","980","37870","33930"
"In post","2021","Ministry of Justice (excl. agencies)","Operational Delivery","Outside London","380","370","29600","26740"
"In post","2021","Ministry of Justice (excl. agencies)","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Operational Research","London","95","90","48410","42190"
"In post","2021","Ministry of Justice (excl. agencies)","Operational Research","Outside London","10","10","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Other","London","70","65","35640","33520"
"In post","2021","Ministry of Justice (excl. agencies)","Policy","London","625","610","44220","37340"
"In post","2021","Ministry of Justice (excl. agencies)","Policy","Outside London","50","45","34790","31590"
"In post","2021","Ministry of Justice (excl. agencies)","Project Delivery","London","160","160","44490","39530"
"In post","2021","Ministry of Justice (excl. agencies)","Project Delivery","Outside London","90","85","38390","35290"
"In post","2021","Ministry of Justice (excl. agencies)","Property","London","75","70","45760","37280"
"In post","2021","Ministry of Justice (excl. agencies)","Property","Outside London","65","65","36750","32610"
"In post","2021","Ministry of Justice (excl. agencies)","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Social Research","London","55","55","50400","53780"
"In post","2021","Ministry of Justice (excl. agencies)","Social Research","Outside London","5","5","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Statistics","London","90","90","47650","41950"
"In post","2021","Ministry of Justice (excl. agencies)","Statistics","Outside London","15","15","30320","25290"
"In post","2021","Ministry of Justice (excl. agencies)","Unknown","London","40","40","46410","39870"
