"Status","Year","Function_of_post","Region_ITL3","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Sheffield","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Sheffield","EO","5","5","[c]","[c]"
"In post","2021","Analysis","Sheffield","G6","10","10","[c]","[c]"
"In post","2021","Analysis","Sheffield","G7","40","35","51740","50630"
"In post","2021","Analysis","Sheffield","HEO","30","25","32920","33190"
"In post","2021","Analysis","Sheffield","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Sheffield","SEO","40","35","42670","42220"
"In post","2021","Analysis","Somerset","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Somerset","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Somerset","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South and West Derbyshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South and West Derbyshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South and West Derbyshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South and West Derbyshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South Hampshire","AO","10","5","[c]","[c]"
"In post","2021","Analysis","South Hampshire","EO","45","40","23910","23050"
"In post","2021","Analysis","South Hampshire","G6","20","20","60400","58880"
"In post","2021","Analysis","South Hampshire","G7","85","80","50390","49100"
"In post","2021","Analysis","South Hampshire","HEO","160","155","30150","29540"
"In post","2021","Analysis","South Hampshire","SCS level","10","10","[c]","[c]"
"In post","2021","Analysis","South Hampshire","SEO","120","115","37390","37020"
"In post","2021","Analysis","South Nottinghamshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Southampton","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Southampton","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Southend-on-Sea","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Southend-on-Sea","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Southend-on-Sea","G7","5","5","[c]","[c]"
"In post","2021","Analysis","Southend-on-Sea","HEO","10","10","[c]","[c]"
"In post","2021","Analysis","Southend-on-Sea","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Southend-on-Sea","SEO","5","5","[c]","[c]"
"In post","2021","Analysis","Staffordshire CC","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Staffordshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Staffordshire CC","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Staffordshire CC","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Suffolk","AA","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Suffolk","AO","25","25","21210","21050"
"In post","2021","Analysis","Suffolk","EO","55","50","25050","24920"
"In post","2021","Analysis","Suffolk","G6","15","15","60770","57390"
"In post","2021","Analysis","Suffolk","G7","55","50","48700","48080"
"In post","2021","Analysis","Suffolk","HEO","110","105","29760","29270"
"In post","2021","Analysis","Suffolk","SEO","90","85","37160","36580"
"In post","2021","Analysis","Swansea","AO","5","5","[c]","[c]"
"In post","2021","Analysis","Swansea","EO","15","15","26580","26780"
"In post","2021","Analysis","Swansea","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Swansea","HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Swansea","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Telford and Wrekin","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Telford and Wrekin","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tower Hamlets","AO","5","5","[c]","[c]"
"In post","2021","Analysis","Tower Hamlets","EO","50","50","27990","28100"
"In post","2021","Analysis","Tower Hamlets","G6","50","50","74820","75140"
"In post","2021","Analysis","Tower Hamlets","G7","245","235","59530","58860"
"In post","2021","Analysis","Tower Hamlets","HEO","155","150","34700","34570"
"In post","2021","Analysis","Tower Hamlets","SCS level","35","30","96630","93190"
"In post","2021","Analysis","Tower Hamlets","SEO","140","135","42330","41760"
"In post","2021","Analysis","Tyneside","EO","5","5","[c]","[c]"
"In post","2021","Analysis","Tyneside","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tyneside","G7","10","10","53870","54990"
"In post","2021","Analysis","Tyneside","HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Tyneside","SEO","5","5","[c]","[c]"
"In post","2021","Analysis","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wakefield","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wakefield","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wakefield","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wakefield","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Cumbria","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Surrey","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Surrey","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Surrey","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Surrey","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Sussex (North East)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Sussex (South West)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Sussex (South West)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Sussex (South West)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Westminster","AA","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Westminster","AO","45","45","24850","24900"
"In post","2021","Analysis","Westminster","EO","195","190","28910","29000"
"In post","2021","Analysis","Westminster","G6","260","250","68220","66600"
"In post","2021","Analysis","Westminster","G7","735","710","56020","54760"
"In post","2021","Analysis","Westminster","HEO","830","820","34920","34090"
"In post","2021","Analysis","Westminster","SCS level","75","75","84460","78540"
"In post","2021","Analysis","Westminster","SEO","350","340","43730","42980"
"In post","2021","Analysis","Westminster","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wiltshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wiltshire","G7","30","30","48290","46090"
"In post","2021","Analysis","Wiltshire","HEO","35","35","28360","28650"
"In post","2021","Analysis","Wiltshire","SEO","45","40","37640","37320"
"In post","2021","Analysis","Wirral","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Worcestershire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","York","AO","5","5","[c]","[c]"
"In post","2021","Analysis","York","EO","10","10","25750","25750"
"In post","2021","Analysis","York","G6","5","5","[c]","[c]"
"In post","2021","Analysis","York","G7","10","10","53310","52600"
"In post","2021","Analysis","York","HEO","20","20","30870","30320"
"In post","2021","Analysis","York","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","York","SEO","10","10","38040","37350"
"In post","2021","Commercial","Aberdeen City and Aberdeenshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Aberdeen City and Aberdeenshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Aberdeen City and Aberdeenshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Aberdeen City and Aberdeenshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Antrim and Newtownabbey","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Armagh City, Banbridge and Craigavon","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Barnet","EO","5","5","[c]","[c]"
"In post","2021","Commercial","Barnet","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Barnet","G7","5","5","[c]","[c]"
"In post","2021","Commercial","Barnet","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Barnet","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Barnsley, Doncaster and Rotherham","EO","5","5","[c]","[c]"
"In post","2021","Commercial","Barnsley, Doncaster and Rotherham","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Barnsley, Doncaster and Rotherham","SEO","5","5","[c]","[c]"
"In post","2021","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","AO","5","5","[c]","[c]"
"In post","2021","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","55","50","25940","26670"
"In post","2021","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","G6","35","35","70410","69770"
"In post","2021","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","G7","80","75","54350","54540"
"In post","2021","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","HEO","120","115","32780","33300"
"In post","2021","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","25","25","107330","95190"
"In post","2021","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO","165","160","41120","40980"
"In post","2021","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","150","145","41730","38240"
"In post","2021","Commercial","Bedford","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bedford","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire","HEO","5","5","[c]","[c]"
"In post","2021","Commercial","Berkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire","SEO","15","10","40190","40580"
"In post","2021","Commercial","Berkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bexley and Greenwich","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bexley and Greenwich","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bexley and Greenwich","G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bexley and Greenwich","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bexley and Greenwich","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bexley and Greenwich","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Birmingham","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Birmingham","EO","15","15","26700","26350"
"In post","2021","Commercial","Birmingham","G6","5","5","[c]","[c]"
"In post","2021","Commercial","Birmingham","G7","10","10","[c]","[c]"
"In post","2021","Commercial","Birmingham","HEO","10","10","[c]","[c]"
"In post","2021","Commercial","Birmingham","SCS level","10","10","[c]","[c]"
"In post","2021","Commercial","Birmingham","SEO","25","25","41360","41110"
"In post","2021","Commercial","Birmingham","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","Blackpool","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Blackpool","G6","10","10","[c]","[c]"
"In post","2021","Commercial","Blackpool","G7","15","15","50250","49700"
"In post","2021","Commercial","Blackpool","SCS level","5","5","[c]","[c]"
"In post","2021","Commercial","Blackpool","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bournemouth and Poole","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bournemouth and Poole","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bournemouth and Poole","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bournemouth and Poole","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bradford","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Breckland and South Norfolk","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Breckland and South Norfolk","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bridgend and Neath Port Talbot","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Brighton and Hove","SEO","5","5","[c]","[c]"
"In post","2021","Commercial","Bristol, City of","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bristol, City of","EO","10","10","[c]","[c]"
"In post","2021","Commercial","Bristol, City of","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bristol, City of","G7","15","15","51680","51280"
"In post","2021","Commercial","Bristol, City of","HEO","15","15","31440","30710"
"In post","2021","Commercial","Bristol, City of","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bristol, City of","SEO","30","30","40590","39980"
"In post","2021","Commercial","Bristol, City of","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Buckinghamshire CC","AO","5","5","[c]","[c]"
"In post","2021","Commercial","Buckinghamshire CC","EO","15","15","27580","28670"
"In post","2021","Commercial","Buckinghamshire CC","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Buckinghamshire CC","G7","[c]","[c]","[c]","[c]"
