"Status","Year","Age","Function_of_post","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","50-59","Digital, Data & Technology","Department for Education (excl. agencies)","EO","15","15","27670","26000"
"In post","2021","50-59","Digital, Data & Technology","Department for Education (excl. agencies)","G6","5","5","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Department for Education (excl. agencies)","G7","15","10","52460","50530"
"In post","2021","50-59","Digital, Data & Technology","Department for Education (excl. agencies)","HEO","25","25","32280","32300"
"In post","2021","50-59","Digital, Data & Technology","Department for Education (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Department for Education (excl. agencies)","SEO","25","25","38350","37100"
"In post","2021","50-59","Digital, Data & Technology","Department for Education (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","AO","5","5","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","15","15","26330","25300"
"In post","2021","50-59","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","G6","30","30","61370","60410"
"In post","2021","50-59","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","G7","80","75","50560","48990"
"In post","2021","50-59","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","25","25","30790","29900"
"In post","2021","50-59","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","10","10","88430","82620"
"In post","2021","50-59","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO","40","40","38940","37190"
"In post","2021","50-59","Digital, Data & Technology","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Department for International Trade","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Department for International Trade","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Department for International Trade","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Department for Transport (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Department for Transport (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Department for Transport (excl. agencies)","G7","5","5","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Department for Transport (excl. agencies)","HEO","10","10","35400","35240"
"In post","2021","50-59","Digital, Data & Technology","Department for Transport (excl. agencies)","SEO","10","10","43370","42940"
"In post","2021","50-59","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","EO","10","10","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","HEO","15","15","33500","32790"
"In post","2021","50-59","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","SEO","10","10","42000","41250"
"In post","2021","50-59","Digital, Data & Technology","Driver and Vehicle Licensing Agency","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Driver and Vehicle Licensing Agency","EO","35","35","26960","26780"
"In post","2021","50-59","Digital, Data & Technology","Driver and Vehicle Licensing Agency","G6","10","10","76620","71540"
"In post","2021","50-59","Digital, Data & Technology","Driver and Vehicle Licensing Agency","G7","35","35","59910","59860"
"In post","2021","50-59","Digital, Data & Technology","Driver and Vehicle Licensing Agency","HEO","35","30","35070","32180"
"In post","2021","50-59","Digital, Data & Technology","Driver and Vehicle Licensing Agency","SEO","50","45","43420","42060"
"In post","2021","50-59","Digital, Data & Technology","Driver and Vehicle Standards Agency","AO","5","5","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Driver and Vehicle Standards Agency","EO","5","5","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Driver and Vehicle Standards Agency","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Driver and Vehicle Standards Agency","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Driver and Vehicle Standards Agency","HEO","10","10","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Driver and Vehicle Standards Agency","SEO","15","15","43070","42520"
"In post","2021","50-59","Digital, Data & Technology","Education and Skills Funding Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Education and Skills Funding Agency","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Education and Skills Funding Agency","G7","15","15","51350","50630"
"In post","2021","50-59","Digital, Data & Technology","Education and Skills Funding Agency","HEO","10","5","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Education and Skills Funding Agency","SEO","10","10","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","FCDO Services","EO","10","10","33760","34200"
"In post","2021","50-59","Digital, Data & Technology","FCDO Services","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","FCDO Services","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","FCDO Services","HEO","5","5","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","FCDO Services","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","FCDO Services","SEO","10","10","49910","49080"
"In post","2021","50-59","Digital, Data & Technology","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Food Standards Agency","HEO","5","5","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","G6","5","5","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","G7","15","15","50650","50670"
"In post","2021","50-59","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","HEO","10","10","33980","33930"
"In post","2021","50-59","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","SEO","10","10","41590","42890"
"In post","2021","50-59","Digital, Data & Technology","Forestry and Land Scotland","EO","5","5","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Forestry and Land Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Forestry and Land Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Forestry and Land Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Government Internal Audit Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Government Legal Department","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Government Legal Department","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Government Legal Department","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Government Property Agency","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Government Property Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Health and Safety Executive","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Health and Safety Executive","EO","5","5","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Health and Safety Executive","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Health and Safety Executive","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Health and Safety Executive","HEO","5","5","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Health and Safety Executive","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Health and Safety Executive","SEO","5","5","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","HM Courts and Tribunals Service","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","HM Courts and Tribunals Service","EO","5","5","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","HM Courts and Tribunals Service","G7","10","10","57580","56580"
"In post","2021","50-59","Digital, Data & Technology","HM Courts and Tribunals Service","HEO","10","10","28760","28210"
"In post","2021","50-59","Digital, Data & Technology","HM Courts and Tribunals Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","HM Courts and Tribunals Service","SEO","20","20","36810","36800"
"In post","2021","50-59","Digital, Data & Technology","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","HM Land Registry","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","HM Land Registry","AO","5","5","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","HM Land Registry","EO","45","40","30740","31740"
"In post","2021","50-59","Digital, Data & Technology","HM Land Registry","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","HM Land Registry","G7","15","15","57820","56750"
"In post","2021","50-59","Digital, Data & Technology","HM Land Registry","HEO","55","55","38170","38450"
"In post","2021","50-59","Digital, Data & Technology","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","HM Land Registry","SEO","60","60","44690","43710"
"In post","2021","50-59","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","AO","15","10","21110","21440"
"In post","2021","50-59","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","EO","90","85","27350","27110"
"In post","2021","50-59","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","G6","65","65","65020","64670"
"In post","2021","50-59","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","G7","155","155","52280","52580"
"In post","2021","50-59","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","HEO","195","185","32920","31870"
"In post","2021","50-59","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","SCS level","25","25","90350","76430"
"In post","2021","50-59","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","SEO","230","225","38770","38630"
"In post","2021","50-59","Digital, Data & Technology","HM Treasury (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","HM Treasury (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","HM Treasury (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Insolvency Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Insolvency Service","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Insolvency Service","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Insolvency Service","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Insolvency Service","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Maritime and Coastguard Agency","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Maritime and Coastguard Agency","G7","5","5","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Maritime and Coastguard Agency","HEO","5","5","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Maritime and Coastguard Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","SEO","5","5","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Met Office","EO","10","10","26070","25700"
"In post","2021","50-59","Digital, Data & Technology","Met Office","G6","25","25","62660","60640"
"In post","2021","50-59","Digital, Data & Technology","Met Office","G7","65","65","49520","48650"
"In post","2021","50-59","Digital, Data & Technology","Met Office","HEO","40","40","33990","33860"
"In post","2021","50-59","Digital, Data & Technology","Met Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Met Office","SEO","75","70","40840","40450"
"In post","2021","50-59","Digital, Data & Technology","Ministry of Defence (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Ministry of Defence (excl. agencies)","AO","35","35","21880","21130"
"In post","2021","50-59","Digital, Data & Technology","Ministry of Defence (excl. agencies)","EO","85","85","27570","26670"
"In post","2021","50-59","Digital, Data & Technology","Ministry of Defence (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Ministry of Defence (excl. agencies)","G7","5","5","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Ministry of Defence (excl. agencies)","HEO","80","80","34530","33300"
"In post","2021","50-59","Digital, Data & Technology","Ministry of Defence (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Ministry of Defence (excl. agencies)","SEO","35","35","42110","40580"
"In post","2021","50-59","Digital, Data & Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","G7","5","5","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","HEO","10","10","35680","36060"
"In post","2021","50-59","Digital, Data & Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO","5","5","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Ministry of Justice (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Ministry of Justice (excl. agencies)","EO","10","10","27300","27940"
"In post","2021","50-59","Digital, Data & Technology","Ministry of Justice (excl. agencies)","G7","85","85","62160","61960"
"In post","2021","50-59","Digital, Data & Technology","Ministry of Justice (excl. agencies)","HEO","25","25","32720","31970"
"In post","2021","50-59","Digital, Data & Technology","Ministry of Justice (excl. agencies)","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Ministry of Justice (excl. agencies)","SEO","50","50","42170","42000"
"In post","2021","50-59","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","National Crime Agency","AO","5","5","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","National Crime Agency","EO","15","15","32720","31970"
"In post","2021","50-59","Digital, Data & Technology","National Crime Agency","G6","5","5","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","National Crime Agency","G7","10","10","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","National Crime Agency","HEO","15","15","42210","43480"
"In post","2021","50-59","Digital, Data & Technology","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","National Crime Agency","SEO","15","15","50380","49280"
"In post","2021","50-59","Digital, Data & Technology","National Savings and Investments","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Office of Gas and Electricity Markets","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Office of Gas and Electricity Markets","G7","5","5","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Office of Gas and Electricity Markets","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Office of Gas and Electricity Markets","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Office of Rail and Road","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Planning Inspectorate","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Planning Inspectorate","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Planning Inspectorate","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Planning Inspectorate","SEO","5","5","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Public Health England","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Public Health England","G7","10","10","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Public Health England","HEO","5","5","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Public Health England","SEO","5","5","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Queen Elizabeth II Centre","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Registers of Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Registers of Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Registers of Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Registers of Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Registers of Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Registers of Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Scottish Courts and Tribunals Service","EO","5","5","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Scottish Courts and Tribunals Service","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Scottish Courts and Tribunals Service","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Scottish Courts and Tribunals Service","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Scottish Courts and Tribunals Service","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Scottish Prison Service","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Scottish Prison Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Scottish Prison Service","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Scottish Prison Service","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Scottish Prison Service","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Scottish Prison Service","SEO","5","5","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Serious Fraud Office","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Serious Fraud Office","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Serious Fraud Office","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Serious Fraud Office","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Serious Fraud Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Submarine Delivery Agency","Unknown","15","15","43600","41590"
"In post","2021","50-59","Digital, Data & Technology","The National Archives","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","The National Archives","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","The National Archives","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","The National Archives","HEO","5","5","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","The National Archives","SEO","15","15","47670","50020"
"In post","2021","50-59","Digital, Data & Technology","UK Export Finance","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","UK Export Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","UK Hydrographic Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","UK Hydrographic Office","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","UK Hydrographic Office","G7","5","5","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","UK Hydrographic Office","HEO","10","10","34650","35340"
"In post","2021","50-59","Digital, Data & Technology","UK Hydrographic Office","SEO","20","20","43570","42970"
"In post","2021","50-59","Digital, Data & Technology","UK Intellectual Property Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","UK Intellectual Property Office","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","UK Intellectual Property Office","G7","15","15","61330","60910"
"In post","2021","50-59","Digital, Data & Technology","UK Intellectual Property Office","HEO","20","20","38530","39390"
"In post","2021","50-59","Digital, Data & Technology","UK Intellectual Property Office","SEO","20","20","45930","47350"
"In post","2021","50-59","Digital, Data & Technology","United Kingdom Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","United Kingdom Statistics Authority","G6","10","10","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","United Kingdom Statistics Authority","G7","55","50","52600","51640"
"In post","2021","50-59","Digital, Data & Technology","United Kingdom Statistics Authority","HEO","20","20","32280","32140"
"In post","2021","50-59","Digital, Data & Technology","United Kingdom Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","United Kingdom Statistics Authority","SEO","35","35","37540","36840"
"In post","2021","50-59","Digital, Data & Technology","Veterinary Medicines Directorate","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Veterinary Medicines Directorate","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Water Services Regulation Authority","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Water Services Regulation Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Water Services Regulation Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Welsh Revenue Authority","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Wilton Park","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Advisory, Conciliation and Arbitration Service","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Advisory, Conciliation and Arbitration Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Advisory, Conciliation and Arbitration Service","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Advisory, Conciliation and Arbitration Service","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Advisory, Conciliation and Arbitration Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Cabinet Office (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Cabinet Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Cabinet Office (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Cabinet Office (excl. agencies)","G7","5","5","[c]","[c]"
"In post","2021","50-59","Finance","Cabinet Office (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Cabinet Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Cabinet Office (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Centre for Environment, Fisheries and Aquaculture Science","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Charity Commission","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Charity Commission","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Companies House","AO","5","5","[c]","[c]"
"In post","2021","50-59","Finance","Companies House","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Companies House","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Companies House","SEO","[c]","[c]","[c]","[c]"
