"Status","Year","Function_of_post","Parent_department","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Department for Transport","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Leeds","10","10","25320","21590"
"In post","2021","Analysis","Department for Transport","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Nottingham","10","10","32350","32830"
"In post","2021","Analysis","Department for Transport","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Swansea","30","30","27950","26780"
"In post","2021","Analysis","Department for Transport","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","West Surrey","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Westminster","380","370","46950","43360"
"In post","2021","Analysis","Department for Transport","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","Sefton","25","25","41550","39390"
"In post","2021","Analysis","Department for Work and Pensions","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","South and West Derbyshire","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","York","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care","Leeds","85","85","47560","49530"
"In post","2021","Analysis","Department of Health and Social Care","Westminster","200","190","53940","53360"
"In post","2021","Analysis","ESTYN","Cardiff and Vale of Glamorgan","5","5","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","Westminster","30","25","43150","40650"
"In post","2021","Analysis","Food Standards Agency","York","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office","Westminster","65","65","57940","58370"
"In post","2021","Analysis","HM Land Registry","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Croydon","5","5","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Camden and City of London","15","15","42310","36160"
"In post","2021","Analysis","HM Revenue and Customs","Croydon","30","30","47250","41760"
"In post","2021","Analysis","HM Revenue and Customs","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Greater Manchester South West","5","5","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Hackney and Newham","10","10","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Liverpool","75","70","39900","38630"
"In post","2021","Analysis","HM Revenue and Customs","Manchester","160","155","38680","34530"
"In post","2021","Analysis","HM Revenue and Customs","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Sefton","5","5","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Southend-on-Sea","25","25","43620","38630"
"In post","2021","Analysis","HM Revenue and Customs","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Tower Hamlets","135","130","48300","41760"
"In post","2021","Analysis","HM Revenue and Customs","Tyneside","15","15","45550","51000"
"In post","2021","Analysis","HM Revenue and Customs","West Sussex (South West)","5","5","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Westminster","190","185","47980","41760"
"In post","2021","Analysis","HM Treasury","Camden and City of London","25","25","69150","60930"
"In post","2021","Analysis","HM Treasury","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury","Westminster","125","125","50790","52680"
"In post","2021","Analysis","Ministry of Defence","Bath and North East Somerset, North Somerset and South Gloucestershire","55","55","40630","38530"
"In post","2021","Analysis","Ministry of Defence","Buckinghamshire CC","10","10","35540","33180"
"In post","2021","Analysis","Ministry of Defence","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Central Hampshire","350","335","40800","37700"
"In post","2021","Analysis","Ministry of Defence","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Lincolnshire","5","5","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Portsmouth","15","15","34150","31480"
"In post","2021","Analysis","Ministry of Defence","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","South Hampshire","5","5","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Westminster","85","85","43990","40640"
"In post","2021","Analysis","Ministry of Defence","Wiltshire","115","110","37690","37320"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","Bristol, City of","10","10","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","Westminster","190","190","46840","46510"
"In post","2021","Analysis","Ministry of Justice","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Leeds","35","35","32360","30430"
"In post","2021","Analysis","Ministry of Justice","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Tower Hamlets","330","315","46840","41250"
"In post","2021","Analysis","Ministry of Justice","Westminster","35","30","44920","40480"
"In post","2021","Analysis","Office for Standards in Education","Birmingham","5","5","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education","Bristol, City of","90","85","39150","32010"
"In post","2021","Analysis","Office for Standards in Education","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education","Manchester","10","10","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education","Nottingham","10","10","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education","Westminster","35","35","45600","42850"
"In post","2021","Analysis","Office for Standards in Education","York","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Glasgow City","10","10","54880","63750"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Tower Hamlets","55","55","54980","52000"
"In post","2021","Analysis","Office of Rail and Road","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Manchester","5","5","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Tower Hamlets","30","30","53850","55430"
"In post","2021","Analysis","Office of Rail and Road","York","5","5","[c]","[c]"
"In post","2021","Analysis","Scottish Government","City of Edinburgh","25","25","38080","36780"
"In post","2021","Analysis","Scottish Government","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scottish Government","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","Westminster","25","25","44760","38200"
"In post","2021","Analysis","United Kingdom Statistics Authority","City of Edinburgh","10","10","44440","45040"
"In post","2021","Analysis","United Kingdom Statistics Authority","Monmouthshire and Newport","1025","975","36210","36030"
"In post","2021","Analysis","United Kingdom Statistics Authority","South Hampshire","440","420","37170","36030"
"In post","2021","Analysis","United Kingdom Statistics Authority","Westminster","225","225","40680","32540"
"In post","2021","Analysis","Wales Office","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","Birmingham","15","15","53360","49810"
"In post","2021","Analysis","Water Services Regulation Authority","Camden and City of London","20","20","71600","71740"
"In post","2021","Analysis","Welsh Government","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Attorney General's Departments","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Attorney General's Departments","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Attorney General's Departments","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Attorney General's Departments","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Attorney General's Departments","Westminster","10","10","[c]","[c]"
"In post","2021","Commercial","Attorney General's Departments","York","10","10","41500","38180"
"In post","2021","Commercial","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","25","25","85380","82000"
"In post","2021","Commercial","Cabinet Office","Berkshire","5","5","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","Birmingham","15","15","89790","74000"
"In post","2021","Commercial","Cabinet Office","Blackpool","30","30","56540","49700"
"In post","2021","Commercial","Cabinet Office","Bristol, City of","5","5","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","Buckinghamshire CC","10","10","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","Cambridgeshire CC","5","5","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","Central Hampshire","30","25","68020","67960"
"In post","2021","Commercial","Cabinet Office","Coventry","5","5","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","Croydon","20","15","70260","68170"
"In post","2021","Commercial","Cabinet Office","Darlington","10","10","68480","66810"
"In post","2021","Commercial","Cabinet Office","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","Glasgow City","15","15","64460","67610"
"In post","2021","Commercial","Cabinet Office","Greater Manchester South West","50","50","61190","53460"
"In post","2021","Commercial","Cabinet Office","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","Leeds","65","60","67060","64500"
"In post","2021","Commercial","Cabinet Office","Lewisham and Southwark","10","10","114770","126890"
"In post","2021","Commercial","Cabinet Office","Liverpool","70","70","64390","55840"
"In post","2021","Commercial","Cabinet Office","Manchester","35","35","62540","56520"
"In post","2021","Commercial","Cabinet Office","Monmouthshire and Newport","15","15","55810","51670"
"In post","2021","Commercial","Cabinet Office","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","Norwich and East Norfolk","55","55","55100","52050"
"In post","2021","Commercial","Cabinet Office","Nottingham","10","10","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","Portsmouth","15","15","67990","64500"
"In post","2021","Commercial","Cabinet Office","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","Sheffield","40","40","61060","50760"
"In post","2021","Commercial","Cabinet Office","South Hampshire","5","5","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","South Lanarkshire","20","20","65780","62130"
"In post","2021","Commercial","Cabinet Office","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","Telford and Wrekin","10","10","70410","54400"
"In post","2021","Commercial","Cabinet Office","Tower Hamlets","100","95","53630","54700"
"In post","2021","Commercial","Cabinet Office","Tyneside","15","15","60310","56470"
"In post","2021","Commercial","Cabinet Office","Unknown","15","15","62420","54700"
"In post","2021","Commercial","Cabinet Office","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","Westminster","640","630","78260","69150"
"In post","2021","Commercial","Cabinet Office","Wiltshire","50","50","69720","63870"
"In post","2021","Commercial","Cabinet Office","York","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chancellor's other departments","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chancellor's other departments","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chancellor's other departments","Westminster","5","5","[c]","[c]"
"In post","2021","Commercial","Charity Commission","Sefton","5","5","[c]","[c]"
"In post","2021","Commercial","Competition and Markets Authority","Tower Hamlets","10","10","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","Birmingham","10","10","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","10","10","42630","42700"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","Devon CC","180","170","43100","40140"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","Monmouthshire and Newport","10","10","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","Westminster","25","25","45730","44480"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Digital, Culture, Media and Sport","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Digital, Culture, Media and Sport","Westminster","25","25","53430","51730"
"In post","2021","Commercial","Department for Education","Coventry","35","30","39780","38280"
"In post","2021","Commercial","Department for Education","Darlington","20","20","43810","38280"
"In post","2021","Commercial","Department for Education","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Education","Manchester","60","60","38230","36780"
"In post","2021","Commercial","Department for Education","Nottingham","10","10","48620","49860"
"In post","2021","Commercial","Department for Education","Sheffield","55","55","38580","38000"
"In post","2021","Commercial","Department for Education","Tyneside","10","10","[c]","[c]"
"In post","2021","Commercial","Department for Education","Westminster","15","15","51680","53950"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","Berkshire","15","15","34680","35900"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","Bristol, City of","25","25","40970","36970"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","Devon CC","10","10","43390","38370"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","Leeds","5","5","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","Peterborough","15","15","38980","36970"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","South Nottinghamshire","20","15","26360","24920"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","Suffolk","10","10","42600","40320"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","Warrington","10","10","35920","35900"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","West Surrey","20","20","34080","29690"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","Westminster","20","20","39850","40200"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","Worcestershire","15","15","36520","36970"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","York","15","15","37370","37240"
"In post","2021","Commercial","Department for International Trade","Westminster","25","25","37120","38160"
"In post","2021","Commercial","Department for Transport","Bristol, City of","20","20","37310","35200"
"In post","2021","Commercial","Department for Transport","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Transport","Nottingham","15","10","32590","31040"
"In post","2021","Commercial","Department for Transport","Swansea","160","150","33080","31040"
"In post","2021","Commercial","Department for Transport","Tyneside","[c]","[c]","[c]","[c]"
