"Status","Year","Region_ITL3","Region_london","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Barnsley, Doncaster and Rotherham","Outside London","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","AA/AO","Heterosexual / straight","510","470","22820","21010"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","AA/AO","LGBO","40","40","24070","23240"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","AA/AO","Undeclared","80","70","23720","21360"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","AA/AO","Unknown","130","120","23600","21550"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","EO","Heterosexual / straight","2000","1895","24740","25560"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","EO","LGBO","125","120","24840","26060"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","EO","Undeclared","205","195","25900","26670"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","EO","Unknown","280","265","24400","26060"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","G6/G7","Heterosexual / straight","1515","1480","57290","55130"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","G6/G7","LGBO","40","40","55800","54540"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","G6/G7","Undeclared","260","255","57880","55930"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","G6/G7","Unknown","105","100","58360","54620"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","SCS level","Heterosexual / straight","120","120","99810","91980"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","SCS level","Unknown","15","15","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","SEO/HEO","Heterosexual / straight","4970","4795","36470","36460"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","SEO/HEO","LGBO","175","175","34630","33800"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","SEO/HEO","Undeclared","775","735","37690","38520"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","SEO/HEO","Unknown","460","445","36340","36460"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Unknown","Heterosexual / straight","1180","1145","41170","39100"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Unknown","LGBO","45","45","35860","32710"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Unknown","Undeclared","185","175","44520","41330"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Unknown","Unknown","120","115","39450","36450"
"In post","2021","Bedford","Outside London","AA/AO","Heterosexual / straight","190","180","26140","27850"
"In post","2021","Bedford","Outside London","AA/AO","LGBO","15","15","[c]","[c]"
"In post","2021","Bedford","Outside London","AA/AO","Undeclared","20","15","[c]","[c]"
"In post","2021","Bedford","Outside London","AA/AO","Unknown","70","65","24910","22850"
"In post","2021","Bedford","Outside London","EO","Heterosexual / straight","195","185","27580","27570"
"In post","2021","Bedford","Outside London","EO","LGBO","10","10","[c]","[c]"
"In post","2021","Bedford","Outside London","EO","Undeclared","35","30","28420","27570"
"In post","2021","Bedford","Outside London","EO","Unknown","40","35","28120","27570"
"In post","2021","Bedford","Outside London","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Bedford","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Outside London","SEO/HEO","Heterosexual / straight","115","115","38260","36740"
"In post","2021","Bedford","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Outside London","SEO/HEO","Undeclared","20","20","[c]","[c]"
"In post","2021","Bedford","Outside London","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2021","Bedford","Outside London","Unknown","Heterosexual / straight","50","45","28620","26500"
"In post","2021","Bedford","Outside London","Unknown","LGBO","5","5","[c]","[c]"
"In post","2021","Bedford","Outside London","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2021","Bedford","Outside London","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Belfast","Outside London","AA/AO","Heterosexual / straight","540","475","20780","21420"
"In post","2021","Belfast","Outside London","AA/AO","LGBO","35","30","20470","20140"
"In post","2021","Belfast","Outside London","AA/AO","Undeclared","50","45","20800","21420"
"In post","2021","Belfast","Outside London","AA/AO","Unknown","380","345","20480","20140"
"In post","2021","Belfast","Outside London","EO","Heterosexual / straight","525","490","26370","25560"
"In post","2021","Belfast","Outside London","EO","LGBO","30","30","26210","25560"
"In post","2021","Belfast","Outside London","EO","Undeclared","50","45","26380","25560"
"In post","2021","Belfast","Outside London","EO","Unknown","215","205","26080","25560"
"In post","2021","Belfast","Outside London","G6/G7","Heterosexual / straight","170","165","55030","52580"
"In post","2021","Belfast","Outside London","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2021","Belfast","Outside London","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2021","Belfast","Outside London","G6/G7","Unknown","30","30","54090","52680"
"In post","2021","Belfast","Outside London","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Belfast","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Outside London","SCS level","Unknown","5","5","[c]","[c]"
"In post","2021","Belfast","Outside London","SEO/HEO","Heterosexual / straight","560","540","34410","31810"
"In post","2021","Belfast","Outside London","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2021","Belfast","Outside London","SEO/HEO","Undeclared","45","45","33810","31810"
"In post","2021","Belfast","Outside London","SEO/HEO","Unknown","145","140","33930","31810"
"In post","2021","Berkshire","Outside London","AA/AO","Heterosexual / straight","620","595","27420","25540"
"In post","2021","Berkshire","Outside London","AA/AO","LGBO","35","35","28220","26610"
"In post","2021","Berkshire","Outside London","AA/AO","Undeclared","100","95","29640","25540"
"In post","2021","Berkshire","Outside London","AA/AO","Unknown","245","235","26970","25540"
"In post","2021","Berkshire","Outside London","EO","Heterosexual / straight","540","515","30760","29290"
"In post","2021","Berkshire","Outside London","EO","LGBO","30","30","[c]","[c]"
"In post","2021","Berkshire","Outside London","EO","Undeclared","75","70","32410","29290"
"In post","2021","Berkshire","Outside London","EO","Unknown","155","140","31190","29290"
"In post","2021","Berkshire","Outside London","G6/G7","Heterosexual / straight","195","190","56780","54540"
"In post","2021","Berkshire","Outside London","G6/G7","LGBO","10","5","[c]","[c]"
"In post","2021","Berkshire","Outside London","G6/G7","Undeclared","20","20","[c]","[c]"
"In post","2021","Berkshire","Outside London","G6/G7","Unknown","70","65","56760","54540"
"In post","2021","Berkshire","Outside London","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Berkshire","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Outside London","SEO/HEO","Heterosexual / straight","450","430","38100","36690"
"In post","2021","Berkshire","Outside London","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2021","Berkshire","Outside London","SEO/HEO","Undeclared","60","55","37710","35900"
"In post","2021","Berkshire","Outside London","SEO/HEO","Unknown","130","120","37130","38040"
"In post","2021","Berkshire","Outside London","Unknown","Heterosexual / straight","140","135","31850","31980"
"In post","2021","Berkshire","Outside London","Unknown","LGBO","10","10","[c]","[c]"
"In post","2021","Berkshire","Outside London","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2021","Berkshire","Outside London","Unknown","Unknown","25","25","[c]","[c]"
"In post","2021","Bexley and Greenwich","London","AA/AO","Heterosexual / straight","525","505","28230","27240"
"In post","2021","Bexley and Greenwich","London","AA/AO","LGBO","30","30","29470","30810"
"In post","2021","Bexley and Greenwich","London","AA/AO","Undeclared","65","60","28950","30150"
"In post","2021","Bexley and Greenwich","London","AA/AO","Unknown","255","245","28730","28720"
"In post","2021","Bexley and Greenwich","London","EO","Heterosexual / straight","365","345","32080","31060"
"In post","2021","Bexley and Greenwich","London","EO","LGBO","20","20","[c]","[c]"
"In post","2021","Bexley and Greenwich","London","EO","Undeclared","55","50","31920","31060"
"In post","2021","Bexley and Greenwich","London","EO","Unknown","105","95","32030","31060"
"In post","2021","Bexley and Greenwich","London","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Bexley and Greenwich","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","London","SEO/HEO","Heterosexual / straight","130","130","41530","39670"
"In post","2021","Bexley and Greenwich","London","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Bexley and Greenwich","London","SEO/HEO","Undeclared","25","20","[c]","[c]"
"In post","2021","Bexley and Greenwich","London","SEO/HEO","Unknown","30","30","41070","39670"
"In post","2021","Bexley and Greenwich","London","Unknown","Heterosexual / straight","105","105","33550","34020"
"In post","2021","Bexley and Greenwich","London","Unknown","LGBO","5","5","[c]","[c]"
"In post","2021","Bexley and Greenwich","London","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2021","Bexley and Greenwich","London","Unknown","Unknown","15","15","[c]","[c]"
"In post","2021","Birmingham","Outside London","AA/AO","Heterosexual / straight","2095","1895","21110","20140"
"In post","2021","Birmingham","Outside London","AA/AO","LGBO","105","100","21230","20140"
"In post","2021","Birmingham","Outside London","AA/AO","Undeclared","285","255","20970","20520"
"In post","2021","Birmingham","Outside London","AA/AO","Unknown","1090","980","20810","20140"
"In post","2021","Birmingham","Outside London","EO","Heterosexual / straight","2045","1900","26620","27570"
"In post","2021","Birmingham","Outside London","EO","LGBO","100","95","26660","27570"
"In post","2021","Birmingham","Outside London","EO","Undeclared","275","245","26470","26840"
"In post","2021","Birmingham","Outside London","EO","Unknown","890","820","26670","27440"
"In post","2021","Birmingham","Outside London","G6/G7","Heterosexual / straight","780","750","57420","53500"
"In post","2021","Birmingham","Outside London","G6/G7","LGBO","50","45","59260","54770"
"In post","2021","Birmingham","Outside London","G6/G7","Undeclared","95","90","58320","56950"
"In post","2021","Birmingham","Outside London","G6/G7","Unknown","230","215","57670","54930"
"In post","2021","Birmingham","Outside London","SCS level","Heterosexual / straight","80","70","95950","91190"
"In post","2021","Birmingham","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Outside London","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2021","Birmingham","Outside London","SCS level","Unknown","25","25","[c]","[c]"
"In post","2021","Birmingham","Outside London","SEO/HEO","Heterosexual / straight","2025","1945","35560","33400"
"In post","2021","Birmingham","Outside London","SEO/HEO","LGBO","90","90","34660","31990"
"In post","2021","Birmingham","Outside London","SEO/HEO","Undeclared","230","215","36260","34660"
"In post","2021","Birmingham","Outside London","SEO/HEO","Unknown","675","650","36050","33340"
"In post","2021","Birmingham","Outside London","Unknown","Heterosexual / straight","330","305","30540","28200"
"In post","2021","Birmingham","Outside London","Unknown","LGBO","20","20","[c]","[c]"
"In post","2021","Birmingham","Outside London","Unknown","Undeclared","30","30","30950","29200"
"In post","2021","Birmingham","Outside London","Unknown","Unknown","55","45","29120","28200"
"In post","2021","Blackburn with Darwen","Outside London","AA/AO","Heterosexual / straight","95","85","21130","21010"
"In post","2021","Blackburn with Darwen","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Outside London","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2021","Blackburn with Darwen","Outside London","AA/AO","Unknown","45","35","20760","21010"
"In post","2021","Blackburn with Darwen","Outside London","EO","Heterosexual / straight","155","135","27490","27570"
"In post","2021","Blackburn with Darwen","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Outside London","EO","Undeclared","15","15","[c]","[c]"
"In post","2021","Blackburn with Darwen","Outside London","EO","Unknown","45","40","27460","27570"
"In post","2021","Blackburn with Darwen","Outside London","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Blackburn with Darwen","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Outside London","SEO/HEO","Heterosexual / straight","35","35","33610","32290"
"In post","2021","Blackburn with Darwen","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Outside London","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Blackburn with Darwen","Outside London","Unknown","Heterosexual / straight","55","50","28060","26500"
"In post","2021","Blackburn with Darwen","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Outside London","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Blackpool","Outside London","AA/AO","Heterosexual / straight","1125","1025","20870","21010"
"In post","2021","Blackpool","Outside London","AA/AO","LGBO","80","80","20940","21010"
