"Status","Year","Parent_department","Region_ITL2","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","Northumberland and Tyne and Wear","EO","EO","45","40","27380","28430"
"In post","2021","Attorney General's Departments","Northumberland and Tyne and Wear","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Northumberland and Tyne and Wear","G6/G7","G7","90","85","53560","54200"
"In post","2021","Attorney General's Departments","Northumberland and Tyne and Wear","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Northumberland and Tyne and Wear","SEO/HEO","HEO","25","25","34110","33310"
"In post","2021","Attorney General's Departments","Northumberland and Tyne and Wear","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Outer London - East and North East","AA/AO","AO","20","15","23790","24590"
"In post","2021","Attorney General's Departments","Outer London - East and North East","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Outer London - East and North East","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Outer London - East and North East","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Outer London - South","AA/AO","AO","25","25","23840","23730"
"In post","2021","Attorney General's Departments","Outer London - South","EO","EO","20","15","28390","27470"
"In post","2021","Attorney General's Departments","Outer London - South","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Outer London - South","G6/G7","G7","20","15","60580","62120"
"In post","2021","Attorney General's Departments","Outer London - South","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Outer London - South","SEO/HEO","HEO","15","15","32980","32390"
"In post","2021","Attorney General's Departments","Outer London - South","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Outer London - West and North West","AA/AO","AO","15","15","23490","24590"
"In post","2021","Attorney General's Departments","Outer London - West and North West","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Outer London - West and North West","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Outer London - West and North West","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Overseas","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Shropshire and Staffordshire","AA/AO","AO","15","15","22030","21950"
"In post","2021","Attorney General's Departments","Shropshire and Staffordshire","EO","EO","10","10","27130","27330"
"In post","2021","Attorney General's Departments","Shropshire and Staffordshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Shropshire and Staffordshire","G6/G7","G7","35","30","54070","53780"
"In post","2021","Attorney General's Departments","Shropshire and Staffordshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Shropshire and Staffordshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South Yorkshire","AA/AO","AO","40","35","21660","21950"
"In post","2021","Attorney General's Departments","South Yorkshire","EO","EO","35","30","27450","28430"
"In post","2021","Attorney General's Departments","South Yorkshire","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","South Yorkshire","G6/G7","G7","35","35","54800","55610"
"In post","2021","Attorney General's Departments","South Yorkshire","SEO/HEO","HEO","20","15","35640","34480"
"In post","2021","Attorney General's Departments","South Yorkshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Surrey, East and West Sussex","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Surrey, East and West Sussex","AA/AO","AO","30","30","22880","23520"
"In post","2021","Attorney General's Departments","Surrey, East and West Sussex","EO","EO","40","40","28730","29170"
"In post","2021","Attorney General's Departments","Surrey, East and West Sussex","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Surrey, East and West Sussex","G6/G7","G7","65","60","58730","62120"
"In post","2021","Attorney General's Departments","Surrey, East and West Sussex","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Surrey, East and West Sussex","SEO/HEO","HEO","20","20","36890","36240"
"In post","2021","Attorney General's Departments","Surrey, East and West Sussex","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Tees Valley and Durham","AA/AO","AO","30","20","21990","21950"
"In post","2021","Attorney General's Departments","Tees Valley and Durham","EO","EO","20","15","27420","28430"
"In post","2021","Attorney General's Departments","Tees Valley and Durham","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Tees Valley and Durham","G6/G7","G7","35","35","54270","55610"
"In post","2021","Attorney General's Departments","Tees Valley and Durham","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Tees Valley and Durham","SEO/HEO","HEO","10","10","34480","34480"
"In post","2021","Attorney General's Departments","Tees Valley and Durham","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands","AA/AO","AO","110","100","21780","21950"
"In post","2021","Attorney General's Departments","West Midlands","EO","EO","95","90","27140","28430"
"In post","2021","Attorney General's Departments","West Midlands","G6/G7","G6","15","15","74660","70000"
"In post","2021","Attorney General's Departments","West Midlands","G6/G7","G7","190","175","54250","55000"
"In post","2021","Attorney General's Departments","West Midlands","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands","SEO/HEO","HEO","60","60","34220","34480"
"In post","2021","Attorney General's Departments","West Midlands","SEO/HEO","SEO","10","10","39170","38180"
"In post","2021","Attorney General's Departments","West Wales and The Valleys","AA/AO","AO","15","15","22220","21950"
"In post","2021","Attorney General's Departments","West Wales and The Valleys","EO","EO","10","10","27290","28430"
"In post","2021","Attorney General's Departments","West Wales and The Valleys","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Wales and The Valleys","G6/G7","G7","35","30","55050","54200"
"In post","2021","Attorney General's Departments","West Wales and The Valleys","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Wales and The Valleys","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","West Wales and The Valleys","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Yorkshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Yorkshire","AA/AO","AO","85","75","21770","21950"
"In post","2021","Attorney General's Departments","West Yorkshire","EO","EO","85","80","27180","27170"
"In post","2021","Attorney General's Departments","West Yorkshire","G6/G7","G6","25","20","68610","65560"
"In post","2021","Attorney General's Departments","West Yorkshire","G6/G7","G7","170","155","53650","54200"
"In post","2021","Attorney General's Departments","West Yorkshire","SCS level","SCS level","10","10","88100","84740"
"In post","2021","Attorney General's Departments","West Yorkshire","SEO/HEO","HEO","65","60","34540","34480"
"In post","2021","Attorney General's Departments","West Yorkshire","SEO/HEO","SEO","15","15","40560","39710"
"In post","2021","Cabinet Office","Bedfordshire and Hertfordshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Bedfordshire and Hertfordshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","AO","35","30","20900","20920"
"In post","2021","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","EO","EO","10","10","26570","26670"
"In post","2021","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","HEO","55","50","33510","33300"
"In post","2021","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Cheshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Cheshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Cumbria","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Derbyshire and Nottinghamshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Derbyshire and Nottinghamshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Derbyshire and Nottinghamshire","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Derbyshire and Nottinghamshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Derbyshire and Nottinghamshire","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","Cabinet Office","Derbyshire and Nottinghamshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Devon","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Devon","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Dorset and Somerset","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","Cabinet Office","Dorset and Somerset","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Anglia","AA/AO","AO","10","10","[c]","[c]"
"In post","2021","Cabinet Office","East Anglia","EO","EO","15","10","24640","23850"
"In post","2021","Cabinet Office","East Anglia","G6/G7","G6","10","10","71850","69580"
"In post","2021","Cabinet Office","East Anglia","G6/G7","G7","30","25","52840","51620"
"In post","2021","Cabinet Office","East Anglia","SCS level","SCS level","15","15","86590","73360"
"In post","2021","Cabinet Office","East Anglia","SEO/HEO","HEO","25","25","32350","32960"
"In post","2021","Cabinet Office","East Anglia","SEO/HEO","SEO","10","10","38620","38420"
"In post","2021","Cabinet Office","East Wales","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Wales","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Wales","G6/G7","G7","15","15","51480","49700"
"In post","2021","Cabinet Office","East Wales","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Wales","SEO/HEO","HEO","40","40","29410","29250"
"In post","2021","Cabinet Office","Eastern Scotland","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Eastern Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Eastern Scotland","SEO/HEO","HEO","20","20","29790","29250"
"In post","2021","Cabinet Office","Eastern Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","EO","EO","10","5","[c]","[c]"
"In post","2021","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","G6","30","30","74410","73310"
"In post","2021","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","G7","45","45","52560","53320"
"In post","2021","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","SCS level","30","30","95360","80810"
"In post","2021","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","HEO","45","45","30860","32000"
"In post","2021","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","SEO","15","15","38610","38890"
"In post","2021","Cabinet Office","Greater Manchester","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Greater Manchester","EO","EO","10","10","24680","23850"
"In post","2021","Cabinet Office","Greater Manchester","G6/G7","G6","25","25","71650","67670"
"In post","2021","Cabinet Office","Greater Manchester","G6/G7","G7","75","75","51880","51560"
"In post","2021","Cabinet Office","Greater Manchester","SCS level","SCS level","25","25","78880","71460"
"In post","2021","Cabinet Office","Greater Manchester","SEO/HEO","HEO","75","75","30910","32000"
"In post","2021","Cabinet Office","Greater Manchester","SEO/HEO","SEO","60","60","37960","37300"
"In post","2021","Cabinet Office","Hampshire and Isle of Wight","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Hampshire and Isle of Wight","EO","EO","5","5","[c]","[c]"
