"Status","Year","Parent_department","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Charity Commission","Wales","East Wales","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","London","Inner London - East","785","760","60810","56630"
"In post","2021","Competition and Markets Authority","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Scotland","Eastern Scotland","50","50","56490","55860"
"In post","2021","Competition and Markets Authority","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Derbyshire and Nottinghamshire","185","175","31230","30950"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Lincolnshire","30","30","38180","37080"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","Bedfordshire and Hertfordshire","45","40","39600","38510"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","East Anglia","145","135","32090","30950"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","Essex","30","25","30870","28640"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","Inner London - East","250","240","42830","42790"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","Inner London - West","5210","5105","49150","52080"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","Outer London - South","65","60","32350","27650"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","Outer London - West and North West","95","90","43130","40220"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","Northumberland and Tyne and Wear","205","195","31390","30950"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","Greater Manchester","355","340","32560","30950"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","Lancashire","55","50","33410","31700"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","Merseyside","50","45","33560","31000"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northern Ireland","Northern Ireland","40","35","31110","31150"
"In post","2021","Department for Business, Energy and Industrial Strategy","Overseas","Overseas","30","30","40460","41750"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","Eastern Scotland","135","130","27470","23560"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","Highlands and Islands","20","20","34370","35580"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","North Eastern Scotland","130","125","47200","41420"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","West Central Scotland","110","100","30700","30950"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","75","70","40790","39650"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","Hampshire and Isle of Wight","95","90","35300","36580"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","Kent","55","50","26670","20880"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","Surrey, East and West Sussex","20","20","34160","33060"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","Devon","1815","1735","39690","39650"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","250","240","40490","36740"
"In post","2021","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Wales","East Wales","2770","2590","34630","30170"
"In post","2021","Department for Business, Energy and Industrial Strategy","Wales","West Wales and The Valleys","10","10","36150","36730"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Midlands (England)","West Midlands","665","635","33290","30390"
"In post","2021","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","North Yorkshire","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","West Yorkshire","190","180","32180","30950"
"In post","2021","Department for Digital, Culture, Media and Sport","London","Inner London - West","1715","1680","49440","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","North East (England)","Northumberland and Tyne and Wear","5","5","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","North West (England)","Greater Manchester","45","45","40410","34020"
"In post","2021","Department for Digital, Culture, Media and Sport","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","East Midlands (England)","Derbyshire and Nottinghamshire","290","275","41750","37100"
"In post","2021","Department for Education","East of England","Bedfordshire and Hertfordshire","30","25","44720","40370"
"In post","2021","Department for Education","East of England","East Anglia","40","40","47860","50520"
"In post","2021","Department for Education","London","Inner London - West","2585","2490","50360","53420"
"In post","2021","Department for Education","London","Outer London - South","50","50","46000","40230"
"In post","2021","Department for Education","North East (England)","Northumberland and Tyne and Wear","80","75","39120","36780"
"In post","2021","Department for Education","North East (England)","Tees Valley and Durham","705","675","38100","36780"
"In post","2021","Department for Education","North West (England)","Greater Manchester","1145","1120","40360","36780"
"In post","2021","Department for Education","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","225","215","43730","39780"
"In post","2021","Department for Education","Unknown","Unknown","15","10","56170","52840"
"In post","2021","Department for Education","West Midlands (England)","West Midlands","1280","1250","40710","36820"
"In post","2021","Department for Education","Yorkshire and The Humber","South Yorkshire","1395","1335","40460","36960"
"In post","2021","Department for Education","Yorkshire and The Humber","West Yorkshire","95","90","45390","40300"
"In post","2021","Department for Environment, Food and Rural Affairs","East Midlands (England)","Derbyshire and Nottinghamshire","160","155","32770","29190"
"In post","2021","Department for Environment, Food and Rural Affairs","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","25","25","31260","26520"
"In post","2021","Department for Environment, Food and Rural Affairs","East Midlands (England)","Lincolnshire","45","40","34810","31330"
"In post","2021","Department for Environment, Food and Rural Affairs","East of England","Bedfordshire and Hertfordshire","25","25","31970","28610"
"In post","2021","Department for Environment, Food and Rural Affairs","East of England","East Anglia","760","720","34490","30220"
"In post","2021","Department for Environment, Food and Rural Affairs","East of England","Essex","55","55","30500","28340"
"In post","2021","Department for Environment, Food and Rural Affairs","London","Inner London - West","2510","2435","45300","39910"
"In post","2021","Department for Environment, Food and Rural Affairs","London","Outer London - West and North West","85","85","34110","31800"
"In post","2021","Department for Environment, Food and Rural Affairs","North East (England)","Northumberland and Tyne and Wear","535","500","32020","29180"
"In post","2021","Department for Environment, Food and Rural Affairs","North East (England)","Tees Valley and Durham","10","10","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","North West (England)","Cheshire","305","295","36060","31030"
"In post","2021","Department for Environment, Food and Rural Affairs","North West (England)","Cumbria","995","900","25920","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","North West (England)","Greater Manchester","30","25","32010","29180"
"In post","2021","Department for Environment, Food and Rural Affairs","North West (England)","Lancashire","105","95","33340","29690"
"In post","2021","Department for Environment, Food and Rural Affairs","Scotland","Eastern Scotland","60","60","34060","29180"
"In post","2021","Department for Environment, Food and Rural Affairs","Scotland","Highlands and Islands","30","30","29140","27210"
"In post","2021","Department for Environment, Food and Rural Affairs","Scotland","North Eastern Scotland","10","10","38580","36970"
"In post","2021","Department for Environment, Food and Rural Affairs","Scotland","Southern Scotland","55","50","30910","26520"
"In post","2021","Department for Environment, Food and Rural Affairs","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","395","380","35760","31640"
"In post","2021","Department for Environment, Food and Rural Affairs","South East (England)","Hampshire and Isle of Wight","50","45","32980","30280"
"In post","2021","Department for Environment, Food and Rural Affairs","South East (England)","Kent","60","60","29030","27380"
"In post","2021","Department for Environment, Food and Rural Affairs","South East (England)","Surrey, East and West Sussex","870","830","36450","32560"
"In post","2021","Department for Environment, Food and Rural Affairs","South West (England)","Cornwall and Isles of Scilly","95","90","33110","29180"
"In post","2021","Department for Environment, Food and Rural Affairs","South West (England)","Devon","530","495","29560","25490"
"In post","2021","Department for Environment, Food and Rural Affairs","South West (England)","Dorset and Somerset","220","210","33530","29720"
"In post","2021","Department for Environment, Food and Rural Affairs","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","940","890","38700","36520"
"In post","2021","Department for Environment, Food and Rural Affairs","Wales","East Wales","120","115","30980","26520"
"In post","2021","Department for Environment, Food and Rural Affairs","Wales","West Wales and The Valleys","225","210","27650","25190"
"In post","2021","Department for Environment, Food and Rural Affairs","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","440","410","32880","29180"
"In post","2021","Department for Environment, Food and Rural Affairs","West Midlands (England)","Shropshire and Staffordshire","150","145","31590","26630"
"In post","2021","Department for Environment, Food and Rural Affairs","West Midlands (England)","West Midlands","40","40","39310","37310"
"In post","2021","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","25","25","31000","29180"
"In post","2021","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","North Yorkshire","915","885","34920","30400"
"In post","2021","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","South Yorkshire","25","20","36170","35900"
"In post","2021","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","West Yorkshire","130","125","34710","35900"
"In post","2021","Department for International Trade","East Midlands (England)","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2021","Department for International Trade","East of England","East Anglia","5","5","[c]","[c]"
"In post","2021","Department for International Trade","London","Inner London - West","2315","2295","45240","38950"
"In post","2021","Department for International Trade","North East (England)","Northumberland and Tyne and Wear","10","10","[c]","[c]"
"In post","2021","Department for International Trade","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","North West (England)","Greater Manchester","10","10","43590","40300"
"In post","2021","Department for International Trade","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Overseas","Overseas","155","155","56610","54470"
"In post","2021","Department for International Trade","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Scotland","West Central Scotland","10","10","38380","33120"
"In post","2021","Department for International Trade","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","115","115","47060","51860"
"In post","2021","Department for International Trade","South East (England)","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2021","Department for International Trade","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2021","Department for International Trade","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","West Midlands (England)","West Midlands","20","15","38940","33500"
"In post","2021","Department for International Trade","Yorkshire and The Humber","West Yorkshire","15","15","44820","48220"
"In post","2021","Department for Transport","East Midlands (England)","Derbyshire and Nottinghamshire","435","415","35050","31380"
"In post","2021","Department for Transport","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","165","160","31390","27250"
"In post","2021","Department for Transport","East Midlands (England)","Lincolnshire","45","45","29310","26780"
"In post","2021","Department for Transport","East of England","Bedfordshire and Hertfordshire","125","120","29890","30350"
"In post","2021","Department for Transport","East of England","East Anglia","180","175","28420","26780"
"In post","2021","Department for Transport","East of England","Essex","95","85","32890","26780"
"In post","2021","Department for Transport","London","Inner London - East","115","95","32660","32740"
"In post","2021","Department for Transport","London","Inner London - West","2980","2925","48780","44030"
"In post","2021","Department for Transport","London","Outer London - East and North East","140","135","32320","30780"
"In post","2021","Department for Transport","London","Outer London - South","65","65","32180","30780"
"In post","2021","Department for Transport","London","Outer London - West and North West","135","130","32500","30780"
"In post","2021","Department for Transport","North East (England)","Northumberland and Tyne and Wear","305","280","27240","26470"
"In post","2021","Department for Transport","North East (England)","Tees Valley and Durham","55","50","29730","27110"
"In post","2021","Department for Transport","North West (England)","Cheshire","25","25","27870","26700"
"In post","2021","Department for Transport","North West (England)","Cumbria","30","30","30320","26780"
"In post","2021","Department for Transport","North West (England)","Greater Manchester","165","155","27540","26740"
"In post","2021","Department for Transport","North West (England)","Lancashire","110","100","28520","26780"
"In post","2021","Department for Transport","North West (England)","Merseyside","125","120","31510","26780"
"In post","2021","Department for Transport","Northern Ireland","Northern Ireland","40","35","37560","31780"
"In post","2021","Department for Transport","Overseas","Overseas","10","10","64100","65520"
"In post","2021","Department for Transport","Scotland","Eastern Scotland","130","120","28920","27230"
"In post","2021","Department for Transport","Scotland","Highlands and Islands","85","80","31890","31780"
"In post","2021","Department for Transport","Scotland","North Eastern Scotland","75","70","32730","27680"
"In post","2021","Department for Transport","Scotland","Southern Scotland","40","40","29320","26780"
"In post","2021","Department for Transport","Scotland","West Central Scotland","130","125","35020","27680"
"In post","2021","Department for Transport","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","90","85","27700","26780"
"In post","2021","Department for Transport","South East (England)","Hampshire and Isle of Wight","895","855","39360","32050"
"In post","2021","Department for Transport","South East (England)","Kent","195","185","31430","30580"
"In post","2021","Department for Transport","South East (England)","Surrey, East and West Sussex","305","280","32540","30700"
"In post","2021","Department for Transport","South West (England)","Cornwall and Isles of Scilly","60","55","29350","26780"
"In post","2021","Department for Transport","South West (England)","Devon","105","100","34110","29080"
"In post","2021","Department for Transport","South West (England)","Dorset and Somerset","65","65","28650","26780"
"In post","2021","Department for Transport","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","535","505","33630","30060"
"In post","2021","Department for Transport","Wales","East Wales","145","135","30090","26780"
"In post","2021","Department for Transport","Wales","West Wales and The Valleys","6755","6000","26420","21590"
"In post","2021","Department for Transport","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","65","60","28710","26780"
"In post","2021","Department for Transport","West Midlands (England)","Shropshire and Staffordshire","190","175","28340","26780"
"In post","2021","Department for Transport","West Midlands (England)","West Midlands","210","205","30010","26780"
"In post","2021","Department for Transport","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","140","135","33900","27680"
"In post","2021","Department for Transport","Yorkshire and The Humber","North Yorkshire","40","40","27940","26780"
"In post","2021","Department for Transport","Yorkshire and The Humber","South Yorkshire","95","85","28120","26780"
"In post","2021","Department for Transport","Yorkshire and The Humber","West Yorkshire","280","260","28700","26700"
"In post","2021","Department for Work and Pensions","East Midlands (England)","Derbyshire and Nottinghamshire","2690","2395","28460","27570"
"In post","2021","Department for Work and Pensions","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","1645","1460","25540","27570"
"In post","2021","Department for Work and Pensions","East Midlands (England)","Lincolnshire","555","485","26440","27570"
"In post","2021","Department for Work and Pensions","East of England","Bedfordshire and Hertfordshire","1175","1075","29550","29290"
"In post","2021","Department for Work and Pensions","East of England","East Anglia","1870","1640","27130","27570"
"In post","2021","Department for Work and Pensions","East of England","Essex","1660","1505","29500","29290"
"In post","2021","Department for Work and Pensions","London","Inner London - East","2980","2775","30710","31060"
"In post","2021","Department for Work and Pensions","London","Inner London - West","2710","2595","42680","36650"
"In post","2021","Department for Work and Pensions","London","Outer London - East and North East","1940","1780","30190","31060"
"In post","2021","Department for Work and Pensions","London","Outer London - South","840","790","30800","31060"
"In post","2021","Department for Work and Pensions","London","Outer London - West and North West","1715","1595","30890","31060"
"In post","2021","Department for Work and Pensions","North East (England)","Northumberland and Tyne and Wear","7285","6480","27920","27570"
"In post","2021","Department for Work and Pensions","North East (England)","Tees Valley and Durham","2340","2050","25060","27570"
"In post","2021","Department for Work and Pensions","North West (England)","Cheshire","970","875","26000","27570"
"In post","2021","Department for Work and Pensions","North West (England)","Cumbria","275","240","27170","27570"
"In post","2021","Department for Work and Pensions","North West (England)","Greater Manchester","5140","4700","27390","27570"
"In post","2021","Department for Work and Pensions","North West (England)","Lancashire","7675","6950","27270","27570"
"In post","2021","Department for Work and Pensions","North West (England)","Merseyside","4560","4025","28510","27570"
"In post","2021","Department for Work and Pensions","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Scotland","Eastern Scotland","3285","2930","25350","27570"
"In post","2021","Department for Work and Pensions","Scotland","Highlands and Islands","475","430","26040","27570"
"In post","2021","Department for Work and Pensions","Scotland","North Eastern Scotland","370","335","41210","27570"
"In post","2021","Department for Work and Pensions","Scotland","Southern Scotland","875","765","26310","27570"
"In post","2021","Department for Work and Pensions","Scotland","West Central Scotland","4035","3535","25230","27570"
"In post","2021","Department for Work and Pensions","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","1145","1045","28280","27570"
"In post","2021","Department for Work and Pensions","South East (England)","Hampshire and Isle of Wight","1380","1205","26680","27570"
"In post","2021","Department for Work and Pensions","South East (England)","Kent","1770","1655","29040","29290"
"In post","2021","Department for Work and Pensions","South East (England)","Surrey, East and West Sussex","2455","2200","26730","27570"
"In post","2021","Department for Work and Pensions","South West (England)","Cornwall and Isles of Scilly","830","740","25490","27570"
"In post","2021","Department for Work and Pensions","South West (England)","Devon","2065","1760","25790","27570"
"In post","2021","Department for Work and Pensions","South West (England)","Dorset and Somerset","915","795","26650","27570"
"In post","2021","Department for Work and Pensions","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","2010","1770","27290","27570"
"In post","2021","Department for Work and Pensions","Unknown","Unknown","900","835","30410","27570"
"In post","2021","Department for Work and Pensions","Wales","East Wales","2330","2110","26760","27570"
"In post","2021","Department for Work and Pensions","Wales","West Wales and The Valleys","3410","3030","25510","27570"
"In post","2021","Department for Work and Pensions","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","920","800","25490","27570"
"In post","2021","Department for Work and Pensions","West Midlands (England)","Shropshire and Staffordshire","1520","1330","26540","27570"
"In post","2021","Department for Work and Pensions","West Midlands (England)","West Midlands","5240","4615","26230","27570"
"In post","2021","Department for Work and Pensions","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","1210","1035","25920","27570"
"In post","2021","Department for Work and Pensions","Yorkshire and The Humber","North Yorkshire","585","535","29930","27570"
"In post","2021","Department for Work and Pensions","Yorkshire and The Humber","South Yorkshire","3350","2955","30550","27570"
"In post","2021","Department for Work and Pensions","Yorkshire and The Humber","West Yorkshire","4445","4020","30330","27570"
"In post","2021","Department of Health and Social Care","East Midlands (England)","Derbyshire and Nottinghamshire","165","155","43750","36330"
"In post","2021","Department of Health and Social Care","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","20","20","48340","42530"
"In post","2021","Department of Health and Social Care","East of England","Bedfordshire and Hertfordshire","335","325","44700","41010"
"In post","2021","Department of Health and Social Care","East of England","East Anglia","320","285","42820","34700"
"In post","2021","Department of Health and Social Care","East of England","Essex","80","70","46700","38200"
"In post","2021","Department of Health and Social Care","London","Inner London - East","2860","2660","49530","41690"
"In post","2021","Department of Health and Social Care","London","Inner London - West","2445","2395","48400","41890"
"In post","2021","Department of Health and Social Care","London","Outer London - West and North West","1115","1050","43220","39350"
"In post","2021","Department of Health and Social Care","North East (England)","Northumberland and Tyne and Wear","140","120","45510","38690"
"In post","2021","Department of Health and Social Care","North East (England)","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2021","Department of Health and Social Care","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","North West (England)","Greater Manchester","390","355","34000","28200"
"In post","2021","Department of Health and Social Care","North West (England)","Lancashire","65","60","41490","34800"
"In post","2021","Department of Health and Social Care","North West (England)","Merseyside","120","115","45470","37910"
"In post","2021","Department of Health and Social Care","Scotland","West Central Scotland","15","15","36690","35400"
"In post","2021","Department of Health and Social Care","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","370","330","44590","40030"
"In post","2021","Department of Health and Social Care","South East (England)","Hampshire and Isle of Wight","30","30","52980","46170"
"In post","2021","Department of Health and Social Care","South East (England)","Kent","45","40","49430","40640"
"In post","2021","Department of Health and Social Care","South East (England)","Surrey, East and West Sussex","70","65","49440","46220"
