"Status","Year","Age","Organisation","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Crown Office and Procurator Fiscal Service","West Central Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Crown Prosecution Service","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Crown Prosecution Service","Derbyshire and Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Crown Prosecution Service","Essex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Crown Prosecution Service","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Crown Prosecution Service","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Crown Prosecution Service","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Crown Prosecution Service","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Crown Prosecution Service","Leicestershire, Rutland and Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Crown Prosecution Service","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Crown Prosecution Service","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Crown Prosecution Service","North Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Crown Prosecution Service","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Crown Prosecution Service","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Crown Prosecution Service","West Wales and The Valleys","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Crown Prosecution Service Inspectorate","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Defence Electronics and Components Agency","East Wales","AA/AO","15","15","15960","15820"
"In post","2021","16-19","Defence Electronics and Components Agency","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Defence Electronics and Components Agency","Shropshire and Staffordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Defence Equipment and Support","Devon","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Defence Equipment and Support","Gloucestershire, Wiltshire and Bath/Bristol area","EO","95","95","18130","17780"
"In post","2021","16-19","Defence Equipment and Support","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Defence Equipment and Support","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Defence Equipment and Support","Southern Scotland","EO","10","10","17080","16780"
"In post","2021","16-19","Defence Science and Technology Laboratory","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","15","15","17150","16990"
"In post","2021","16-19","Defence Science and Technology Laboratory","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy (excl. agencies)","Inner London - West","EO","10","10","[c]","[c]"
"In post","2021","16-19","Department for Education (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education (excl. agencies)","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education (excl. agencies)","Greater Manchester","EO","10","10","[c]","[c]"
"In post","2021","16-19","Department for Education (excl. agencies)","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education (excl. agencies)","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education (excl. agencies)","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Cheshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","East Anglia","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Inner London - West","EO","10","10","[c]","[c]"
"In post","2021","16-19","Department for International Trade","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for International Trade","Inner London - West","EO","5","5","[c]","[c]"
"In post","2021","16-19","Department for Transport (excl. agencies)","Inner London - West","EO","5","5","[c]","[c]"
"In post","2021","16-19","Department for Transport (excl. agencies)","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport (excl. agencies)","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport (excl. agencies)","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Cheshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Cornwall and Isles of Scilly","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Derbyshire and Nottinghamshire","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Devon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Devon","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Dorset and Somerset","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","East Anglia","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Essex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Greater Manchester","AA/AO","10","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Inner London - East","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Kent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Lancashire","AA/AO","20","20","21010","21010"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Leicestershire, Rutland and Northamptonshire","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","North Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Northumberland and Tyne and Wear","AA/AO","30","30","21010","21010"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Northumberland and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Outer London - East and North East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Outer London - East and North East","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Outer London - West and North West","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Shropshire and Staffordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Shropshire and Staffordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","South Yorkshire","AA/AO","10","10","21010","21010"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Tees Valley and Durham","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","West Central Scotland","AA/AO","10","10","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","West Wales and The Valleys","AA/AO","15","15","21010","21010"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","West Yorkshire","AA/AO","15","15","21010","21010"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","West Yorkshire","EO","5","5","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care (excl. agencies)","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care (excl. agencies)","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care (excl. agencies)","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Disclosure Scotland","West Central Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Licensing Agency","West Wales and The Valleys","AA/AO","35","25","19000","18060"
"In post","2021","16-19","Driver and Vehicle Licensing Agency","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Standards Agency","Shropshire and Staffordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Standards Agency","West Wales and The Valleys","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Standards Agency","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Education and Skills Funding Agency","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Education and Skills Funding Agency","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","FCDO Services","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","FCDO Services","Berkshire, Buckinghamshire and Oxfordshire","Unknown","15","15","20920","21600"
"In post","2021","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Forestry and Land Scotland","Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Forestry and Land Scotland","Highlands and Islands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Forestry and Land Scotland","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Government Actuary's Department","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Health and Safety Executive","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Dorset and Somerset","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Inner London - East","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Kent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Leicestershire, Rutland and Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Outer London - East and North East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Outer London - South","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Outer London - West and North West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Shropshire and Staffordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","South Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","West Central Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","West Wales and The Valleys","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","West Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Derbyshire and Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Devon","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","HM Land Registry","East Yorkshire and Northern Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","West Wales and The Valleys","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Cheshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Derbyshire and Nottinghamshire","AA/AO","10","10","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","East Anglia","AA/AO","10","10","23630","22850"
"In post","2021","16-19","HM Prison and Probation Service","East Wales","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Herefordshire, Worcestershire and Warwickshire","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Kent","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Leicestershire, Rutland and Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Outer London - East and North East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Outer London - West and North West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Shropshire and Staffordshire","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","South Yorkshire","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","West Wales and The Valleys","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","West Yorkshire","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","Derbyshire and Nottinghamshire","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","East Wales","AA/AO","20","20","20140","20140"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","Eastern Scotland","AA/AO","20","20","20140","20140"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","Essex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","Greater Manchester","AA/AO","10","10","20140","20140"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","Lancashire","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","Leicestershire, Rutland and Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","Merseyside","AA/AO","25","25","20140","20140"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","Northumberland and Tyne and Wear","AA/AO","45","40","20140","20140"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","Northumberland and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","Outer London - South","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","Tees Valley and Durham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","West Central Scotland","AA/AO","15","10","20140","20140"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","West Midlands","AA/AO","10","10","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","West Yorkshire","AA/AO","30","30","20140","20140"
"In post","2021","16-19","HM Treasury (excl. agencies)","Inner London - West","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","HM Treasury (excl. agencies)","Inner London - West","EO","20","20","24550","24300"
"In post","2021","16-19","Home Office (incl. agencies)","East Anglia","AA/AO","10","5","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","East Yorkshire and Northern Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","Essex","AA/AO","10","10","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","Kent","AA/AO","25","25","21290","21430"
"In post","2021","16-19","Home Office (incl. agencies)","Merseyside","AA/AO","10","5","21430","21430"
"In post","2021","16-19","Home Office (incl. agencies)","Outer London - South","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","Outer London - West and North West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","South Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","Tees Valley and Durham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","West Central Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","West Wales and The Valleys","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","West Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Insolvency Service","Derbyshire and Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Insolvency Service","Devon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Insolvency Service","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Insolvency Service","Kent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Insolvency Service","West Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
