"Status","Year","Function_of_post","Region_ITL1","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","West Midlands (England)","Outside London","Female","30","30","41420","38830"
"In post","2021","Analysis","West Midlands (England)","Outside London","Male","35","30","41100","38650"
"In post","2021","Analysis","Yorkshire and The Humber","Outside London","Female","175","165","39910","39110"
"In post","2021","Analysis","Yorkshire and The Humber","Outside London","Male","170","165","43040","42420"
"In post","2021","Commercial","East Midlands (England)","Outside London","Female","90","85","36840","31930"
"In post","2021","Commercial","East Midlands (England)","Outside London","Male","75","75","45310","42320"
"In post","2021","Commercial","East of England","Outside London","Female","215","205","38650","35730"
"In post","2021","Commercial","East of England","Outside London","Male","175","175","44290","39950"
"In post","2021","Commercial","London","London","Female","890","865","54130","51260"
"In post","2021","Commercial","London","London","Male","990","980","63090","56490"
"In post","2021","Commercial","North East (England)","Outside London","Female","55","50","43700","38280"
"In post","2021","Commercial","North East (England)","Outside London","Male","55","55","50320","50850"
"In post","2021","Commercial","North West (England)","Outside London","Female","410","390","41830","37100"
"In post","2021","Commercial","North West (England)","Outside London","Male","365","360","44580","38990"
"In post","2021","Commercial","Northern Ireland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","Overseas","Female","10","10","[c]","[c]"
"In post","2021","Commercial","Overseas","Overseas","Male","35","35","50400","43860"
"In post","2021","Commercial","Scotland","Outside London","Female","175","170","37780","33930"
"In post","2021","Commercial","Scotland","Outside London","Male","215","210","38200","34850"
"In post","2021","Commercial","South East (England)","Outside London","Female","375","360","36030","33300"
"In post","2021","Commercial","South East (England)","Outside London","Male","295","290","42670","40000"
"In post","2021","Commercial","South West (England)","Outside London","Female","650","610","39670","35130"
"In post","2021","Commercial","South West (England)","Outside London","Male","705","695","44690","40900"
"In post","2021","Commercial","Unknown","Unknown","Female","15","15","[c]","[c]"
"In post","2021","Commercial","Unknown","Unknown","Male","15","15","[c]","[c]"
"In post","2021","Commercial","Wales","Outside London","Female","185","170","34080","31380"
"In post","2021","Commercial","Wales","Outside London","Male","175","170","37270","32180"
"In post","2021","Commercial","West Midlands (England)","Outside London","Female","190","180","39080","36100"
"In post","2021","Commercial","West Midlands (England)","Outside London","Male","160","160","41780","36970"
"In post","2021","Commercial","Yorkshire and The Humber","Outside London","Female","275","265","44420","38540"
"In post","2021","Commercial","Yorkshire and The Humber","Outside London","Male","185","180","46990","43570"
"In post","2021","Communications","East Midlands (England)","Outside London","Female","245","235","30890","26780"
"In post","2021","Communications","East Midlands (England)","Outside London","Male","265","265","28820","25560"
"In post","2021","Communications","East of England","Outside London","Female","50","45","34550","31810"
"In post","2021","Communications","East of England","Outside London","Male","50","50","31950","29230"
"In post","2021","Communications","London","London","Female","1385","1335","45100","41030"
"In post","2021","Communications","London","London","Male","1065","1060","44360","40600"
"In post","2021","Communications","North East (England)","Outside London","Female","800","735","27990","25560"
"In post","2021","Communications","North East (England)","Outside London","Male","740","725","28000","25560"
"In post","2021","Communications","North West (England)","Outside London","Female","345","325","31720","29360"
"In post","2021","Communications","North West (England)","Outside London","Male","365","365","30060","25560"
"In post","2021","Communications","Northern Ireland","Outside London","Female","25","25","[c]","[c]"
"In post","2021","Communications","Northern Ireland","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Communications","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","Outside London","Female","115","100","33840","31810"
"In post","2021","Communications","Scotland","Outside London","Male","105","100","32170","30080"
"In post","2021","Communications","South East (England)","Outside London","Female","170","160","33670","32560"
"In post","2021","Communications","South East (England)","Outside London","Male","160","155","32460","29540"
"In post","2021","Communications","South West (England)","Outside London","Female","185","170","35870","33350"
"In post","2021","Communications","South West (England)","Outside London","Male","170","165","35990","33300"
"In post","2021","Communications","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales","Outside London","Female","495","460","29680","25560"
"In post","2021","Communications","Wales","Outside London","Male","465","460","29160","25560"
"In post","2021","Communications","West Midlands (England)","Outside London","Female","180","170","33640","31810"
"In post","2021","Communications","West Midlands (England)","Outside London","Male","165","165","32080","31810"
"In post","2021","Communications","Yorkshire and The Humber","Outside London","Female","300","285","31590","25560"
"In post","2021","Communications","Yorkshire and The Humber","Outside London","Male","340","335","29600","25560"
"In post","2021","Counter Fraud","East Midlands (England)","Outside London","Female","245","225","31900","31810"
"In post","2021","Counter Fraud","East Midlands (England)","Outside London","Male","295","285","34890","31810"
"In post","2021","Counter Fraud","East of England","Outside London","Female","240","215","27280","25560"
"In post","2021","Counter Fraud","East of England","Outside London","Male","205","200","30170","28130"
"In post","2021","Counter Fraud","London","London","Female","995","940","37540","36160"
"In post","2021","Counter Fraud","London","London","Male","1320","1290","40500","36160"
"In post","2021","Counter Fraud","North East (England)","Outside London","Female","265","245","31410","31810"
"In post","2021","Counter Fraud","North East (England)","Outside London","Male","270","265","32780","31810"
"In post","2021","Counter Fraud","North West (England)","Outside London","Female","805","735","32040","31810"
"In post","2021","Counter Fraud","North West (England)","Outside London","Male","885","855","33900","31810"
"In post","2021","Counter Fraud","Northern Ireland","Outside London","Female","185","170","30810","28130"
"In post","2021","Counter Fraud","Northern Ireland","Outside London","Male","210","205","31510","31810"
"In post","2021","Counter Fraud","Scotland","Outside London","Female","440","390","29460","28130"
"In post","2021","Counter Fraud","Scotland","Outside London","Male","410","390","31920","31810"
"In post","2021","Counter Fraud","South East (England)","Outside London","Female","205","190","30170","28130"
"In post","2021","Counter Fraud","South East (England)","Outside London","Male","235","225","32340","31810"
"In post","2021","Counter Fraud","South West (England)","Outside London","Female","165","150","34060","31810"
"In post","2021","Counter Fraud","South West (England)","Outside London","Male","230","220","36330","31810"
"In post","2021","Counter Fraud","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Wales","Outside London","Female","200","175","29730","26950"
"In post","2021","Counter Fraud","Wales","Outside London","Male","200","195","32840","31810"
"In post","2021","Counter Fraud","West Midlands (England)","Outside London","Female","360","325","30740","28130"
"In post","2021","Counter Fraud","West Midlands (England)","Outside London","Male","370","350","33550","31810"
"In post","2021","Counter Fraud","Yorkshire and The Humber","Outside London","Female","405","360","31390","30730"
"In post","2021","Counter Fraud","Yorkshire and The Humber","Outside London","Male","465","450","33320","31810"
"In post","2021","Debt","East Midlands (England)","Outside London","Female","135","120","21820","20140"
"In post","2021","Debt","East Midlands (England)","Outside London","Male","120","115","21400","20140"
"In post","2021","Debt","East of England","Outside London","Female","90","75","24750","25120"
"In post","2021","Debt","East of England","Outside London","Male","55","50","25140","24670"
"In post","2021","Debt","London","London","Female","350","300","27100","25630"
"In post","2021","Debt","London","London","Male","210","200","30210","25630"
"In post","2021","Debt","North East (England)","Outside London","Female","330","285","21330","20140"
"In post","2021","Debt","North East (England)","Outside London","Male","260","255","21970","20140"
"In post","2021","Debt","North West (England)","Outside London","Female","185","160","23740","21440"
"In post","2021","Debt","North West (England)","Outside London","Male","160","155","23330","21440"
"In post","2021","Debt","Northern Ireland","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Debt","Northern Ireland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Scotland","Outside London","Female","825","705","22060","20140"
"In post","2021","Debt","Scotland","Outside London","Male","615","595","21630","20140"
"In post","2021","Debt","South East (England)","Outside London","Female","55","40","27080","28130"
"In post","2021","Debt","South East (England)","Outside London","Male","55","45","28500","28130"
"In post","2021","Debt","South West (England)","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Debt","South West (England)","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Debt","Wales","Outside London","Female","165","145","23120","20140"
"In post","2021","Debt","Wales","Outside London","Male","170","165","23160","20140"
"In post","2021","Debt","West Midlands (England)","Outside London","Female","265","230","23060","20140"
"In post","2021","Debt","West Midlands (England)","Outside London","Male","175","165","21810","20140"
"In post","2021","Debt","Yorkshire and The Humber","Outside London","Female","230","195","24040","21440"
"In post","2021","Debt","Yorkshire and The Humber","Outside London","Male","190","185","22930","20140"
"In post","2021","Digital, Data & Technology","East Midlands (England)","Outside London","Female","120","115","37210","33030"
"In post","2021","Digital, Data & Technology","East Midlands (England)","Outside London","Male","190","185","36820","33150"
"In post","2021","Digital, Data & Technology","East of England","Outside London","Female","170","160","35930","32960"
"In post","2021","Digital, Data & Technology","East of England","Outside London","Male","375","365","36380","33630"
"In post","2021","Digital, Data & Technology","London","London","Female","1390","1350","47310","43800"
"In post","2021","Digital, Data & Technology","London","London","Male","2005","1985","50480","50540"
"In post","2021","Digital, Data & Technology","North East (England)","Outside London","Female","310","295","38600","35290"
"In post","2021","Digital, Data & Technology","North East (England)","Outside London","Male","465","455","38840","38180"
"In post","2021","Digital, Data & Technology","North West (England)","Outside London","Female","340","320","38870","36500"
"In post","2021","Digital, Data & Technology","North West (England)","Outside London","Male","540","535","38730","36500"
"In post","2021","Digital, Data & Technology","Northern Ireland","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Northern Ireland","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Overseas","Overseas","Female","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Overseas","Overseas","Male","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scotland","Outside London","Female","200","195","37280","33930"
"In post","2021","Digital, Data & Technology","Scotland","Outside London","Male","475","470","38880","35230"
"In post","2021","Digital, Data & Technology","South East (England)","Outside London","Female","340","320","36540","33300"
"In post","2021","Digital, Data & Technology","South East (England)","Outside London","Male","565","560","39220","36480"
"In post","2021","Digital, Data & Technology","South East (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","Outside London","Female","745","690","37090","36500"
"In post","2021","Digital, Data & Technology","South West (England)","Outside London","Male","1595","1560","40050","38980"
"In post","2021","Digital, Data & Technology","Unknown","Unknown","Female","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Unknown","Male","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Wales","Outside London","Female","595","560","36680","33840"
"In post","2021","Digital, Data & Technology","Wales","Outside London","Male","1275","1265","41220","38630"
"In post","2021","Digital, Data & Technology","Wales","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Outside London","Female","420","400","39530","36780"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Outside London","Male","560","550","41410","38630"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Outside London","Female","345","330","37820","32200"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Outside London","Male","505","500","40300","36960"
"In post","2021","Finance","East Midlands (England)","Outside London","Female","140","135","33900","31810"
"In post","2021","Finance","East Midlands (England)","Outside London","Male","95","95","39180","33300"
"In post","2021","Finance","East of England","Outside London","Female","305","275","33080","31810"
"In post","2021","Finance","East of England","Outside London","Male","175","170","37830","35000"
"In post","2021","Finance","London","London","Female","1260","1210","46230","41430"
"In post","2021","Finance","London","London","Male","1290","1280","51220","46690"
"In post","2021","Finance","London","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","North East (England)","Outside London","Female","225","205","34420","31810"
"In post","2021","Finance","North East (England)","Outside London","Male","205","200","39890","38630"
"In post","2021","Finance","North West (England)","Outside London","Female","320","295","37420","33310"
"In post","2021","Finance","North West (England)","Outside London","Male","350","345","37690","33490"
"In post","2021","Finance","Northern Ireland","Outside London","Female","25","25","[c]","[c]"
"In post","2021","Finance","Northern Ireland","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Finance","Overseas","Overseas","Female","20","20","[c]","[c]"
"In post","2021","Finance","Overseas","Overseas","Male","15","15","[c]","[c]"
"In post","2021","Finance","Scotland","Outside London","Female","635","535","28340","22920"
"In post","2021","Finance","Scotland","Outside London","Male","310","290","29630","25560"
"In post","2021","Finance","South East (England)","Outside London","Female","595","555","34880","31810"
"In post","2021","Finance","South East (England)","Outside London","Male","415","400","38200","34400"
"In post","2021","Finance","South West (England)","Outside London","Female","700","650","36900","33300"
"In post","2021","Finance","South West (England)","Outside London","Male","530","525","42860","39580"
"In post","2021","Finance","Wales","Outside London","Female","225","205","32080","27460"
"In post","2021","Finance","Wales","Outside London","Male","160","160","38470","36100"
"In post","2021","Finance","West Midlands (England)","Outside London","Female","280","270","38940","36780"
"In post","2021","Finance","West Midlands (England)","Outside London","Male","185","185","40480","37310"
"In post","2021","Finance","Yorkshire and The Humber","Outside London","Female","555","485","31720","26220"
"In post","2021","Finance","Yorkshire and The Humber","Outside London","Male","370","365","35350","30120"
"In post","2021","Grants Management","East Midlands (England)","Outside London","Female","40","40","26070","25190"
"In post","2021","Grants Management","East Midlands (England)","Outside London","Male","30","30","25660","25190"
"In post","2021","Grants Management","East of England","Outside London","Female","20","20","[c]","[c]"
"In post","2021","Grants Management","East of England","Outside London","Male","35","30","26200","25190"
"In post","2021","Grants Management","London","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","London","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","North East (England)","Outside London","Female","155","135","25750","22980"
"In post","2021","Grants Management","North East (England)","Outside London","Male","105","105","24870","21050"
"In post","2021","Grants Management","North West (England)","Outside London","Female","490","415","23930","21050"
"In post","2021","Grants Management","North West (England)","Outside London","Male","255","250","24430","21050"
"In post","2021","Grants Management","South East (England)","Outside London","Female","90","85","27070","22430"
"In post","2021","Grants Management","South East (England)","Outside London","Male","85","80","31060","26520"
"In post","2021","Grants Management","South West (England)","Outside London","Female","120","105","25380","25190"
"In post","2021","Grants Management","South West (England)","Outside London","Male","120","115","27950","25880"
"In post","2021","Grants Management","Wales","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Wales","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","West Midlands (England)","Outside London","Female","80","70","24840","24920"
"In post","2021","Grants Management","West Midlands (England)","Outside London","Male","60","60","25550","24920"
"In post","2021","Grants Management","Yorkshire and The Humber","Outside London","Female","90","85","27270","25010"
"In post","2021","Grants Management","Yorkshire and The Humber","Outside London","Male","105","105","25840","24920"
"In post","2021","Human Resources","East Midlands (England)","Outside London","Female","340","320","36960","32100"
"In post","2021","Human Resources","East Midlands (England)","Outside London","Male","160","155","36630","31810"
"In post","2021","Human Resources","East of England","Outside London","Female","145","135","34020","30990"
"In post","2021","Human Resources","East of England","Outside London","Male","60","55","37970","33800"
"In post","2021","Human Resources","London","London","Female","1820","1760","46340","41580"
"In post","2021","Human Resources","London","London","Male","840","825","47180","42200"
"In post","2021","Human Resources","London","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North East (England)","Outside London","Female","400","360","28260","25550"
"In post","2021","Human Resources","North East (England)","Outside London","Male","215","205","29010","25550"
"In post","2021","Human Resources","North West (England)","Outside London","Female","915","850","33600","30610"
"In post","2021","Human Resources","North West (England)","Outside London","Male","400","390","33070","30890"
"In post","2021","Human Resources","Northern Ireland","Outside London","Female","15","10","[c]","[c]"
"In post","2021","Human Resources","Northern Ireland","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Human Resources","Overseas","Overseas","Female","15","15","[c]","[c]"
"In post","2021","Human Resources","Overseas","Overseas","Male","10","10","[c]","[c]"
"In post","2021","Human Resources","Scotland","Outside London","Female","710","650","28870","25560"
"In post","2021","Human Resources","Scotland","Outside London","Male","345","340","30430","26670"
"In post","2021","Human Resources","South East (England)","Outside London","Female","435","400","34420","30500"
"In post","2021","Human Resources","South East (England)","Outside London","Male","155","155","37800","34270"
"In post","2021","Human Resources","South West (England)","Outside London","Female","805","735","35250","32710"
"In post","2021","Human Resources","South West (England)","Outside London","Male","290","285","38420","33630"
"In post","2021","Human Resources","Unknown","Unknown","Female","20","20","[c]","[c]"
"In post","2021","Human Resources","Unknown","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Human Resources","Wales","Outside London","Female","485","445","34880","31170"
"In post","2021","Human Resources","Wales","Outside London","Male","170","165","35810","31810"
"In post","2021","Human Resources","West Midlands (England)","Outside London","Female","230","215","38070","33530"
"In post","2021","Human Resources","West Midlands (England)","Outside London","Male","115","115","39430","35390"
"In post","2021","Human Resources","Yorkshire and The Humber","Outside London","Female","345","325","38700","36720"
"In post","2021","Human Resources","Yorkshire and The Humber","Outside London","Male","125","125","39720","37910"
"In post","2021","Internal Audit","East Midlands (England)","Outside London","Female","20","20","[c]","[c]"
"In post","2021","Internal Audit","East Midlands (England)","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Internal Audit","East of England","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Internal Audit","East of England","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Internal Audit","London","London","Female","90","90","51090","49600"
"In post","2021","Internal Audit","London","London","Male","125","120","55720","53710"
"In post","2021","Internal Audit","North East (England)","Outside London","Female","20","20","[c]","[c]"
"In post","2021","Internal Audit","North East (England)","Outside London","Male","25","20","[c]","[c]"
"In post","2021","Internal Audit","North West (England)","Outside London","Female","35","30","41600","40690"
"In post","2021","Internal Audit","North West (England)","Outside London","Male","30","30","45120","42900"
"In post","2021","Internal Audit","Northern Ireland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Northern Ireland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Scotland","Outside London","Female","40","35","39390","33930"
"In post","2021","Internal Audit","Scotland","Outside London","Male","30","30","40510","38850"
"In post","2021","Internal Audit","South East (England)","Outside London","Female","40","40","34220","33150"
"In post","2021","Internal Audit","South East (England)","Outside London","Male","30","30","42040","39520"
"In post","2021","Internal Audit","South West (England)","Outside London","Female","50","45","43530","41680"
"In post","2021","Internal Audit","South West (England)","Outside London","Male","45","40","44480","42200"
"In post","2021","Internal Audit","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Wales","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Internal Audit","Wales","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Internal Audit","West Midlands (England)","Outside London","Female","35","35","47990","44590"
"In post","2021","Internal Audit","West Midlands (England)","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Internal Audit","Yorkshire and The Humber","Outside London","Female","30","25","[c]","[c]"
"In post","2021","Internal Audit","Yorkshire and The Humber","Outside London","Male","30","25","[c]","[c]"
"In post","2021","Legal","East Midlands (England)","Outside London","Female","410","360","36720","31810"
"In post","2021","Legal","East Midlands (England)","Outside London","Male","210","200","40380","38000"
"In post","2021","Legal","East of England","Outside London","Female","410","355","38620","33840"
"In post","2021","Legal","East of England","Outside London","Male","175","170","45960","49420"
"In post","2021","Legal","London","London","Female","3420","3140","51260","51730"
"In post","2021","Legal","London","London","Male","1980","1935","54010","54870"
"In post","2021","Legal","North East (England)","Outside London","Female","330","295","37300","32370"
"In post","2021","Legal","North East (England)","Outside London","Male","165","155","41410","41870"
"In post","2021","Legal","North West (England)","Outside London","Female","950","855","38440","33310"
"In post","2021","Legal","North West (England)","Outside London","Male","505","495","41920","38630"
"In post","2021","Legal","Northern Ireland","Outside London","Female","20","20","[c]","[c]"
"In post","2021","Legal","Northern Ireland","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Legal","Overseas","Overseas","Female","5","5","[c]","[c]"
"In post","2021","Legal","Overseas","Overseas","Male","5","5","[c]","[c]"
"In post","2021","Legal","Scotland","Outside London","Female","1635","1465","34790","29350"
"In post","2021","Legal","Scotland","Outside London","Male","725","690","35330","29350"
"In post","2021","Legal","South East (England)","Outside London","Female","600","535","41300","40000"
"In post","2021","Legal","South East (England)","Outside London","Male","300","285","45620","50520"
"In post","2021","Legal","South West (England)","Outside London","Female","345","310","40800","38760"
"In post","2021","Legal","South West (England)","Outside London","Male","230","220","45590","45380"
"In post","2021","Legal","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Wales","Outside London","Female","355","325","39420","38180"
"In post","2021","Legal","Wales","Outside London","Male","185","180","45890","48080"
"In post","2021","Legal","West Midlands (England)","Outside London","Female","535","485","39100","38000"
"In post","2021","Legal","West Midlands (England)","Outside London","Male","265","260","42730","39420"
"In post","2021","Legal","Yorkshire and The Humber","Outside London","Female","695","615","39780","37500"
"In post","2021","Legal","Yorkshire and The Humber","Outside London","Male","375","360","45220","49580"
"In post","2021","No function","East Midlands (England)","Outside London","Female","5925","5335","28200","25350"
"In post","2021","No function","East Midlands (England)","Outside London","Male","5060","4855","30380","27150"
"In post","2021","No function","East of England","Outside London","Female","4490","4070","29060","26170"
"In post","2021","No function","East of England","Outside London","Male","4070","3915","31580","30400"
"In post","2021","No function","London","London","Female","23105","22045","41230","35990"
"In post","2021","No function","London","London","Male","19455","19140","44080","38540"
"In post","2021","No function","London","London","Unknown","5","5","[c]","[c]"
"In post","2021","No function","North East (England)","Outside London","Female","7320","6185","25820","21530"
"In post","2021","No function","North East (England)","Outside London","Male","5050","4755","28060","25560"
"In post","2021","No function","North West (England)","Outside London","Female","11970","10770","28270","25000"
"In post","2021","No function","North West (England)","Outside London","Male","9710","9265","30140","26810"
"In post","2021","No function","Northern Ireland","Outside London","Female","910","815","28360","25560"
"In post","2021","No function","Northern Ireland","Outside London","Male","860","835","29450","25560"
"In post","2021","No function","Overseas","Overseas","Female","685","680","50960","52370"
"In post","2021","No function","Overseas","Overseas","Male","1115","1115","54410","54470"
"In post","2021","No function","Scotland","Outside London","Female","6000","5415","28300","25560"
"In post","2021","No function","Scotland","Outside London","Male","6435","6105","31700","30930"
"In post","2021","No function","South East (England)","Outside London","Female","8120","7245","29110","26470"
"In post","2021","No function","South East (England)","Outside London","Male","8140","7720","32610","31180"
"In post","2021","No function","South East (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","South West (England)","Outside London","Female","6545","5905","31360","28080"
"In post","2021","No function","South West (England)","Outside London","Male","6540","6285","34700","31650"
"In post","2021","No function","Unknown","Unknown","Female","305","295","35180","32000"
"In post","2021","No function","Unknown","Unknown","Male","295","295","37440","32000"
"In post","2021","No function","Wales","Outside London","Female","9055","7870","25730","21590"
"In post","2021","No function","Wales","Outside London","Male","6300","6015","28700","25400"
"In post","2021","No function","Wales","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","West Midlands (England)","Outside London","Female","7690","7030","28910","24920"
"In post","2021","No function","West Midlands (England)","Outside London","Male","6135","5945","31080","27380"
"In post","2021","No function","Yorkshire and The Humber","Outside London","Female","7245","6555","30240","26850"
"In post","2021","No function","Yorkshire and The Humber","Outside London","Male","6400","6125","31670","28970"
"In post","2021","Project Delivery","East Midlands (England)","Outside London","Female","315","295","37350","34000"
"In post","2021","Project Delivery","East Midlands (England)","Outside London","Male","335","335","39240","37310"
"In post","2021","Project Delivery","East of England","Outside London","Female","425","405","36950","34510"
"In post","2021","Project Delivery","East of England","Outside London","Male","450","440","39470","37640"
"In post","2021","Project Delivery","London","London","Female","2680","2580","50840","51500"
"In post","2021","Project Delivery","London","London","Male","2435","2390","54340","53780"
"In post","2021","Project Delivery","London","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","North East (England)","Outside London","Female","615","570","38550","38630"
"In post","2021","Project Delivery","North East (England)","Outside London","Male","500","490","41140","38630"
"In post","2021","Project Delivery","North West (England)","Outside London","Female","990","930","37820","35000"
"In post","2021","Project Delivery","North West (England)","Outside London","Male","990","970","39770","38630"
"In post","2021","Project Delivery","Northern Ireland","Outside London","Female","35","30","36030","31810"
"In post","2021","Project Delivery","Northern Ireland","Outside London","Male","40","40","41770","37210"
"In post","2021","Project Delivery","Overseas","Overseas","Female","300","300","56050","55620"
"In post","2021","Project Delivery","Overseas","Overseas","Male","345","345","55120","55060"
"In post","2021","Project Delivery","Scotland","Outside London","Female","790","745","36630","33930"
"In post","2021","Project Delivery","Scotland","Outside London","Male","995","970","36730","33930"
"In post","2021","Project Delivery","South East (England)","Outside London","Female","1160","1110","36100","33300"
"In post","2021","Project Delivery","South East (England)","Outside London","Male","1135","1115","39880","39700"
"In post","2021","Project Delivery","South West (England)","Outside London","Female","4155","3895","35960","33300"
"In post","2021","Project Delivery","South West (England)","Outside London","Male","7160","7045","40320","39650"
"In post","2021","Project Delivery","Unknown","Unknown","Female","15","15","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Unknown","Male","20","20","[c]","[c]"
"In post","2021","Project Delivery","Wales","Outside London","Female","285","260","35730","31810"
"In post","2021","Project Delivery","Wales","Outside London","Male","535","515","35070","30800"
"In post","2021","Project Delivery","West Midlands (England)","Outside London","Female","500","480","36860","33300"
"In post","2021","Project Delivery","West Midlands (England)","Outside London","Male","525","515","37300","33300"
"In post","2021","Project Delivery","Yorkshire and The Humber","Outside London","Female","355","335","37440","33300"
"In post","2021","Project Delivery","Yorkshire and The Humber","Outside London","Male","305","300","39940","37170"
"In post","2021","Property","East Midlands (England)","Outside London","Female","245","220","31140","27510"
