"Status","Year","Region_ITL3","Responsibility_level_grouped","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Antrim and Newtownabbey","AA/AO","AO","Heterosexual / straight","35","35","23220","22330"
"In post","2021","Antrim and Newtownabbey","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","EO","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","SEO/HEO","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","SEO/HEO","HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","SEO/HEO","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","AA/AO","AA","Heterosexual / straight","90","90","20030","20310"
"In post","2021","Ards and North Down","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","AA/AO","AA","Undeclared","5","5","[c]","[c]"
"In post","2021","Ards and North Down","AA/AO","AA","Unknown","10","10","[c]","[c]"
"In post","2021","Ards and North Down","AA/AO","AO","Heterosexual / straight","45","40","22620","21880"
"In post","2021","Ards and North Down","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","AA/AO","AO","Undeclared","10","10","[c]","[c]"
"In post","2021","Ards and North Down","AA/AO","AO","Unknown","10","10","[c]","[c]"
"In post","2021","Ards and North Down","EO","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Ards and North Down","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","G6/G7","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Ards and North Down","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","SEO/HEO","HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Ards and North Down","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","SEO/HEO","SEO","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","Ards and North Down","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","AA/AO","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","AA/AO","AO","Heterosexual / straight","75","65","23710","23280"
"In post","2021","Barking & Dagenham and Havering","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","AA/AO","AO","Undeclared","15","10","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","AA/AO","AO","Unknown","20","20","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","EO","EO","Heterosexual / straight","250","235","30980","31060"
"In post","2021","Barking & Dagenham and Havering","EO","EO","LGBO","10","10","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","EO","EO","Undeclared","25","25","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","EO","EO","Unknown","95","85","31070","31060"
"In post","2021","Barking & Dagenham and Havering","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","SEO/HEO","HEO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","SEO/HEO","HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","SEO/HEO","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Unknown","Unknown","Heterosexual / straight","40","35","33020","34100"
"In post","2021","Barking & Dagenham and Havering","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","AA/AO","AA","Heterosexual / straight","30","25","21710","22100"
"In post","2021","Barnet","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","AA/AO","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","AA/AO","AA","Unknown","15","15","[c]","[c]"
"In post","2021","Barnet","AA/AO","AO","Heterosexual / straight","165","145","24170","23800"
"In post","2021","Barnet","AA/AO","AO","LGBO","10","10","[c]","[c]"
"In post","2021","Barnet","AA/AO","AO","Undeclared","20","20","[c]","[c]"
"In post","2021","Barnet","AA/AO","AO","Unknown","30","25","24630","25110"
"In post","2021","Barnet","EO","EO","Heterosexual / straight","310","295","29830","31060"
"In post","2021","Barnet","EO","EO","LGBO","15","15","[c]","[c]"
"In post","2021","Barnet","EO","EO","Undeclared","35","30","30000","31060"
"In post","2021","Barnet","EO","EO","Unknown","80","70","30970","31060"
"In post","2021","Barnet","G6/G7","G6","Heterosexual / straight","35","35","73140","74200"
"In post","2021","Barnet","G6/G7","G6","LGBO","5","5","[c]","[c]"
"In post","2021","Barnet","G6/G7","G6","Undeclared","5","5","[c]","[c]"
"In post","2021","Barnet","G6/G7","G6","Unknown","20","20","[c]","[c]"
"In post","2021","Barnet","G6/G7","G7","Heterosexual / straight","145","140","56750","55130"
"In post","2021","Barnet","G6/G7","G7","LGBO","15","15","[c]","[c]"
"In post","2021","Barnet","G6/G7","G7","Undeclared","20","20","[c]","[c]"
"In post","2021","Barnet","G6/G7","G7","Unknown","65","65","55860","54290"
"In post","2021","Barnet","SCS level","SCS level","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Barnet","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","SCS level","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2021","Barnet","SCS level","SCS level","Unknown","15","15","[c]","[c]"
"In post","2021","Barnet","SEO/HEO","HEO","Heterosexual / straight","190","190","34190","33100"
"In post","2021","Barnet","SEO/HEO","HEO","LGBO","15","15","[c]","[c]"
"In post","2021","Barnet","SEO/HEO","HEO","Undeclared","30","25","[c]","[c]"
"In post","2021","Barnet","SEO/HEO","HEO","Unknown","40","40","37160","38180"
"In post","2021","Barnet","SEO/HEO","SEO","Heterosexual / straight","195","185","42500","41350"
"In post","2021","Barnet","SEO/HEO","SEO","LGBO","5","5","[c]","[c]"
"In post","2021","Barnet","SEO/HEO","SEO","Undeclared","25","25","[c]","[c]"
"In post","2021","Barnet","SEO/HEO","SEO","Unknown","65","65","44580","44950"
"In post","2021","Barnet","Unknown","Unknown","Heterosexual / straight","40","35","31830","27270"
"In post","2021","Barnet","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","AA/AO","AA","Heterosexual / straight","135","125","20520","20600"
"In post","2021","Barnsley, Doncaster and Rotherham","AA/AO","AA","LGBO","10","10","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","AA/AO","AA","Undeclared","10","10","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","AA/AO","AA","Unknown","60","55","20630","20600"
"In post","2021","Barnsley, Doncaster and Rotherham","AA/AO","AO","Heterosexual / straight","850","750","23400","21010"
"In post","2021","Barnsley, Doncaster and Rotherham","AA/AO","AO","LGBO","50","50","24380","23240"
"In post","2021","Barnsley, Doncaster and Rotherham","AA/AO","AO","Undeclared","100","90","24760","21010"
"In post","2021","Barnsley, Doncaster and Rotherham","AA/AO","AO","Unknown","290","250","23420","21010"
"In post","2021","Barnsley, Doncaster and Rotherham","EO","EO","Heterosexual / straight","625","550","28210","27570"
"In post","2021","Barnsley, Doncaster and Rotherham","EO","EO","LGBO","35","35","28460","27570"
"In post","2021","Barnsley, Doncaster and Rotherham","EO","EO","Undeclared","75","65","28100","27570"
"In post","2021","Barnsley, Doncaster and Rotherham","EO","EO","Unknown","200","175","28690","27570"
"In post","2021","Barnsley, Doncaster and Rotherham","G6/G7","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","G6/G7","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","SEO/HEO","HEO","Heterosexual / straight","170","160","34150","33170"
"In post","2021","Barnsley, Doncaster and Rotherham","SEO/HEO","HEO","LGBO","10","10","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","SEO/HEO","HEO","Undeclared","20","20","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","SEO/HEO","HEO","Unknown","25","25","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","SEO/HEO","SEO","Heterosexual / straight","70","65","45780","44700"
"In post","2021","Barnsley, Doncaster and Rotherham","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","SEO/HEO","SEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Unknown","Unknown","Heterosexual / straight","170","150","29480","29200"
"In post","2021","Barnsley, Doncaster and Rotherham","Unknown","Unknown","LGBO","15","10","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Unknown","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Unknown","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","AA","Heterosexual / straight","90","90","19980","19560"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","AA","LGBO","5","5","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","AA","Undeclared","5","5","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","AA","Unknown","30","30","19850","19560"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","AO","Heterosexual / straight","415","380","23450","21430"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","AO","LGBO","35","35","24670","23970"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","AO","Undeclared","75","65","24030","21430"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","AO","Unknown","100","90","24760","22850"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","EO","Heterosexual / straight","2000","1895","24740","25560"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","EO","LGBO","125","120","24840","26060"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","EO","Undeclared","205","195","25900","26670"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","EO","Unknown","280","265","24400","26060"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","G6","Heterosexual / straight","380","375","68700","67510"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","G6","LGBO","10","10","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","G6","Undeclared","70","70","68540","67010"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","G6","Unknown","25","25","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","G7","Heterosexual / straight","1135","1105","53450","54470"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","G7","LGBO","30","30","52190","53500"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","G7","Undeclared","190","185","53910","54540"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","G7","Unknown","75","75","53790","53850"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","SCS level","Heterosexual / straight","120","120","99810","91980"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","SCS level","Unknown","15","15","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","HEO","Heterosexual / straight","2380","2285","31350","31990"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","HEO","LGBO","95","95","30440","30420"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","HEO","Undeclared","335","320","32350","32930"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","HEO","Unknown","245","235","32050","31950"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","SEO","Heterosexual / straight","2590","2510","41170","40830"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","SEO","LGBO","80","80","39780","40230"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","SEO","Undeclared","435","415","41800","41490"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","SEO","Unknown","215","210","41220","40580"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Unknown","Heterosexual / straight","1180","1145","41170","39100"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Unknown","LGBO","45","45","35860","32710"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Unknown","Undeclared","185","175","44520","41330"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Unknown","Unknown","120","115","39450","36450"
"In post","2021","Bedford","AA/AO","AA","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Bedford","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","AA/AO","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","AA/AO","AA","Unknown","20","20","[c]","[c]"
"In post","2021","Bedford","AA/AO","AO","Heterosexual / straight","165","155","26810","27850"
"In post","2021","Bedford","AA/AO","AO","LGBO","15","15","[c]","[c]"
"In post","2021","Bedford","AA/AO","AO","Undeclared","15","15","[c]","[c]"
"In post","2021","Bedford","AA/AO","AO","Unknown","50","45","26420","27850"
"In post","2021","Bedford","EO","EO","Heterosexual / straight","195","185","27580","27570"
"In post","2021","Bedford","EO","EO","LGBO","10","10","[c]","[c]"
"In post","2021","Bedford","EO","EO","Undeclared","35","30","28420","27570"
"In post","2021","Bedford","EO","EO","Unknown","40","35","28120","27570"
"In post","2021","Bedford","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","G6/G7","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Bedford","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","SEO/HEO","HEO","Heterosexual / straight","75","70","34110","33520"
"In post","2021","Bedford","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","SEO/HEO","HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Bedford","SEO/HEO","HEO","Unknown","15","10","[c]","[c]"
"In post","2021","Bedford","SEO/HEO","SEO","Heterosexual / straight","45","45","45160","45620"
"In post","2021","Bedford","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","SEO/HEO","SEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Bedford","SEO/HEO","SEO","Unknown","10","5","[c]","[c]"
"In post","2021","Bedford","Unknown","Unknown","Heterosexual / straight","50","45","28620","26500"
"In post","2021","Bedford","Unknown","Unknown","LGBO","5","5","[c]","[c]"
"In post","2021","Bedford","Unknown","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2021","Bedford","Unknown","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Belfast","AA/AO","AA","Heterosexual / straight","50","45","19240","19550"
"In post","2021","Belfast","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","AA/AO","AA","Undeclared","5","5","[c]","[c]"
"In post","2021","Belfast","AA/AO","AA","Unknown","5","5","[c]","[c]"
"In post","2021","Belfast","AA/AO","AO","Heterosexual / straight","490","430","20930","21430"
"In post","2021","Belfast","AA/AO","AO","LGBO","35","30","20470","20140"
