"Status","Year","Disability","Organisation","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Home Office","SEO/HEO","750","720","36820","35770"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Home Office","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Insolvency Service","Department for Business, Energy and Industrial Strategy","AA/AO","60","55","21160","20880"
"In post","2021","Declared disabled","Insolvency Service","Department for Business, Energy and Industrial Strategy","EO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Insolvency Service","Department for Business, Energy and Industrial Strategy","G6/G7","15","15","[c]","[c]"
"In post","2021","Declared disabled","Insolvency Service","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Insolvency Service","Department for Business, Energy and Industrial Strategy","SEO/HEO","85","85","38410","39490"
"In post","2021","Declared disabled","Institute for Apprenticeships and Technical Education","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Institute for Apprenticeships and Technical Education","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Institute for Apprenticeships and Technical Education","Department for Education","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared disabled","Institute for Apprenticeships and Technical Education","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Institute for Apprenticeships and Technical Education","Department for Education","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Legal Aid Agency","Ministry of Justice","AA/AO","65","60","19610","19770"
"In post","2021","Declared disabled","Legal Aid Agency","Ministry of Justice","EO","35","35","23800","22570"
"In post","2021","Declared disabled","Legal Aid Agency","Ministry of Justice","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared disabled","Legal Aid Agency","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal Aid Agency","Ministry of Justice","SEO/HEO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Legal Aid Agency","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Maritime and Coastguard Agency","Department for Transport","AA/AO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Maritime and Coastguard Agency","Department for Transport","EO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Maritime and Coastguard Agency","Department for Transport","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared disabled","Maritime and Coastguard Agency","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Maritime and Coastguard Agency","Department for Transport","SEO/HEO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","EO","15","10","[c]","[c]"
"In post","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Met Office","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Met Office","Department for Business, Energy and Industrial Strategy","EO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Met Office","Department for Business, Energy and Industrial Strategy","G6/G7","15","15","[c]","[c]"
"In post","2021","Declared disabled","Met Office","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Met Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","65","65","36280","35050"
"In post","2021","Declared disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","AA/AO","1360","1290","22430","20920"
"In post","2021","Declared disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","730","705","28700","26930"
"In post","2021","Declared disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","G6/G7","205","200","62480","59730"
"In post","2021","Declared disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","SCS level","25","25","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO/HEO","1100","1065","38010","36460"
"In post","2021","Declared disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","35","35","41610","40350"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","AA/AO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","EO","40","40","28640","27850"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","G6/G7","95","90","56610","53130"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","SCS level","10","10","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","SEO/HEO","120","120","36070","35420"
"In post","2021","Declared disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","AA/AO","25","20","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","EO","95","90","25800","26410"
"In post","2021","Declared disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","G6/G7","115","115","59220","58250"
"In post","2021","Declared disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","SCS level","15","15","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO/HEO","305","295","36580","35640"
"In post","2021","Declared disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","National Crime Agency","AA/AO","25","25","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","National Crime Agency","EO","90","85","33570","33910"
"In post","2021","Declared disabled","National Crime Agency","National Crime Agency","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","National Crime Agency","SEO/HEO","75","70","44210","43710"
"In post","2021","Declared disabled","National Infrastructure Commission","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Infrastructure Commission","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Infrastructure Commission","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Infrastructure Commission","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Infrastructure Commission","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Records of Scotland","Scottish Government","AA/AO","15","15","[c]","[c]"
"In post","2021","Declared disabled","National Records of Scotland","Scottish Government","EO","10","10","[c]","[c]"
"In post","2021","Declared disabled","National Records of Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Records of Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Records of Scotland","Scottish Government","SEO/HEO","20","15","[c]","[c]"
"In post","2021","Declared disabled","National Savings and Investments","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Savings and Investments","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Savings and Investments","Chancellor's other departments","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","National Savings and Investments","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Savings and Investments","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","Northern Ireland Office","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Office for Budget Responsibility","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Budget Responsibility","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Budget Responsibility","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Budget Responsibility","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Budget Responsibility","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","AA/AO","20","15","[c]","[c]"
"In post","2021","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","EO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","G6/G7","35","35","69760","72390"
"In post","2021","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","SEO/HEO","60","55","44420","51360"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","AA/AO","5","5","[c]","[c]"
