"Status","Year","Disability","Region_ITL1","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","London","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","EO","Female","1525","1405","30120","30690"
"In post","2021","Declared disabled","London","EO","Male","915","875","30290","30500"
"In post","2021","Declared disabled","London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","G6","Female","335","315","68110","67480"
"In post","2021","Declared disabled","London","G6","Male","250","245","69210","68290"
"In post","2021","Declared disabled","London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","G7","Female","765","730","56730","55580"
"In post","2021","Declared disabled","London","G7","Male","665","650","57340","56700"
"In post","2021","Declared disabled","London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","HEO","Female","930","890","35360","35200"
"In post","2021","Declared disabled","London","HEO","Male","735","725","35810","35700"
"In post","2021","Declared disabled","London","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","SCS level","Female","135","130","87780","80000"
"In post","2021","Declared disabled","London","SCS level","Male","145","140","91320","81220"
"In post","2021","Declared disabled","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","SEO","Female","640","610","42740","41950"
"In post","2021","Declared disabled","London","SEO","Male","495","485","43660","42550"
"In post","2021","Declared disabled","London","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","Unknown","Female","230","220","33620","32090"
"In post","2021","Declared disabled","London","Unknown","Male","70","70","35810","36580"
"In post","2021","Declared disabled","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North East (England)","AA","Female","55","40","19480","20070"
"In post","2021","Declared disabled","North East (England)","AA","Male","70","65","19460","20070"
"In post","2021","Declared disabled","North East (England)","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North East (England)","AO","Female","855","685","21090","21010"
"In post","2021","Declared disabled","North East (England)","AO","Male","575","525","21750","21010"
"In post","2021","Declared disabled","North East (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North East (England)","EO","Female","680","575","27050","27570"
"In post","2021","Declared disabled","North East (England)","EO","Male","325","300","27210","27570"
"In post","2021","Declared disabled","North East (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North East (England)","G6","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","North East (England)","G6","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","North East (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North East (England)","G7","Female","60","55","51750","52580"
"In post","2021","Declared disabled","North East (England)","G7","Male","50","45","52980","52580"
"In post","2021","Declared disabled","North East (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North East (England)","HEO","Female","235","215","31710","31810"
"In post","2021","Declared disabled","North East (England)","HEO","Male","150","145","32510","31990"
"In post","2021","Declared disabled","North East (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North East (England)","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","North East (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North East (England)","SEO","Female","120","110","39000","38630"
"In post","2021","Declared disabled","North East (England)","SEO","Male","70","70","39290","38630"
"In post","2021","Declared disabled","North East (England)","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North East (England)","Unknown","Female","105","100","29450","28200"
"In post","2021","Declared disabled","North East (England)","Unknown","Male","40","40","31270","29200"
"In post","2021","Declared disabled","North East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","AA","Female","125","110","19220","19560"
"In post","2021","Declared disabled","North West (England)","AA","Male","105","90","19770","20070"
"In post","2021","Declared disabled","North West (England)","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","AO","Female","1500","1235","21100","21010"
"In post","2021","Declared disabled","North West (England)","AO","Male","895","840","21860","21010"
"In post","2021","Declared disabled","North West (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","EO","Female","1465","1270","26920","27570"
"In post","2021","Declared disabled","North West (England)","EO","Male","890","840","27110","27570"
"In post","2021","Declared disabled","North West (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","G6","Female","40","35","63540","64520"
"In post","2021","Declared disabled","North West (England)","G6","Male","40","40","66710","64670"
"In post","2021","Declared disabled","North West (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","G7","Female","180","170","53170","52580"
"In post","2021","Declared disabled","North West (England)","G7","Male","140","135","52750","52580"
"In post","2021","Declared disabled","North West (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","HEO","Female","495","460","32350","31990"
"In post","2021","Declared disabled","North West (England)","HEO","Male","315","305","32830","31990"
"In post","2021","Declared disabled","North West (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","SEO","Female","275","255","39220","38630"
"In post","2021","Declared disabled","North West (England)","SEO","Male","195","185","40160","38630"
"In post","2021","Declared disabled","North West (England)","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","Unknown","Female","255","235","29650","28200"
"In post","2021","Declared disabled","North West (England)","Unknown","Male","80","75","33560","32830"
"In post","2021","Declared disabled","North West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","AA","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","AA","Male","25","25","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","AO","Female","55","45","21150","21430"
"In post","2021","Declared disabled","Northern Ireland","AO","Male","55","50","21910","21430"
"In post","2021","Declared disabled","Northern Ireland","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","EO","Female","45","40","26320","25560"
"In post","2021","Declared disabled","Northern Ireland","EO","Male","40","35","26720","26980"
"In post","2021","Declared disabled","Northern Ireland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","G7","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","G7","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","HEO","Female","35","30","32190","31810"
"In post","2021","Declared disabled","Northern Ireland","HEO","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","SEO","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","SEO","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","EO","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Overseas","EO","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","G6","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Overseas","G6","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","Overseas","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","G7","Female","25","25","[c]","[c]"
"In post","2021","Declared disabled","Overseas","G7","Male","35","35","56460","55660"
"In post","2021","Declared disabled","Overseas","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","HEO","Female","25","25","[c]","[c]"
"In post","2021","Declared disabled","Overseas","HEO","Male","45","45","34440","34350"
"In post","2021","Declared disabled","Overseas","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","SEO","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Overseas","SEO","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Overseas","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","Unknown","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","AA","Female","115","105","20980","21150"
"In post","2021","Declared disabled","Scotland","AA","Male","110","105","20420","20070"
"In post","2021","Declared disabled","Scotland","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","AO","Female","845","700","21460","21010"
"In post","2021","Declared disabled","Scotland","AO","Male","535","505","22430","21010"
"In post","2021","Declared disabled","Scotland","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","EO","Female","900","795","27600","27570"
"In post","2021","Declared disabled","Scotland","EO","Male","585","550","28880","27570"
"In post","2021","Declared disabled","Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","G6","Female","55","50","70390","70290"
"In post","2021","Declared disabled","Scotland","G6","Male","30","30","70840","73940"
"In post","2021","Declared disabled","Scotland","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","G7","Female","125","120","54650","52580"
"In post","2021","Declared disabled","Scotland","G7","Male","100","95","55810","56120"
"In post","2021","Declared disabled","Scotland","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","HEO","Female","355","330","33370","33180"
"In post","2021","Declared disabled","Scotland","HEO","Male","280","265","34190","33620"
"In post","2021","Declared disabled","Scotland","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","SCS level","Female","10","5","[c]","[c]"
"In post","2021","Declared disabled","Scotland","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","SEO","Female","210","200","42600","42190"
"In post","2021","Declared disabled","Scotland","SEO","Male","195","185","44850","44290"
"In post","2021","Declared disabled","Scotland","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Unknown","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","AA","Female","140","115","19730","19560"
"In post","2021","Declared disabled","South East (England)","AA","Male","135","125","20280","19560"
"In post","2021","Declared disabled","South East (England)","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","AO","Female","690","595","22610","21430"
"In post","2021","Declared disabled","South East (England)","AO","Male","545","510","25170","22800"
"In post","2021","Declared disabled","South East (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","EO","Female","860","765","27890","27570"
"In post","2021","Declared disabled","South East (England)","EO","Male","640","610","28640","27570"
"In post","2021","Declared disabled","South East (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","G6","Female","20","20","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","G6","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","G7","Female","110","105","54260","52290"
"In post","2021","Declared disabled","South East (England)","G7","Male","125","120","53400","52580"
"In post","2021","Declared disabled","South East (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","HEO","Female","355","330","33450","33300"
"In post","2021","Declared disabled","South East (England)","HEO","Male","300","285","33780","33300"
"In post","2021","Declared disabled","South East (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","SEO","Female","175","165","40720","40580"
"In post","2021","Declared disabled","South East (England)","SEO","Male","190","185","42460","40580"
"In post","2021","Declared disabled","South East (England)","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","Unknown","Female","200","185","29880","30210"
"In post","2021","Declared disabled","South East (England)","Unknown","Male","60","55","31090","31260"
"In post","2021","Declared disabled","South East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South West (England)","AA","Female","65","55","19120","19560"
"In post","2021","Declared disabled","South West (England)","AA","Male","110","100","19790","19560"
"In post","2021","Declared disabled","South West (England)","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South West (England)","AO","Female","565","475","21540","21010"
"In post","2021","Declared disabled","South West (England)","AO","Male","365","340","23070","21050"
"In post","2021","Declared disabled","South West (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South West (England)","EO","Female","750","655","26490","27570"
"In post","2021","Declared disabled","South West (England)","EO","Male","540","515","26830","27570"
"In post","2021","Declared disabled","South West (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South West (England)","G6","Female","45","40","65070","64910"
"In post","2021","Declared disabled","South West (England)","G6","Male","60","55","68280","65870"
"In post","2021","Declared disabled","South West (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South West (England)","G7","Female","140","135","52270","52580"
"In post","2021","Declared disabled","South West (England)","G7","Male","190","185","52840","52580"
"In post","2021","Declared disabled","South West (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South West (England)","HEO","Female","425","395","31910","32490"
"In post","2021","Declared disabled","South West (England)","HEO","Male","430","415","32520","32700"
"In post","2021","Declared disabled","South West (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South West (England)","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","South West (England)","SCS level","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","South West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South West (England)","SEO","Female","315","300","40600","40460"
"In post","2021","Declared disabled","South West (England)","SEO","Male","400","390","41480","40900"
"In post","2021","Declared disabled","South West (England)","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South West (England)","Unknown","Female","215","195","32020","31420"
"In post","2021","Declared disabled","South West (England)","Unknown","Male","120","115","39910","37170"
"In post","2021","Declared disabled","South West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","AO","Female","15","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","AO","Male","15","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","EO","Female","70","60","28220","27570"
"In post","2021","Declared disabled","Unknown","EO","Male","30","30","27470","27570"
"In post","2021","Declared disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","HEO","Female","20","20","[c]","[c]"
"In post","2021","Declared disabled","Unknown","HEO","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","SEO","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales","AA","Female","165","115","18300","18060"
"In post","2021","Declared disabled","Wales","AA","Male","100","90","18990","18060"
"In post","2021","Declared disabled","Wales","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales","AO","Female","750","625","21200","21050"
"In post","2021","Declared disabled","Wales","AO","Male","400","375","21760","21050"
"In post","2021","Declared disabled","Wales","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales","EO","Female","670","585","26970","27570"
"In post","2021","Declared disabled","Wales","EO","Male","345","325","27280","27570"
"In post","2021","Declared disabled","Wales","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales","G6","Female","20","15","[c]","[c]"
"In post","2021","Declared disabled","Wales","G6","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","Wales","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales","G7","Female","80","75","54140","52580"
"In post","2021","Declared disabled","Wales","G7","Male","85","85","57070","57300"
"In post","2021","Declared disabled","Wales","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales","HEO","Female","265","245","32860","32180"
"In post","2021","Declared disabled","Wales","HEO","Male","180","170","33110","32390"
"In post","2021","Declared disabled","Wales","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Wales","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Wales","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales","SEO","Female","135","125","40760","39460"
"In post","2021","Declared disabled","Wales","SEO","Male","110","105","42050","40720"
"In post","2021","Declared disabled","Wales","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales","Unknown","Female","150","140","28890","28200"
"In post","2021","Declared disabled","Wales","Unknown","Male","40","40","33950","37170"
"In post","2021","Declared disabled","Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Midlands (England)","AA","Female","75","70","19700","20230"
"In post","2021","Declared disabled","West Midlands (England)","AA","Male","65","60","19620","19580"
"In post","2021","Declared disabled","West Midlands (England)","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Midlands (England)","AO","Female","635","535","21170","21010"
"In post","2021","Declared disabled","West Midlands (England)","AO","Male","400","380","22960","21010"
"In post","2021","Declared disabled","West Midlands (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Midlands (England)","EO","Female","820","720","26870","27570"
"In post","2021","Declared disabled","West Midlands (England)","EO","Male","445","420","27510","27570"
"In post","2021","Declared disabled","West Midlands (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Midlands (England)","G6","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","West Midlands (England)","G6","Male","25","25","[c]","[c]"
"In post","2021","Declared disabled","West Midlands (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Midlands (England)","G7","Female","90","85","53490","52580"
"In post","2021","Declared disabled","West Midlands (England)","G7","Male","55","55","54810","52580"
"In post","2021","Declared disabled","West Midlands (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Midlands (England)","HEO","Female","270","250","32270","31990"
