"Status","Year","Disability","Function_of_post","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for International Trade","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for Transport (excl. agencies)","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for Transport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department of Health and Social Care (excl. agencies)","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department of Health and Social Care (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Driver and Vehicle Licensing Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Driver and Vehicle Standards Agency","Outside London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Forestry and Land Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Government Actuary's Department","London","15","10","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Government Actuary's Department","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Government Internal Audit Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Government Legal Department","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Health and Safety Executive","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","HM Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","HM Prison and Probation Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","HM Revenue and Customs (excl. agencies)","London","25","25","[c]","[c]"
"In post","2021","Declared disabled","Analysis","HM Revenue and Customs (excl. agencies)","Outside London","35","30","41100","38630"
"In post","2021","Declared disabled","Analysis","HM Treasury (excl. agencies)","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Analysis","HM Treasury (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Insolvency Service","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Maritime and Coastguard Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Ministry of Defence (excl. agencies)","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Ministry of Defence (excl. agencies)","Outside London","10","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Ministry of Justice (excl. agencies)","London","30","30","42560","40480"
"In post","2021","Declared disabled","Analysis","Ministry of Justice (excl. agencies)","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Analysis","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Planning Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Rural Payments Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","UK Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","UK Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","United Kingdom Statistics Authority","London","20","15","[c]","[c]"
"In post","2021","Declared disabled","Analysis","United Kingdom Statistics Authority","Outside London","130","125","36830","36250"
"In post","2021","Declared disabled","Analysis","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Valuation Office Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Wales Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Advisory, Conciliation and Arbitration Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Animal and Plant Health Agency","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Cabinet Office (excl. agencies)","London","25","25","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Cabinet Office (excl. agencies)","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Companies House","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Crown Commercial Service","Outside London","20","20","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Crown Prosecution Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Debt Management Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Defence Electronics and Components Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Defence Equipment and Support","Outside London","20","20","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Defence Science and Technology Laboratory","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Education (excl. agencies)","Outside London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","15","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for International Trade","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Transport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Transport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department of Health and Social Care (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Driver and Vehicle Licensing Agency","Outside London","15","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Driver and Vehicle Standards Agency","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Education and Skills Funding Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","FCDO Services","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","FCDO Services","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Government Internal Audit Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Health and Safety Executive","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","HM Prison and Probation Service","London","25","25","[c]","[c]"
"In post","2021","Declared disabled","Commercial","HM Prison and Probation Service","Outside London","60","60","45140","46000"
"In post","2021","Declared disabled","Commercial","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","HM Revenue and Customs (excl. agencies)","Outside London","10","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Insolvency Service","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Institute for Apprenticeships and Technical Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Legal Aid Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Legal Aid Agency","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Met Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Met Office","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Ministry of Defence (excl. agencies)","London","25","25","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Ministry of Defence (excl. agencies)","Outside London","160","155","35280","33300"
"In post","2021","Declared disabled","Commercial","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Ministry of Justice (excl. agencies)","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Ministry of Justice (excl. agencies)","Outside London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Commercial","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Planning Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Public Health England","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Public Health England","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Scottish Prison Service","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Submarine Delivery Agency","Outside London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Commercial","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","UK Export Finance","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","UK Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Valuation Office Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Advisory, Conciliation and Arbitration Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Attorney General's Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Cabinet Office (excl. agencies)","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Communications","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Companies House","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Crown Office and Procurator Fiscal Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Crown Prosecution Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Debt Management Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Defence Electronics and Components Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Defence Equipment and Support","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Communications","Defence Equipment and Support","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Communications","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Communications","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Department for Education (excl. agencies)","Outside London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Communications","Department for International Trade","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Department for Transport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Department for Transport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Department of Health and Social Care (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Driver and Vehicle Licensing Agency","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Communications","Driver and Vehicle Standards Agency","Outside London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Communications","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Education and Skills Funding Agency","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Communications","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","FCDO Services","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","FCDO Services","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Forestry and Land Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Government Internal Audit Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Government Legal Department","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Government Property Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Government Property Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Health and Safety Executive","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","HM Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","HM Prison and Probation Service","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","HM Prison and Probation Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","HM Revenue and Customs (excl. agencies)","London","10","5","[c]","[c]"
"In post","2021","Declared disabled","Communications","HM Revenue and Customs (excl. agencies)","Outside London","265","245","28360","25560"
"In post","2021","Declared disabled","Communications","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Insolvency Service","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Legal Aid Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Legal Aid Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Maritime and Coastguard Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Medicines and Healthcare Products Regulatory Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Met Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Ministry of Defence (excl. agencies)","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Communications","Ministry of Defence (excl. agencies)","Outside London","40","40","29400","26930"
"In post","2021","Declared disabled","Communications","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Ministry of Justice (excl. agencies)","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Communications","Ministry of Justice (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","National Infrastructure Commission","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
