"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Asian","No function","Science and Engineering","Heterosexual / straight","55","[c]","29650","28590"
"New entrant CS","2021","Asian","No function","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","No function","Science and Engineering","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","No function","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","No function","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","No function","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","No function","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","No function","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","No function","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","No function","Social Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","No function","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","No function","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","No function","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","No function","Statistics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","No function","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","No function","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","No function","Tax","Heterosexual / straight","100","[c]","21730","20140"
"New entrant CS","2021","Asian","No function","Tax","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","No function","Tax","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","No function","Tax","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","No function","Unknown","Heterosexual / straight","30","[c]","39890","34550"
"New entrant CS","2021","Asian","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","No function","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","No function","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","No function","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","No function","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Digital, Data and Technology","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Operational Delivery","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Other","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Policy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Project Delivery","Heterosexual / straight","55","[c]","35030","34000"
"New entrant CS","2021","Asian","Project Delivery","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Science and Engineering","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Tax","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Tax","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Tax","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","Other","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","Planning","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","Planning","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","Property","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Security","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Security","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Security","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Security","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Security","Security","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Security","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Security","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Security","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Security","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Digital, Data and Technology","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Economics","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Economics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Medicine","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Medicine","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Operational Delivery","Heterosexual / straight","40","[c]","24800","24880"
"New entrant CS","2021","Asian","Unknown","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Other","Heterosexual / straight","45","[c]","31320","28210"
"New entrant CS","2021","Asian","Unknown","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Other","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Planning","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Planning","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Policy","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Policy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Social Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Statistics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Unknown","Heterosexual / straight","1950","[c]","28270","27570"
"New entrant CS","2021","Asian","Unknown","Unknown","LGBO","45","[c]","26710","27570"
"New entrant CS","2021","Asian","Unknown","Unknown","Undeclared","60","[c]","27840","27570"
"New entrant CS","2021","Asian","Unknown","Unknown","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Economics","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Economics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Other","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Policy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
