"Status","Year","Disability","Function_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Declared non-disabled","Analysis","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","London","SEO/HEO","75","[c]","36270","34400"
"Leaver Dept.","2021","Declared non-disabled","Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Outside London","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","London","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Outside London","SEO/HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Communications","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Communications","London","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Communications","London","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Communications","London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Communications","London","SEO/HEO","40","[c]","38360","36050"
"Leaver Dept.","2021","Declared non-disabled","Communications","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Communications","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Communications","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Communications","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Communications","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Communications","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Communications","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Communications","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Communications","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Counter Fraud","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Counter Fraud","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Counter Fraud","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Counter Fraud","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Counter Fraud","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Counter Fraud","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Counter Fraud","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Counter Fraud","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Debt","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data & Technology","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data & Technology","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data & Technology","London","G6/G7","40","[c]","60540","58820"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data & Technology","London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data & Technology","London","SEO/HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data & Technology","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data & Technology","Outside London","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data & Technology","Outside London","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data & Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data & Technology","Outside London","SEO/HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data & Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data & Technology","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data & Technology","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Finance","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Finance","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Finance","London","G6/G7","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Finance","London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Finance","London","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Finance","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Finance","Outside London","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Finance","Outside London","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Finance","Outside London","SEO/HEO","30","[c]","39290","39200"
"Leaver Dept.","2021","Declared non-disabled","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Finance","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Grants Management","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Grants Management","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Grants Management","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Grants Management","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","London","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","London","G6/G7","35","[c]","59010","58240"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","London","SEO/HEO","65","[c]","34680","33120"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","Outside London","AA/AO","35","[c]","20630","20800"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","Outside London","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","Outside London","G6/G7","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","Outside London","SEO/HEO","60","[c]","35100","33300"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","Unknown","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","Unknown","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Internal Audit","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Internal Audit","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Internal Audit","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Internal Audit","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Legal","London","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Legal","London","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Legal","London","G6/G7","50","[c]","58440","58020"
"Leaver Dept.","2021","Declared non-disabled","Legal","London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Legal","London","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Legal","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Legal","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Legal","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Legal","Outside London","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","No function","London","AA/AO","60","[c]","22620","22680"
"Leaver Dept.","2021","Declared non-disabled","No function","London","EO","140","[c]","27250","27310"
"Leaver Dept.","2021","Declared non-disabled","No function","London","G6/G7","390","[c]","56170","54350"
"Leaver Dept.","2021","Declared non-disabled","No function","London","SCS level","75","[c]","86010","76200"
"Leaver Dept.","2021","Declared non-disabled","No function","London","SEO/HEO","435","[c]","35620","34240"
"Leaver Dept.","2021","Declared non-disabled","No function","London","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","No function","Outside London","AA/AO","335","[c]","20160","19930"
"Leaver Dept.","2021","Declared non-disabled","No function","Outside London","EO","130","[c]","23540","22570"
"Leaver Dept.","2021","Declared non-disabled","No function","Outside London","G6/G7","50","[c]","53580","52390"
"Leaver Dept.","2021","Declared non-disabled","No function","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","No function","Outside London","SEO/HEO","145","[c]","32670","31270"
"Leaver Dept.","2021","Declared non-disabled","No function","Outside London","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","No function","Overseas","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","No function","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","No function","Overseas","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","No function","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","No function","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","No function","Unknown","G6/G7","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","No function","Unknown","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","No function","Unknown","SEO/HEO","150","[c]","32470","32000"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","London","G6/G7","35","[c]","59340","58240"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","London","SEO/HEO","40","[c]","37690","38150"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","Outside London","EO","45","[c]","23060","22950"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","Outside London","G6/G7","45","[c]","55470","54480"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","Outside London","SEO/HEO","135","[c]","33470","32950"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","Overseas","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Property","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Property","London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Property","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Property","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Property","Outside London","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Property","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Property","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Property","Outside London","SEO/HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Property","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Security","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Security","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Security","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Security","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Security","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Security","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Security","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Security","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Security","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Security","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","London","AA/AO","65","[c]","25040","25120"
