"Status","Year","Disability","Function_of_post","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Unknown","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Foreign, Commonwealth and Development Office","Female","25","25","[c]","[c]"
"In post","2021","Unknown","Unknown","Foreign, Commonwealth and Development Office","Male","20","20","[c]","[c]"
"In post","2021","Unknown","Unknown","HM Treasury","Female","15","15","[c]","[c]"
"In post","2021","Unknown","Unknown","HM Treasury","Male","20","20","[c]","[c]"
"In post","2021","Unknown","Unknown","Home Office","Female","925","895","31720","27370"
"In post","2021","Unknown","Unknown","Home Office","Male","1085","1070","32300","25770"
"In post","2021","Unknown","Unknown","Ministry of Defence","Female","1485","1385","33250","29200"
"In post","2021","Unknown","Unknown","Ministry of Defence","Male","3285","3245","35500","32700"
"In post","2021","Unknown","Unknown","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Other Cabinet Office Agencies","Male","5","5","[c]","[c]"
"In post","2021","Unknown","Unknown","Scotland Office","Female","35","35","43760","38230"
"In post","2021","Unknown","Unknown","Scotland Office","Male","20","20","[c]","[c]"
"In post","2021","Unknown","Unknown","Scottish Government","Female","2200","2055","39420","33620"
"In post","2021","Unknown","Unknown","Scottish Government","Male","1950","1910","39790","35110"
"In post","2021","Unknown","Unknown","Welsh Government","Female","175","165","37270","34490"
"In post","2021","Unknown","Unknown","Welsh Government","Male","145","140","40250","29950"
"Leaver CS","2021","Declared disabled","Analysis","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","Ministry of Housing, Communities and Local Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","Ministry of Housing, Communities and Local Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","Office for Standards in Education","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","Office for Standards in Education","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Department for Transport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Ministry of Defence","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Ministry of Housing, Communities and Local Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Ministry of Housing, Communities and Local Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Office for Standards in Education","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Office for Standards in Education","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Other Cabinet Office Agencies","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Department for Transport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Ministry of Housing, Communities and Local Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Ministry of Housing, Communities and Local Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Office for Standards in Education","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Office for Standards in Education","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Other Cabinet Office Agencies","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Wales Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Wales Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Wales Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","Department for Transport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Debt","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Debt","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Debt","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Debt","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Debt","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Debt","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Debt","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Debt","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Debt","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","Department for Education","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","Department for Education","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","Department for Education","Unknown","[c]","[c]","[c]","[c]"
