"Status","Year","Disability","Function_of_post","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Communications","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","United Kingdom Statistics Authority","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Communications","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Wales Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Wales Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Wales Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Attorney General's Departments","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Cabinet Office","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Cabinet Office","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Department for Business, Energy and Industrial Strategy","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Department for Business, Energy and Industrial Strategy","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","HM Revenue and Customs","Female","415","370","31560","29570"
"In post","2021","Declared disabled","Counter Fraud","HM Revenue and Customs","Male","350","325","34100","31810"
"In post","2021","Declared disabled","Counter Fraud","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","HM Revenue and Customs","Female","235","195","23150","21440"
"In post","2021","Declared disabled","Debt","HM Revenue and Customs","Male","140","130","22900","20640"
"In post","2021","Declared disabled","Debt","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Attorney General's Departments","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Attorney General's Departments","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Cabinet Office","Female","40","40","49280","54700"
"In post","2021","Declared disabled","Digital, Data & Technology","Cabinet Office","Male","45","45","47660","54700"
"In post","2021","Declared disabled","Digital, Data & Technology","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Female","35","35","37650","36260"
"In post","2021","Declared disabled","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Male","55","50","39260","36020"
"In post","2021","Declared disabled","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Department for Education","Female","20","20","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Department for Education","Male","35","35","36400","32870"
"In post","2021","Declared disabled","Digital, Data & Technology","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Female","25","25","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Male","45","45","44550","46110"
"In post","2021","Declared disabled","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Department for International Trade","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Department for Transport","Female","30","25","34820","33350"
"In post","2021","Declared disabled","Digital, Data & Technology","Department for Transport","Male","55","50","39800","35430"
"In post","2021","Declared disabled","Digital, Data & Technology","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Department of Health and Social Care","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Department of Health and Social Care","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Male","25","25","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
