"Status","Year","Organisation","Region_ITL2","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Merseyside","G6/G7","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Merseyside","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Merseyside","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Merseyside","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Merseyside","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Merseyside","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Merseyside","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Merseyside","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Northern Ireland","AA/AO","Heterosexual / straight","50","[c]","20140","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Northern Ireland","AA/AO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Northern Ireland","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Northern Ireland","AA/AO","Unknown","110","[c]","20140","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Northern Ireland","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Northern Ireland","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Northern Ireland","EO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Northern Ireland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Northern Ireland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Northern Ireland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Northern Ireland","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Northern Ireland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Northern Ireland","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Northern Ireland","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Northumberland and Tyne and Wear","AA/AO","Heterosexual / straight","135","[c]","20150","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Northumberland and Tyne and Wear","AA/AO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Northumberland and Tyne and Wear","AA/AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Northumberland and Tyne and Wear","AA/AO","Unknown","370","[c]","20140","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Northumberland and Tyne and Wear","EO","Heterosexual / straight","150","[c]","25530","25560"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Northumberland and Tyne and Wear","EO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Northumberland and Tyne and Wear","EO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Northumberland and Tyne and Wear","EO","Unknown","190","[c]","25560","25560"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Northumberland and Tyne and Wear","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Northumberland and Tyne and Wear","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Northumberland and Tyne and Wear","G6/G7","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Northumberland and Tyne and Wear","SEO/HEO","Heterosexual / straight","35","[c]","33090","31810"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Northumberland and Tyne and Wear","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Northumberland and Tyne and Wear","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Northumberland and Tyne and Wear","SEO/HEO","Unknown","45","[c]","33140","31810"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Outer London - South","AA/AO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Outer London - South","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Outer London - South","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Outer London - South","AA/AO","Unknown","50","[c]","24120","24120"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Outer London - South","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Outer London - South","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Outer London - South","EO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Outer London - South","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Outer London - South","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Outer London - South","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Outer London - South","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Outer London - South","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Outer London - South","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Outer London - South","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Outer London - South","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Outer London - South","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Outer London - South","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Outer London - South","SEO/HEO","Unknown","30","[c]","36160","36160"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Shropshire and Staffordshire","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Shropshire and Staffordshire","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Shropshire and Staffordshire","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Shropshire and Staffordshire","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Shropshire and Staffordshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Shropshire and Staffordshire","G6/G7","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Shropshire and Staffordshire","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Shropshire and Staffordshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Shropshire and Staffordshire","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Southern Scotland","AA/AO","Heterosexual / straight","65","[c]","20140","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Southern Scotland","AA/AO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Southern Scotland","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Southern Scotland","AA/AO","Unknown","125","[c]","20140","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Southern Scotland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Southern Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Surrey, East and West Sussex","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Surrey, East and West Sussex","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Surrey, East and West Sussex","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Surrey, East and West Sussex","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Surrey, East and West Sussex","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Surrey, East and West Sussex","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Surrey, East and West Sussex","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Surrey, East and West Sussex","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Surrey, East and West Sussex","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Surrey, East and West Sussex","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tees Valley and Durham","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tees Valley and Durham","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tees Valley and Durham","AA/AO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Unknown","Unknown","320","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","West Central Scotland","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","West Central Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","West Central Scotland","AA/AO","Unknown","45","[c]","20140","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","West Central Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","West Central Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","West Central Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","West Central Scotland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","West Central Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","West Central Scotland","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","West Central Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","West Central Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","West Midlands","AA/AO","Heterosexual / straight","55","[c]","20170","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","West Midlands","AA/AO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","West Midlands","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","West Midlands","AA/AO","Unknown","130","[c]","20140","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","West Midlands","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","West Midlands","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","West Midlands","EO","Unknown","35","[c]","25560","25560"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","West Midlands","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","West Midlands","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","West Midlands","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","West Midlands","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","West Midlands","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","West Midlands","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","West Midlands","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","West Yorkshire","AA/AO","Heterosexual / straight","60","[c]","20140","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","West Yorkshire","AA/AO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","West Yorkshire","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","West Yorkshire","AA/AO","Unknown","240","[c]","20140","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","West Yorkshire","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","West Yorkshire","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","West Yorkshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","West Yorkshire","EO","Unknown","65","[c]","25560","25560"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","West Yorkshire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","West Yorkshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","West Yorkshire","G6/G7","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","West Yorkshire","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","West Yorkshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","West Yorkshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","West Yorkshire","SEO/HEO","Unknown","40","[c]","33030","31810"
"New entrant CS","2021","HM Treasury (excl. agencies)","East Anglia","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","East Anglia","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","East Anglia","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","East Anglia","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","East Anglia","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","East Anglia","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","East Anglia","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","East Anglia","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","East Anglia","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Inner London - West","AA/AO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Inner London - West","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Inner London - West","AA/AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Inner London - West","EO","Heterosexual / straight","50","[c]","25470","24300"
"New entrant CS","2021","HM Treasury (excl. agencies)","Inner London - West","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Inner London - West","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Inner London - West","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Inner London - West","G6/G7","Heterosexual / straight","30","[c]","56100","52500"
"New entrant CS","2021","HM Treasury (excl. agencies)","Inner London - West","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Inner London - West","G6/G7","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Inner London - West","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Inner London - West","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Inner London - West","SEO/HEO","Heterosexual / straight","165","[c]","31310","32320"
"New entrant CS","2021","HM Treasury (excl. agencies)","Inner London - West","SEO/HEO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Inner London - West","SEO/HEO","Undeclared","45","[c]","31740","32320"
"New entrant CS","2021","HM Treasury (excl. agencies)","Inner London - West","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Bedfordshire and Hertfordshire","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Bedfordshire and Hertfordshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Bedfordshire and Hertfordshire","AA/AO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Bedfordshire and Hertfordshire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Bedfordshire and Hertfordshire","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Bedfordshire and Hertfordshire","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Devon","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Devon","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Devon","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Devon","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Devon","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Devon","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Devon","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Dorset and Somerset","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Dorset and Somerset","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Dorset and Somerset","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Dorset and Somerset","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Dorset and Somerset","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","East Anglia","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","East Anglia","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","East Anglia","AA/AO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","East Anglia","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","East Anglia","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","East Anglia","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","East Wales","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","East Wales","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","East Wales","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","East Wales","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","East Wales","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","East Wales","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","East Wales","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","East Wales","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","East Wales","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","East Yorkshire and Northern Lincolnshire","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","East Yorkshire and Northern Lincolnshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","East Yorkshire and Northern Lincolnshire","AA/AO","Unknown","30","[c]","21430","21430"
"New entrant CS","2021","Home Office (incl. agencies)","East Yorkshire and Northern Lincolnshire","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","East Yorkshire and Northern Lincolnshire","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","East Yorkshire and Northern Lincolnshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","East Yorkshire and Northern Lincolnshire","EO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","East Yorkshire and Northern Lincolnshire","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","East Yorkshire and Northern Lincolnshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Eastern Scotland","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Eastern Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Eastern Scotland","AA/AO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Eastern Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Eastern Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Eastern Scotland","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Eastern Scotland","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Eastern Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Eastern Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Essex","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Essex","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Essex","AA/AO","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Essex","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Essex","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Essex","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Essex","EO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Essex","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Essex","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Essex","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Essex","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
