"Status","Year","Disability","Region_ITL1","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Scotland","Southern Scotland","Outside London","505","445","28820","26140"
"In post","2021","Declared disabled","Scotland","West Central Scotland","Outside London","1740","1555","28390","26160"
"In post","2021","Declared disabled","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","1000","945","31740","29290"
"In post","2021","Declared disabled","South East (England)","Hampshire and Isle of Wight","Outside London","1675","1520","30410","27570"
"In post","2021","Declared disabled","South East (England)","Kent","Outside London","955","885","29540","29290"
"In post","2021","Declared disabled","South East (England)","Surrey, East and West Sussex","Outside London","940","850","28990","27570"
"In post","2021","Declared disabled","South West (England)","Cornwall and Isles of Scilly","Outside London","210","185","26460","27570"
"In post","2021","Declared disabled","South West (England)","Devon","Outside London","960","855","28680","27570"
"In post","2021","Declared disabled","South West (England)","Dorset and Somerset","Outside London","590","540","28750","27570"
"In post","2021","Declared disabled","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","3000","2815","34510","31810"
"In post","2021","Declared disabled","Unknown","Unknown","Unknown","195","180","31390","27570"
"In post","2021","Declared disabled","Wales","East Wales","Outside London","1785","1635","31210","27570"
"In post","2021","Declared disabled","Wales","West Wales and The Valleys","Outside London","1760","1525","26100","22810"
"In post","2021","Declared disabled","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","440","400","27770","27380"
"In post","2021","Declared disabled","West Midlands (England)","Shropshire and Staffordshire","Outside London","1060","980","29310","27570"
"In post","2021","Declared disabled","West Midlands (England)","West Midlands","Outside London","2100","1895","28930","27570"
"In post","2021","Declared disabled","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","500","445","27030","27130"
"In post","2021","Declared disabled","Yorkshire and The Humber","North Yorkshire","Outside London","455","425","32500","27570"
"In post","2021","Declared disabled","Yorkshire and The Humber","South Yorkshire","Outside London","1235","1100","30070","27570"
"In post","2021","Declared disabled","Yorkshire and The Humber","West Yorkshire","Outside London","1800","1620","30250","27570"
"In post","2021","Declared non-disabled","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","8045","7420","31740","27570"
"In post","2021","Declared non-disabled","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","4240","3865","27860","26780"
"In post","2021","Declared non-disabled","East Midlands (England)","Lincolnshire","Outside London","1970","1860","28080","26750"
"In post","2021","Declared non-disabled","East of England","Bedfordshire and Hertfordshire","Outside London","3125","2910","32360","29290"
"In post","2021","Declared non-disabled","East of England","East Anglia","Outside London","8530","7935","29920","27570"
"In post","2021","Declared non-disabled","East of England","Essex","Outside London","3850","3525","30820","29290"
"In post","2021","Declared non-disabled","London","Inner London - East","London","11005","10465","42400","36160"
"In post","2021","Declared non-disabled","London","Inner London - West","London","39470","38310","47970","43200"
"In post","2021","Declared non-disabled","London","Outer London - East and North East","London","2615","2430","30860","31060"
"In post","2021","Declared non-disabled","London","Outer London - South","London","7700","7290","37900","33900"
"In post","2021","Declared non-disabled","London","Outer London - West and North West","London","6495","6015","32620","31060"
"In post","2021","Declared non-disabled","North East (England)","Northumberland and Tyne and Wear","Outside London","13965","12520","28990","25560"
"In post","2021","Declared non-disabled","North East (England)","Tees Valley and Durham","Outside London","6355","5735","28170","26630"
"In post","2021","Declared non-disabled","North West (England)","Cheshire","Outside London","2245","2100","30880","27570"
"In post","2021","Declared non-disabled","North West (England)","Cumbria","Outside London","1680","1525","27630","24920"
"In post","2021","Declared non-disabled","North West (England)","Greater Manchester","Outside London","13110","12300","31470","27570"
"In post","2021","Declared non-disabled","North West (England)","Lancashire","Outside London","9795","8905","28690","27570"
"In post","2021","Declared non-disabled","North West (England)","Merseyside","Outside London","13435","12250","28750","25560"
"In post","2021","Declared non-disabled","Northern Ireland","Northern Ireland","Outside London","2315","2180","28650","25560"
"In post","2021","Declared non-disabled","Overseas","Overseas","Overseas","2570","2560","49430","47490"
"In post","2021","Declared non-disabled","Scotland","Eastern Scotland","Outside London","10115","9500","35320","29190"
"In post","2021","Declared non-disabled","Scotland","Highlands and Islands","Outside London","1395","1315","28910","27570"
"In post","2021","Declared non-disabled","Scotland","North Eastern Scotland","Outside London","1050","990","38600","31060"
"In post","2021","Declared non-disabled","Scotland","Southern Scotland","Outside London","3475","3140","30290","27570"
"In post","2021","Declared non-disabled","Scotland","West Central Scotland","Outside London","10930","10075","30500","27570"
"In post","2021","Declared non-disabled","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","6390","6080","32810","29440"
"In post","2021","Declared non-disabled","South East (England)","Hampshire and Isle of Wight","Outside London","9775","9075","32620","28650"
"In post","2021","Declared non-disabled","South East (England)","Kent","Outside London","5935","5535","29490","28130"
"In post","2021","Declared non-disabled","South East (England)","Surrey, East and West Sussex","Outside London","5840","5325","30640","27570"
"In post","2021","Declared non-disabled","South West (England)","Cornwall and Isles of Scilly","Outside London","1180","1075","26500","26670"
"In post","2021","Declared non-disabled","South West (England)","Devon","Outside London","6600","6060","32260","27570"
"In post","2021","Declared non-disabled","South West (England)","Dorset and Somerset","Outside London","3540","3285","29520","27570"
"In post","2021","Declared non-disabled","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","20350","19320","36550","33300"
"In post","2021","Declared non-disabled","Unknown","Unknown","Unknown","1015","950","32960","27570"
"In post","2021","Declared non-disabled","Wales","East Wales","Outside London","13505","12620","33660","28850"
"In post","2021","Declared non-disabled","Wales","West Wales and The Valleys","Outside London","11475","10395","29310","26780"
"In post","2021","Declared non-disabled","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","2865","2680","27900","26300"
"In post","2021","Declared non-disabled","West Midlands (England)","Shropshire and Staffordshire","Outside London","5620","5230","29970","27570"
"In post","2021","Declared non-disabled","West Midlands (England)","West Midlands","Outside London","12330","11330","31020","27570"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","3345","3045","27960","27130"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","North Yorkshire","Outside London","3330","3155","34130","29840"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","South Yorkshire","Outside London","7275","6615","31540","27570"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","West Yorkshire","Outside London","11045","10160","31770","27570"
"In post","2021","Undeclared","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","790","725","30580","28330"
"In post","2021","Undeclared","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","450","415","27940","27570"
"In post","2021","Undeclared","East Midlands (England)","Lincolnshire","Outside London","260","240","29010","27570"
"In post","2021","Undeclared","East of England","Bedfordshire and Hertfordshire","Outside London","255","240","32400","29870"
"In post","2021","Undeclared","East of England","East Anglia","Outside London","1115","1035","31010","30980"
"In post","2021","Undeclared","East of England","Essex","Outside London","360","335","31560","29290"
"In post","2021","Undeclared","London","Inner London - East","London","1005","930","40250","35320"
"In post","2021","Undeclared","London","Inner London - West","London","3660","3580","45350","40940"
"In post","2021","Undeclared","London","Outer London - East and North East","London","300","285","31390","31060"
"In post","2021","Undeclared","London","Outer London - South","London","570","540","38230","35030"
"In post","2021","Undeclared","London","Outer London - West and North West","London","550","515","34750","31060"
"In post","2021","Undeclared","North East (England)","Northumberland and Tyne and Wear","Outside London","965","885","29020","26090"
"In post","2021","Undeclared","North East (England)","Tees Valley and Durham","Outside London","800","720","29580","30450"
"In post","2021","Undeclared","North West (England)","Cheshire","Outside London","280","260","30710","31650"
"In post","2021","Undeclared","North West (England)","Cumbria","Outside London","110","105","29680","26810"
"In post","2021","Undeclared","North West (England)","Greater Manchester","Outside London","1200","1115","30490","27570"
"In post","2021","Undeclared","North West (England)","Lancashire","Outside London","1005","915","28580","27570"
"In post","2021","Undeclared","North West (England)","Merseyside","Outside London","865","790","29880","27570"
"In post","2021","Undeclared","Northern Ireland","Northern Ireland","Outside London","210","195","28570","26550"
"In post","2021","Undeclared","Overseas","Overseas","Overseas","165","165","47110","41800"
"In post","2021","Undeclared","Scotland","Eastern Scotland","Outside London","540","505","31760","27570"
"In post","2021","Undeclared","Scotland","Highlands and Islands","Outside London","40","40","27750","26800"
"In post","2021","Undeclared","Scotland","North Eastern Scotland","Outside London","55","55","42700","30360"
"In post","2021","Undeclared","Scotland","Southern Scotland","Outside London","160","140","30480","27570"
"In post","2021","Undeclared","Scotland","West Central Scotland","Outside London","640","590","29480","26670"
"In post","2021","Undeclared","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","730","685","33340","33000"
"In post","2021","Undeclared","South East (England)","Hampshire and Isle of Wight","Outside London","1185","1110","32810","31650"
"In post","2021","Undeclared","South East (England)","Kent","Outside London","775","715","30430","29290"
"In post","2021","Undeclared","South East (England)","Surrey, East and West Sussex","Outside London","680","630","31270","29290"
"In post","2021","Undeclared","South West (England)","Cornwall and Isles of Scilly","Outside London","95","90","27270","26670"
"In post","2021","Undeclared","South West (England)","Devon","Outside London","450","415","29360","27570"
"In post","2021","Undeclared","South West (England)","Dorset and Somerset","Outside London","400","375","30800","29240"
"In post","2021","Undeclared","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","1870","1780","37850","36300"
"In post","2021","Undeclared","Unknown","Unknown","Unknown","55","55","31670","27570"
"In post","2021","Undeclared","Wales","East Wales","Outside London","975","910","31400","28750"
"In post","2021","Undeclared","Wales","West Wales and The Valleys","Outside London","955","860","28730","26350"
"In post","2021","Undeclared","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","405","380","30000","30880"
"In post","2021","Undeclared","West Midlands (England)","Shropshire and Staffordshire","Outside London","650","600","29740","27570"
"In post","2021","Undeclared","West Midlands (England)","West Midlands","Outside London","895","830","30530","27570"
"In post","2021","Undeclared","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","415","385","30460","31650"
"In post","2021","Undeclared","Yorkshire and The Humber","North Yorkshire","Outside London","325","315","32560","30810"
"In post","2021","Undeclared","Yorkshire and The Humber","South Yorkshire","Outside London","595","555","32060","30200"
"In post","2021","Undeclared","Yorkshire and The Humber","West Yorkshire","Outside London","945","865","30740","28130"
"In post","2021","Unknown","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","1910","1820","28990","25560"
"In post","2021","Unknown","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","825","770","25860","22850"
"In post","2021","Unknown","East Midlands (England)","Lincolnshire","Outside London","205","200","27190","23150"
"In post","2021","Unknown","East of England","Bedfordshire and Hertfordshire","Outside London","650","630","34180","30990"
"In post","2021","Unknown","East of England","East Anglia","Outside London","1460","1385","31510","27570"
"In post","2021","Unknown","East of England","Essex","Outside London","670","630","30800","26760"
"In post","2021","Unknown","London","Inner London - East","London","3615","3505","43300","37560"
"In post","2021","Unknown","London","Inner London - West","London","12835","12585","45540","40050"
"In post","2021","Unknown","London","Outer London - East and North East","London","375","365","29160","30470"
"In post","2021","Unknown","London","Outer London - South","London","1390","1345","36310","32520"
"In post","2021","Unknown","London","Outer London - West and North West","London","1130","1080","37260","31060"
"In post","2021","Unknown","North East (England)","Northumberland and Tyne and Wear","Outside London","4115","3690","26640","21440"
"In post","2021","Unknown","North East (England)","Tees Valley and Durham","Outside London","990","945","25470","22350"
"In post","2021","Unknown","North West (England)","Cheshire","Outside London","975","960","33280","32770"
"In post","2021","Unknown","North West (England)","Cumbria","Outside London","110","105","32250","29370"
"In post","2021","Unknown","North West (England)","Greater Manchester","Outside London","3260","3120","29910","25560"
"In post","2021","Unknown","North West (England)","Lancashire","Outside London","1365","1265","26480","22350"
"In post","2021","Unknown","North West (England)","Merseyside","Outside London","2900","2700","28610","24880"
"In post","2021","Unknown","Northern Ireland","Northern Ireland","Outside London","965","915","26460","22330"
"In post","2021","Unknown","Overseas","Overseas","Overseas","795","795","52670","51870"
"In post","2021","Unknown","Scotland","Eastern Scotland","Outside London","7260","6860","33540","30160"
"In post","2021","Unknown","Scotland","Highlands and Islands","Outside London","350","320","28750","27570"
"In post","2021","Unknown","Scotland","North Eastern Scotland","Outside London","625","590","32110","29350"
"In post","2021","Unknown","Scotland","Southern Scotland","Outside London","1880","1710","27900","24110"
"In post","2021","Unknown","Scotland","West Central Scotland","Outside London","4605","4335","31980","29350"
"In post","2021","Unknown","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","1470","1410","33880","30400"
"In post","2021","Unknown","South East (England)","Hampshire and Isle of Wight","Outside London","2720","2465","31030","27030"
"In post","2021","Unknown","South East (England)","Kent","Outside London","860","830","30030","27850"
"In post","2021","Unknown","South East (England)","Surrey, East and West Sussex","Outside London","845","800","30930","27960"
"In post","2021","Unknown","South West (England)","Cornwall and Isles of Scilly","Outside London","160","145","27000","21960"
"In post","2021","Unknown","South West (England)","Devon","Outside London","1005","960","28280","24500"
"In post","2021","Unknown","South West (England)","Dorset and Somerset","Outside London","675","635","30390","26740"
"In post","2021","Unknown","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","4090","3915","36850","33300"
"In post","2021","Unknown","Unknown","Unknown","Unknown","2465","2460","37220","32700"
"In post","2021","Unknown","Wales","East Wales","Outside London","4115","3890","29670","25560"
"In post","2021","Unknown","Wales","West Wales and The Valleys","Outside London","1525","1420","26680","22350"
"In post","2021","Unknown","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","275","270","26710","24000"
"In post","2021","Unknown","West Midlands (England)","Shropshire and Staffordshire","Outside London","975","930","29990","25560"
"In post","2021","Unknown","West Midlands (England)","West Midlands","Outside London","2880","2750","31380","27560"
"In post","2021","Unknown","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","445","430","25750","24880"
"In post","2021","Unknown","Yorkshire and The Humber","North Yorkshire","Outside London","610","580","31280","26670"
"In post","2021","Unknown","Yorkshire and The Humber","South Yorkshire","Outside London","830","805","31430","27570"
"In post","2021","Unknown","Yorkshire and The Humber","West Yorkshire","Outside London","3465","3320","31000","25560"
"Leaver CS","2021","Declared disabled","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","80","[c]","26960","26550"
"Leaver CS","2021","Declared disabled","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","70","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","East Midlands (England)","Lincolnshire","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","East of England","Bedfordshire and Hertfordshire","Outside London","60","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","East of England","East Anglia","Outside London","115","[c]","28040","26990"
"Leaver CS","2021","Declared disabled","East of England","Essex","Outside London","40","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","London","Inner London - East","London","85","[c]","34230","31490"
"Leaver CS","2021","Declared disabled","London","Inner London - West","London","230","[c]","43690","37440"
"Leaver CS","2021","Declared disabled","London","Outer London - East and North East","London","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","London","Outer London - South","London","50","[c]","33000","29500"
"Leaver CS","2021","Declared disabled","London","Outer London - West and North West","London","55","[c]","29170","28100"
"Leaver CS","2021","Declared disabled","North East (England)","Northumberland and Tyne and Wear","Outside London","150","[c]","25860","21010"
"Leaver CS","2021","Declared disabled","North East (England)","Tees Valley and Durham","Outside London","65","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","North West (England)","Cheshire","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","North West (England)","Cumbria","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","North West (England)","Greater Manchester","Outside London","105","[c]","29750","25720"
"Leaver CS","2021","Declared disabled","North West (England)","Lancashire","Outside London","85","[c]","31290","27570"
"Leaver CS","2021","Declared disabled","North West (England)","Merseyside","Outside London","95","[c]","26010","24310"
"Leaver CS","2021","Declared disabled","Northern Ireland","Northern Ireland","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","Overseas","Overseas","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scotland","Eastern Scotland","Outside London","110","[c]","28750","27570"
"Leaver CS","2021","Declared disabled","Scotland","Highlands and Islands","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scotland","North Eastern Scotland","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scotland","Southern Scotland","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scotland","West Central Scotland","Outside London","75","[c]","27790","26720"
"Leaver CS","2021","Declared disabled","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","80","[c]","28530","27570"
"Leaver CS","2021","Declared disabled","South East (England)","Hampshire and Isle of Wight","Outside London","105","[c]","26810","25480"
"Leaver CS","2021","Declared disabled","South East (England)","Kent","Outside London","60","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","South East (England)","Surrey, East and West Sussex","Outside London","55","[c]","25210","22360"
"Leaver CS","2021","Declared disabled","South West (England)","Cornwall and Isles of Scilly","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","South West (England)","Devon","Outside London","60","[c]","25290","21580"
"Leaver CS","2021","Declared disabled","South West (England)","Dorset and Somerset","Outside London","50","[c]","27700","26740"
"Leaver CS","2021","Declared disabled","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","165","[c]","29650","26500"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Wales","East Wales","Outside London","135","[c]","31110","25030"
"Leaver CS","2021","Declared disabled","Wales","West Wales and The Valleys","Outside London","110","[c]","23560","21590"
"Leaver CS","2021","Declared disabled","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","35","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","West Midlands (England)","Shropshire and Staffordshire","Outside London","60","[c]","25090","26000"
"Leaver CS","2021","Declared disabled","West Midlands (England)","West Midlands","Outside London","150","[c]","26900","26000"
"Leaver CS","2021","Declared disabled","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","45","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Yorkshire and The Humber","North Yorkshire","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Yorkshire and The Humber","South Yorkshire","Outside London","90","[c]","28440","26120"
"Leaver CS","2021","Declared disabled","Yorkshire and The Humber","West Yorkshire","Outside London","95","[c]","28030","27570"
"Leaver CS","2021","Declared non-disabled","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","365","[c]","27390","23200"
"Leaver CS","2021","Declared non-disabled","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","365","[c]","26740","22350"
"Leaver CS","2021","Declared non-disabled","East Midlands (England)","Lincolnshire","Outside London","210","[c]","28710","27680"
"Leaver CS","2021","Declared non-disabled","East of England","Bedfordshire and Hertfordshire","Outside London","250","[c]","30890","25740"
"Leaver CS","2021","Declared non-disabled","East of England","East Anglia","Outside London","565","[c]","30310","26670"
"Leaver CS","2021","Declared non-disabled","East of England","Essex","Outside London","190","[c]","29490","25110"
"Leaver CS","2021","Declared non-disabled","London","Inner London - East","London","590","[c]","43330","35200"
"Leaver CS","2021","Declared non-disabled","London","Inner London - West","London","1625","[c]","47010","40470"
"Leaver CS","2021","Declared non-disabled","London","Outer London - East and North East","London","115","[c]","28520","29590"
"Leaver CS","2021","Declared non-disabled","London","Outer London - South","London","275","[c]","35670","30170"
"Leaver CS","2021","Declared non-disabled","London","Outer London - West and North West","London","345","[c]","33250","30380"
"Leaver CS","2021","Declared non-disabled","North East (England)","Northumberland and Tyne and Wear","Outside London","605","[c]","26300","21010"
"Leaver CS","2021","Declared non-disabled","North East (England)","Tees Valley and Durham","Outside London","370","[c]","27980","22350"
"Leaver CS","2021","Declared non-disabled","North West (England)","Cheshire","Outside London","100","[c]","26320","21010"
"Leaver CS","2021","Declared non-disabled","North West (England)","Cumbria","Outside London","60","[c]","29000","26890"
"Leaver CS","2021","Declared non-disabled","North West (England)","Greater Manchester","Outside London","590","[c]","30650","26120"
"Leaver CS","2021","Declared non-disabled","North West (England)","Lancashire","Outside London","450","[c]","26290","21010"
"Leaver CS","2021","Declared non-disabled","North West (England)","Merseyside","Outside London","500","[c]","27300","24110"
"Leaver CS","2021","Declared non-disabled","Northern Ireland","Northern Ireland","Outside London","120","[c]","25450","21430"
"Leaver CS","2021","Declared non-disabled","Overseas","Overseas","Overseas","40","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Scotland","Eastern Scotland","Outside London","480","[c]","34580","27570"
"Leaver CS","2021","Declared non-disabled","Scotland","Highlands and Islands","Outside London","55","[c]","27850","26530"
"Leaver CS","2021","Declared non-disabled","Scotland","North Eastern Scotland","Outside London","95","[c]","38450","29600"
"Leaver CS","2021","Declared non-disabled","Scotland","Southern Scotland","Outside London","145","[c]","29800","26890"
"Leaver CS","2021","Declared non-disabled","Scotland","West Central Scotland","Outside London","385","[c]","30520","26120"
"Leaver CS","2021","Declared non-disabled","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","380","[c]","33330","29330"
"Leaver CS","2021","Declared non-disabled","South East (England)","Hampshire and Isle of Wight","Outside London","480","[c]","30600","27570"
"Leaver CS","2021","Declared non-disabled","South East (England)","Kent","Outside London","330","[c]","27180","25110"
"Leaver CS","2021","Declared non-disabled","South East (England)","Surrey, East and West Sussex","Outside London","290","[c]","28190","26430"
"Leaver CS","2021","Declared non-disabled","South West (England)","Cornwall and Isles of Scilly","Outside London","50","[c]","26070","22080"
"Leaver CS","2021","Declared non-disabled","South West (England)","Devon","Outside London","365","[c]","26430","21580"
"Leaver CS","2021","Declared non-disabled","South West (England)","Dorset and Somerset","Outside London","210","[c]","29380","27130"
"Leaver CS","2021","Declared non-disabled","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","870","[c]","34910","30420"
"Leaver CS","2021","Declared non-disabled","Unknown","Unknown","Unknown","55","[c]","45310","32200"
"Leaver CS","2021","Declared non-disabled","Wales","East Wales","Outside London","650","[c]","34770","27570"
"Leaver CS","2021","Declared non-disabled","Wales","West Wales and The Valleys","Outside London","475","[c]","27240","21590"
"Leaver CS","2021","Declared non-disabled","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","150","[c]","24430","21470"
"Leaver CS","2021","Declared non-disabled","West Midlands (England)","Shropshire and Staffordshire","Outside London","300","[c]","29260","26780"
"Leaver CS","2021","Declared non-disabled","West Midlands (England)","West Midlands","Outside London","620","[c]","31580","26120"
"Leaver CS","2021","Declared non-disabled","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","275","[c]","28690","27130"
"Leaver CS","2021","Declared non-disabled","Yorkshire and The Humber","North Yorkshire","Outside London","140","[c]","35330","27570"
"Leaver CS","2021","Declared non-disabled","Yorkshire and The Humber","South Yorkshire","Outside London","420","[c]","29030","24910"
"Leaver CS","2021","Declared non-disabled","Yorkshire and The Humber","West Yorkshire","Outside London","550","[c]","29940","26890"
"Leaver CS","2021","Undeclared","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","35","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","55","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Midlands (England)","Lincolnshire","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East of England","Bedfordshire and Hertfordshire","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East of England","East Anglia","Outside London","105","[c]","31890","31710"
"Leaver CS","2021","Undeclared","East of England","Essex","Outside London","40","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","Inner London - East","London","50","[c]","39920","32950"
"Leaver CS","2021","Undeclared","London","Inner London - West","London","170","[c]","43160","38830"
"Leaver CS","2021","Undeclared","London","Outer London - East and North East","London","20","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","Outer London - South","London","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","Outer London - West and North West","London","35","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North East (England)","Northumberland and Tyne and Wear","Outside London","35","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North East (England)","Tees Valley and Durham","Outside London","55","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","Cheshire","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","Greater Manchester","Outside London","55","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","Lancashire","Outside London","50","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","Merseyside","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northern Ireland","Northern Ireland","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Overseas","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland","Eastern Scotland","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland","Southern Scotland","Outside London","10","[c]","[c]","[c]"
