"Status","Year","Age","Function_of_post","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Counter Fraud","Cardiff and Vale of Glamorgan","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Counter Fraud","Leeds","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Counter Fraud","Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Debt","Birmingham","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Debt","Bradford","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Debt","Cardiff and Vale of Glamorgan","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Debt","City of Edinburgh","AA/AO","15","15","20140","20140"
"In post","2021","16-19","Debt","City of Edinburgh","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Debt","Liverpool","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Debt","North Lanarkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Debt","Nottingham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Debt","South Lanarkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Debt","Tyneside","AA/AO","15","15","20140","20140"
"In post","2021","16-19","Debt","West Lothian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Berkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Central Hampshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","City of Edinburgh","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Coventry","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Devon CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Milton Keynes","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Monmouthshire and Newport","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Plymouth","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Swansea","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","20","20","19160","19040"
"In post","2021","16-19","Finance","Buckinghamshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","North Lanarkshire","AA/AO","10","5","20140","20140"
"In post","2021","16-19","Finance","Nottingham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Southend-on-Sea","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Swansea","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Westminster","EO","5","5","[c]","[c]"
"In post","2021","16-19","Finance","Wiltshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Wiltshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Grants Management","Cheshire East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Buckinghamshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Camden and City of London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Cardiff and Vale of Glamorgan","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Central Hampshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","City of Edinburgh","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Lambeth","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Mid Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Nottingham","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Somerset","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Westminster","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Birmingham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Brighton and Hove","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Bristol, City of","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","City of Edinburgh","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Falkirk","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Heart of Essex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Leicester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Liverpool","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Nottingham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Portsmouth","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Swansea","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Westminster","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Legal","York","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","York","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Aberdeen City and Aberdeenshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Angus and Dundee City","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Barnet","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Barnsley, Doncaster and Rotherham","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","No function","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Bedford","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Belfast","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Berkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Bexley and Greenwich","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Birmingham","AA/AO","10","10","19950","20030"
"In post","2021","16-19","No function","Birmingham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Blackburn with Darwen","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Bradford","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Breckland and South Norfolk","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Brent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Bristol, City of","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","No function","Bristol, City of","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Buckinghamshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Cambridgeshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Camden and City of London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Cardiff and Vale of Glamorgan","AA/AO","25","25","20050","20140"
"In post","2021","16-19","No function","Cheshire East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Cheshire East","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Chorley and West Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","City of Edinburgh","AA/AO","15","15","21100","20760"
"In post","2021","16-19","No function","Clackmannanshire and Fife","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Coventry","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Croydon","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","No function","Devon CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Dudley","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Durham CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","East Ayrshire and North Ayrshire mainland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","East Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","East Kent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","East Riding of Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","East Surrey","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","East Sussex CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","East Sussex CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Falkirk","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Flintshire and Wrexham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Glasgow City","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Gloucestershire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Greater Manchester North West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Greater Manchester South West","AA/AO","10","10","[c]","[c]"
"In post","2021","16-19","No function","Haringey and Islington","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Haringey and Islington","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Harrow and Hillingdon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Hertfordshire","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","No function","Hounslow and Richmond upon Thames","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Inverclyde, East Renfrewshire and Renfrewshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Kent Thames Gateway","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","No function","Kingston upon Hull, City of","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Lambeth","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Lambeth","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Lancaster and Wyre","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Leeds","AA/AO","30","30","20160","20140"
"In post","2021","16-19","No function","Leeds","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Leicester","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","No function","Leicestershire CC and Rutland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Lewisham and Southwark","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Liverpool","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","No function","Liverpool","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Manchester","AA/AO","10","10","[c]","[c]"
"In post","2021","16-19","No function","Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Medway","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Mid Kent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Mid Lancashire","AA/AO","10","10","20120","20140"
"In post","2021","16-19","No function","Milton Keynes","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Milton Keynes","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Monmouthshire and Newport","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","No function","Monmouthshire and Newport","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","North Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","North Lanarkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","North Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Norwich and East Norfolk","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Nottingham","AA/AO","10","10","20910","20600"
"In post","2021","16-19","No function","Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Perth and Kinross and Stirling","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Portsmouth","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Scottish Borders","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Sefton","AA/AO","20","20","20180","20140"
"In post","2021","16-19","No function","Sheffield","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Sheffield","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Somerset","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Somerset","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","South and West Derbyshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","South Hampshire","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","No function","South Lanarkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","South Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Southampton","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Southampton","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Staffordshire CC","AA/AO","10","10","[c]","[c]"
"In post","2021","16-19","No function","Stoke-on-Trent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Suffolk","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Suffolk","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Sunderland","AA/AO","15","15","20140","20140"
"In post","2021","16-19","No function","Swansea","AA/AO","40","30","19380","18060"
"In post","2021","16-19","No function","Tower Hamlets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Tyneside","AA/AO","15","15","20140","20140"
"In post","2021","16-19","No function","Tyneside","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Wakefield","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","West Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","West Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","West Surrey","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","West Surrey","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","West Sussex (South West)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","West Sussex (South West)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Westminster","AA/AO","10","10","[c]","[c]"
"In post","2021","16-19","No function","Westminster","EO","30","30","24740","24300"
"In post","2021","16-19","No function","Westminster","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Wiltshire","AA/AO","20","20","17900","17710"
"In post","2021","16-19","No function","Wirral","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Wolverhampton","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Worcestershire","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Project Delivery","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","75","75","17850","17780"
"In post","2021","16-19","Project Delivery","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Project Delivery","Buckinghamshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Cambridgeshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Central Hampshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","East Ayrshire and North Ayrshire mainland","EO","10","10","17080","16780"
"In post","2021","16-19","Project Delivery","Flintshire and Wrexham","AA/AO","15","15","15960","15820"
"In post","2021","16-19","Project Delivery","Flintshire and Wrexham","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Mid Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Plymouth","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Plymouth","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Project Delivery","South Hampshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","South Lanarkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Staffordshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Tyneside","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Westminster","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Westminster","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Westminster","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Wiltshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Wirral","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Birmingham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Brent","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Calderdale and Kirklees","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Cambridgeshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Cardiff and Vale of Glamorgan","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Central Hampshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","City of Edinburgh","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Dumfries and Galloway","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Durham CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Durham CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Essex Haven Gateway","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Greater Manchester South West","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Inverness and Nairn and Moray, Badenoch and Strathspey","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Leeds","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Leicestershire CC and Rutland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Milton Keynes","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Property","Norwich and East Norfolk","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Nottingham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Plymouth","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Tower Hamlets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Tyneside","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Westminster","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Berkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Gloucestershire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Milton Keynes","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Portsmouth","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","South Hampshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","South Hampshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Suffolk","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","West Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Westminster","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Westminster","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","York","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Aberdeen City and Aberdeenshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Angus and Dundee City","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Barking & Dagenham and Havering","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Barnsley, Doncaster and Rotherham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Bedford","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Berkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Berkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Bexley and Greenwich","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Birmingham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Birmingham","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Blackpool","AA/AO","15","15","21010","21010"
"In post","2021","16-19","Unknown","Bradford","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Bradford","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Bridgend and Neath Port Talbot","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Bridgend and Neath Port Talbot","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Bristol, City of","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Buckinghamshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Calderdale and Kirklees","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Cambridgeshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Cardiff and Vale of Glamorgan","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Cardiff and Vale of Glamorgan","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Central Bedfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Central Hampshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Central Valleys","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Cheshire West and Chester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","City of Edinburgh","AA/AO","35","35","21140","21150"
"In post","2021","16-19","Unknown","City of Edinburgh","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Clackmannanshire and Fife","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Cornwall and Isles of Scilly","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Coventry","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Croydon","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Derby","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Devon CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Devon CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Dudley","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Dumfries and Galloway","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Durham CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Ealing","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East Ayrshire and North Ayrshire mainland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East Kent","AA/AO","30","30","21700","21430"
"In post","2021","16-19","Unknown","East Sussex CC","AA/AO","[c]","[c]","[c]","[c]"
