"Status","Year","Function_of_post","Region_ITL3","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","City of Edinburgh","Outside London","HEO","10","10","35720","36780"
"In post","2021","Analysis","City of Edinburgh","Outside London","SEO","15","15","42060","42890"
"In post","2021","Analysis","Cornwall and Isles of Scilly","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Analysis","Cornwall and Isles of Scilly","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Coventry","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Coventry","Outside London","HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Coventry","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Croydon","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Croydon","London","G6","5","5","[c]","[c]"
"In post","2021","Analysis","Croydon","London","G7","5","5","[c]","[c]"
"In post","2021","Analysis","Croydon","London","HEO","10","10","35730","36160"
"In post","2021","Analysis","Croydon","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Croydon","London","SEO","10","10","42180","41760"
"In post","2021","Analysis","Darlington","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Darlington","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Darlington","Outside London","G7","10","10","50330","50630"
"In post","2021","Analysis","Darlington","Outside London","HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Darlington","Outside London","SEO","10","10","41880","42220"
"In post","2021","Analysis","Devon CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Devon CC","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Devon CC","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Dorset CC","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Dorset CC","Outside London","AO","10","10","21050","21050"
"In post","2021","Analysis","Dorset CC","Outside London","EO","30","25","25050","24920"
"In post","2021","Analysis","Dorset CC","Outside London","G6","5","5","[c]","[c]"
"In post","2021","Analysis","Dorset CC","Outside London","G7","15","10","48590","48080"
"In post","2021","Analysis","Dorset CC","Outside London","HEO","35","35","29680","29270"
"In post","2021","Analysis","Dorset CC","Outside London","SEO","20","15","37570","36580"
"In post","2021","Analysis","Durham CC","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Cumbria","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Cumbria","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Cumbria","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Cumbria","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Derbyshire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Kent","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Merseyside","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Merseyside","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Riding of Yorkshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Sussex CC","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Sussex CC","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Sussex CC","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Flintshire and Wrexham","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Flintshire and Wrexham","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Flintshire and Wrexham","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Glasgow City","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Glasgow City","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Glasgow City","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Glasgow City","Outside London","HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Glasgow City","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Glasgow City","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Greater Manchester North East","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Greater Manchester North West","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Greater Manchester South West","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Greater Manchester South West","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Greater Manchester South West","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Hackney and Newham","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Hackney and Newham","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Hackney and Newham","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Hackney and Newham","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leeds","Outside London","AO","5","5","[c]","[c]"
"In post","2021","Analysis","Leeds","Outside London","EO","20","20","22820","22540"
"In post","2021","Analysis","Leeds","Outside London","G6","10","10","62930","62400"
"In post","2021","Analysis","Leeds","Outside London","G7","55","50","51520","50620"
"In post","2021","Analysis","Leeds","Outside London","HEO","25","25","30050","28970"
"In post","2021","Analysis","Leeds","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leeds","Outside London","SEO","20","20","38060","36820"
"In post","2021","Analysis","Leicester","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leicestershire CC and Rutland","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Liverpool","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Liverpool","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Liverpool","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Liverpool","Outside London","G7","25","25","47520","52580"
"In post","2021","Analysis","Liverpool","Outside London","HEO","20","15","31860","31810"
"In post","2021","Analysis","Liverpool","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Liverpool","Outside London","SEO","20","20","37690","38630"
"In post","2021","Analysis","Manchester","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Manchester","Outside London","EO","20","20","25980","25560"
"In post","2021","Analysis","Manchester","Outside London","G6","5","5","[c]","[c]"
"In post","2021","Analysis","Manchester","Outside London","G7","45","40","51510","52580"
"In post","2021","Analysis","Manchester","Outside London","HEO","80","80","32000","31810"
"In post","2021","Analysis","Manchester","Outside London","SEO","70","65","38640","38630"
"In post","2021","Analysis","Medway","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Medway","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Merton, Kingston upon Thames and Sutton","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Mid Lancashire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Mid Lancashire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Mid Lancashire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Monmouthshire and Newport","Outside London","AO","50","50","19210","19130"
"In post","2021","Analysis","Monmouthshire and Newport","Outside London","EO","140","125","24100","23050"
"In post","2021","Analysis","Monmouthshire and Newport","Outside London","G6","35","35","60980","58880"
"In post","2021","Analysis","Monmouthshire and Newport","Outside London","G7","175","170","50550","49120"
"In post","2021","Analysis","Monmouthshire and Newport","Outside London","HEO","315","305","30080","29540"
"In post","2021","Analysis","Monmouthshire and Newport","Outside London","SCS level","20","20","82180","72320"
"In post","2021","Analysis","Monmouthshire and Newport","Outside London","SEO","300","290","37190","37020"
"In post","2021","Analysis","North Northamptonshire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North Nottinghamshire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North Yorkshire CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North Yorkshire CC","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Norwich and East Norfolk","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Norwich and East Norfolk","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Norwich and East Norfolk","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Nottingham","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Nottingham","Outside London","EO","10","10","[c]","[c]"
"In post","2021","Analysis","Nottingham","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Nottingham","Outside London","HEO","10","10","32610","32590"
"In post","2021","Analysis","Nottingham","Outside London","SEO","15","15","42290","42580"
"In post","2021","Analysis","Overseas","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Overseas","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Oxfordshire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Peterborough","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Plymouth","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Analysis","Plymouth","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Plymouth","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Portsmouth","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Analysis","Portsmouth","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Portsmouth","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Portsmouth","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Sefton","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Sefton","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Sefton","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Sefton","Outside London","G7","10","10","55670","58330"
"In post","2021","Analysis","Sefton","Outside London","HEO","10","10","32600","33100"
"In post","2021","Analysis","Sefton","Outside London","SEO","10","10","39790","39390"
"In post","2021","Analysis","Sheffield","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Sheffield","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Analysis","Sheffield","Outside London","G6","10","10","[c]","[c]"
"In post","2021","Analysis","Sheffield","Outside London","G7","40","35","51740","50630"
"In post","2021","Analysis","Sheffield","Outside London","HEO","30","25","32920","33190"
"In post","2021","Analysis","Sheffield","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Sheffield","Outside London","SEO","40","35","42670","42220"
"In post","2021","Analysis","Somerset","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Somerset","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Somerset","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South and West Derbyshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South and West Derbyshire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South and West Derbyshire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South and West Derbyshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South Hampshire","Outside London","AO","10","5","[c]","[c]"
"In post","2021","Analysis","South Hampshire","Outside London","EO","45","40","23910","23050"
"In post","2021","Analysis","South Hampshire","Outside London","G6","20","20","60400","58880"
"In post","2021","Analysis","South Hampshire","Outside London","G7","85","80","50390","49100"
"In post","2021","Analysis","South Hampshire","Outside London","HEO","160","155","30150","29540"
"In post","2021","Analysis","South Hampshire","Outside London","SCS level","10","10","[c]","[c]"
"In post","2021","Analysis","South Hampshire","Outside London","SEO","120","115","37390","37020"
"In post","2021","Analysis","South Nottinghamshire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Southampton","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Southampton","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Southend-on-Sea","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Southend-on-Sea","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Southend-on-Sea","Outside London","G7","5","5","[c]","[c]"
"In post","2021","Analysis","Southend-on-Sea","Outside London","HEO","10","10","[c]","[c]"
"In post","2021","Analysis","Southend-on-Sea","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Southend-on-Sea","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Analysis","Staffordshire CC","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Staffordshire CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Staffordshire CC","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Staffordshire CC","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Suffolk","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Suffolk","Outside London","AO","25","25","21210","21050"
"In post","2021","Analysis","Suffolk","Outside London","EO","55","50","25050","24920"
"In post","2021","Analysis","Suffolk","Outside London","G6","15","15","60770","57390"
"In post","2021","Analysis","Suffolk","Outside London","G7","55","50","48700","48080"
"In post","2021","Analysis","Suffolk","Outside London","HEO","110","105","29760","29270"
"In post","2021","Analysis","Suffolk","Outside London","SEO","90","85","37160","36580"
"In post","2021","Analysis","Swansea","Outside London","AO","5","5","[c]","[c]"
"In post","2021","Analysis","Swansea","Outside London","EO","15","15","26580","26780"
"In post","2021","Analysis","Swansea","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Swansea","Outside London","HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Swansea","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Telford and Wrekin","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Telford and Wrekin","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tower Hamlets","London","AO","5","5","[c]","[c]"
"In post","2021","Analysis","Tower Hamlets","London","EO","50","50","27990","28100"
"In post","2021","Analysis","Tower Hamlets","London","G6","50","50","74820","75140"
"In post","2021","Analysis","Tower Hamlets","London","G7","245","235","59530","58860"
"In post","2021","Analysis","Tower Hamlets","London","HEO","155","150","34700","34570"
"In post","2021","Analysis","Tower Hamlets","London","SCS level","35","30","96630","93190"
"In post","2021","Analysis","Tower Hamlets","London","SEO","140","135","42330","41760"
"In post","2021","Analysis","Tyneside","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Analysis","Tyneside","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tyneside","Outside London","G7","10","10","53870","54990"
"In post","2021","Analysis","Tyneside","Outside London","HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Tyneside","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Analysis","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wakefield","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wakefield","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wakefield","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wakefield","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Cumbria","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Cumbria","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Surrey","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Surrey","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Surrey","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Surrey","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Sussex (North East)","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Sussex (South West)","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Sussex (South West)","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Sussex (South West)","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Westminster","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Westminster","London","AO","45","45","24850","24900"
"In post","2021","Analysis","Westminster","London","EO","195","190","28910","29000"
"In post","2021","Analysis","Westminster","London","G6","260","250","68220","66600"
"In post","2021","Analysis","Westminster","London","G7","735","710","56020","54760"
"In post","2021","Analysis","Westminster","London","HEO","830","820","34920","34090"
"In post","2021","Analysis","Westminster","London","SCS level","75","75","84460","78540"
"In post","2021","Analysis","Westminster","London","SEO","350","340","43730","42980"
"In post","2021","Analysis","Westminster","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wiltshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wiltshire","Outside London","G7","30","30","48290","46090"
"In post","2021","Analysis","Wiltshire","Outside London","HEO","35","35","28360","28650"
"In post","2021","Analysis","Wiltshire","Outside London","SEO","45","40","37640","37320"
"In post","2021","Analysis","Wirral","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Worcestershire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","York","Outside London","AO","5","5","[c]","[c]"
"In post","2021","Analysis","York","Outside London","EO","10","10","25750","25750"
"In post","2021","Analysis","York","Outside London","G6","5","5","[c]","[c]"
"In post","2021","Analysis","York","Outside London","G7","10","10","53310","52600"
"In post","2021","Analysis","York","Outside London","HEO","20","20","30870","30320"
"In post","2021","Analysis","York","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","York","Outside London","SEO","10","10","38040","37350"
"In post","2021","Commercial","Aberdeen City and Aberdeenshire","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Aberdeen City and Aberdeenshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Aberdeen City and Aberdeenshire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Aberdeen City and Aberdeenshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Antrim and Newtownabbey","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Armagh City, Banbridge and Craigavon","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Barnet","London","EO","5","5","[c]","[c]"
"In post","2021","Commercial","Barnet","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Barnet","London","G7","5","5","[c]","[c]"
"In post","2021","Commercial","Barnet","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Barnet","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Barnsley, Doncaster and Rotherham","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Commercial","Barnsley, Doncaster and Rotherham","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Barnsley, Doncaster and Rotherham","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","AO","5","5","[c]","[c]"
"In post","2021","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","EO","55","50","25940","26670"
"In post","2021","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","G6","35","35","70410","69770"
"In post","2021","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","G7","80","75","54350","54540"
"In post","2021","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","HEO","120","115","32780","33300"
"In post","2021","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","SCS level","25","25","107330","95190"
"In post","2021","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","SEO","165","160","41120","40980"
"In post","2021","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Unknown","150","145","41730","38240"
"In post","2021","Commercial","Bedford","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bedford","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire","Outside London","HEO","5","5","[c]","[c]"
"In post","2021","Commercial","Berkshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire","Outside London","SEO","15","10","40190","40580"
"In post","2021","Commercial","Berkshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bexley and Greenwich","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bexley and Greenwich","London","EO","[c]","[c]","[c]","[c]"
