"Status","Year","Age","Function_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","40-49","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","EO","Female","40","[c]","25780","25560"
"New entrant CS","2021","40-49","Communications","EO","Male","55","[c]","25330","25560"
"New entrant CS","2021","40-49","Communications","G6/G7","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","G6/G7","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","SEO/HEO","Female","40","[c]","34500","31810"
"New entrant CS","2021","40-49","Communications","SEO/HEO","Male","30","[c]","34900","31810"
"New entrant CS","2021","40-49","Counter Fraud","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Counter Fraud","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Counter Fraud","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Counter Fraud","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Counter Fraud","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Counter Fraud","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Debt","AA/AO","Female","75","[c]","20570","20140"
"New entrant CS","2021","40-49","Debt","AA/AO","Male","60","[c]","20270","20140"
"New entrant CS","2021","40-49","Debt","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Debt","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","AA/AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","AA/AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","EO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","EO","Male","30","[c]","26220","25560"
"New entrant CS","2021","40-49","Digital, Data & Technology","G6/G7","Female","50","[c]","57620","55850"
"New entrant CS","2021","40-49","Digital, Data & Technology","G6/G7","Male","105","[c]","58420","56190"
"New entrant CS","2021","40-49","Digital, Data & Technology","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","SEO/HEO","Female","70","[c]","37280","38610"
"New entrant CS","2021","40-49","Digital, Data & Technology","SEO/HEO","Male","145","[c]","38150","38390"
"New entrant CS","2021","40-49","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","AA/AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","G6/G7","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","G6/G7","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","SEO/HEO","Female","50","[c]","37370","38530"
"New entrant CS","2021","40-49","Finance","SEO/HEO","Male","35","[c]","36410","36300"
"New entrant CS","2021","40-49","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Grants Management","AA/AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Grants Management","AA/AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Grants Management","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Grants Management","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","AA/AO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","AA/AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","EO","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","G6/G7","Female","30","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","G6/G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","SEO/HEO","Female","50","[c]","35510","35680"
"New entrant CS","2021","40-49","Human Resources","SEO/HEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Unknown","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Internal Audit","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Internal Audit","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Internal Audit","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Internal Audit","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","AA/AO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","AA/AO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","G6/G7","Female","75","[c]","53070","50520"
"New entrant CS","2021","40-49","Legal","G6/G7","Male","55","[c]","52780","50520"
"New entrant CS","2021","40-49","Legal","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","SEO/HEO","Female","30","[c]","35670","38000"
"New entrant CS","2021","40-49","Legal","SEO/HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","No function","AA/AO","Female","655","[c]","21110","20600"
"New entrant CS","2021","40-49","No function","AA/AO","Male","560","[c]","22510","21590"
"New entrant CS","2021","40-49","No function","EO","Female","210","[c]","26460","25010"
"New entrant CS","2021","40-49","No function","EO","Male","125","[c]","26710","25560"
"New entrant CS","2021","40-49","No function","G6/G7","Female","175","[c]","58140","53380"
"New entrant CS","2021","40-49","No function","G6/G7","Male","140","[c]","58410","55250"
"New entrant CS","2021","40-49","No function","SCS level","Female","35","[c]","92520","89950"
"New entrant CS","2021","40-49","No function","SCS level","Male","35","[c]","101280","84670"
"New entrant CS","2021","40-49","No function","SEO/HEO","Female","415","[c]","36060","36090"
"New entrant CS","2021","40-49","No function","SEO/HEO","Male","250","[c]","36430","36030"
"New entrant CS","2021","40-49","No function","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","No function","Unknown","Female","140","[c]","23910","22920"
"New entrant CS","2021","40-49","No function","Unknown","Male","50","[c]","24630","22920"
"New entrant CS","2021","40-49","Project Delivery","AA/AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","EO","Female","30","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","EO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","G6/G7","Female","35","[c]","55220","54000"
"New entrant CS","2021","40-49","Project Delivery","G6/G7","Male","45","[c]","55490","53500"
"New entrant CS","2021","40-49","Project Delivery","SCS level","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","SEO/HEO","Female","75","[c]","36790","38270"
"New entrant CS","2021","40-49","Project Delivery","SEO/HEO","Male","115","[c]","36830","36940"
"New entrant CS","2021","40-49","Project Delivery","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","Unknown","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","Unknown","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","AA/AO","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","AA/AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","G6/G7","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","SEO/HEO","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","SEO/HEO","Male","30","[c]","33870","33000"
"New entrant CS","2021","40-49","Security","AA/AO","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","AA/AO","Male","90","[c]","28010","24460"
"New entrant CS","2021","40-49","Security","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","AA/AO","Female","640","[c]","21520","21010"
"New entrant CS","2021","40-49","Unknown","AA/AO","Male","505","[c]","21380","21010"
"New entrant CS","2021","40-49","Unknown","EO","Female","1480","[c]","28400","27570"
"New entrant CS","2021","40-49","Unknown","EO","Male","1020","[c]","28210","27570"
"New entrant CS","2021","40-49","Unknown","G6/G7","Female","120","[c]","60100","57430"
"New entrant CS","2021","40-49","Unknown","G6/G7","Male","145","[c]","61620","57430"
"New entrant CS","2021","40-49","Unknown","SCS level","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","SCS level","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","SEO/HEO","Female","195","[c]","37230","37890"
"New entrant CS","2021","40-49","Unknown","SEO/HEO","Male","155","[c]","36960","37450"
"New entrant CS","2021","40-49","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Unknown","Female","45","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Unknown","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","G6/G7","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","AA/AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","G6/G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","G6/G7","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","SCS level","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","SCS level","Male","30","[c]","93180","72380"
"New entrant CS","2021","50-59","Commercial","SEO/HEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","SEO/HEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","EO","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","EO","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","G6/G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","SEO/HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","SEO/HEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Counter Fraud","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Counter Fraud","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Counter Fraud","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Counter Fraud","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Counter Fraud","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Counter Fraud","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Counter Fraud","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Counter Fraud","SEO/HEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Debt","AA/AO","Female","50","[c]","20300","20140"
"New entrant CS","2021","50-59","Debt","AA/AO","Male","55","[c]","20490","20140"
"New entrant CS","2021","50-59","Debt","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Debt","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","EO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","G6/G7","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","G6/G7","Male","75","[c]","57070","53850"
"New entrant CS","2021","50-59","Digital, Data & Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","SEO/HEO","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","SEO/HEO","Male","60","[c]","37290","37050"
"New entrant CS","2021","50-59","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Unknown","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","AA/AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","AA/AO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","G6/G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","G6/G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","SEO/HEO","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","SEO/HEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Grants Management","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Grants Management","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Grants Management","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Grants Management","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Human Resources","AA/AO","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Human Resources","AA/AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Human Resources","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Human Resources","G6/G7","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Human Resources","G6/G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Human Resources","SEO/HEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Human Resources","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Internal Audit","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Internal Audit","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Internal Audit","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Internal Audit","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Legal","AA/AO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Legal","AA/AO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Legal","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Legal","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Legal","G6/G7","Female","30","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Legal","G6/G7","Male","35","[c]","52620","50520"
"New entrant CS","2021","50-59","Legal","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Legal","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Legal","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Legal","SEO/HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","AA/AO","Female","570","[c]","20450","20140"
"New entrant CS","2021","50-59","No function","AA/AO","Male","500","[c]","21670","20600"
"New entrant CS","2021","50-59","No function","EO","Female","165","[c]","26290","25010"
"New entrant CS","2021","50-59","No function","EO","Male","160","[c]","29270","28420"
"New entrant CS","2021","50-59","No function","G6/G7","Female","105","[c]","57290","53370"
"New entrant CS","2021","50-59","No function","G6/G7","Male","100","[c]","59350","58600"
"New entrant CS","2021","50-59","No function","SCS level","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","SCS level","Male","30","[c]","104670","1e+05"
"New entrant CS","2021","50-59","No function","SEO/HEO","Female","255","[c]","35320","35900"
"New entrant CS","2021","50-59","No function","SEO/HEO","Male","210","[c]","37890","38150"
"New entrant CS","2021","50-59","No function","Unknown","Female","100","[c]","22200","18460"
"New entrant CS","2021","50-59","No function","Unknown","Male","60","[c]","23010","22350"
"New entrant CS","2021","50-59","Project Delivery","AA/AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Project Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Project Delivery","EO","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Project Delivery","EO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Project Delivery","G6/G7","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Project Delivery","G6/G7","Male","45","[c]","58120","55000"
"New entrant CS","2021","50-59","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Project Delivery","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Project Delivery","SEO/HEO","Female","50","[c]","36340","35950"
"New entrant CS","2021","50-59","Project Delivery","SEO/HEO","Male","105","[c]","37970","40000"
"New entrant CS","2021","50-59","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Project Delivery","Unknown","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Property","AA/AO","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Property","AA/AO","Male","30","[c]","20660","19930"
"New entrant CS","2021","50-59","Property","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Property","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Property","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Property","G6/G7","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Property","SEO/HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Property","SEO/HEO","Male","40","[c]","36540","34730"
"New entrant CS","2021","50-59","Security","AA/AO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Security","AA/AO","Male","95","[c]","26480","20310"
"New entrant CS","2021","50-59","Security","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Security","EO","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Security","G6/G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Security","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Security","SEO/HEO","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","AA/AO","Female","680","[c]","21460","21010"
"New entrant CS","2021","50-59","Unknown","AA/AO","Male","495","[c]","21310","21010"
"New entrant CS","2021","50-59","Unknown","EO","Female","1315","[c]","28280","27570"
"New entrant CS","2021","50-59","Unknown","EO","Male","850","[c]","27950","27570"
"New entrant CS","2021","50-59","Unknown","G6/G7","Female","65","[c]","60590","59590"
"New entrant CS","2021","50-59","Unknown","G6/G7","Male","90","[c]","61720","57500"
"New entrant CS","2021","50-59","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","SCS level","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","SCS level","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","SEO/HEO","Female","125","[c]","36760","37450"
"New entrant CS","2021","50-59","Unknown","SEO/HEO","Male","125","[c]","37210","37450"
"New entrant CS","2021","50-59","Unknown","Unknown","Female","40","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Unknown","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Analysis","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Analysis","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Analysis","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Analysis","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Commercial","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Commercial","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Commercial","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Commercial","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Commercial","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Commercial","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Commercial","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Commercial","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Communications","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Communications","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Communications","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Communications","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Communications","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Counter Fraud","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Counter Fraud","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Counter Fraud","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Counter Fraud","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Debt","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Debt","AA/AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Digital, Data & Technology","EO","Female","[c]","[c]","[c]","[c]"
