"Status","Year","Parent_department","Region_ITL3","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","Camden and City of London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cardiff and Vale of Glamorgan","AA/AO","Female","35","35","21720","21950"
"In post","2021","Attorney General's Departments","Cardiff and Vale of Glamorgan","AA/AO","Male","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Cardiff and Vale of Glamorgan","EO","Female","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Cardiff and Vale of Glamorgan","EO","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Cardiff and Vale of Glamorgan","G6/G7","Female","60","55","53250","52900"
"In post","2021","Attorney General's Departments","Cardiff and Vale of Glamorgan","G6/G7","Male","40","40","57650","55610"
"In post","2021","Attorney General's Departments","Cardiff and Vale of Glamorgan","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cardiff and Vale of Glamorgan","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cardiff and Vale of Glamorgan","SEO/HEO","Female","20","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Cardiff and Vale of Glamorgan","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Central Valleys","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Central Valleys","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","AA/AO","Female","10","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Croydon","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Croydon","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Croydon","EO","Female","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Croydon","EO","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Croydon","G6/G7","Female","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Croydon","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Croydon","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Croydon","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Croydon","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Croydon","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Derby","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Derby","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Derby","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Derby","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon CC","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon CC","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon CC","EO","Female","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon CC","EO","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon CC","G6/G7","Female","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon CC","G6/G7","Male","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon CC","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon CC","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","East Cumbria","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","East Cumbria","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Cumbria","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Cumbria","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Cumbria","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","East Cumbria","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Cumbria","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Cumbria","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Derbyshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Derbyshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Derbyshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Derbyshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Kent","AA/AO","Female","25","20","[c]","[c]"
"In post","2021","Attorney General's Departments","East Kent","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","East Kent","EO","Female","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","East Kent","EO","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","East Kent","G6/G7","Female","25","25","[c]","[c]"
"In post","2021","Attorney General's Departments","East Kent","G6/G7","Male","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","East Kent","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Kent","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Kent","SEO/HEO","Female","10","5","[c]","[c]"
"In post","2021","Attorney General's Departments","East Kent","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Flintshire and Wrexham","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Flintshire and Wrexham","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Flintshire and Wrexham","EO","Female","15","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Flintshire and Wrexham","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Flintshire and Wrexham","G6/G7","Female","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Flintshire and Wrexham","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Flintshire and Wrexham","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Flintshire and Wrexham","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Flintshire and Wrexham","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Flintshire and Wrexham","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Haringey and Islington","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Haringey and Islington","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Haringey and Islington","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Haringey and Islington","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Haringey and Islington","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Haringey and Islington","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Harrow and Hillingdon","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Harrow and Hillingdon","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Harrow and Hillingdon","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Harrow and Hillingdon","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Harrow and Hillingdon","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Harrow and Hillingdon","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Harrow and Hillingdon","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Harrow and Hillingdon","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Heart of Essex","AA/AO","Female","30","25","[c]","[c]"
"In post","2021","Attorney General's Departments","Heart of Essex","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Heart of Essex","EO","Female","35","30","28620","29170"
"In post","2021","Attorney General's Departments","Heart of Essex","EO","Male","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Heart of Essex","G6/G7","Female","50","40","59640","60710"
"In post","2021","Attorney General's Departments","Heart of Essex","G6/G7","Male","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Heart of Essex","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Heart of Essex","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Heart of Essex","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Heart of Essex","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Hertfordshire","AA/AO","Female","25","25","[c]","[c]"
"In post","2021","Attorney General's Departments","Hertfordshire","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Hertfordshire","EO","Female","35","30","28850","29170"
"In post","2021","Attorney General's Departments","Hertfordshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Hertfordshire","G6/G7","Female","35","30","58880","60710"
"In post","2021","Attorney General's Departments","Hertfordshire","G6/G7","Male","40","40","59210","62140"
"In post","2021","Attorney General's Departments","Hertfordshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Hertfordshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Hertfordshire","SEO/HEO","Female","20","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Hertfordshire","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Hounslow and Richmond upon Thames","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Hounslow and Richmond upon Thames","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Hounslow and Richmond upon Thames","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Hounslow and Richmond upon Thames","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Kingston upon Hull, City of","AA/AO","Female","15","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Kingston upon Hull, City of","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Kingston upon Hull, City of","EO","Female","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Kingston upon Hull, City of","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Kingston upon Hull, City of","G6/G7","Female","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Kingston upon Hull, City of","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Kingston upon Hull, City of","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Kingston upon Hull, City of","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Leeds","AA/AO","Female","60","50","21680","21950"
"In post","2021","Attorney General's Departments","Leeds","AA/AO","Male","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Leeds","EO","Female","45","40","27370","28430"
"In post","2021","Attorney General's Departments","Leeds","EO","Male","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Leeds","G6/G7","Female","110","95","54530","54910"
"In post","2021","Attorney General's Departments","Leeds","G6/G7","Male","70","65","55440","55610"
"In post","2021","Attorney General's Departments","Leeds","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Leeds","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Leeds","SEO/HEO","Female","40","40","35600","34480"
"In post","2021","Attorney General's Departments","Leeds","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Leicester","AA/AO","Female","30","25","[c]","[c]"
"In post","2021","Attorney General's Departments","Leicester","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Leicester","EO","Female","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Leicester","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Leicester","G6/G7","Female","40","35","52140","51160"
"In post","2021","Attorney General's Departments","Leicester","G6/G7","Male","25","25","[c]","[c]"
"In post","2021","Attorney General's Departments","Leicester","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Leicester","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Leicester","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Leicester","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lewisham and Southwark","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Lewisham and Southwark","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Lewisham and Southwark","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lewisham and Southwark","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lewisham and Southwark","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lewisham and Southwark","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lewisham and Southwark","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lewisham and Southwark","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lincolnshire","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lincolnshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lincolnshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lincolnshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lincolnshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lincolnshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lincolnshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lincolnshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Liverpool","AA/AO","Female","65","60","21890","21950"
"In post","2021","Attorney General's Departments","Liverpool","AA/AO","Male","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Liverpool","EO","Female","60","55","27210","28430"
"In post","2021","Attorney General's Departments","Liverpool","EO","Male","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Liverpool","G6/G7","Female","75","70","54130","55610"
"In post","2021","Attorney General's Departments","Liverpool","G6/G7","Male","60","55","55270","55610"
"In post","2021","Attorney General's Departments","Liverpool","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Liverpool","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Liverpool","SEO/HEO","Female","35","35","34600","34480"
"In post","2021","Attorney General's Departments","Liverpool","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2021","Attorney General's Departments","Manchester","AA/AO","Female","55","45","22030","21950"
"In post","2021","Attorney General's Departments","Manchester","AA/AO","Male","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Manchester","EO","Female","55","50","27990","28430"
"In post","2021","Attorney General's Departments","Manchester","EO","Male","25","25","[c]","[c]"
"In post","2021","Attorney General's Departments","Manchester","G6/G7","Female","100","90","55470","55610"
"In post","2021","Attorney General's Departments","Manchester","G6/G7","Male","65","65","57490","55610"
"In post","2021","Attorney General's Departments","Manchester","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Manchester","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Manchester","SEO/HEO","Female","30","30","35560","34480"
"In post","2021","Attorney General's Departments","Manchester","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Mid Kent","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Mid Kent","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Mid Kent","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Mid Kent","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Mid Kent","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Mid Kent","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Mid Lancashire","AA/AO","Female","25","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Mid Lancashire","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Mid Lancashire","EO","Female","25","25","[c]","[c]"
"In post","2021","Attorney General's Departments","Mid Lancashire","EO","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Mid Lancashire","G6/G7","Female","40","35","54350","55000"
"In post","2021","Attorney General's Departments","Mid Lancashire","G6/G7","Male","35","35","55480","55610"
"In post","2021","Attorney General's Departments","Mid Lancashire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Mid Lancashire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Mid Lancashire","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Mid Lancashire","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Northumberland","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Northumberland","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Norwich and East Norfolk","AA/AO","Female","25","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Norwich and East Norfolk","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Norwich and East Norfolk","EO","Female","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Norwich and East Norfolk","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Norwich and East Norfolk","G6/G7","Female","15","10","[c]","[c]"
