"Status","Year","Function_of_post","Organisation","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Human Resources","Department for Digital, Culture, Media and Sport","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Digital, Culture, Media and Sport","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Education (excl. agencies)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Education (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Education (excl. agencies)","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Education (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Education (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Education (excl. agencies)","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Education (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Education (excl. agencies)","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Education (excl. agencies)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Education (excl. agencies)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Education (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Education (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for International Trade","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for International Trade","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for International Trade","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for International Trade","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for International Trade","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for International Trade","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for International Trade","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for International Trade","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for International Trade","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Transport (excl. agencies)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Transport (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Transport (excl. agencies)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Transport (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Transport (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Transport (excl. agencies)","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Transport (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Transport (excl. agencies)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Transport (excl. agencies)","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Transport (excl. agencies)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Transport (excl. agencies)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department of Health and Social Care (excl. agencies)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department of Health and Social Care (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department of Health and Social Care (excl. agencies)","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department of Health and Social Care (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department of Health and Social Care (excl. agencies)","EO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department of Health and Social Care (excl. agencies)","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department of Health and Social Care (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department of Health and Social Care (excl. agencies)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department of Health and Social Care (excl. agencies)","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department of Health and Social Care (excl. agencies)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department of Health and Social Care (excl. agencies)","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Driver and Vehicle Licensing Agency","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Driver and Vehicle Licensing Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Driver and Vehicle Licensing Agency","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Driver and Vehicle Licensing Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Driver and Vehicle Licensing Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Driver and Vehicle Licensing Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Driver and Vehicle Licensing Agency","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Driver and Vehicle Licensing Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Driver and Vehicle Licensing Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Driver and Vehicle Standards Agency","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Driver and Vehicle Standards Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Driver and Vehicle Standards Agency","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Driver and Vehicle Standards Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Driver and Vehicle Standards Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Education and Skills Funding Agency","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Education and Skills Funding Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Food Standards Agency","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Food Standards Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Food Standards Agency","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Food Standards Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Forestry and Land Scotland","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Forestry and Land Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Forestry and Land Scotland","AA/AO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Forestry and Land Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Forestry and Land Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Forestry and Land Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Forestry and Land Scotland","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Forestry and Land Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Forestry and Land Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Actuary's Department","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Actuary's Department","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Actuary's Department","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Actuary's Department","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Actuary's Department","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Actuary's Department","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Actuary's Department","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Actuary's Department","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Actuary's Department","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Actuary's Department","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Internal Audit Agency","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Internal Audit Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Legal Department","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Legal Department","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Legal Department","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Legal Department","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Legal Department","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Legal Department","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Legal Department","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Property Agency","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Property Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Health and Safety Executive","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Health and Safety Executive","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Health and Safety Executive","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Health and Safety Executive","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Health and Safety Executive","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Health and Safety Executive","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Health and Safety Executive","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Health and Safety Executive","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Health and Safety Executive","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Courts and Tribunals Service","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Courts and Tribunals Service","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Courts and Tribunals Service","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Courts and Tribunals Service","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Courts and Tribunals Service","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Courts and Tribunals Service","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Courts and Tribunals Service","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Courts and Tribunals Service","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Land Registry","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Land Registry","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Land Registry","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Land Registry","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Land Registry","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Land Registry","G6/G7","Unknown","[c]","[c]","[c]","[c]"
