"Status","Year","Age","Ethnicity","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","40-49","Other ethnicity","Ministry of Housing, Communities and Local Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Ministry of Housing, Communities and Local Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Ministry of Housing, Communities and Local Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Ministry of Housing, Communities and Local Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Office for Standards in Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Office for Standards in Education","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Office for Standards in Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Office for Standards in Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Other Cabinet Office Agencies","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Other Cabinet Office Agencies","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Other Cabinet Office Agencies","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Scotland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","United Kingdom Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","United Kingdom Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","United Kingdom Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","United Kingdom Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Wales Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Welsh Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Department for Work and Pensions","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Department for Work and Pensions","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Department of Health and Social Care","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Department of Health and Social Care","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","HM Revenue and Customs","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","HM Revenue and Customs","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","HM Revenue and Customs","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Home Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Ministry of Defence","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Ministry of Justice","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","United Kingdom Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","United Kingdom Statistics Authority","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","United Kingdom Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Attorney General's Departments","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Cabinet Office","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Cabinet Office","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for Business, Energy and Industrial Strategy","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for Business, Energy and Industrial Strategy","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for Education","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for Environment, Food and Rural Affairs","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for Environment, Food and Rural Affairs","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for Environment, Food and Rural Affairs","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for Environment, Food and Rural Affairs","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for Environment, Food and Rural Affairs","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for Transport","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for Transport","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for Work and Pensions","AA/AO","65","[c]","21140","21010"
"Leaver CS","2021","40-49","Unknown","Department for Work and Pensions","EO","90","[c]","28620","27570"
"Leaver CS","2021","40-49","Unknown","Department for Work and Pensions","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for Work and Pensions","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department of Health and Social Care","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Foreign, Commonwealth and Development Office","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","HM Land Registry","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","HM Revenue and Customs","AA/AO","95","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","HM Revenue and Customs","EO","25","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","HM Revenue and Customs","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","HM Revenue and Customs","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Home Office","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Home Office","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Ministry of Defence","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Ministry of Defence","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Ministry of Defence","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Ministry of Defence","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Ministry of Defence","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Ministry of Housing, Communities and Local Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Ministry of Housing, Communities and Local Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Ministry of Justice","AA/AO","140","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Ministry of Justice","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Ministry of Justice","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Ministry of Justice","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Ministry of Justice","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Office for Standards in Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Other Cabinet Office Agencies","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Other Cabinet Office Agencies","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Scottish Government","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Scottish Government","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Scottish Government","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Scottish Government","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Attorney General's Departments","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Cabinet Office","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Cabinet Office","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Department for Business, Energy and Industrial Strategy","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Department for Business, Energy and Industrial Strategy","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Department for Business, Energy and Industrial Strategy","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Department for Business, Energy and Industrial Strategy","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Department for Digital, Culture, Media and Sport","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Department for Education","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Department for Education","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Department for Education","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Department for International Trade","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Department for Transport","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Department for Transport","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Department for Transport","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Department for Work and Pensions","AA/AO","150","[c]","21000","21010"
"Leaver CS","2021","40-49","White","Department for Work and Pensions","EO","95","[c]","27640","27570"
"Leaver CS","2021","40-49","White","Department for Work and Pensions","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Department for Work and Pensions","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Department of Health and Social Care","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Department of Health and Social Care","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Department of Health and Social Care","G6/G7","35","[c]","57250","54330"
"Leaver CS","2021","40-49","White","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Department of Health and Social Care","SEO/HEO","45","[c]","37130","38200"
"Leaver CS","2021","40-49","White","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Foreign, Commonwealth and Development Office","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Foreign, Commonwealth and Development Office","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","HM Land Registry","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","HM Land Registry","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","HM Land Registry","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","HM Revenue and Customs","AA/AO","210","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","HM Revenue and Customs","EO","75","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","HM Revenue and Customs","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","HM Revenue and Customs","SEO/HEO","60","[c]","[c]","[c]"
