"Status","Year","Age","Organisation","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","40-49","Maritime and Coastguard Agency","Operational Delivery","Scotland","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Maritime and Coastguard Agency","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Maritime and Coastguard Agency","Policy","South East (England)","10","[c]","41010","40780"
"New entrant CS","2021","40-49","Maritime and Coastguard Agency","Property","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Communications","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Unknown","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Unknown","London","15","[c]","45910","45440"
"New entrant CS","2021","40-49","Met Office","Commercial","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Met Office","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Met Office","Digital, Data and Technology","South West (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Met Office","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Met Office","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Met Office","Project Delivery","South West (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Met Office","Science and Engineering","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Met Office","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Commercial","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Commercial","South East (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Communications","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Digital, Data and Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Digital, Data and Technology","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Digital, Data and Technology","South West (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Finance","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Finance","South East (England)","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Finance","South West (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Human Resources","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Human Resources","North West (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Intelligence Analysis","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Knowledge and Information Management","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Knowledge and Information Management","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Knowledge and Information Management","South West (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Knowledge and Information Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Medicine","East Midlands (England)","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Medicine","East of England","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Medicine","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Medicine","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Medicine","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Medicine","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Medicine","South East (England)","25","[c]","54440","38390"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Medicine","South West (England)","15","[c]","42960","37890"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Medicine","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Medicine","West Midlands (England)","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Medicine","Yorkshire and The Humber","15","[c]","43180","35300"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Operational Delivery","North West (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Operational Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Other","East Midlands (England)","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Other","East of England","20","[c]","21790","20920"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Other","London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Other","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Other","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Other","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Other","Overseas","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Other","Scotland","15","[c]","24040","20920"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Other","South East (England)","40","[c]","27610","26350"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Other","South West (England)","45","[c]","24730","20920"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Other","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Other","West Midlands (England)","10","[c]","26330","28460"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Other","Yorkshire and The Humber","25","[c]","22840","20920"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Policy","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Policy","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Policy","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Project Delivery","South East (England)","25","[c]","36590","33000"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Project Delivery","South West (England)","25","[c]","36100","33300"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Project Delivery","West Midlands (England)","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Property","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Property","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Property","Scotland","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Property","South East (England)","15","[c]","37210","35000"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Property","South West (England)","10","[c]","28760","33000"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Property","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Science and Engineering","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Science and Engineering","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Science and Engineering","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Science and Engineering","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Science and Engineering","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Science and Engineering","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Science and Engineering","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Security","East Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Security","East of England","10","[c]","25830","23540"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Security","London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Security","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Security","Northern Ireland","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Security","Scotland","20","[c]","24840","19560"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Security","South East (England)","35","[c]","30160","25540"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Security","South West (England)","10","[c]","22920","19560"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Security","West Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Security","Yorkshire and The Humber","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Statistics","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Unknown","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Unknown","South West (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Finance","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Planning","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","London","15","[c]","52700","53130"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Statistics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Statistics","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","Digital, Data and Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","Digital, Data and Technology","London","35","[c]","58450","60250"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Yorkshire and The Humber","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","Economics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","Finance","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","Legal","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","Operational Delivery","London","25","[c]","42230","39530"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","Operational Delivery","Yorkshire and The Humber","15","[c]","32300","30990"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","Operational Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","Property","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","Statistics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Digital, Data and Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Digital, Data and Technology","London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Legal","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Operational Delivery","East Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Operational Delivery","London","25","[c]","43700","43630"
"New entrant CS","2021","40-49","National Crime Agency","Operational Delivery","North East (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Operational Delivery","North West (England)","30","[c]","34160","33800"
"New entrant CS","2021","40-49","National Crime Agency","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Operational Delivery","South East (England)","15","[c]","31450","32770"
"New entrant CS","2021","40-49","National Crime Agency","Operational Delivery","South West (England)","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Operational Delivery","West Midlands (England)","20","[c]","33840","32770"
"New entrant CS","2021","40-49","National Crime Agency","Operational Delivery","Yorkshire and The Humber","10","[c]","32820","33450"
"New entrant CS","2021","40-49","National Crime Agency","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Property","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Security","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Security","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Infrastructure Commission","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Records of Scotland","Unknown","Scotland","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Savings and Investments","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Savings and Investments","Security","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Northern Ireland Office","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Northern Ireland Office","Policy","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office for Standards in Education, Children's Services and Skills","Communications","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","East of England","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","London","15","[c]","61940","70500"
"New entrant CS","2021","40-49","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","North West (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","West Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Yorkshire and The Humber","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office for Standards in Education, Children's Services and Skills","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office for Standards in Education, Children's Services and Skills","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Gas and Electricity Markets","Communications","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Gas and Electricity Markets","Corporate Finance","Scotland","[c]","[c]","[c]","[c]"
