"Status","Year","Disability","Function_of_post","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Unknown","Disclosure Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Disclosure Scotland","HEO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Disclosure Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Disclosure Scotland","SEO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Education and Skills Funding Agency","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Education and Skills Funding Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Education and Skills Funding Agency","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Education and Skills Funding Agency","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Education and Skills Funding Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Education and Skills Funding Agency","SCS level","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Education and Skills Funding Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Education Scotland","AA","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Education Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Education Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Education Scotland","G6","65","60","72480","75940"
"In post","2021","Declared non-disabled","Unknown","Education Scotland","G7","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Education Scotland","HEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Education Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Education Scotland","SEO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","FCDO Services","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","FCDO Services","EO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","FCDO Services","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","FCDO Services","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","FCDO Services","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","FCDO Services","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","FCDO Services","SEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Food Standards Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Food Standards Scotland","AO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Food Standards Scotland","EO","35","35","28700","29190"
"In post","2021","Declared non-disabled","Unknown","Food Standards Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Food Standards Scotland","G7","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Food Standards Scotland","HEO","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Food Standards Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Food Standards Scotland","SEO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","AO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","EO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","G6","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","G7","45","45","56950","56060"
"In post","2021","Declared non-disabled","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","HEO","75","75","36820","37560"
"In post","2021","Declared non-disabled","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","35","35","84280","78010"
"In post","2021","Declared non-disabled","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","SEO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Government Internal Audit Agency","EO","10","5","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Government Internal Audit Agency","G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Government Internal Audit Agency","HEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Government Internal Audit Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Government Internal Audit Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Government Legal Department","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Government Legal Department","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Government Legal Department","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Government Legal Department","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Government Legal Department","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Government Legal Department","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Government Legal Department","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Government Property Agency","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Government Property Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Government Property Agency","G6","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Government Property Agency","G7","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Government Property Agency","HEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Government Property Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Government Property Agency","SEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","HM Treasury (excl. agencies)","AO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","HM Treasury (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","HM Treasury (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","HM Treasury (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","HM Treasury (excl. agencies)","HEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","HM Treasury (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Home Office (incl. agencies)","AA","720","615","19580","17990"
"In post","2021","Declared non-disabled","Unknown","Home Office (incl. agencies)","AO","5910","5235","22300","21430"
"In post","2021","Declared non-disabled","Unknown","Home Office (incl. agencies)","EO","11640","10655","26920","25960"
"In post","2021","Declared non-disabled","Unknown","Home Office (incl. agencies)","G6","740","720","69900","68940"
"In post","2021","Declared non-disabled","Unknown","Home Office (incl. agencies)","G7","1970","1925","57550","57460"
"In post","2021","Declared non-disabled","Unknown","Home Office (incl. agencies)","HEO","4215","4055","33370","32740"
"In post","2021","Declared non-disabled","Unknown","Home Office (incl. agencies)","SCS level","245","245","91690","83650"
"In post","2021","Declared non-disabled","Unknown","Home Office (incl. agencies)","SEO","2835","2760","41310","41970"
"In post","2021","Declared non-disabled","Unknown","Home Office (incl. agencies)","Unknown","215","215","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Maritime and Coastguard Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Medicines and Healthcare Products Regulatory Agency","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Medicines and Healthcare Products Regulatory Agency","AO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Medicines and Healthcare Products Regulatory Agency","EO","50","50","27610","27400"
"In post","2021","Declared non-disabled","Unknown","Medicines and Healthcare Products Regulatory Agency","G6","85","80","67990","66920"
"In post","2021","Declared non-disabled","Unknown","Medicines and Healthcare Products Regulatory Agency","G7","95","90","53580","53830"
"In post","2021","Declared non-disabled","Unknown","Medicines and Healthcare Products Regulatory Agency","HEO","55","55","33190","33090"
"In post","2021","Declared non-disabled","Unknown","Medicines and Healthcare Products Regulatory Agency","SCS level","65","60","85050","83840"
"In post","2021","Declared non-disabled","Unknown","Medicines and Healthcare Products Regulatory Agency","SEO","100","100","41710","41010"
"In post","2021","Declared non-disabled","Unknown","Met Office","EO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Met Office","G6","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Met Office","G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Met Office","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Met Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Ministry of Defence (excl. agencies)","AA","1325","1265","19240","18800"
"In post","2021","Declared non-disabled","Unknown","Ministry of Defence (excl. agencies)","AO","4325","4135","21580","21130"
"In post","2021","Declared non-disabled","Unknown","Ministry of Defence (excl. agencies)","EO","2595","2525","28280","26930"
"In post","2021","Declared non-disabled","Unknown","Ministry of Defence (excl. agencies)","G6","160","155","72590","69800"
"In post","2021","Declared non-disabled","Unknown","Ministry of Defence (excl. agencies)","G7","585","540","65270","59730"
"In post","2021","Declared non-disabled","Unknown","Ministry of Defence (excl. agencies)","HEO","1900","1845","35300","33300"
"In post","2021","Declared non-disabled","Unknown","Ministry of Defence (excl. agencies)","SCS level","65","65","86940","77340"
"In post","2021","Declared non-disabled","Unknown","Ministry of Defence (excl. agencies)","SEO","1065","1040","43860","42200"
"In post","2021","Declared non-disabled","Unknown","Ministry of Defence (excl. agencies)","Unknown","255","250","38640","36460"
"In post","2021","Declared non-disabled","Unknown","National Records of Scotland","AA","50","45","22130","22230"
"In post","2021","Declared non-disabled","Unknown","National Records of Scotland","AO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","National Records of Scotland","EO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","National Records of Scotland","G6","15","10","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","National Records of Scotland","G7","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","National Records of Scotland","HEO","55","50","35310","35110"
"In post","2021","Declared non-disabled","Unknown","National Records of Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","National Records of Scotland","SEO","35","35","44860","46600"
"In post","2021","Declared non-disabled","Unknown","Office for Budget Responsibility","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Office for Budget Responsibility","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Office for Budget Responsibility","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Office for Budget Responsibility","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Office for Budget Responsibility","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Office for Budget Responsibility","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Office of the Scottish Charity Regulator","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Office of the Scottish Charity Regulator","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Office of the Scottish Charity Regulator","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Office of the Scottish Charity Regulator","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Office of the Scottish Charity Regulator","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Office of the Scottish Charity Regulator","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Office of the Scottish Charity Regulator","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Office of the Scottish Charity Regulator","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Revenue Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Revenue Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Revenue Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Revenue Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Revenue Scotland","HEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Revenue Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Revenue Scotland","SEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","G6","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","G7","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","HEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","SEO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Scottish Fiscal Commission","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Scottish Fiscal Commission","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Scottish Fiscal Commission","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Scottish Fiscal Commission","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Scottish Fiscal Commission","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Scottish Fiscal Commission","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Scottish Government (excl. agencies)","AA","205","195","21730","22230"
"In post","2021","Declared non-disabled","Unknown","Scottish Government (excl. agencies)","AO","220","210","25100","24910"
"In post","2021","Declared non-disabled","Unknown","Scottish Government (excl. agencies)","EO","630","605","28230","28170"
"In post","2021","Declared non-disabled","Unknown","Scottish Government (excl. agencies)","G6","480","465","71270","73940"
"In post","2021","Declared non-disabled","Unknown","Scottish Government (excl. agencies)","G7","805","765","57480","61010"
"In post","2021","Declared non-disabled","Unknown","Scottish Government (excl. agencies)","HEO","875","840","33770","33620"
"In post","2021","Declared non-disabled","Unknown","Scottish Government (excl. agencies)","SCS level","125","125","90690","83230"
"In post","2021","Declared non-disabled","Unknown","Scottish Government (excl. agencies)","SEO","1030","985","43620","42910"
"In post","2021","Declared non-disabled","Unknown","Scottish Housing Regulator","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Scottish Housing Regulator","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Scottish Housing Regulator","G6","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Scottish Housing Regulator","G7","15","10","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Scottish Housing Regulator","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Scottish Housing Regulator","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Scottish Housing Regulator","SEO","10","5","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Scottish Prison Service","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Scottish Prison Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Scottish Prison Service","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Scottish Prison Service","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Scottish Public Pensions Agency","AO","45","40","23980","24110"
"In post","2021","Declared non-disabled","Unknown","Scottish Public Pensions Agency","EO","40","35","28250","29190"
"In post","2021","Declared non-disabled","Unknown","Scottish Public Pensions Agency","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Scottish Public Pensions Agency","G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Scottish Public Pensions Agency","HEO","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Scottish Public Pensions Agency","SEO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Social Security Scotland","AA","160","155","20520","20060"
"In post","2021","Declared non-disabled","Unknown","Social Security Scotland","AO","35","35","23710","23340"
"In post","2021","Declared non-disabled","Unknown","Social Security Scotland","EO","185","180","26820","26160"
"In post","2021","Declared non-disabled","Unknown","Social Security Scotland","G6","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Social Security Scotland","G7","55","55","55210","54530"
"In post","2021","Declared non-disabled","Unknown","Social Security Scotland","HEO","120","120","32150","32140"
"In post","2021","Declared non-disabled","Unknown","Social Security Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Social Security Scotland","SEO","85","85","41100","39660"
"In post","2021","Declared non-disabled","Unknown","Standards and Testing Agency","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Standards and Testing Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Student Awards Agency for Scotland","AA","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Student Awards Agency for Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Student Awards Agency for Scotland","EO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Student Awards Agency for Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Student Awards Agency for Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Student Awards Agency for Scotland","HEO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Student Awards Agency for Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Student Awards Agency for Scotland","SEO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Teaching Regulation Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Transport Scotland","AA","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Transport Scotland","AO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Transport Scotland","EO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Transport Scotland","G6","30","30","72100","73940"
"In post","2021","Declared non-disabled","Unknown","Transport Scotland","G7","50","50","58120","61010"
"In post","2021","Declared non-disabled","Unknown","Transport Scotland","HEO","60","55","32800","32140"
"In post","2021","Declared non-disabled","Unknown","Transport Scotland","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Transport Scotland","SEO","65","65","43480","43040"
"In post","2021","Declared non-disabled","Unknown","UK Intellectual Property Office","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","UK Intellectual Property Office","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","UK Intellectual Property Office","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Veterinary Medicines Directorate","AO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Veterinary Medicines Directorate","EO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Veterinary Medicines Directorate","G6","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Veterinary Medicines Directorate","G7","40","40","55520","53870"
"In post","2021","Declared non-disabled","Unknown","Veterinary Medicines Directorate","HEO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Veterinary Medicines Directorate","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Veterinary Medicines Directorate","SEO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Welsh Government (excl. agencies)","AO","775","710","23420","23830"
"In post","2021","Declared non-disabled","Unknown","Welsh Government (excl. agencies)","EO","870","815","28720","28850"
"In post","2021","Declared non-disabled","Unknown","Welsh Government (excl. agencies)","G6","165","160","73120","74730"
"In post","2021","Declared non-disabled","Unknown","Welsh Government (excl. agencies)","G7","740","715","59030","60830"
"In post","2021","Declared non-disabled","Unknown","Welsh Government (excl. agencies)","HEO","1255","1190","36690","37410"
"In post","2021","Declared non-disabled","Unknown","Welsh Government (excl. agencies)","SCS level","150","145","89510","81760"
"In post","2021","Declared non-disabled","Unknown","Welsh Government (excl. agencies)","SEO","965","925","46400","47000"
"In post","2021","Declared non-disabled","Unknown","Welsh Revenue Authority","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Welsh Revenue Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Welsh Revenue Authority","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Welsh Revenue Authority","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Welsh Revenue Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Welsh Revenue Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Welsh Revenue Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Centre for Environment, Fisheries and Aquaculture Science","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Centre for Environment, Fisheries and Aquaculture Science","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Centre for Environment, Fisheries and Aquaculture Science","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Centre for Environment, Fisheries and Aquaculture Science","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Competition and Markets Authority","G6","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Competition and Markets Authority","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Competition and Markets Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Defence Electronics and Components Agency","AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Defence Science and Technology Laboratory","G7","40","35","47990","46090"
"In post","2021","Undeclared","Analysis","Defence Science and Technology Laboratory","HEO","5","5","[c]","[c]"
"In post","2021","Undeclared","Analysis","Defence Science and Technology Laboratory","SEO","15","15","[c]","[c]"
"In post","2021","Undeclared","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Department for Digital, Culture, Media and Sport","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Department for Digital, Culture, Media and Sport","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Department for Education (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Department for Education (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Department for Education (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Department for Education (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Department for Education (excl. agencies)","SEO","10","10","[c]","[c]"
"In post","2021","Undeclared","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Department for International Trade","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Department for International Trade","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Department for Transport (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Department for Transport (excl. agencies)","EO","10","10","[c]","[c]"
"In post","2021","Undeclared","Analysis","Department for Transport (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Department for Transport (excl. agencies)","G7","20","20","[c]","[c]"
"In post","2021","Undeclared","Analysis","Department for Transport (excl. agencies)","HEO","20","20","[c]","[c]"
"In post","2021","Undeclared","Analysis","Department for Transport (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Department for Transport (excl. agencies)","SEO","15","10","[c]","[c]"
