"Status","Year","Disability","Function_of_post","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Declared non-disabled","Unknown","Food Standards Scotland","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Food Standards Scotland","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Food Standards Scotland","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Food Standards Scotland","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Food Standards Scotland","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Food Standards Scotland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Government Legal Department","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Government Property Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Government Property Agency","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Government Property Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Government Property Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Government Property Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Government Property Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","HM Revenue and Customs (excl. agencies)","AO","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","HM Revenue and Customs (excl. agencies)","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","HM Revenue and Customs (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","HM Revenue and Customs (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","HM Revenue and Customs (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","HM Revenue and Customs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","HM Revenue and Customs (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","HM Treasury (excl. agencies)","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","HM Treasury (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","HM Treasury (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Home Office (incl. agencies)","AA","40","[c]","20130","22210"
"New entrant CS","2021","Declared non-disabled","Unknown","Home Office (incl. agencies)","AO","85","[c]","22100","21430"
"New entrant CS","2021","Declared non-disabled","Unknown","Home Office (incl. agencies)","EO","155","[c]","26190","24890"
"New entrant CS","2021","Declared non-disabled","Unknown","Home Office (incl. agencies)","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Home Office (incl. agencies)","G7","30","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Home Office (incl. agencies)","HEO","35","[c]","34670","35070"
"New entrant CS","2021","Declared non-disabled","Unknown","Home Office (incl. agencies)","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Home Office (incl. agencies)","SEO","40","[c]","42170","41960"
"New entrant CS","2021","Declared non-disabled","Unknown","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Medicines and Healthcare Products Regulatory Agency","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Medicines and Healthcare Products Regulatory Agency","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Medicines and Healthcare Products Regulatory Agency","EO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Medicines and Healthcare Products Regulatory Agency","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Medicines and Healthcare Products Regulatory Agency","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Medicines and Healthcare Products Regulatory Agency","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Medicines and Healthcare Products Regulatory Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Medicines and Healthcare Products Regulatory Agency","SEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Met Office","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Met Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Met Office","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Met Office","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Ministry of Defence (excl. agencies)","AA","130","[c]","19080","18760"
"New entrant CS","2021","Declared non-disabled","Unknown","Ministry of Defence (excl. agencies)","AO","340","[c]","21200","20920"
"New entrant CS","2021","Declared non-disabled","Unknown","Ministry of Defence (excl. agencies)","EO","225","[c]","27820","26360"
"New entrant CS","2021","Declared non-disabled","Unknown","Ministry of Defence (excl. agencies)","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Ministry of Defence (excl. agencies)","G7","45","[c]","66740","69160"
"New entrant CS","2021","Declared non-disabled","Unknown","Ministry of Defence (excl. agencies)","HEO","140","[c]","34440","33000"
"New entrant CS","2021","Declared non-disabled","Unknown","Ministry of Defence (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Ministry of Defence (excl. agencies)","SEO","45","[c]","41660","40580"
"New entrant CS","2021","Declared non-disabled","Unknown","Ministry of Defence (excl. agencies)","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","National Records of Scotland","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","National Records of Scotland","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","National Records of Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","National Records of Scotland","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","National Records of Scotland","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","National Records of Scotland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","National Records of Scotland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Office for Budget Responsibility","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Office for Budget Responsibility","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Office for Budget Responsibility","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Office for Budget Responsibility","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Office of the Scottish Charity Regulator","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Office of the Scottish Charity Regulator","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Office of the Scottish Charity Regulator","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Planning Inspectorate","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Revenue Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Revenue Scotland","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Revenue Scotland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Revenue Scotland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Scottish Government (excl. agencies)","AA","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Scottish Government (excl. agencies)","AO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Scottish Government (excl. agencies)","EO","45","[c]","26200","26160"
"New entrant CS","2021","Declared non-disabled","Unknown","Scottish Government (excl. agencies)","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Scottish Government (excl. agencies)","G7","40","[c]","52910","48930"
"New entrant CS","2021","Declared non-disabled","Unknown","Scottish Government (excl. agencies)","HEO","75","[c]","30880","30650"
"New entrant CS","2021","Declared non-disabled","Unknown","Scottish Government (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Scottish Government (excl. agencies)","SEO","65","[c]","40440","38540"
"New entrant CS","2021","Declared non-disabled","Unknown","Scottish Housing Regulator","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Scottish Public Pensions Agency","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Scottish Public Pensions Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Scottish Public Pensions Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Scottish Public Pensions Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Social Security Scotland","AA","110","[c]","20130","20060"
"New entrant CS","2021","Declared non-disabled","Unknown","Social Security Scotland","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Social Security Scotland","EO","45","[c]","26430","26160"
"New entrant CS","2021","Declared non-disabled","Unknown","Social Security Scotland","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Social Security Scotland","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Social Security Scotland","HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Social Security Scotland","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Student Awards Agency for Scotland","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Student Awards Agency for Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Student Awards Agency for Scotland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Student Awards Agency for Scotland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Transport Scotland","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Transport Scotland","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Transport Scotland","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Transport Scotland","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Transport Scotland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Transport Scotland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","UK Intellectual Property Office","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Veterinary Medicines Directorate","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Veterinary Medicines Directorate","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Veterinary Medicines Directorate","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Welsh Government (excl. agencies)","AO","70","[c]","20570","20500"
"New entrant CS","2021","Declared non-disabled","Unknown","Welsh Government (excl. agencies)","EO","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Welsh Government (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Welsh Government (excl. agencies)","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Welsh Government (excl. agencies)","HEO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Welsh Government (excl. agencies)","SEO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Welsh Revenue Authority","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Competition and Markets Authority","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Competition and Markets Authority","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Defence Science and Technology Laboratory","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Department for Education (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Department for International Trade","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Department for Transport (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Department for Transport (excl. agencies)","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Department for Transport (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Department for Transport (excl. agencies)","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Department for Transport (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Food Standards Agency","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","HM Revenue and Customs (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Ministry of Defence (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Ministry of Justice (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","United Kingdom Statistics Authority","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","United Kingdom Statistics Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","United Kingdom Statistics Authority","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Cabinet Office (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Cabinet Office (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Crown Commercial Service","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Defence Equipment and Support","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Department for International Trade","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Driver and Vehicle Licensing Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Driver and Vehicle Licensing Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Ministry of Defence (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Ministry of Defence (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Ministry of Justice (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Public Health England","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Public Health England","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Cabinet Office (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Cabinet Office (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Defence Equipment and Support","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Department for Transport (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Department for Transport (excl. agencies)","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Department for Transport (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Driver and Vehicle Licensing Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Government Internal Audit Agency","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Government Internal Audit Agency","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","HM Revenue and Customs (excl. agencies)","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","HM Revenue and Customs (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","HM Treasury (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Ministry of Defence (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Public Health England","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","United Kingdom Statistics Authority","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","Cabinet Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","Food Standards Agency","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","Government Internal Audit Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Debt","HM Revenue and Customs (excl. agencies)","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Debt","HM Revenue and Customs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Cabinet Office (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Cabinet Office (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Competition and Markets Authority","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Crown Commercial Service","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Crown Commercial Service","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Department for Transport (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Driver and Vehicle Licensing Agency","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Driver and Vehicle Standards Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Driver and Vehicle Standards Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Maritime and Coastguard Agency","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Maritime and Coastguard Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Ministry of Defence (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Ministry of Defence (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Ministry of Justice (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","United Kingdom Statistics Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","United Kingdom Statistics Authority","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","United Kingdom Statistics Authority","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Department for Transport (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Department for Transport (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Driver and Vehicle Standards Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Government Property Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","HM Treasury (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","HM Treasury (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","HM Treasury (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Ministry of Defence (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Ministry of Defence (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
