"Status","Year","Age","Ethnicity","Function_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","50-59","Black","Project Delivery","HEO","40","40","34000","34270"
"In post","2021","50-59","Black","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Black","Project Delivery","SEO","40","40","41650","41760"
"In post","2021","50-59","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Black","Property","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Black","Property","AO","5","5","[c]","[c]"
"In post","2021","50-59","Black","Property","EO","15","15","[c]","[c]"
"In post","2021","50-59","Black","Property","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Black","Property","G7","5","5","[c]","[c]"
"In post","2021","50-59","Black","Property","HEO","15","15","[c]","[c]"
"In post","2021","50-59","Black","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Black","Property","SEO","15","15","[c]","[c]"
"In post","2021","50-59","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Black","Security","AA","20","20","[c]","[c]"
"In post","2021","50-59","Black","Security","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Black","Security","EO","5","5","[c]","[c]"
"In post","2021","50-59","Black","Security","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Black","Security","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Black","Security","HEO","5","5","[c]","[c]"
"In post","2021","50-59","Black","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Black","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Black","Unknown","AA","35","30","21470","22210"
"In post","2021","50-59","Black","Unknown","AO","515","475","23280","23210"
"In post","2021","50-59","Black","Unknown","EO","1200","1145","29760","30330"
"In post","2021","50-59","Black","Unknown","G6","15","15","[c]","[c]"
"In post","2021","50-59","Black","Unknown","G7","60","60","59930","57680"
"In post","2021","50-59","Black","Unknown","HEO","210","210","35840","35440"
"In post","2021","50-59","Black","Unknown","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","Black","Unknown","SEO","105","105","42760","42170"
"In post","2021","50-59","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Analysis","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Analysis","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Analysis","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Analysis","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Analysis","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Commercial","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Commercial","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Commercial","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Communications","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Counter Fraud","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Debt","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Debt","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Debt","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Debt","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Debt","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Debt","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Debt","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Digital, Data & Technology","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Digital, Data & Technology","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Digital, Data & Technology","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Digital, Data & Technology","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Finance","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Grants Management","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Grants Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Grants Management","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Grants Management","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Grants Management","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Grants Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Grants Management","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Human Resources","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Internal Audit","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Internal Audit","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Internal Audit","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Legal","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Legal","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Legal","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Legal","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Legal","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Legal","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","No function","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","No function","AO","15","15","[c]","[c]"
"In post","2021","50-59","Chinese","No function","EO","20","20","[c]","[c]"
"In post","2021","50-59","Chinese","No function","G6","5","5","[c]","[c]"
"In post","2021","50-59","Chinese","No function","G7","10","10","[c]","[c]"
"In post","2021","50-59","Chinese","No function","HEO","15","15","[c]","[c]"
"In post","2021","50-59","Chinese","No function","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","No function","SEO","10","10","[c]","[c]"
"In post","2021","50-59","Chinese","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Project Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Project Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Property","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Property","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Property","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Property","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Property","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Property","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Property","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Security","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Security","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Security","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Security","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Security","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Security","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Unknown","AO","30","25","21710","21220"
"In post","2021","50-59","Chinese","Unknown","EO","30","30","28340","27660"
"In post","2021","50-59","Chinese","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Unknown","G7","5","5","[c]","[c]"
"In post","2021","50-59","Chinese","Unknown","HEO","10","10","[c]","[c]"
"In post","2021","50-59","Chinese","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Unknown","SEO","5","5","[c]","[c]"
"In post","2021","50-59","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Analysis","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Analysis","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Analysis","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Analysis","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Analysis","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Commercial","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Commercial","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Commercial","SEO","5","5","[c]","[c]"
"In post","2021","50-59","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Communications","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Communications","EO","5","5","[c]","[c]"
"In post","2021","50-59","Mixed","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Counter Fraud","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Counter Fraud","AO","5","5","[c]","[c]"
"In post","2021","50-59","Mixed","Counter Fraud","EO","10","10","[c]","[c]"
"In post","2021","50-59","Mixed","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Counter Fraud","HEO","10","10","[c]","[c]"
"In post","2021","50-59","Mixed","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Counter Fraud","SEO","10","10","[c]","[c]"
"In post","2021","50-59","Mixed","Debt","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Debt","AO","5","5","[c]","[c]"
"In post","2021","50-59","Mixed","Debt","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Debt","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Debt","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Debt","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Debt","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Digital, Data & Technology","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Digital, Data & Technology","EO","5","5","[c]","[c]"
"In post","2021","50-59","Mixed","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Digital, Data & Technology","G7","10","10","[c]","[c]"
"In post","2021","50-59","Mixed","Digital, Data & Technology","HEO","5","5","[c]","[c]"
"In post","2021","50-59","Mixed","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Digital, Data & Technology","SEO","10","10","[c]","[c]"
"In post","2021","50-59","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Finance","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Finance","EO","5","5","[c]","[c]"
"In post","2021","50-59","Mixed","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Finance","HEO","5","5","[c]","[c]"
"In post","2021","50-59","Mixed","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Finance","SEO","10","10","[c]","[c]"
"In post","2021","50-59","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Grants Management","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Grants Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Grants Management","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Grants Management","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Grants Management","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Grants Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Grants Management","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Human Resources","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Human Resources","EO","10","10","[c]","[c]"
"In post","2021","50-59","Mixed","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Human Resources","G7","5","5","[c]","[c]"
"In post","2021","50-59","Mixed","Human Resources","HEO","5","5","[c]","[c]"
"In post","2021","50-59","Mixed","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Internal Audit","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Internal Audit","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Internal Audit","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Legal","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Legal","AO","10","10","[c]","[c]"
"In post","2021","50-59","Mixed","Legal","EO","10","10","[c]","[c]"
"In post","2021","50-59","Mixed","Legal","G6","10","10","[c]","[c]"
"In post","2021","50-59","Mixed","Legal","G7","35","30","59420","59300"
"In post","2021","50-59","Mixed","Legal","HEO","5","5","[c]","[c]"
"In post","2021","50-59","Mixed","Legal","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","Mixed","Legal","SEO","10","10","[c]","[c]"
"In post","2021","50-59","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","No function","AA","20","20","[c]","[c]"
"In post","2021","50-59","Mixed","No function","AO","140","130","25560","23520"
"In post","2021","50-59","Mixed","No function","EO","100","95","28810","27380"
"In post","2021","50-59","Mixed","No function","G6","30","30","[c]","[c]"
"In post","2021","50-59","Mixed","No function","G7","50","50","55080","53600"
"In post","2021","50-59","Mixed","No function","HEO","75","70","34840","34480"
"In post","2021","50-59","Mixed","No function","SCS level","15","15","[c]","[c]"
"In post","2021","50-59","Mixed","No function","SEO","45","45","45770","42650"
"In post","2021","50-59","Mixed","No function","Unknown","65","60","33950","36580"
"In post","2021","50-59","Mixed","Project Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Project Delivery","EO","5","5","[c]","[c]"
"In post","2021","50-59","Mixed","Project Delivery","G6","10","10","[c]","[c]"
"In post","2021","50-59","Mixed","Project Delivery","G7","20","20","[c]","[c]"
"In post","2021","50-59","Mixed","Project Delivery","HEO","15","15","[c]","[c]"
"In post","2021","50-59","Mixed","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Project Delivery","SEO","30","25","[c]","[c]"
"In post","2021","50-59","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Property","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Property","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Property","EO","5","5","[c]","[c]"
"In post","2021","50-59","Mixed","Property","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Property","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Property","HEO","5","5","[c]","[c]"
"In post","2021","50-59","Mixed","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Property","SEO","10","10","[c]","[c]"
"In post","2021","50-59","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Security","AA","5","5","[c]","[c]"
"In post","2021","50-59","Mixed","Security","AO","10","10","[c]","[c]"
"In post","2021","50-59","Mixed","Security","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Security","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Security","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Security","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Security","SEO","5","5","[c]","[c]"
"In post","2021","50-59","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Unknown","AA","10","10","[c]","[c]"
"In post","2021","50-59","Mixed","Unknown","AO","165","145","22000","21130"
"In post","2021","50-59","Mixed","Unknown","EO","260","240","28670","27570"
"In post","2021","50-59","Mixed","Unknown","G6","10","10","[c]","[c]"
"In post","2021","50-59","Mixed","Unknown","G7","25","25","[c]","[c]"
"In post","2021","50-59","Mixed","Unknown","HEO","70","70","34930","35050"
"In post","2021","50-59","Mixed","Unknown","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","Mixed","Unknown","SEO","45","45","42420","42170"
"In post","2021","50-59","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Analysis","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Analysis","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Analysis","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Analysis","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Analysis","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Commercial","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Commercial","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Commercial","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Communications","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Counter Fraud","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Debt","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Debt","AO","5","5","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Debt","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Debt","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Debt","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Debt","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Debt","SEO","[c]","[c]","[c]","[c]"
