"Status","Year","Age","Ethnicity","Function_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","30-39","Chinese","Property","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Property","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Property","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Property","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Property","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Security","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Security","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Security","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Security","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Security","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Security","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Unknown","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Unknown","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Unknown","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Analysis","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Analysis","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Analysis","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Analysis","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Analysis","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Analysis","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Commercial","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Commercial","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Commercial","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Commercial","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Commercial","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Commercial","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Communications","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Communications","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Communications","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Communications","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Communications","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Debt","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Debt","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Digital, Data & Technology","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Digital, Data & Technology","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Digital, Data & Technology","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Digital, Data & Technology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Finance","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Finance","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Finance","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Grants Management","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Grants Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Grants Management","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Grants Management","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Human Resources","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Human Resources","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Human Resources","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Human Resources","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Internal Audit","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Internal Audit","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Legal","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Legal","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Legal","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Legal","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Legal","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Legal","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Legal","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","No function","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","No function","AO","40","[c]","22860","22350"
"New entrant CS","2021","30-39","Mixed","No function","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","No function","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","No function","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","No function","HEO","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","No function","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","No function","SEO","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","No function","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Project Delivery","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Project Delivery","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Project Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Project Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Property","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Property","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Property","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Property","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Property","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Property","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Security","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Security","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Security","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Security","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Security","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Security","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Unknown","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Unknown","AO","50","[c]","22210","21010"
"New entrant CS","2021","30-39","Mixed","Unknown","EO","130","[c]","29000","27570"
"New entrant CS","2021","30-39","Mixed","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Unknown","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Unknown","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Analysis","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Analysis","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Analysis","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Analysis","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Analysis","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Analysis","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Commercial","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Commercial","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Commercial","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Commercial","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Commercial","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Commercial","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Communications","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Communications","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Communications","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Communications","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Communications","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Debt","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Debt","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Digital, Data & Technology","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Digital, Data & Technology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Digital, Data & Technology","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Digital, Data & Technology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Finance","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Finance","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Finance","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Grants Management","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Grants Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Grants Management","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Grants Management","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Human Resources","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Human Resources","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Human Resources","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Internal Audit","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Internal Audit","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Legal","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Legal","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Legal","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Legal","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Legal","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Legal","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Legal","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","No function","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","No function","AO","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","No function","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","No function","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","No function","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","No function","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","No function","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","No function","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","No function","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Project Delivery","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Project Delivery","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Project Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Project Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Property","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Property","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Property","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Property","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Property","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Property","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Security","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Security","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Security","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Security","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Security","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Security","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Unknown","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Unknown","AO","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Unknown","EO","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Analysis","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Commercial","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Commercial","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Commercial","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Communications","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Communications","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Digital, Data & Technology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Digital, Data & Technology","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Internal Audit","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Legal","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Legal","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Legal","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","No function","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","No function","AO","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","No function","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","No function","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","No function","G7","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","No function","HEO","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","No function","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","No function","SEO","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","No function","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Project Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Property","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Property","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Security","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Security","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Unknown","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Unknown","AO","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Unknown","EO","55","[c]","29080","27570"
"New entrant CS","2021","30-39","Undeclared","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Unknown","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Analysis","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Analysis","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Analysis","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Analysis","G7","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Analysis","HEO","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Analysis","SEO","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Commercial","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Commercial","G6","10","[c]","[c]","[c]"
