"Status","Year","Age","Disability","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","20-29","Unknown","Crown Prosecution Service","North West (England)","25","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Crown Prosecution Service","South East (England)","60","[c]","24170","21000"
"New entrant CS","2021","20-29","Unknown","Crown Prosecution Service","South West (England)","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Crown Prosecution Service","Wales","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Crown Prosecution Service","West Midlands (England)","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Crown Prosecution Service","Yorkshire and The Humber","30","[c]","25560","20250"
"New entrant CS","2021","20-29","Unknown","Debt Management Office","London","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Defence Equipment and Support","Scotland","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Defence Equipment and Support","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Defence Equipment and Support","South West (England)","60","[c]","22950","20400"
"New entrant CS","2021","20-29","Unknown","Defence Equipment and Support","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Defence Science and Technology Laboratory","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Defence Science and Technology Laboratory","South West (England)","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","140","[c]","34300","33570"
"New entrant CS","2021","20-29","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Department for Digital, Culture, Media and Sport","London","30","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Department for Digital, Culture, Media and Sport","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Department for Education (excl. agencies)","East Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Department for Education (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Department for Education (excl. agencies)","London","135","[c]","32300","28500"
"New entrant CS","2021","20-29","Unknown","Department for Education (excl. agencies)","North East (England)","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Department for Education (excl. agencies)","North West (England)","55","[c]","30100","29360"
"New entrant CS","2021","20-29","Unknown","Department for Education (excl. agencies)","South West (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Department for Education (excl. agencies)","West Midlands (England)","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Department for Education (excl. agencies)","Yorkshire and The Humber","50","[c]","29470","29360"
"New entrant CS","2021","20-29","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","London","100","[c]","31300","32560"
"New entrant CS","2021","20-29","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Department for International Trade","London","120","[c]","27300","26250"
"New entrant CS","2021","20-29","Unknown","Department for International Trade","South East (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Department for Transport (excl. agencies)","London","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Department for Transport (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Department for Work and Pensions (excl. agencies)","East Midlands (England)","35","[c]","26110","27570"
"New entrant CS","2021","20-29","Unknown","Department for Work and Pensions (excl. agencies)","East of England","40","[c]","27540","29290"
"New entrant CS","2021","20-29","Unknown","Department for Work and Pensions (excl. agencies)","London","195","[c]","31350","31060"
"New entrant CS","2021","20-29","Unknown","Department for Work and Pensions (excl. agencies)","North East (England)","70","[c]","24590","21010"
"New entrant CS","2021","20-29","Unknown","Department for Work and Pensions (excl. agencies)","North West (England)","105","[c]","24610","21010"
"New entrant CS","2021","20-29","Unknown","Department for Work and Pensions (excl. agencies)","Scotland","35","[c]","24830","27570"
"New entrant CS","2021","20-29","Unknown","Department for Work and Pensions (excl. agencies)","South East (England)","55","[c]","26390","27570"
"New entrant CS","2021","20-29","Unknown","Department for Work and Pensions (excl. agencies)","South West (England)","35","[c]","26040","27570"
"New entrant CS","2021","20-29","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Department for Work and Pensions (excl. agencies)","Wales","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Department for Work and Pensions (excl. agencies)","West Midlands (England)","35","[c]","25290","27570"
"New entrant CS","2021","20-29","Unknown","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","65","[c]","26480","27570"
"New entrant CS","2021","20-29","Unknown","Department of Health and Social Care (excl. agencies)","London","425","[c]","33710","32790"
"New entrant CS","2021","20-29","Unknown","Department of Health and Social Care (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Department of Health and Social Care (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","110","[c]","28350","28970"
"New entrant CS","2021","20-29","Unknown","Disclosure Scotland","Scotland","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Driver and Vehicle Licensing Agency","Wales","55","[c]","20420","21590"
"New entrant CS","2021","20-29","Unknown","Driver and Vehicle Standards Agency","East Midlands (England)","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Driver and Vehicle Standards Agency","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Driver and Vehicle Standards Agency","North East (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Driver and Vehicle Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Driver and Vehicle Standards Agency","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Driver and Vehicle Standards Agency","South West (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Driver and Vehicle Standards Agency","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Driver and Vehicle Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Driver and Vehicle Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Education and Skills Funding Agency","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Education and Skills Funding Agency","North West (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Education and Skills Funding Agency","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Education and Skills Funding Agency","West Midlands (England)","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Education and Skills Funding Agency","Yorkshire and The Humber","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Education Scotland","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Food Standards Scotland","Scotland","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Forestry and Land Scotland","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Government Actuary's Department","London","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Government Legal Department","London","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Health and Safety Executive","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Health and Safety Executive","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Health and Safety Executive","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","HM Courts and Tribunals Service","East Midlands (England)","45","[c]","19330","18880"
"New entrant CS","2021","20-29","Unknown","HM Courts and Tribunals Service","East of England","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","HM Courts and Tribunals Service","London","270","[c]","23500","22680"
"New entrant CS","2021","20-29","Unknown","HM Courts and Tribunals Service","North East (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","HM Courts and Tribunals Service","North West (England)","55","[c]","19640","19690"
"New entrant CS","2021","20-29","Unknown","HM Courts and Tribunals Service","Scotland","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","HM Courts and Tribunals Service","South East (England)","40","[c]","19730","18880"
"New entrant CS","2021","20-29","Unknown","HM Courts and Tribunals Service","South West (England)","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","HM Courts and Tribunals Service","Wales","30","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","HM Courts and Tribunals Service","West Midlands (England)","85","[c]","19630","18880"
"New entrant CS","2021","20-29","Unknown","HM Courts and Tribunals Service","Yorkshire and The Humber","30","[c]","19950","18880"
"New entrant CS","2021","20-29","Unknown","HM Land Registry","East Midlands (England)","55","[c]","23860","22350"
"New entrant CS","2021","20-29","Unknown","HM Land Registry","East of England","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","HM Land Registry","London","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","HM Land Registry","North East (England)","35","[c]","22350","22350"
"New entrant CS","2021","20-29","Unknown","HM Land Registry","North West (England)","25","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","HM Land Registry","South West (England)","60","[c]","24440","22350"
"New entrant CS","2021","20-29","Unknown","HM Land Registry","Wales","30","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","HM Land Registry","West Midlands (England)","25","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","HM Land Registry","Yorkshire and The Humber","25","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","HM Prison and Probation Service","East Midlands (England)","65","[c]","21800","22850"
"New entrant CS","2021","20-29","Unknown","HM Prison and Probation Service","East of England","110","[c]","23420","22920"
"New entrant CS","2021","20-29","Unknown","HM Prison and Probation Service","London","210","[c]","28400","30150"
"New entrant CS","2021","20-29","Unknown","HM Prison and Probation Service","North East (England)","45","[c]","22030","22850"
"New entrant CS","2021","20-29","Unknown","HM Prison and Probation Service","North West (England)","125","[c]","22110","22850"
"New entrant CS","2021","20-29","Unknown","HM Prison and Probation Service","South East (England)","145","[c]","24890","24020"
"New entrant CS","2021","20-29","Unknown","HM Prison and Probation Service","South West (England)","70","[c]","22040","22850"
"New entrant CS","2021","20-29","Unknown","HM Prison and Probation Service","Wales","60","[c]","21850","22850"
"New entrant CS","2021","20-29","Unknown","HM Prison and Probation Service","West Midlands (England)","95","[c]","22270","22850"
"New entrant CS","2021","20-29","Unknown","HM Prison and Probation Service","Yorkshire and The Humber","130","[c]","21660","21820"
"New entrant CS","2021","20-29","Unknown","HM Revenue and Customs (excl. agencies)","East Midlands (England)","75","[c]","24760","25560"
"New entrant CS","2021","20-29","Unknown","HM Revenue and Customs (excl. agencies)","East of England","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","HM Revenue and Customs (excl. agencies)","London","100","[c]","32170","36160"
"New entrant CS","2021","20-29","Unknown","HM Revenue and Customs (excl. agencies)","North East (England)","270","[c]","22620","20140"
"New entrant CS","2021","20-29","Unknown","HM Revenue and Customs (excl. agencies)","North West (England)","310","[c]","22800","20140"
"New entrant CS","2021","20-29","Unknown","HM Revenue and Customs (excl. agencies)","Northern Ireland","60","[c]","21210","20140"
"New entrant CS","2021","20-29","Unknown","HM Revenue and Customs (excl. agencies)","Scotland","205","[c]","20580","20140"
"New entrant CS","2021","20-29","Unknown","HM Revenue and Customs (excl. agencies)","South East (England)","25","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","HM Revenue and Customs (excl. agencies)","South West (England)","25","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","HM Revenue and Customs (excl. agencies)","Unknown","105","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","HM Revenue and Customs (excl. agencies)","Wales","80","[c]","21290","20140"
"New entrant CS","2021","20-29","Unknown","HM Revenue and Customs (excl. agencies)","West Midlands (England)","105","[c]","22470","20140"
"New entrant CS","2021","20-29","Unknown","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","185","[c]","22020","20140"
"New entrant CS","2021","20-29","Unknown","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Home Office (incl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Home Office (incl. agencies)","East of England","30","[c]","22400","21430"
"New entrant CS","2021","20-29","Unknown","Home Office (incl. agencies)","London","405","[c]","34370","32390"
"New entrant CS","2021","20-29","Unknown","Home Office (incl. agencies)","North East (England)","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Home Office (incl. agencies)","North West (England)","100","[c]","23930","24880"
"New entrant CS","2021","20-29","Unknown","Home Office (incl. agencies)","Northern Ireland","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Home Office (incl. agencies)","Scotland","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Home Office (incl. agencies)","South East (England)","75","[c]","23140","21430"
"New entrant CS","2021","20-29","Unknown","Home Office (incl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Home Office (incl. agencies)","Wales","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Home Office (incl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Home Office (incl. agencies)","Yorkshire and The Humber","110","[c]","23620","21430"
"New entrant CS","2021","20-29","Unknown","Insolvency Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Insolvency Service","East of England","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Insolvency Service","London","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Insolvency Service","North West (England)","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Insolvency Service","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Insolvency Service","South East (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Insolvency Service","South West (England)","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Insolvency Service","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Insolvency Service","West Midlands (England)","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Insolvency Service","Yorkshire and The Humber","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Legal Aid Agency","East Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Legal Aid Agency","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Legal Aid Agency","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Legal Aid Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Maritime and Coastguard Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Maritime and Coastguard Agency","South East (England)","35","[c]","27530","26590"
"New entrant CS","2021","20-29","Unknown","Maritime and Coastguard Agency","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Maritime and Coastguard Agency","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Maritime and Coastguard Agency","Yorkshire and The Humber","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Medicines and Healthcare Products Regulatory Agency","East of England","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Medicines and Healthcare Products Regulatory Agency","London","35","[c]","31520","27400"
"New entrant CS","2021","20-29","Unknown","Ministry of Defence (excl. agencies)","East Midlands (England)","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Ministry of Defence (excl. agencies)","East of England","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Ministry of Defence (excl. agencies)","London","40","[c]","29270","29370"
"New entrant CS","2021","20-29","Unknown","Ministry of Defence (excl. agencies)","North West (England)","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Ministry of Defence (excl. agencies)","Northern Ireland","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Ministry of Defence (excl. agencies)","Scotland","30","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Ministry of Defence (excl. agencies)","South East (England)","60","[c]","22420","25040"
"New entrant CS","2021","20-29","Unknown","Ministry of Defence (excl. agencies)","South West (England)","40","[c]","24650","23540"
"New entrant CS","2021","20-29","Unknown","Ministry of Defence (excl. agencies)","West Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","London","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Ministry of Justice (excl. agencies)","London","90","[c]","32990","30850"
"New entrant CS","2021","20-29","Unknown","Ministry of Justice (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Ministry of Justice (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Ministry of Justice (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","National Crime Agency","East Midlands (England)","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","National Crime Agency","East of England","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","National Crime Agency","London","160","[c]","33240","32260"
"New entrant CS","2021","20-29","Unknown","National Crime Agency","North East (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","National Crime Agency","North West (England)","75","[c]","28380","28840"
"New entrant CS","2021","20-29","Unknown","National Crime Agency","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","National Crime Agency","South East (England)","25","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","National Crime Agency","South West (England)","55","[c]","28960","28840"
"New entrant CS","2021","20-29","Unknown","National Crime Agency","Wales","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","National Crime Agency","West Midlands (England)","25","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","National Crime Agency","Yorkshire and The Humber","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","National Records of Scotland","Scotland","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Northern Ireland Office","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Office for Budget Responsibility","London","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Office for Standards in Education, Children's Services and Skills","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Office of Gas and Electricity Markets","London","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Office of Gas and Electricity Markets","Scotland","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Office of Qualifications and Examinations Regulation","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Office of the Public Guardian","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Office of the Public Guardian","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Planning Inspectorate","South West (England)","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Public Health England","London","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Public Health England","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Public Health England","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Registers of Scotland","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Revenue Scotland","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Scottish Courts and Tribunals Service","Scotland","30","[c]","21770","20850"
"New entrant CS","2021","20-29","Unknown","Scottish Government (excl. agencies)","Scotland","150","[c]","29300","30650"
"New entrant CS","2021","20-29","Unknown","Scottish Prison Service","Scotland","110","[c]","21170","20810"
"New entrant CS","2021","20-29","Unknown","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Social Security Scotland","Scotland","35","[c]","24610","20060"
"New entrant CS","2021","20-29","Unknown","Standards and Testing Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Standards and Testing Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Student Awards Agency for Scotland","Scotland","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Submarine Delivery Agency","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Submarine Delivery Agency","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Submarine Delivery Agency","South West (England)","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Teaching Regulation Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","The National Archives","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Transport Scotland","Scotland","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","UK Hydrographic Office","South West (England)","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","UK Intellectual Property Office","Wales","55","[c]","24420","23320"
"New entrant CS","2021","20-29","Unknown","UK Space Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","UK Space Agency","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","United Kingdom Statistics Authority","London","80","[c]","32690","32540"
"New entrant CS","2021","20-29","Unknown","United Kingdom Statistics Authority","South East (England)","75","[c]","26680","29540"
"New entrant CS","2021","20-29","Unknown","United Kingdom Statistics Authority","Wales","145","[c]","26130","23050"
"New entrant CS","2021","20-29","Unknown","Valuation Office Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Valuation Office Agency","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Valuation Office Agency","London","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Valuation Office Agency","North East (England)","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Valuation Office Agency","North West (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Valuation Office Agency","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Valuation Office Agency","South West (England)","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Valuation Office Agency","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Valuation Office Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Valuation Office Agency","Yorkshire and The Humber","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Vehicle Certification Agency","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Veterinary Medicines Directorate","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Wales Office","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Water Services Regulation Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Welsh Government (excl. agencies)","Wales","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Welsh Revenue Authority","Wales","[c]","[c]","[c]","[c]"
