"Status","Year","Organisation","Profession_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Government Actuary's Department","Human Resources","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Human Resources","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Knowledge and Information Management","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Knowledge and Information Management","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Other","London","AA/AO","10","10","22610","21980"
"In post","2021","Government Actuary's Department","Other","London","EO","10","10","28650","28230"
"In post","2021","Government Actuary's Department","Other","London","G6/G7","100","90","88480","83030"
"In post","2021","Government Actuary's Department","Other","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Other","London","SEO/HEO","50","50","41540","41210"
"In post","2021","Government Actuary's Department","Other","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Government Actuary's Department","Security","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Security","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Security","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Commercial","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Communications","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Communications","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Communications","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Communications","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Counter Fraud","London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Counter Fraud","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Counter Fraud","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Counter Fraud","Outside London","SEO/HEO","20","20","34020","31380"
"In post","2021","Government Internal Audit Agency","Digital, Data and Technology","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Digital, Data and Technology","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Digital, Data and Technology","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Finance","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Finance","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Finance","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Human Resources","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Human Resources","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Human Resources","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Human Resources","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Intelligence Analysis","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Intelligence Analysis","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Internal Audit","London","G6/G7","50","50","60200","58470"
"In post","2021","Government Internal Audit Agency","Internal Audit","London","SCS level","15","15","90030","88000"
"In post","2021","Government Internal Audit Agency","Internal Audit","London","SEO/HEO","60","55","45200","46780"
"In post","2021","Government Internal Audit Agency","Internal Audit","Outside London","G6/G7","75","75","55960","54290"
"In post","2021","Government Internal Audit Agency","Internal Audit","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Internal Audit","Outside London","SEO/HEO","135","125","40070","40120"
"In post","2021","Government Internal Audit Agency","Other","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Policy","London","G6/G7","5","5","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Policy","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Policy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Policy","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Project Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Project Delivery","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Project Delivery","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Unknown","London","EO","10","10","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Unknown","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Unknown","London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Unknown","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Unknown","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Unknown","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Communications","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Communications","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Communications","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Digital, Data and Technology","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Digital, Data and Technology","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Digital, Data and Technology","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Finance","London","AA/AO","5","5","[c]","[c]"
"In post","2021","Government Legal Department","Finance","London","EO","10","10","27500","27350"
"In post","2021","Government Legal Department","Finance","London","G6/G7","10","5","[c]","[c]"
"In post","2021","Government Legal Department","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Finance","London","SEO/HEO","15","15","34190","32060"
"In post","2021","Government Legal Department","Human Resources","London","AA/AO","10","10","[c]","[c]"
"In post","2021","Government Legal Department","Human Resources","London","EO","15","15","27650","27350"
"In post","2021","Government Legal Department","Human Resources","London","G6/G7","20","20","58380","53360"
"In post","2021","Government Legal Department","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Human Resources","London","SEO/HEO","20","20","34270","33530"
"In post","2021","Government Legal Department","Knowledge and Information Management","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Knowledge and Information Management","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Knowledge and Information Management","London","G6/G7","5","5","[c]","[c]"
"In post","2021","Government Legal Department","Knowledge and Information Management","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Knowledge and Information Management","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Legal","London","EO","85","85","31430","33460"
"In post","2021","Government Legal Department","Legal","London","G6/G7","1540","1410","59850","60680"
"In post","2021","Government Legal Department","Legal","London","SCS level","185","175","83600","79330"
"In post","2021","Government Legal Department","Legal","London","SEO/HEO","95","95","43920","43920"
"In post","2021","Government Legal Department","Legal","Outside London","G6/G7","65","60","57130","55590"
"In post","2021","Government Legal Department","Legal","Outside London","SCS level","10","10","80810","76960"
"In post","2021","Government Legal Department","Operational Delivery","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Operational Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Operational Delivery","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Other","London","AA/AO","40","35","23770","23800"
"In post","2021","Government Legal Department","Other","London","EO","205","195","27570","27350"
"In post","2021","Government Legal Department","Other","London","G6/G7","35","35","59560","60640"
"In post","2021","Government Legal Department","Other","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Other","London","SEO/HEO","90","90","33910","31710"
"In post","2021","Government Legal Department","Other","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Government Legal Department","Other","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Government Legal Department","Policy","London","AA/AO","5","5","[c]","[c]"
"In post","2021","Government Legal Department","Policy","London","EO","10","10","[c]","[c]"
"In post","2021","Government Legal Department","Policy","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Policy","London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Government Legal Department","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Unknown","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Commercial","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Commercial","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Communications","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Communications","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Communications","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Digital, Data and Technology","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Digital, Data and Technology","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Finance","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
