"Status","Year","Age","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","30-39","Water Services Regulation Authority","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Water Services Regulation Authority","Policy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Water Services Regulation Authority","Science and Engineering","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Welsh Government","Communications","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Welsh Government","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Welsh Government","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Welsh Government","Knowledge and Information Management","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Welsh Government","Legal","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Welsh Government","Medicine","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Welsh Government","Operational Delivery","Outside London","20","[c]","23910","20500"
"New entrant CS","2021","30-39","Welsh Government","Other","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Welsh Government","Policy","Outside London","10","[c]","28740","28450"
"New entrant CS","2021","30-39","Welsh Government","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Welsh Government","Property","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Welsh Government","Social Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Welsh Government","Statistics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Attorney General's Departments","Commercial","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Attorney General's Departments","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Attorney General's Departments","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Attorney General's Departments","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Attorney General's Departments","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Attorney General's Departments","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Attorney General's Departments","Legal","London","55","[c]","52590","50520"
"New entrant CS","2021","40-49","Attorney General's Departments","Legal","Outside London","75","[c]","47050","48080"
"New entrant CS","2021","40-49","Attorney General's Departments","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Attorney General's Departments","Operational Delivery","Outside London","15","[c]","25070","20250"
"New entrant CS","2021","40-49","Attorney General's Departments","Other","London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Cabinet Office","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Cabinet Office","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Cabinet Office","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Cabinet Office","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Cabinet Office","Unknown","London","135","[c]","64230","60320"
"New entrant CS","2021","40-49","Cabinet Office","Unknown","Outside London","40","[c]","56890","70000"
"New entrant CS","2021","40-49","Cabinet Office","Unknown","Unknown","15","[c]","53160","51410"
"New entrant CS","2021","40-49","Chancellor's other departments","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Chancellor's other departments","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Chancellor's other departments","Other","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Chancellor's other departments","Security","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Charity Commission","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Charity Commission","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Charity Commission","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Charity Commission","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Charity Commission","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Charity Commission","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Charity Commission","Unknown","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Competition and Markets Authority","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Competition and Markets Authority","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Competition and Markets Authority","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Competition and Markets Authority","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Competition and Markets Authority","Legal","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Competition and Markets Authority","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Business, Energy and Industrial Strategy","Commercial","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Business, Energy and Industrial Strategy","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Business, Energy and Industrial Strategy","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Business, Energy and Industrial Strategy","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Outside London","20","[c]","40550","40360"
"New entrant CS","2021","40-49","Department for Business, Energy and Industrial Strategy","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Business, Energy and Industrial Strategy","Finance","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Business, Energy and Industrial Strategy","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Business, Energy and Industrial Strategy","Human Resources","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Business, Energy and Industrial Strategy","Legal","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Business, Energy and Industrial Strategy","Legal","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Business, Energy and Industrial Strategy","Operational Delivery","London","15","[c]","43080","35120"
"New entrant CS","2021","40-49","Department for Business, Energy and Industrial Strategy","Operational Delivery","Outside London","85","[c]","26030","24250"
"New entrant CS","2021","40-49","Department for Business, Energy and Industrial Strategy","Policy","London","35","[c]","47260","40050"
"New entrant CS","2021","40-49","Department for Business, Energy and Industrial Strategy","Policy","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Business, Energy and Industrial Strategy","Project Delivery","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Business, Energy and Industrial Strategy","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Business, Energy and Industrial Strategy","Security","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Business, Energy and Industrial Strategy","Unknown","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Digital, Culture, Media and Sport","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Digital, Culture, Media and Sport","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Digital, Culture, Media and Sport","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Digital, Culture, Media and Sport","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Digital, Culture, Media and Sport","Operational Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Digital, Culture, Media and Sport","Policy","London","15","[c]","42900","34020"
"New entrant CS","2021","40-49","Department for Digital, Culture, Media and Sport","Project Delivery","London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Digital, Culture, Media and Sport","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Education","Commercial","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Education","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Education","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Education","Digital, Data and Technology","Outside London","20","[c]","41020","37450"
"New entrant CS","2021","40-49","Department for Education","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Education","Finance","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Education","Human Resources","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Education","Legal","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Education","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Education","Operational Delivery","Outside London","25","[c]","36900","36500"
"New entrant CS","2021","40-49","Department for Education","Policy","London","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Education","Policy","Outside London","25","[c]","42360","36500"
"New entrant CS","2021","40-49","Department for Education","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Education","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Education","Property","Outside London","10","[c]","43660","49860"
"New entrant CS","2021","40-49","Department for Education","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Education","Security","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Environment, Food and Rural Affairs","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Environment, Food and Rural Affairs","Commercial","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Environment, Food and Rural Affairs","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Environment, Food and Rural Affairs","Communications","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Outside London","35","[c]","43060","46150"
"New entrant CS","2021","40-49","Department for Environment, Food and Rural Affairs","Economics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Environment, Food and Rural Affairs","Finance","London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Environment, Food and Rural Affairs","Finance","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Environment, Food and Rural Affairs","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Environment, Food and Rural Affairs","Human Resources","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Environment, Food and Rural Affairs","Operational Delivery","London","5","[c]","[c]","[c]"
