"Status","Year","Age","Disability","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","Declared non-disabled","Digital, Data & Technology","HM Revenue and Customs","330","325","37570","31810"
"In post","2021","30-39","Declared non-disabled","Digital, Data & Technology","HM Treasury","5","5","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Digital, Data & Technology","Ministry of Defence","115","115","32850","33290"
"In post","2021","30-39","Declared non-disabled","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","35","30","42870","39800"
"In post","2021","30-39","Declared non-disabled","Digital, Data & Technology","Ministry of Justice","210","205","45290","41000"
"In post","2021","30-39","Declared non-disabled","Digital, Data & Technology","National Crime Agency","15","10","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Digital, Data & Technology","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Digital, Data & Technology","Office for Standards in Education","20","20","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Digital, Data & Technology","Office of Gas and Electricity Markets","15","15","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Digital, Data & Technology","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Digital, Data & Technology","Other Cabinet Office Agencies","10","10","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Digital, Data & Technology","Scottish Government","30","30","37910","36780"
"In post","2021","30-39","Declared non-disabled","Digital, Data & Technology","The National Archives","15","15","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Digital, Data & Technology","UK Export Finance","10","10","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Digital, Data & Technology","United Kingdom Statistics Authority","60","55","40600","36250"
"In post","2021","30-39","Declared non-disabled","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Digital, Data & Technology","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Attorney General's Departments","25","25","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Cabinet Office","10","10","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Competition and Markets Authority","5","5","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Department for Business, Energy and Industrial Strategy","65","65","48200","51080"
"In post","2021","30-39","Declared non-disabled","Finance","Department for Digital, Culture, Media and Sport","25","25","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Department for Education","100","95","46670","50100"
"In post","2021","30-39","Declared non-disabled","Finance","Department for Environment, Food and Rural Affairs","50","50","42720","38750"
"In post","2021","30-39","Declared non-disabled","Finance","Department for International Trade","10","10","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Department for Transport","70","70","36720","32500"
"In post","2021","30-39","Declared non-disabled","Finance","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Department of Health and Social Care","50","50","39640","36820"
"In post","2021","30-39","Declared non-disabled","Finance","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Food Standards Agency","5","5","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Foreign, Commonwealth and Development Office","40","40","44640","42730"
"In post","2021","30-39","Declared non-disabled","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","HM Revenue and Customs","245","230","35750","31810"
"In post","2021","30-39","Declared non-disabled","Finance","HM Treasury","25","25","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Ministry of Defence","320","300","38280","34070"
"In post","2021","30-39","Declared non-disabled","Finance","Ministry of Housing, Communities and Local Government","25","25","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Ministry of Justice","110","110","39510","33810"
"In post","2021","30-39","Declared non-disabled","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Office for Standards in Education","15","15","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Office of Gas and Electricity Markets","10","10","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Other Cabinet Office Agencies","10","10","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Scottish Government","20","20","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","UK Export Finance","5","5","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","United Kingdom Statistics Authority","10","10","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Grants Management","Department for Environment, Food and Rural Affairs","345","310","24120","21050"
"In post","2021","30-39","Declared non-disabled","Grants Management","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Human Resources","Attorney General's Departments","25","25","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Human Resources","Cabinet Office","230","225","39010","37300"
"In post","2021","30-39","Declared non-disabled","Human Resources","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Human Resources","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Human Resources","Competition and Markets Authority","10","10","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Human Resources","Department for Business, Energy and Industrial Strategy","70","70","36810","33690"
"In post","2021","30-39","Declared non-disabled","Human Resources","Department for Digital, Culture, Media and Sport","15","10","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Human Resources","Department for Education","20","20","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Human Resources","Department for Environment, Food and Rural Affairs","35","35","39210","36970"
"In post","2021","30-39","Declared non-disabled","Human Resources","Department for International Trade","20","20","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Human Resources","Department for Transport","90","85","34800","31600"
"In post","2021","30-39","Declared non-disabled","Human Resources","Department for Work and Pensions","5","5","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Human Resources","Department of Health and Social Care","30","30","42720","40020"
"In post","2021","30-39","Declared non-disabled","Human Resources","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Human Resources","Foreign, Commonwealth and Development Office","30","30","44100","40330"
"In post","2021","30-39","Declared non-disabled","Human Resources","HM Land Registry","5","5","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Human Resources","HM Revenue and Customs","220","205","34780","31810"
"In post","2021","30-39","Declared non-disabled","Human Resources","HM Treasury","25","20","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Human Resources","Ministry of Defence","340","310","31960","26670"
"In post","2021","30-39","Declared non-disabled","Human Resources","Ministry of Housing, Communities and Local Government","15","15","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Human Resources","Ministry of Justice","175","170","37660","31500"
"In post","2021","30-39","Declared non-disabled","Human Resources","National Crime Agency","10","10","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Human Resources","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Human Resources","Office for Standards in Education","15","15","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Human Resources","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Human Resources","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Human Resources","Other Cabinet Office Agencies","10","10","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Human Resources","Scottish Government","45","45","32510","30160"
"In post","2021","30-39","Declared non-disabled","Human Resources","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Human Resources","United Kingdom Statistics Authority","35","30","39480","36250"
"In post","2021","30-39","Declared non-disabled","Human Resources","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Human Resources","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Human Resources","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Internal Audit","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Internal Audit","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Internal Audit","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Internal Audit","Foreign, Commonwealth and Development Office","15","15","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Internal Audit","HM Revenue and Customs","10","10","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Internal Audit","HM Treasury","45","45","44810","43800"
"In post","2021","30-39","Declared non-disabled","Internal Audit","Ministry of Defence","15","15","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Internal Audit","Ministry of Justice","10","10","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Internal Audit","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Legal","Attorney General's Departments","1325","1235","46400","51120"
"In post","2021","30-39","Declared non-disabled","Legal","Cabinet Office","10","10","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Legal","Charity Commission","5","5","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Legal","Competition and Markets Authority","65","60","67390","71370"
"In post","2021","30-39","Declared non-disabled","Legal","Department for Business, Energy and Industrial Strategy","10","10","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Legal","Department for Education","10","10","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Legal","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Legal","Department for Work and Pensions","5","5","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Legal","Foreign, Commonwealth and Development Office","20","20","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Legal","HM Land Registry","20","20","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Legal","HM Revenue and Customs","190","185","42130","32100"
"In post","2021","30-39","Declared non-disabled","Legal","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Legal","Ministry of Defence","5","5","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Legal","Ministry of Justice","155","145","37280","35790"
"In post","2021","30-39","Declared non-disabled","Legal","National Crime Agency","5","5","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Legal","Office for Standards in Education","5","5","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Legal","Office of Gas and Electricity Markets","30","30","57890","57700"
"In post","2021","30-39","Declared non-disabled","Legal","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Legal","Office of Rail and Road","5","5","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Legal","Scottish Government","190","180","48600","52490"
"In post","2021","30-39","Declared non-disabled","Legal","UK Export Finance","10","10","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Legal","UK Supreme Court","10","10","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Legal","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Legal","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","No function","Attorney General's Departments","20","20","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","No function","Cabinet Office","525","515","51180","54700"
"In post","2021","30-39","Declared non-disabled","No function","Chancellor's other departments","20","20","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","No function","Charity Commission","5","5","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","1395","1340","45220","42850"
"In post","2021","30-39","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","295","290","52530","52130"
"In post","2021","30-39","Declared non-disabled","No function","Department for Education","810","775","44460","40810"
"In post","2021","30-39","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs","915","880","38440","36520"
"In post","2021","30-39","Declared non-disabled","No function","Department for International Trade","255","255","51220","51970"
"In post","2021","30-39","Declared non-disabled","No function","Department for Transport","1820","1660","30460","26350"
"In post","2021","30-39","Declared non-disabled","No function","Department for Work and Pensions","270","255","39340","39390"
"In post","2021","30-39","Declared non-disabled","No function","Department of Health and Social Care","1210","1115","41120","38200"
"In post","2021","30-39","Declared non-disabled","No function","ESTYN","5","5","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","No function","Food Standards Agency","70","70","37790","37910"
"In post","2021","30-39","Declared non-disabled","No function","Foreign, Commonwealth and Development Office","665","660","46290","42310"
"In post","2021","30-39","Declared non-disabled","No function","HM Land Registry","220","200","27990","27130"
"In post","2021","30-39","Declared non-disabled","No function","HM Revenue and Customs","3735","3515","30400","25560"
"In post","2021","30-39","Declared non-disabled","No function","HM Treasury","365","355","57300","59000"
"In post","2021","30-39","Declared non-disabled","No function","Ministry of Defence","435","425","38840","37320"
"In post","2021","30-39","Declared non-disabled","No function","Ministry of Housing, Communities and Local Government","470","455","45890","47660"
"In post","2021","30-39","Declared non-disabled","No function","Ministry of Justice","11785","11070","28160","26580"
"In post","2021","30-39","Declared non-disabled","No function","National Crime Agency","305","295","40450","40170"
"In post","2021","30-39","Declared non-disabled","No function","Northern Ireland Office","25","25","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","No function","Office for Standards in Education","200","190","42860","39850"
"In post","2021","30-39","Declared non-disabled","No function","Office of Gas and Electricity Markets","270","265","43910","38550"
"In post","2021","30-39","Declared non-disabled","No function","Office of Qualifications and Examinations Regulation","45","45","42010","38760"
"In post","2021","30-39","Declared non-disabled","No function","Office of Rail and Road","50","45","51050","53400"
"In post","2021","30-39","Declared non-disabled","No function","Other Cabinet Office Agencies","15","15","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","No function","Scottish Government","370","355","28400","26570"
"In post","2021","30-39","Declared non-disabled","No function","The National Archives","55","55","33880","34260"
"In post","2021","30-39","Declared non-disabled","No function","United Kingdom Statistics Authority","180","160","31480","29540"
"In post","2021","30-39","Declared non-disabled","No function","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","No function","Water Services Regulation Authority","20","20","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Project Delivery","Attorney General's Departments","5","5","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Project Delivery","Cabinet Office","35","35","54930","54850"
"In post","2021","30-39","Declared non-disabled","Project Delivery","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Project Delivery","Charity Commission","10","10","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Project Delivery","Competition and Markets Authority","110","105","58240","55860"
"In post","2021","30-39","Declared non-disabled","Project Delivery","Department for Business, Energy and Industrial Strategy","215","210","43630","40050"
"In post","2021","30-39","Declared non-disabled","Project Delivery","Department for Digital, Culture, Media and Sport","45","45","49980","51730"
"In post","2021","30-39","Declared non-disabled","Project Delivery","Department for Education","90","90","45800","49860"
"In post","2021","30-39","Declared non-disabled","Project Delivery","Department for Environment, Food and Rural Affairs","80","80","37660","35900"
"In post","2021","30-39","Declared non-disabled","Project Delivery","Department for International Trade","5","5","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Project Delivery","Department for Transport","110","110","48550","43360"
"In post","2021","30-39","Declared non-disabled","Project Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Project Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Project Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Project Delivery","Foreign, Commonwealth and Development Office","380","370","50150","53000"
"In post","2021","30-39","Declared non-disabled","Project Delivery","HM Land Registry","5","5","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Project Delivery","HM Revenue and Customs","510","495","43240","38630"
"In post","2021","30-39","Declared non-disabled","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Project Delivery","Ministry of Defence","2465","2385","36980","35990"
"In post","2021","30-39","Declared non-disabled","Project Delivery","Ministry of Housing, Communities and Local Government","30","30","44580","44460"
"In post","2021","30-39","Declared non-disabled","Project Delivery","Ministry of Justice","160","160","37790","35290"
"In post","2021","30-39","Declared non-disabled","Project Delivery","National Crime Agency","5","5","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Project Delivery","Office for Standards in Education","10","10","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Project Delivery","Office of Gas and Electricity Markets","5","5","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Project Delivery","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Project Delivery","Scottish Government","45","40","31630","30160"
"In post","2021","30-39","Declared non-disabled","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Project Delivery","United Kingdom Statistics Authority","30","30","40510","36030"
"In post","2021","30-39","Declared non-disabled","Project Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Property","Cabinet Office","20","20","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Property","Department for Business, Energy and Industrial Strategy","15","15","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Property","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Property","Department for Education","40","40","46750","50130"
"In post","2021","30-39","Declared non-disabled","Property","Department for Environment, Food and Rural Affairs","60","60","35950","36520"
"In post","2021","30-39","Declared non-disabled","Property","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Property","Department for Transport","20","20","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Property","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Property","Foreign, Commonwealth and Development Office","80","80","37930","36760"
"In post","2021","30-39","Declared non-disabled","Property","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Property","HM Revenue and Customs","385","355","33700","32100"
"In post","2021","30-39","Declared non-disabled","Property","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Property","Ministry of Defence","220","215","33340","33300"
"In post","2021","30-39","Declared non-disabled","Property","Ministry of Justice","45","45","38780","36800"
"In post","2021","30-39","Declared non-disabled","Property","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Property","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Property","Other Cabinet Office Agencies","10","10","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Property","Scottish Government","135","130","29440","28120"
"In post","2021","30-39","Declared non-disabled","Property","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Security","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Security","Cabinet Office","75","75","39360","34590"
"In post","2021","30-39","Declared non-disabled","Security","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Security","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Security","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Security","Department for Business, Energy and Industrial Strategy","5","5","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Security","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Security","Department for Transport","20","20","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Security","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Security","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Security","Foreign, Commonwealth and Development Office","90","90","37360","34770"
"In post","2021","30-39","Declared non-disabled","Security","HM Revenue and Customs","10","10","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Security","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Security","Ministry of Defence","615","610","29910","26750"
"In post","2021","30-39","Declared non-disabled","Security","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Security","Ministry of Justice","125","125","37930","35680"
"In post","2021","30-39","Declared non-disabled","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Security","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Security","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Unknown","Attorney General's Departments","5","5","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Unknown","Charity Commission","30","30","32460","29160"
"In post","2021","30-39","Declared non-disabled","Unknown","Department for Business, Energy and Industrial Strategy","10","10","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Unknown","Department for Education","100","95","49630","50520"
"In post","2021","30-39","Declared non-disabled","Unknown","Department for Environment, Food and Rural Affairs","25","25","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Unknown","Department for Work and Pensions","11100","10145","27550","27570"
"In post","2021","30-39","Declared non-disabled","Unknown","Department of Health and Social Care","125","120","47510","41040"
"In post","2021","30-39","Declared non-disabled","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Unknown","Foreign, Commonwealth and Development Office","90","90","47730","44110"
"In post","2021","30-39","Declared non-disabled","Unknown","HM Treasury","5","5","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Unknown","Home Office","7210","6780","31930","26910"
"In post","2021","30-39","Declared non-disabled","Unknown","Ministry of Defence","1900","1810","32320","28370"
"In post","2021","30-39","Declared non-disabled","Unknown","Other Cabinet Office Agencies","10","10","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Unknown","Scotland Office","10","10","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Unknown","Scottish Government","1465","1405","39510","37620"
"In post","2021","30-39","Declared non-disabled","Unknown","Welsh Government","1110","1055","37640","37410"
"In post","2021","30-39","Undeclared","Analysis","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Analysis","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Analysis","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Analysis","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Analysis","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Analysis","Department for Transport","20","20","[c]","[c]"
"In post","2021","30-39","Undeclared","Analysis","Food Standards Agency","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Analysis","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Analysis","HM Revenue and Customs","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Analysis","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Analysis","Ministry of Defence","25","25","[c]","[c]"
"In post","2021","30-39","Undeclared","Analysis","Ministry of Justice","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Analysis","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Analysis","United Kingdom Statistics Authority","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Commercial","Cabinet Office","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Commercial","Department for Transport","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Commercial","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Commercial","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Commercial","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Commercial","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Commercial","Ministry of Defence","30","25","[c]","[c]"
"In post","2021","30-39","Undeclared","Commercial","Ministry of Justice","20","20","[c]","[c]"
"In post","2021","30-39","Undeclared","Commercial","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Commercial","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Communications","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Communications","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Communications","Department for Transport","20","20","[c]","[c]"
"In post","2021","30-39","Undeclared","Communications","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Communications","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Communications","Food Standards Agency","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Communications","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Communications","HM Revenue and Customs","45","45","27020","25560"
"In post","2021","30-39","Undeclared","Communications","Ministry of Defence","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Communications","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
