"Status","Year","Age","Disability","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","40-49","Unknown","Digital, Data & Technology","Ministry of Justice","30","[c]","54690","55850"
"New entrant CS","2021","40-49","Unknown","Digital, Data & Technology","National Crime Agency","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Digital, Data & Technology","Other Cabinet Office Agencies","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Digital, Data & Technology","United Kingdom Statistics Authority","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Finance","Department for Education","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Finance","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Finance","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Finance","Department of Health and Social Care","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Finance","HM Revenue and Customs","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Finance","Ministry of Defence","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Finance","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Finance","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Finance","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Human Resources","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Human Resources","Department for Education","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Human Resources","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Human Resources","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Human Resources","HM Revenue and Customs","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Human Resources","Ministry of Justice","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Human Resources","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Human Resources","Scottish Government","[c]","[c]","[c]","[c]"
