"Status","Year","Age","Ethnicity","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","30-39","Other ethnicity","Statistics","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Statistics","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Veterinarian","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Veterinarian","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Medicine","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Medicine","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Operational Delivery","AO","30","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Operational Delivery","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Operational Delivery","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Operational Research","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Operational Research","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Other","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Science and Engineering","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Science and Engineering","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Security","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Social Research","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Social Research","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Statistics","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Statistics","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Unknown","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Unknown","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Unknown","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Commercial","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Communications","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Communications","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Digital, Data and Technology","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Digital, Data and Technology","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Digital, Data and Technology","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Economics","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","International Trade","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","International Trade","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","International Trade","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Legal","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Medicine","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Medicine","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Medicine","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Medicine","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Medicine","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Medicine","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Medicine","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Operational Delivery","AA","65","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Operational Delivery","AO","250","[c]","21420","21050"
"Leaver CS","2021","30-39","Unknown","Operational Delivery","EO","55","[c]","27730","26320"
"Leaver CS","2021","30-39","Unknown","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Operational Delivery","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Operational Delivery","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Operational Delivery","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Operational Delivery","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Other","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Other","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Other","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Other","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Other","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Other","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Planning","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Policy","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Policy","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Policy","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Policy","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Policy","G7","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Policy","HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Policy","SEO","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Property","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Property","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Psychology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Psychology","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Psychology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Psychology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Science and Engineering","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Security","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Security","AO","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Social Research","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Statistics","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Unknown","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Unknown","AO","165","[c]","21170","21010"
"Leaver CS","2021","30-39","Unknown","Unknown","EO","165","[c]","28730","27570"
"Leaver CS","2021","30-39","Unknown","Unknown","G6","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Unknown","G7","40","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Unknown","HEO","40","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Unknown","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Unknown","SEO","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Unknown","Unknown","70","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Veterinarian","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Veterinarian","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Commercial","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Commercial","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Commercial","SEO","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Communications","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Communications","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Communications","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Communications","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Digital, Data and Technology","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Digital, Data and Technology","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Digital, Data and Technology","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Digital, Data and Technology","G7","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Digital, Data and Technology","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Digital, Data and Technology","SEO","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Economics","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Economics","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Economics","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Economics","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Finance","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Human Resources","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Human Resources","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Human Resources","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Human Resources","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Inspector of Education and Training","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","International Trade","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","International Trade","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","International Trade","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Legal","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Legal","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Legal","G7","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Legal","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Medicine","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Medicine","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Medicine","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Medicine","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Medicine","HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Medicine","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Medicine","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Operational Delivery","AA","60","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Operational Delivery","AO","415","[c]","21180","21010"
"Leaver CS","2021","30-39","White","Operational Delivery","EO","120","[c]","26760","25880"
