"Status","Year","Organisation","Profession_of_post","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","East of England","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","South East (England)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Commercial","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Digital, Data and Technology","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Digital, Data and Technology","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Digital, Data and Technology","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Operational Delivery","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Operational Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Operational Delivery","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Operational Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Operational Delivery","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Operational Delivery","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Operational Delivery","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Other","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Other","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Other","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Other","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Policy","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Policy","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Policy","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Policy","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Policy","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Project Delivery","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Project Delivery","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Project Delivery","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Statistics","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Statistics","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Statistics","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Commercial","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Commercial","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Communications","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Communications","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Communications","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Communications","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Digital, Data and Technology","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Digital, Data and Technology","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Digital, Data and Technology","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Economics","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Economics","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Economics","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Finance","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Finance","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Finance","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Human Resources","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Human Resources","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Human Resources","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Human Resources","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","International Trade","London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","International Trade","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","International Trade","London","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","International Trade","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","International Trade","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","International Trade","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","International Trade","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","International Trade","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","International Trade","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Operational Delivery","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Operational Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Operational Delivery","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Operational Delivery","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Other","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Other","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Other","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Other","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Other","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Other","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Planning","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Planning","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Planning","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Policy","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Policy","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Policy","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Policy","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Policy","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Policy","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Security","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Security","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Statistics","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Statistics","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Statistics","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Statistics","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","Communications","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","Human Resources","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","Human Resources","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","Unknown","London","Heterosexual / straight","45","[c]","42100","35430"
"Leaver CS","2021","Department for Transport (excl. agencies)","Unknown","London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","Unknown","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","Unknown","London","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","Unknown","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","Unknown","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","Unknown","South East (England)","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","Unknown","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","Unknown","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","Unknown","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","Unknown","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","Unknown","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","Unknown","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","Unknown","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","Unknown","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","Unknown","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","East Midlands (England)","Heterosexual / straight","130","[c]","25000","26120"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","East Midlands (England)","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","East Midlands (England)","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","East Midlands (England)","Unknown","90","[c]","24810","25080"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","East of England","Heterosexual / straight","140","[c]","26220","26000"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","East of England","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","East of England","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","East of England","Unknown","105","[c]","26570","27570"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","London","Heterosexual / straight","230","[c]","30800","31060"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","London","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","London","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","London","Unknown","220","[c]","33190","31060"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","North East (England)","Heterosexual / straight","280","[c]","25560","21010"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","North East (England)","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","North East (England)","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","North East (England)","Unknown","165","[c]","24730","21010"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","North West (England)","Heterosexual / straight","440","[c]","26200","21010"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","North West (England)","LGBO","30","[c]","24940","21010"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","North West (England)","Undeclared","40","[c]","24820","26890"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","North West (England)","Unknown","330","[c]","24830","21010"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","Scotland","Heterosexual / straight","215","[c]","24640","21010"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","Scotland","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","Scotland","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","Scotland","Unknown","120","[c]","24590","23250"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","South East (England)","Heterosexual / straight","195","[c]","26230","26120"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","South East (England)","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","South East (England)","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","South East (England)","Unknown","105","[c]","26560","27570"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","South West (England)","Heterosexual / straight","155","[c]","24300","21010"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","South West (England)","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","South West (England)","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","South West (England)","Unknown","100","[c]","25600","26890"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","Wales","Heterosexual / straight","130","[c]","25060","21010"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","Wales","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","Wales","Unknown","85","[c]","23700","21010"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","West Midlands (England)","Heterosexual / straight","170","[c]","25130","25490"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","West Midlands (England)","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","West Midlands (England)","Undeclared","35","[c]","26000","26120"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","West Midlands (England)","Unknown","105","[c]","25070","26120"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","Yorkshire and The Humber","Heterosexual / straight","250","[c]","28300","27570"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","Yorkshire and The Humber","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","Yorkshire and The Humber","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","Yorkshire and The Humber","Unknown","170","[c]","29400","27570"
"Leaver CS","2021","Department of Health and Social Care (excl. agencies)","Unknown","London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care (excl. agencies)","Unknown","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care (excl. agencies)","Unknown","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care (excl. agencies)","Unknown","London","Unknown","105","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care (excl. agencies)","Unknown","Yorkshire and The Humber","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care (excl. agencies)","Unknown","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care (excl. agencies)","Unknown","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care (excl. agencies)","Unknown","Yorkshire and The Humber","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2021","Disclosure Scotland","Unknown","Scotland","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Disclosure Scotland","Unknown","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Disclosure Scotland","Unknown","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Commercial","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Commercial","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Communications","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Communications","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Communications","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Digital, Data and Technology","Wales","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Digital, Data and Technology","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Digital, Data and Technology","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Digital, Data and Technology","Wales","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Finance","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Finance","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Finance","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Human Resources","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Human Resources","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Human Resources","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Medicine","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Medicine","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Medicine","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Operational Delivery","Wales","Heterosexual / straight","120","[c]","20400","21590"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Operational Delivery","Wales","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Operational Delivery","Wales","Undeclared","55","[c]","20100","21170"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Operational Delivery","Wales","Unknown","45","[c]","20490","21590"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Other","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Other","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Policy","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Policy","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Policy","Wales","Undeclared","[c]","[c]","[c]","[c]"
