"Status","Year","Age","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","60-64","HM Revenue and Customs","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs","Digital, Data and Technology","EO","25","20","27150","25560"
"In post","2021","60-64","HM Revenue and Customs","Digital, Data and Technology","G6/G7","25","20","56910","52770"
"In post","2021","60-64","HM Revenue and Customs","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs","Digital, Data and Technology","SEO/HEO","80","60","36190","35000"
"In post","2021","60-64","HM Revenue and Customs","Finance","AA/AO","80","50","20800","20140"
"In post","2021","60-64","HM Revenue and Customs","Finance","EO","25","20","27990","28130"
"In post","2021","60-64","HM Revenue and Customs","Finance","G6/G7","10","10","56000","52580"
"In post","2021","60-64","HM Revenue and Customs","Finance","SEO/HEO","30","25","39100","38630"
"In post","2021","60-64","HM Revenue and Customs","Human Resources","AA/AO","5","5","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs","Human Resources","EO","10","10","27240","28130"
"In post","2021","60-64","HM Revenue and Customs","Human Resources","G6/G7","5","5","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs","Human Resources","SEO/HEO","35","25","36800","35000"
"In post","2021","60-64","HM Revenue and Customs","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs","Intelligence Analysis","SEO/HEO","10","5","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs","International Trade","SEO/HEO","5","5","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs","Legal","AA/AO","25","25","22010","21440"
"In post","2021","60-64","HM Revenue and Customs","Legal","EO","80","60","28430","28130"
"In post","2021","60-64","HM Revenue and Customs","Legal","G6/G7","15","10","68010","68340"
"In post","2021","60-64","HM Revenue and Customs","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs","Legal","SEO/HEO","95","70","36910","35000"
"In post","2021","60-64","HM Revenue and Customs","Operational Delivery","AA/AO","2040","1525","21150","21440"
"In post","2021","60-64","HM Revenue and Customs","Operational Delivery","EO","735","540","27520","28130"
"In post","2021","60-64","HM Revenue and Customs","Operational Delivery","G6/G7","40","30","57280","53480"
"In post","2021","60-64","HM Revenue and Customs","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs","Operational Delivery","SEO/HEO","330","250","35160","35000"
"In post","2021","60-64","HM Revenue and Customs","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs","Other","EO","15","10","28480","28130"
"In post","2021","60-64","HM Revenue and Customs","Other","G6/G7","15","15","65340","64780"
"In post","2021","60-64","HM Revenue and Customs","Other","SEO/HEO","30","20","35920","35000"
"In post","2021","60-64","HM Revenue and Customs","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs","Policy","EO","5","5","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs","Policy","G6/G7","40","30","65570","62650"
"In post","2021","60-64","HM Revenue and Customs","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs","Policy","SEO/HEO","40","30","39790","39800"
"In post","2021","60-64","HM Revenue and Customs","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs","Project Delivery","EO","20","15","28490","28130"
"In post","2021","60-64","HM Revenue and Customs","Project Delivery","G6/G7","50","40","56550","52960"
"In post","2021","60-64","HM Revenue and Customs","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs","Project Delivery","SEO/HEO","80","65","37560","38630"
"In post","2021","60-64","HM Revenue and Customs","Property","AA/AO","15","15","21960","21100"
"In post","2021","60-64","HM Revenue and Customs","Property","EO","80","65","28100","27530"
"In post","2021","60-64","HM Revenue and Customs","Property","G6/G7","40","30","59580","57130"
"In post","2021","60-64","HM Revenue and Customs","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs","Property","SEO/HEO","105","85","40380","42900"
"In post","2021","60-64","HM Revenue and Customs","Security","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs","Security","SEO/HEO","10","10","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs","Statistics","SEO/HEO","5","5","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs","Tax","AA/AO","120","105","20720","20140"
"In post","2021","60-64","HM Revenue and Customs","Tax","EO","330","245","28130","28130"
"In post","2021","60-64","HM Revenue and Customs","Tax","G6/G7","210","160","61200","59160"
"In post","2021","60-64","HM Revenue and Customs","Tax","SCS level","10","5","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs","Tax","SEO/HEO","555","420","36480","35000"
"In post","2021","60-64","HM Revenue and Customs","Unknown","AA/AO","60","50","20360","20140"
"In post","2021","60-64","HM Revenue and Customs","Unknown","EO","10","10","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs","Unknown","G6/G7","10","5","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs","Unknown","SCS level","5","5","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs","Unknown","SEO/HEO","15","15","35080","32170"
"In post","2021","60-64","HM Treasury","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Treasury","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Treasury","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Treasury","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Treasury","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Treasury","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Treasury","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Treasury","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Treasury","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Treasury","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Treasury","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Treasury","Internal Audit","SEO/HEO","30","25","43860","44990"
"In post","2021","60-64","HM Treasury","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Treasury","Operational Delivery","EO","5","5","[c]","[c]"
"In post","2021","60-64","HM Treasury","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Treasury","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Treasury","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Treasury","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Treasury","Policy","G6/G7","5","5","[c]","[c]"
"In post","2021","60-64","HM Treasury","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Treasury","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Treasury","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Treasury","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Treasury","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Treasury","Tax","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Treasury","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Treasury","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Treasury","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Treasury","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Home Office","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Home Office","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Home Office","Commercial","SEO/HEO","5","5","[c]","[c]"
"In post","2021","60-64","Home Office","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Home Office","Counter Fraud","AA/AO","5","5","[c]","[c]"
"In post","2021","60-64","Home Office","Counter Fraud","EO","10","5","[c]","[c]"
"In post","2021","60-64","Home Office","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Home Office","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Home Office","Digital, Data and Technology","EO","5","5","[c]","[c]"
"In post","2021","60-64","Home Office","Digital, Data and Technology","G6/G7","35","35","64750","65290"
"In post","2021","60-64","Home Office","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Home Office","Digital, Data and Technology","SEO/HEO","30","30","40660","40720"
"In post","2021","60-64","Home Office","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Home Office","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Home Office","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Home Office","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Home Office","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Home Office","Finance","SEO/HEO","10","10","[c]","[c]"
"In post","2021","60-64","Home Office","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Home Office","Human Resources","EO","10","10","[c]","[c]"
"In post","2021","60-64","Home Office","Human Resources","G6/G7","10","10","[c]","[c]"
"In post","2021","60-64","Home Office","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Home Office","Human Resources","SEO/HEO","15","10","37630","37060"
"In post","2021","60-64","Home Office","Intelligence Analysis","AA/AO","15","10","22780","21430"
"In post","2021","60-64","Home Office","Intelligence Analysis","EO","55","45","27680","27370"
"In post","2021","60-64","Home Office","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Home Office","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Home Office","Intelligence Analysis","SEO/HEO","15","10","36150","34860"
"In post","2021","60-64","Home Office","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Home Office","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Home Office","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Home Office","Operational Delivery","AA/AO","715","580","22040","21430"
"In post","2021","60-64","Home Office","Operational Delivery","EO","700","520","28180","27370"
"In post","2021","60-64","Home Office","Operational Delivery","G6/G7","15","15","59870","57680"
"In post","2021","60-64","Home Office","Operational Delivery","SCS level","5","5","[c]","[c]"
"In post","2021","60-64","Home Office","Operational Delivery","SEO/HEO","215","170","36230","35200"
"In post","2021","60-64","Home Office","Other","AA/AO","45","40","22630","22210"
"In post","2021","60-64","Home Office","Other","EO","55","35","30530","29140"
"In post","2021","60-64","Home Office","Other","G6/G7","10","10","62320","62690"
"In post","2021","60-64","Home Office","Other","SEO/HEO","15","10","38950","37640"
"In post","2021","60-64","Home Office","Policy","EO","10","10","29470","29370"
"In post","2021","60-64","Home Office","Policy","G6/G7","20","20","62020","58900"
"In post","2021","60-64","Home Office","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Home Office","Policy","SEO/HEO","20","20","38460","37510"
"In post","2021","60-64","Home Office","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Home Office","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Home Office","Project Delivery","G6/G7","20","20","59860","57680"
"In post","2021","60-64","Home Office","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Home Office","Project Delivery","SEO/HEO","25","25","37070","36620"
"In post","2021","60-64","Home Office","Science and Engineering","G6/G7","10","5","67990","69580"
"In post","2021","60-64","Home Office","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Home Office","Security","AA/AO","25","25","22070","22210"
"In post","2021","60-64","Home Office","Security","EO","10","10","[c]","[c]"
