"Status","Year","Function_of_post","Organisation","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","No function","Driver and Vehicle Standards Agency","Department for Transport","Female","60","[c]","23230","21590"
"New entrant CS","2021","No function","Driver and Vehicle Standards Agency","Department for Transport","Male","125","[c]","26700","26580"
"New entrant CS","2021","No function","Education and Skills Funding Agency","Department for Education","Female","35","[c]","33350","29360"
"New entrant CS","2021","No function","Education and Skills Funding Agency","Department for Education","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","No function","ESTYN","ESTYN","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","ESTYN","ESTYN","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Food Standards Agency","Food Standards Agency","Female","35","[c]","32870","32350"
"New entrant CS","2021","No function","Food Standards Agency","Food Standards Agency","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","No function","Government Legal Department","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Government Legal Department","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Health and Safety Executive","Department for Work and Pensions","Female","90","[c]","31090","26370"
"New entrant CS","2021","No function","Health and Safety Executive","Department for Work and Pensions","Male","75","[c]","34180","26370"
"New entrant CS","2021","No function","HM Courts and Tribunals Service","Ministry of Justice","Female","1240","[c]","20530","19930"
"New entrant CS","2021","No function","HM Courts and Tribunals Service","Ministry of Justice","Male","690","[c]","21000","19930"
"New entrant CS","2021","No function","HM Land Registry","HM Land Registry","Female","315","[c]","22950","22350"
"New entrant CS","2021","No function","HM Land Registry","HM Land Registry","Male","210","[c]","22800","22350"
"New entrant CS","2021","No function","HM Prison and Probation Service","Ministry of Justice","Female","3140","[c]","23360","22850"
"New entrant CS","2021","No function","HM Prison and Probation Service","Ministry of Justice","Male","2510","[c]","24350","22850"
"New entrant CS","2021","No function","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Female","1095","[c]","21890","20140"
"New entrant CS","2021","No function","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Male","1045","[c]","22130","20140"
"New entrant CS","2021","No function","HM Treasury (excl. agencies)","HM Treasury","Female","160","[c]","31400","28500"
"New entrant CS","2021","No function","HM Treasury (excl. agencies)","HM Treasury","Male","165","[c]","33260","28500"
"New entrant CS","2021","No function","Insolvency Service","Department for Business, Energy and Industrial Strategy","Female","100","[c]","22100","20880"
"New entrant CS","2021","No function","Insolvency Service","Department for Business, Energy and Industrial Strategy","Male","75","[c]","22670","20880"
"New entrant CS","2021","No function","Institute for Apprenticeships and Technical Education","Department for Education","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","No function","Institute for Apprenticeships and Technical Education","Department for Education","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Legal Aid Agency","Ministry of Justice","Female","45","[c]","20600","18880"
"New entrant CS","2021","No function","Legal Aid Agency","Ministry of Justice","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","No function","Maritime and Coastguard Agency","Department for Transport","Female","55","[c]","27360","26240"
"New entrant CS","2021","No function","Maritime and Coastguard Agency","Department for Transport","Male","90","[c]","34020","30730"
"New entrant CS","2021","No function","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Met Office","Department for Business, Energy and Industrial Strategy","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Met Office","Department for Business, Energy and Industrial Strategy","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Female","110","[c]","36660","31190"
"New entrant CS","2021","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Male","90","[c]","40950","36340"
"New entrant CS","2021","No function","Ministry of Justice (excl. agencies)","Ministry of Justice","Female","140","[c]","32930","30990"
"New entrant CS","2021","No function","Ministry of Justice (excl. agencies)","Ministry of Justice","Male","75","[c]","31340","30850"
"New entrant CS","2021","No function","National Crime Agency","National Crime Agency","Female","465","[c]","32060","32260"
"New entrant CS","2021","No function","National Crime Agency","National Crime Agency","Male","430","[c]","35080","34140"
"New entrant CS","2021","No function","National Infrastructure Commission","HM Treasury","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","National Infrastructure Commission","HM Treasury","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","National Savings and Investments","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","National Savings and Investments","Chancellor's other departments","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Northern Ireland Office","Northern Ireland Office","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Northern Ireland Office","Northern Ireland Office","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Female","80","[c]","51850","46360"
"New entrant CS","2021","No function","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Male","40","[c]","59660","70500"
"New entrant CS","2021","No function","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Female","105","[c]","29190","25000"
"New entrant CS","2021","No function","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Male","130","[c]","32430","25750"
"New entrant CS","2021","No function","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Rail and Road","Office of Rail and Road","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Rail and Road","Office of Rail and Road","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of the Public Guardian","Ministry of Justice","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of the Public Guardian","Ministry of Justice","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Female","35","[c]","25450","21270"
"New entrant CS","2021","No function","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Male","35","[c]","29310","26050"
"New entrant CS","2021","No function","Public Health England","Department of Health and Social Care","Female","1410","[c]","33760","31370"
"New entrant CS","2021","No function","Public Health England","Department of Health and Social Care","Male","525","[c]","38290","32330"
"New entrant CS","2021","No function","Registers of Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Registers of Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Scottish Prison Service","Scottish Government","Female","105","[c]","21380","20810"
"New entrant CS","2021","No function","Scottish Prison Service","Scottish Government","Male","120","[c]","21660","20810"
"New entrant CS","2021","No function","Serious Fraud Office","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Serious Fraud Office","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Standards and Testing Agency","Department for Education","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Standards and Testing Agency","Department for Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Teaching Regulation Agency","Department for Education","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Teaching Regulation Agency","Department for Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","The National Archives","The National Archives","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","No function","The National Archives","The National Archives","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","No function","UK Hydrographic Office","Ministry of Defence","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","No function","UK Hydrographic Office","Ministry of Defence","Male","35","[c]","27680","20170"
"New entrant CS","2021","No function","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Female","80","[c]","25480","23320"
"New entrant CS","2021","No function","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Male","55","[c]","24850","23320"
"New entrant CS","2021","No function","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Female","200","[c]","27350","24200"
"New entrant CS","2021","No function","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Male","145","[c]","28950","29540"
"New entrant CS","2021","No function","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Vehicle Certification Agency","Department for Transport","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Vehicle Certification Agency","Department for Transport","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Wales Office","Wales Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Wales Office","Wales Office","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Water Services Regulation Authority","Water Services Regulation Authority","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Water Services Regulation Authority","Water Services Regulation Authority","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
