"Status","Year","Parent_department","Profession_of_post","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Cumbria","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Derbyshire and Nottinghamshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Devon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","East Anglia","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","East Wales","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","East Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Essex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Greater Manchester","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Hampshire and Isle of Wight","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Inner London - West","Heterosexual / straight","60","60","44860","40170"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Inner London - West","LGBO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Inner London - West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Inner London - West","Unknown","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Merseyside","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","North Yorkshire","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Northumberland and Tyne and Wear","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Northumberland and Tyne and Wear","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Northumberland and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Shropshire and Staffordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Surrey, East and West Sussex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Surrey, East and West Sussex","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Tees Valley and Durham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","West Midlands","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","West Wales and The Valleys","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","West Yorkshire","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Derbyshire and Nottinghamshire","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Devon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","East Anglia","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","East Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","East Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Essex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Greater Manchester","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Hampshire and Isle of Wight","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Inner London - West","Heterosexual / straight","50","50","40990","32310"
"In post","2021","Attorney General's Departments","Finance","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Inner London - West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Inner London - West","Unknown","10","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Merseyside","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","North Yorkshire","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Tees Valley and Durham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","West Yorkshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Derbyshire and Nottinghamshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Devon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Devon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","East Anglia","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","East Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","East Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Greater Manchester","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Hampshire and Isle of Wight","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Inner London - West","Heterosexual / straight","80","80","42340","34640"
"In post","2021","Attorney General's Departments","Human Resources","Inner London - West","LGBO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Inner London - West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Inner London - West","Unknown","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Lancashire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Leicestershire, Rutland and Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Merseyside","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","North Yorkshire","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Northumberland and Tyne and Wear","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Northumberland and Tyne and Wear","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Outer London - South","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","South Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","South Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Surrey, East and West Sussex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Surrey, East and West Sussex","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Tees Valley and Durham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","West Midlands","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","West Wales and The Valleys","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","West Yorkshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Knowledge and Information Management","Inner London - West","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Knowledge and Information Management","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Knowledge and Information Management","Inner London - West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Knowledge and Information Management","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Bedfordshire and Hertfordshire","Heterosexual / straight","70","65","54280","54580"
"In post","2021","Attorney General's Departments","Legal","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Bedfordshire and Hertfordshire","Unknown","20","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","45","45","55780","54150"
"In post","2021","Attorney General's Departments","Legal","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Berkshire, Buckinghamshire and Oxfordshire","Unknown","20","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Cheshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Cheshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Cornwall and Isles of Scilly","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Cumbria","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Cumbria","Unknown","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Derbyshire and Nottinghamshire","Heterosexual / straight","75","70","52390","49580"
"In post","2021","Attorney General's Departments","Legal","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Derbyshire and Nottinghamshire","Unknown","35","30","53510","55610"
"In post","2021","Attorney General's Departments","Legal","Devon","Heterosexual / straight","40","40","51730","55610"
"In post","2021","Attorney General's Departments","Legal","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Devon","Unknown","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","East Anglia","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","East Anglia","Unknown","15","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","East Wales","Heterosexual / straight","105","95","52000","49580"
"In post","2021","Attorney General's Departments","Legal","East Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","East Wales","Undeclared","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","East Wales","Unknown","40","35","53110","55610"
"In post","2021","Attorney General's Departments","Legal","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","East Yorkshire and Northern Lincolnshire","Unknown","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Essex","Heterosexual / straight","70","65","52000","51120"
"In post","2021","Attorney General's Departments","Legal","Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Essex","Unknown","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","70","65","51860","50460"
"In post","2021","Attorney General's Departments","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","40","35","54680","55610"
