"Status","Year","Function_of_post","Parent_department","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Human Resources","UK Export Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","UK Export Finance","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Human Resources","UK Export Finance","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","UK Supreme Court","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","UK Supreme Court","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","UK Supreme Court","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","UK Supreme Court","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","United Kingdom Statistics Authority","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","United Kingdom Statistics Authority","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","United Kingdom Statistics Authority","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","United Kingdom Statistics Authority","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","United Kingdom Statistics Authority","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Human Resources","United Kingdom Statistics Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","United Kingdom Statistics Authority","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","United Kingdom Statistics Authority","EO","Unknown","15","15","[c]","[c]"
"In post","2021","Human Resources","United Kingdom Statistics Authority","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Human Resources","United Kingdom Statistics Authority","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","United Kingdom Statistics Authority","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","United Kingdom Statistics Authority","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","United Kingdom Statistics Authority","G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Human Resources","United Kingdom Statistics Authority","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","United Kingdom Statistics Authority","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","United Kingdom Statistics Authority","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","United Kingdom Statistics Authority","HEO","Heterosexual / straight","45","45","30310","30130"
"In post","2021","Human Resources","United Kingdom Statistics Authority","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","United Kingdom Statistics Authority","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","United Kingdom Statistics Authority","HEO","Unknown","20","20","[c]","[c]"
"In post","2021","Human Resources","United Kingdom Statistics Authority","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","United Kingdom Statistics Authority","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","United Kingdom Statistics Authority","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","United Kingdom Statistics Authority","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","United Kingdom Statistics Authority","SEO","Heterosexual / straight","35","35","36750","36030"
"In post","2021","Human Resources","United Kingdom Statistics Authority","SEO","LGBO","5","5","[c]","[c]"
"In post","2021","Human Resources","United Kingdom Statistics Authority","SEO","Unknown","10","10","[c]","[c]"
"In post","2021","Human Resources","Wales Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Wales Office","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Wales Office","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Wales Office","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Water Services Regulation Authority","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Water Services Regulation Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Water Services Regulation Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Water Services Regulation Authority","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Water Services Regulation Authority","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Water Services Regulation Authority","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Human Resources","Water Services Regulation Authority","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Water Services Regulation Authority","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Water Services Regulation Authority","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Water Services Regulation Authority","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Welsh Government","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Welsh Government","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Welsh Government","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Welsh Government","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Welsh Government","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Welsh Government","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Welsh Government","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Welsh Government","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Welsh Government","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Welsh Government","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Welsh Government","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Welsh Government","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Business, Energy and Industrial Strategy","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Business, Energy and Industrial Strategy","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Business, Energy and Industrial Strategy","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Business, Energy and Industrial Strategy","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Business, Energy and Industrial Strategy","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Business, Energy and Industrial Strategy","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Business, Energy and Industrial Strategy","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Business, Energy and Industrial Strategy","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Business, Energy and Industrial Strategy","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Business, Energy and Industrial Strategy","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Business, Energy and Industrial Strategy","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Business, Energy and Industrial Strategy","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Education","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Education","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Environment, Food and Rural Affairs","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Environment, Food and Rural Affairs","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Environment, Food and Rural Affairs","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Environment, Food and Rural Affairs","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Transport","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Transport","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Transport","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Transport","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Transport","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Transport","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Transport","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Transport","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Transport","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Transport","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Transport","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Transport","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Transport","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Transport","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Internal Audit","Department for Transport","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Food Standards Agency","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Food Standards Agency","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Food Standards Agency","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Food Standards Agency","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Food Standards Agency","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Food Standards Agency","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Food Standards Agency","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Food Standards Agency","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office","HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office","HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office","SEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","HM Land Registry","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Internal Audit","HM Land Registry","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","HM Land Registry","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","HM Revenue and Customs","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","HM Revenue and Customs","AO","LGBO","[c]","[c]","[c]","[c]"
