"Status","Year","Age","Function_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","20-29","Unknown","SEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","SEO","Unknown","65","[c]","41100","41950"
"New entrant CS","2021","20-29","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Unknown","Unknown","110","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","G6","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","G7","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","G7","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","HEO","Heterosexual / straight","60","[c]","32650","31810"
"New entrant CS","2021","30-39","Analysis","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","HEO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","SEO","Heterosexual / straight","40","[c]","39280","38640"
"New entrant CS","2021","30-39","Analysis","SEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","SEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","G6","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","G7","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","G7","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","SCS level","Unknown","45","[c]","69240","68000"
"New entrant CS","2021","30-39","Commercial","SEO","Heterosexual / straight","35","[c]","41670","40320"
"New entrant CS","2021","30-39","Commercial","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","SEO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","EO","Heterosexual / straight","75","[c]","25540","25560"
"New entrant CS","2021","30-39","Communications","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","EO","Unknown","105","[c]","25540","25560"
"New entrant CS","2021","30-39","Communications","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","G7","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","G7","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","HEO","Heterosexual / straight","35","[c]","32370","31810"
"New entrant CS","2021","30-39","Communications","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","HEO","Unknown","35","[c]","32290","31810"
"New entrant CS","2021","30-39","Communications","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","SEO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","SEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Counter Fraud","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Counter Fraud","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Counter Fraud","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Counter Fraud","EO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Counter Fraud","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Counter Fraud","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Counter Fraud","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Counter Fraud","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Counter Fraud","HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Counter Fraud","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Counter Fraud","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Counter Fraud","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Debt","AO","Heterosexual / straight","50","[c]","20400","20140"
"New entrant CS","2021","30-39","Debt","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Debt","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Debt","AO","Unknown","150","[c]","20270","20140"
"New entrant CS","2021","30-39","Debt","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Debt","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Debt","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","AO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","EO","Heterosexual / straight","35","[c]","26530","26350"
"New entrant CS","2021","30-39","Digital, Data & Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","EO","Unknown","40","[c]","26750","26410"
"New entrant CS","2021","30-39","Digital, Data & Technology","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","G6","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","G7","Heterosexual / straight","85","[c]","56180","54700"
"New entrant CS","2021","30-39","Digital, Data & Technology","G7","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","G7","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","G7","Unknown","55","[c]","56780","54700"
"New entrant CS","2021","30-39","Digital, Data & Technology","HEO","Heterosexual / straight","65","[c]","32350","31810"
"New entrant CS","2021","30-39","Digital, Data & Technology","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","HEO","Unknown","55","[c]","33130","31810"
"New entrant CS","2021","30-39","Digital, Data & Technology","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","SEO","Heterosexual / straight","80","[c]","40640","40030"
"New entrant CS","2021","30-39","Digital, Data & Technology","SEO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","SEO","Unknown","50","[c]","40400","39280"
"New entrant CS","2021","30-39","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","AO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","G7","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","HEO","Heterosexual / straight","35","[c]","33070","33000"
"New entrant CS","2021","30-39","Finance","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","HEO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","SEO","Heterosexual / straight","35","[c]","39540","39110"
"New entrant CS","2021","30-39","Finance","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","SEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Grants Management","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Grants Management","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Grants Management","AO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Grants Management","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Grants Management","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Grants Management","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Grants Management","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Grants Management","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Grants Management","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Grants Management","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Grants Management","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","AA","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","AO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","AO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","EO","Heterosexual / straight","30","[c]","25990","26300"
"New entrant CS","2021","30-39","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","G7","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","G7","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","HEO","Heterosexual / straight","35","[c]","32400","31810"
"New entrant CS","2021","30-39","Human Resources","HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","SEO","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","SEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Internal Audit","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Internal Audit","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Internal Audit","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Internal Audit","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Internal Audit","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Internal Audit","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Internal Audit","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Internal Audit","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Internal Audit","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Internal Audit","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Internal Audit","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Internal Audit","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Internal Audit","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","AO","Heterosexual / straight","35","[c]","20520","20120"
"New entrant CS","2021","30-39","Legal","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","AO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","G7","Heterosexual / straight","115","[c]","51850","50520"
"New entrant CS","2021","30-39","Legal","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","G7","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","G7","Unknown","30","[c]","55240","55240"
"New entrant CS","2021","30-39","Legal","HEO","Heterosexual / straight","70","[c]","36850","38000"
"New entrant CS","2021","30-39","Legal","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","HEO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","SEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","AA","Heterosexual / straight","150","[c]","20510","20600"
"New entrant CS","2021","30-39","No function","AA","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","AA","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","AA","Unknown","165","[c]","20010","20600"
"New entrant CS","2021","30-39","No function","AO","Heterosexual / straight","890","[c]","22650","22350"
"New entrant CS","2021","30-39","No function","AO","LGBO","85","[c]","21960","21050"
"New entrant CS","2021","30-39","No function","AO","Undeclared","50","[c]","22260","21050"
"New entrant CS","2021","30-39","No function","AO","Unknown","795","[c]","22130","20810"
"New entrant CS","2021","30-39","No function","EO","Heterosexual / straight","400","[c]","27470","26410"
"New entrant CS","2021","30-39","No function","EO","LGBO","50","[c]","26580","25560"
"New entrant CS","2021","30-39","No function","EO","Undeclared","30","[c]","25750","25010"
"New entrant CS","2021","30-39","No function","EO","Unknown","180","[c]","25500","24920"
"New entrant CS","2021","30-39","No function","G6","Heterosexual / straight","40","[c]","65460","65380"
"New entrant CS","2021","30-39","No function","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","G6","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","G6","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","G7","Heterosexual / straight","205","[c]","54470","53360"
"New entrant CS","2021","30-39","No function","G7","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","G7","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","G7","Unknown","80","[c]","53420","53360"
"New entrant CS","2021","30-39","No function","HEO","Heterosexual / straight","425","[c]","32860","32330"
"New entrant CS","2021","30-39","No function","HEO","LGBO","50","[c]","32310","32790"
"New entrant CS","2021","30-39","No function","HEO","Undeclared","55","[c]","32690","32330"
"New entrant CS","2021","30-39","No function","HEO","Unknown","175","[c]","31600","31810"
"New entrant CS","2021","30-39","No function","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","SCS level","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","SEO","Heterosexual / straight","295","[c]","39330","38890"
"New entrant CS","2021","30-39","No function","SEO","LGBO","30","[c]","39430","38750"
"New entrant CS","2021","30-39","No function","SEO","Undeclared","40","[c]","39660","40050"
"New entrant CS","2021","30-39","No function","SEO","Unknown","100","[c]","38980","38750"
"New entrant CS","2021","30-39","No function","Unknown","Heterosexual / straight","215","[c]","23670","22920"
"New entrant CS","2021","30-39","No function","Unknown","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Unknown","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Unknown","Unknown","85","[c]","22430","22920"
"New entrant CS","2021","30-39","Project Delivery","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Project Delivery","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Project Delivery","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Project Delivery","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Project Delivery","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Project Delivery","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Project Delivery","EO","Heterosexual / straight","65","[c]","24680","26180"
"New entrant CS","2021","30-39","Project Delivery","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Project Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Project Delivery","EO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Project Delivery","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Project Delivery","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Project Delivery","G6","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Project Delivery","G7","Heterosexual / straight","45","[c]","52930","53500"
"New entrant CS","2021","30-39","Project Delivery","G7","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Project Delivery","G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Project Delivery","G7","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Project Delivery","HEO","Heterosexual / straight","105","[c]","31260","31500"
"New entrant CS","2021","30-39","Project Delivery","HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Project Delivery","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Project Delivery","HEO","Unknown","20","[c]","[c]","[c]"
