"Status","Year","Profession_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Communications","London","SEO/HEO","130","[c]","37920","38000"
"New entrant CS","2021","Communications","Outside London","AA/AO","25","[c]","20160","20500"
"New entrant CS","2021","Communications","Outside London","EO","50","[c]","24830","25000"
"New entrant CS","2021","Communications","Outside London","G6/G7","20","[c]","54170","50870"
"New entrant CS","2021","Communications","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Outside London","SEO/HEO","70","[c]","34200","32640"
"New entrant CS","2021","Corporate Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","EO","15","[c]","26590","26090"
"New entrant CS","2021","Counter Fraud","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","SEO/HEO","10","[c]","35840","34750"
"New entrant CS","2021","Counter Fraud","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Outside London","SEO/HEO","20","[c]","31830","31000"
"New entrant CS","2021","Digital, Data and Technology","London","AA/AO","20","[c]","21940","22860"
"New entrant CS","2021","Digital, Data and Technology","London","EO","45","[c]","28500","28080"
"New entrant CS","2021","Digital, Data and Technology","London","G6/G7","215","[c]","61180","59160"
"New entrant CS","2021","Digital, Data and Technology","London","SCS level","20","[c]","93870","92640"
"New entrant CS","2021","Digital, Data and Technology","London","SEO/HEO","275","[c]","39170","39030"
"New entrant CS","2021","Digital, Data and Technology","Outside London","AA/AO","75","[c]","21220","20920"
"New entrant CS","2021","Digital, Data and Technology","Outside London","EO","325","[c]","25950","25560"
"New entrant CS","2021","Digital, Data and Technology","Outside London","G6/G7","275","[c]","56050","53590"
"New entrant CS","2021","Digital, Data and Technology","Outside London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Outside London","SEO/HEO","585","[c]","36200","36030"
"New entrant CS","2021","Digital, Data and Technology","Outside London","Unknown","10","[c]","38200","38630"
"New entrant CS","2021","Digital, Data and Technology","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","London","AA/AO","55","[c]","23250","23310"
"New entrant CS","2021","Economics","London","EO","50","[c]","27380","27680"
"New entrant CS","2021","Economics","London","G6/G7","25","[c]","56070","54110"
"New entrant CS","2021","Economics","London","SEO/HEO","275","[c]","33370","32790"
"New entrant CS","2021","Economics","Outside London","AA/AO","30","[c]","19210","19130"
"New entrant CS","2021","Economics","Outside London","EO","15","[c]","23130","23050"
"New entrant CS","2021","Economics","Outside London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Outside London","SEO/HEO","25","[c]","32880","31810"
"New entrant CS","2021","Finance","London","AA/AO","10","[c]","22830","23000"
"New entrant CS","2021","Finance","London","EO","45","[c]","27210","27270"
"New entrant CS","2021","Finance","London","G6/G7","50","[c]","60950","60230"
"New entrant CS","2021","Finance","London","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","SEO/HEO","135","[c]","37600","35070"
"New entrant CS","2021","Finance","Outside London","AA/AO","85","[c]","20310","20500"
"New entrant CS","2021","Finance","Outside London","EO","130","[c]","23940","25000"
"New entrant CS","2021","Finance","Outside London","G6/G7","50","[c]","55830","55000"
"New entrant CS","2021","Finance","Outside London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Outside London","SEO/HEO","185","[c]","35770","36500"
"New entrant CS","2021","Finance","Outside London","Unknown","10","[c]","42410","45000"
"New entrant CS","2021","Finance","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","AA/AO","30","[c]","22550","22860"
"New entrant CS","2021","Human Resources","London","EO","70","[c]","27520","27270"
"New entrant CS","2021","Human Resources","London","G6/G7","40","[c]","60360","57430"
"New entrant CS","2021","Human Resources","London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","SEO/HEO","100","[c]","36510","35060"
"New entrant CS","2021","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","AA/AO","135","[c]","20590","20920"
"New entrant CS","2021","Human Resources","Outside London","EO","105","[c]","24800","25000"
"New entrant CS","2021","Human Resources","Outside London","G6/G7","65","[c]","55890","53500"
"New entrant CS","2021","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","SEO/HEO","155","[c]","33320","31810"
"New entrant CS","2021","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","London","G6/G7","15","[c]","73360","75500"
"New entrant CS","2021","Inspector of Education and Training","London","SEO/HEO","10","[c]","48360","46360"
"New entrant CS","2021","Inspector of Education and Training","Outside London","G6/G7","40","[c]","73290","75500"
"New entrant CS","2021","Inspector of Education and Training","Outside London","SEO/HEO","25","[c]","48480","46360"
"New entrant CS","2021","Intelligence Analysis","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","London","EO","15","[c]","28670","28700"
"New entrant CS","2021","Intelligence Analysis","London","G6/G7","45","[c]","59120","53360"
"New entrant CS","2021","Intelligence Analysis","London","SEO/HEO","20","[c]","35460","35500"
"New entrant CS","2021","Intelligence Analysis","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Outside London","EO","55","[c]","25670","24890"
"New entrant CS","2021","Intelligence Analysis","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Outside London","SEO/HEO","15","[c]","34090","33450"
"New entrant CS","2021","Internal Audit","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","London","SEO/HEO","10","[c]","42800","43160"
"New entrant CS","2021","Internal Audit","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Outside London","SEO/HEO","25","[c]","39240","39200"
"New entrant CS","2021","International Trade","London","AA/AO","15","[c]","18200","18200"
"New entrant CS","2021","International Trade","London","EO","20","[c]","26480","26250"
"New entrant CS","2021","International Trade","London","G6/G7","10","[c]","51270","51710"
"New entrant CS","2021","International Trade","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","London","SEO/HEO","65","[c]","33600","32120"
"New entrant CS","2021","International Trade","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Outside London","SEO/HEO","20","[c]","32360","31800"
"New entrant CS","2021","Knowledge and Information Management","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","London","SEO/HEO","30","[c]","36730","36330"
"New entrant CS","2021","Knowledge and Information Management","Outside London","AA/AO","20","[c]","20780","20920"
"New entrant CS","2021","Knowledge and Information Management","Outside London","EO","35","[c]","24370","25020"
"New entrant CS","2021","Knowledge and Information Management","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Outside London","SEO/HEO","60","[c]","34830","33000"
"New entrant CS","2021","Knowledge and Information Management","Outside London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","London","EO","55","[c]","29110","29280"
"New entrant CS","2021","Legal","London","G6/G7","215","[c]","55380","52500"
"New entrant CS","2021","Legal","London","SEO/HEO","135","[c]","38220","38620"
"New entrant CS","2021","Legal","Outside London","EO","100","[c]","25590","25560"
"New entrant CS","2021","Legal","Outside London","G6/G7","205","[c]","51740","50520"
"New entrant CS","2021","Legal","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Outside London","SEO/HEO","215","[c]","32620","33550"
"New entrant CS","2021","Legal","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","London","SCS level","30","[c]","91720","84670"
"New entrant CS","2021","Medicine","London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Outside London","AA/AO","45","[c]","21210","21240"
"New entrant CS","2021","Medicine","Outside London","EO","60","[c]","29710","30620"
"New entrant CS","2021","Medicine","Outside London","G6/G7","90","[c]","73830","76200"
"New entrant CS","2021","Medicine","Outside London","SCS level","30","[c]","93910","82100"
"New entrant CS","2021","Medicine","Outside London","SEO/HEO","115","[c]","36390","37890"
"New entrant CS","2021","Medicine","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","London","AA/AO","1405","[c]","24310","22680"
"New entrant CS","2021","Operational Delivery","London","EO","770","[c]","28550","27660"
"New entrant CS","2021","Operational Delivery","London","G6/G7","215","[c]","58230","55920"
"New entrant CS","2021","Operational Delivery","London","SCS level","15","[c]","99290","98450"
"New entrant CS","2021","Operational Delivery","London","SEO/HEO","825","[c]","36550","36340"
"New entrant CS","2021","Operational Delivery","London","Unknown","255","[c]","26280","26810"
"New entrant CS","2021","Operational Delivery","Outside London","AA/AO","8015","[c]","21420","20880"
"New entrant CS","2021","Operational Delivery","Outside London","EO","1955","[c]","26010","24880"
"New entrant CS","2021","Operational Delivery","Outside London","G6/G7","180","[c]","53780","51690"
"New entrant CS","2021","Operational Delivery","Outside London","SCS level","20","[c]","105440","1e+05"
"New entrant CS","2021","Operational Delivery","Outside London","SEO/HEO","1145","[c]","34020","31970"
"New entrant CS","2021","Operational Delivery","Outside London","Unknown","1195","[c]","22310","22920"
"New entrant CS","2021","Operational Delivery","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","London","EO","10","[c]","29350","28950"
"New entrant CS","2021","Operational Research","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","London","SEO/HEO","65","[c]","35750","36160"
"New entrant CS","2021","Operational Research","Outside London","AA/AO","10","[c]","19240","19130"
"New entrant CS","2021","Operational Research","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Outside London","SEO/HEO","20","[c]","32730","31810"
"New entrant CS","2021","Other","London","AA/AO","105","[c]","22670","22210"
"New entrant CS","2021","Other","London","EO","265","[c]","27410","27400"
"New entrant CS","2021","Other","London","G6/G7","65","[c]","61340","57460"
"New entrant CS","2021","Other","London","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Other","London","SEO/HEO","155","[c]","36920","35770"
"New entrant CS","2021","Other","Outside London","AA/AO","595","[c]","20410","20920"
"New entrant CS","2021","Other","Outside London","EO","365","[c]","24200","24880"
"New entrant CS","2021","Other","Outside London","G6/G7","35","[c]","60920","57000"
"New entrant CS","2021","Other","Outside London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Other","Outside London","SEO/HEO","190","[c]","33270","33000"
"New entrant CS","2021","Other","Outside London","Unknown","10","[c]","38610","38700"
"New entrant CS","2021","Other","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Overseas","SEO/HEO","15","[c]","37020","33000"
"New entrant CS","2021","Other","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Planning","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Policy","London","AA/AO","55","[c]","22270","22920"
"New entrant CS","2021","Policy","London","EO","455","[c]","27050","27680"
"New entrant CS","2021","Policy","London","G6/G7","435","[c]","56910","53420"
"New entrant CS","2021","Policy","London","SCS level","55","[c]","92870","85000"
"New entrant CS","2021","Policy","London","SEO/HEO","1515","[c]","34720","33570"
"New entrant CS","2021","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Outside London","AA/AO","45","[c]","20560","20500"
"New entrant CS","2021","Policy","Outside London","EO","140","[c]","24510","24920"
"New entrant CS","2021","Policy","Outside London","G6/G7","150","[c]","53260","49860"
"New entrant CS","2021","Policy","Outside London","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Outside London","SEO/HEO","465","[c]","32680","30730"
"New entrant CS","2021","Policy","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","London","AA/AO","10","[c]","23310","22520"
"New entrant CS","2021","Project Delivery","London","EO","40","[c]","27690","28180"
"New entrant CS","2021","Project Delivery","London","G6/G7","65","[c]","58910","57430"
"New entrant CS","2021","Project Delivery","London","SCS level","10","[c]","101060","88000"
"New entrant CS","2021","Project Delivery","London","SEO/HEO","175","[c]","37260","35050"
"New entrant CS","2021","Project Delivery","Outside London","AA/AO","40","[c]","21310","20920"
"New entrant CS","2021","Project Delivery","Outside London","EO","195","[c]","24510","26130"
"New entrant CS","2021","Project Delivery","Outside London","G6/G7","130","[c]","55060","53500"
"New entrant CS","2021","Project Delivery","Outside London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Outside London","SEO/HEO","450","[c]","35610","35900"
"New entrant CS","2021","Project Delivery","Outside London","Unknown","55","[c]","40080","40000"
"New entrant CS","2021","Project Delivery","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","London","EO","25","[c]","27950","27880"
"New entrant CS","2021","Property","London","G6/G7","15","[c]","59600","58550"
"New entrant CS","2021","Property","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","London","SEO/HEO","20","[c]","38530","36160"
"New entrant CS","2021","Property","Outside London","AA/AO","70","[c]","18990","18760"
"New entrant CS","2021","Property","Outside London","EO","110","[c]","25050","24820"
"New entrant CS","2021","Property","Outside London","G6/G7","50","[c]","56010","53500"
"New entrant CS","2021","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Outside London","SEO/HEO","190","[c]","34340","33000"
"New entrant CS","2021","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Overseas","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Outside London","AA/AO","15","[c]","19860","19530"
"New entrant CS","2021","Psychology","Outside London","EO","55","[c]","24810","24620"
"New entrant CS","2021","Psychology","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Outside London","SEO/HEO","45","[c]","29750","27700"
"New entrant CS","2021","Science and Engineering","London","AA/AO","35","[c]","23630","23530"
"New entrant CS","2021","Science and Engineering","London","EO","25","[c]","27840","26880"
"New entrant CS","2021","Science and Engineering","London","G6/G7","30","[c]","56630","54040"
"New entrant CS","2021","Science and Engineering","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","London","SEO/HEO","125","[c]","36490","36590"
"New entrant CS","2021","Science and Engineering","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Outside London","AA/AO","200","[c]","20610","20500"
"New entrant CS","2021","Science and Engineering","Outside London","EO","275","[c]","24720","26370"
"New entrant CS","2021","Science and Engineering","Outside London","G6/G7","55","[c]","54740","51590"
"New entrant CS","2021","Science and Engineering","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Outside London","SEO/HEO","475","[c]","34310","33000"
"New entrant CS","2021","Science and Engineering","Outside London","Unknown","85","[c]","31940","27540"
"New entrant CS","2021","Science and Engineering","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","London","AA/AO","50","[c]","27100","24220"
"New entrant CS","2021","Security","London","EO","15","[c]","30950","29970"
"New entrant CS","2021","Security","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Security","London","SEO/HEO","35","[c]","36600","34710"
"New entrant CS","2021","Security","Outside London","AA/AO","500","[c]","24780","23540"
"New entrant CS","2021","Security","Outside London","EO","70","[c]","26610","24620"
"New entrant CS","2021","Security","Outside London","G6/G7","15","[c]","56900","52050"
"New entrant CS","2021","Security","Outside London","SEO/HEO","60","[c]","34320","32700"
"New entrant CS","2021","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","London","SEO/HEO","90","[c]","35040","32540"
"New entrant CS","2021","Social Research","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Outside London","SEO/HEO","100","[c]","32180","29540"
"New entrant CS","2021","Statistics","London","AA/AO","20","[c]","23020","22300"
"New entrant CS","2021","Statistics","London","EO","50","[c]","28790","29570"
"New entrant CS","2021","Statistics","London","G6/G7","15","[c]","58160","57430"
"New entrant CS","2021","Statistics","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","London","SEO/HEO","105","[c]","35990","35060"
"New entrant CS","2021","Statistics","Outside London","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Outside London","EO","45","[c]","24500","23050"
"New entrant CS","2021","Statistics","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Outside London","SEO/HEO","115","[c]","32420","31750"
"New entrant CS","2021","Tax","London","AA/AO","25","[c]","24120","24120"
"New entrant CS","2021","Tax","London","EO","25","[c]","29570","29570"
"New entrant CS","2021","Tax","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","London","SEO/HEO","50","[c]","36190","36160"
"New entrant CS","2021","Tax","Outside London","AA/AO","2175","[c]","20140","20140"
"New entrant CS","2021","Tax","Outside London","EO","745","[c]","25500","25560"
"New entrant CS","2021","Tax","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Outside London","SEO/HEO","220","[c]","31830","31810"
"New entrant CS","2021","Unknown","London","AA/AO","620","[c]","24770","25110"
"New entrant CS","2021","Unknown","London","EO","2850","[c]","30700","31060"
"New entrant CS","2021","Unknown","London","G6/G7","280","[c]","61240","54700"
"New entrant CS","2021","Unknown","London","SCS level","155","[c]","86390","72430"
"New entrant CS","2021","Unknown","London","SEO/HEO","775","[c]","32460","32640"
"New entrant CS","2021","Unknown","London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Outside London","AA/AO","5820","[c]","21170","21010"
"New entrant CS","2021","Unknown","Outside London","EO","8555","[c]","27750","27570"
"New entrant CS","2021","Unknown","Outside London","G6/G7","405","[c]","57070","54540"
"New entrant CS","2021","Unknown","Outside London","SCS level","70","[c]","85370","74000"
"New entrant CS","2021","Unknown","Outside London","SEO/HEO","1045","[c]","34090","31990"
"New entrant CS","2021","Unknown","Outside London","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","AA/AO","100","[c]","21520","21010"
"New entrant CS","2021","Unknown","Unknown","EO","210","[c]","27610","27570"
"New entrant CS","2021","Unknown","Unknown","G6/G7","40","[c]","59140","54700"
"New entrant CS","2021","Unknown","Unknown","SCS level","15","[c]","97960","95000"
"New entrant CS","2021","Unknown","Unknown","SEO/HEO","170","[c]","31470","28000"
"New entrant CS","2021","Unknown","Unknown","Unknown","320","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Outside London","SEO/HEO","25","[c]","36240","35900"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Responsibility_level_grouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","",""
"","Responsibility_level_grouped combines the mapped grades into five broad responsibility levels. This is the headline measure for responsibility level for the Civil Service and is consistent with the published National Statistics.","","","","","","",""
"Region_london","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","",""
"","Region_london groups the ITL classifications into ""London"", ""Outside London"": all UK regions excluding London, ""Overseas"", and ""Unknown"".","","","","","","",""
"Profession_of_post","Professions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
"","The Department for Work and Pensions provided aggregated professions data for 2021, which are available in the Civil Service Statistics publication. However, figures in this browser are derived from individual level data and so are not available for this department in 2021.","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any professions information for their employees.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
