"Status","Year","Organisation","Parent_department","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Manchester","Male","60","60","30000","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","North Hampshire","Female","15","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","North Hampshire","Male","20","20","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Nottingham","Female","60","55","29660","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Nottingham","Male","35","35","29750","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Suffolk","Female","30","25","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Suffolk","Male","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Tyneside","Female","90","80","29580","26380"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Tyneside","Male","45","45","30700","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Westminster","Female","115","105","40100","38670"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Westminster","Male","90","90","45330","43750"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Aberdeen City and Aberdeenshire","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Aberdeen City and Aberdeenshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Berkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Berkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Bristol, City of","Female","30","30","28040","22360"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Bristol, City of","Male","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Caithness and Sutherland and Ross and Cromarty","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Caithness and Sutherland and Ross and Cromarty","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Cambridgeshire CC","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Cambridgeshire CC","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Cardiff and Vale of Glamorgan","Female","50","50","25340","21050"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Cardiff and Vale of Glamorgan","Male","35","35","31950","29800"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Central Hampshire","Female","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Central Hampshire","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Cheshire East","Female","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Cheshire East","Male","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","City of Edinburgh","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","City of Edinburgh","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","Female","30","30","33240","27850"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","Male","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Devon CC","Female","135","125","26050","21050"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Devon CC","Male","75","70","29510","24920"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Dorset CC","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Dorset CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Dumfries and Galloway","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Dumfries and Galloway","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Cumbria","Female","100","95","25540","21050"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Cumbria","Male","55","55","25810","21050"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Kent","Female","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Kent","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Lothian and Midlothian","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Lothian and Midlothian","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Riding of Yorkshire","Female","10","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Riding of Yorkshire","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Gloucestershire","Female","40","35","31270","29710"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Gloucestershire","Male","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Gwynedd","Female","50","40","26390","21050"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Gwynedd","Male","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Harrow and Hillingdon","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Harrow and Hillingdon","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Heart of Essex","Female","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Heart of Essex","Male","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Hertfordshire","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Hertfordshire","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Hounslow and Richmond upon Thames","Female","30","30","31620","31460"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Hounslow and Richmond upon Thames","Male","40","35","33280","31750"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Inverness and Nairn and Moray, Badenoch and Strathspey","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Inverness and Nairn and Moray, Badenoch and Strathspey","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Leeds","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Leeds","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Leicestershire CC and Rutland","Female","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Leicestershire CC and Rutland","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Lincolnshire","Female","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Lincolnshire","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Manchester","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Manchester","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Mid Kent","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Mid Kent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Mid Lancashire","Female","50","45","29720","25190"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Mid Lancashire","Male","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","North and West Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","North and West Norfolk","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","North Yorkshire CC","Female","65","60","29700","28100"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","North Yorkshire CC","Male","60","55","33410","29530"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Northumberland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Northumberland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Norwich and East Norfolk","Female","10","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Norwich and East Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Nottingham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Nottingham","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Oxfordshire","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Oxfordshire","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Perth and Kinross and Stirling","Female","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Perth and Kinross and Stirling","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Powys","Female","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Powys","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Scottish Borders","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Scottish Borders","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Shropshire CC","Female","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Shropshire CC","Male","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Somerset","Female","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Somerset","Male","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South and West Derbyshire","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South and West Derbyshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South Ayrshire","Female","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South Ayrshire","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South Lanarkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South Lanarkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South Nottinghamshire","Female","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South West Wales","Female","90","85","27520","25100"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South West Wales","Male","55","50","29110","25260"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Staffordshire CC","Female","40","35","25130","21050"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Staffordshire CC","Male","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Suffolk","Female","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Suffolk","Male","25","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Telford and Wrekin","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Telford and Wrekin","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Thurrock","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Thurrock","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Tyneside","Female","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Tyneside","Male","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","West Surrey","Female","330","310","31740","28430"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","West Surrey","Male","230","225","35350","32560"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","West Sussex (North East)","Female","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","West Sussex (North East)","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Westminster","Female","15","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Westminster","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Wiltshire","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Wiltshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Worcestershire","Female","100","90","27580","25260"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Worcestershire","Male","65","60","33280","31440"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","York","Female","35","35","23020","21050"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","York","Male","25","25","[c]","[c]"
"In post","2021","Attorney General's Office","Attorney General's Departments","Westminster","Female","30","25","[c]","[c]"
"In post","2021","Attorney General's Office","Attorney General's Departments","Westminster","Male","20","20","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Ards and North Down","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Ards and North Down","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","25","25","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Belfast","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Belfast","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Berkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Berkshire","Male","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Birmingham","Female","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Birmingham","Male","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Blackpool","Female","20","20","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Blackpool","Male","20","20","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Bradford","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Bradford","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Brighton and Hove","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Brighton and Hove","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Bristol, City of","Female","35","30","39300","37300"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Bristol, City of","Male","30","30","47420","49700"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Buckinghamshire CC","Female","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Buckinghamshire CC","Male","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Cambridgeshire CC","Female","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Cambridgeshire CC","Male","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Camden and City of London","Female","40","35","50970","54700"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Camden and City of London","Male","60","55","56290","56340"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Cardiff and Vale of Glamorgan","Female","20","20","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Cardiff and Vale of Glamorgan","Male","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Central Hampshire","Female","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Central Hampshire","Male","25","20","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","City of Edinburgh","Female","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","City of Edinburgh","Male","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Coventry","Female","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Coventry","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Croydon","Female","30","30","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Croydon","Male","20","20","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Darlington","Female","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Darlington","Male","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Devon CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Devon CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Dorset CC","Female","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Dorset CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","East Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","East Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Glasgow City","Female","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Glasgow City","Male","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Gloucestershire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Gloucestershire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Greater Manchester South East","Female","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Greater Manchester South East","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Greater Manchester South West","Female","100","95","44200","38410"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Greater Manchester South West","Male","70","70","46580","49700"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Hackney and Newham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Hackney and Newham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Harrow and Hillingdon","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Harrow and Hillingdon","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Hertfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Hertfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Lambeth","Female","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Lambeth","Male","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Lancaster and Wyre","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Lancaster and Wyre","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Leeds","Female","105","100","47700","40250"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Leeds","Male","85","80","46360","40250"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Lewisham and Southwark","Female","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Lewisham and Southwark","Male","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Liverpool","Female","60","55","46930","49700"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Liverpool","Male","65","65","51310","49700"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Manchester","Female","55","55","42720","33300"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Manchester","Male","40","40","51340","49700"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Medway","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Medway","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Mid Kent","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Mid Kent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Milton Keynes","Female","50","45","28550","26670"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Milton Keynes","Male","40","40","31660","33300"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Monmouthshire and Newport","Female","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Monmouthshire and Newport","Male","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","North Hampshire","Female","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","North Hampshire","Male","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","North Yorkshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","North Yorkshire CC","Male","[c]","[c]","[c]","[c]"
