"Status","Year","Ethnicity","Parent_department","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Attorney General's Departments","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","North West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","North West (England)","AO","10","10","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","North West (England)","G7","20","20","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","South East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","South East (England)","AO","5","5","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","South East (England)","G7","10","10","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","Wales","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","West Midlands (England)","AO","25","25","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","West Midlands (England)","EO","25","25","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","West Midlands (England)","G7","35","30","52380","51470"
"In post","2021","Asian","Attorney General's Departments","West Midlands (England)","HEO","5","5","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","West Midlands (England)","SEO","5","5","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","Yorkshire and The Humber","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","Yorkshire and The Humber","AO","5","5","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","Yorkshire and The Humber","EO","10","10","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","Yorkshire and The Humber","G7","25","25","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","Yorkshire and The Humber","HEO","10","10","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","East of England","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","London","AO","10","10","[c]","[c]"
"In post","2021","Asian","Cabinet Office","London","EO","70","70","28100","27500"
"In post","2021","Asian","Cabinet Office","London","G6","35","35","67740","66440"
"In post","2021","Asian","Cabinet Office","London","G7","130","130","56180","54700"
"In post","2021","Asian","Cabinet Office","London","HEO","95","95","35010","34550"
"In post","2021","Asian","Cabinet Office","London","SCS level","25","25","[c]","[c]"
"In post","2021","Asian","Cabinet Office","London","SEO","50","50","41430","40600"
"In post","2021","Asian","Cabinet Office","North East (England)","AO","5","5","[c]","[c]"
"In post","2021","Asian","Cabinet Office","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","North West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Northern Ireland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","South East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Unknown","HEO","10","10","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","London","EO","10","10","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","London","G6","5","5","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","London","G7","10","10","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","London","HEO","10","10","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","London","SEO","5","5","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","North West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","London","AO","5","5","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","London","EO","20","20","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","London","G6","15","15","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","London","G7","20","20","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","London","HEO","30","30","35430","34870"
"In post","2021","Asian","Competition and Markets Authority","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","London","SEO","10","10","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","East of England","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","East of England","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","London","AO","25","20","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","London","EO","70","70","28660","27690"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","London","G6","30","30","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","London","G7","115","115","55350","53600"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","London","HEO","130","130","34520","33640"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","London","SCS level","15","15","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","London","SEO","105","105","42210","40220"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","North East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","North East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","North West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","North West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","North West (England)","HEO","5","5","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","South East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","South East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","South West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","South West (England)","EO","[c]","[c]","[c]","[c]"
