"Status","Year","Disability","Ethnicity","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Unknown","Asian","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Derbyshire and Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Derbyshire and Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Devon","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Devon","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Devon","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Devon","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Devon","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Dorset and Somerset","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Dorset and Somerset","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Dorset and Somerset","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Dorset and Somerset","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Dorset and Somerset","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","East Anglia","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","East Anglia","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","East Anglia","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","East Anglia","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","East Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","East Wales","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","East Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","East Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","East Yorkshire and Northern Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","East Yorkshire and Northern Lincolnshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","East Yorkshire and Northern Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Essex","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Essex","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Essex","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Greater Manchester","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Greater Manchester","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Greater Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Hampshire and Isle of Wight","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Hampshire and Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Herefordshire, Worcestershire and Warwickshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Highlands and Islands","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Highlands and Islands","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Highlands and Islands","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Highlands and Islands","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Inner London - East","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Inner London - East","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Inner London - East","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Inner London - East","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Inner London - West","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Inner London - West","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Inner London - West","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Inner London - West","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Kent","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Kent","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Kent","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Lancashire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Lancashire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Leicestershire, Rutland and Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Leicestershire, Rutland and Northamptonshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Leicestershire, Rutland and Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Leicestershire, Rutland and Northamptonshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Merseyside","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Merseyside","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","North Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","North Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","North Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","North Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","North Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","North Yorkshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","North Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","North Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","North Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Northumberland and Tyne and Wear","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Northumberland and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Northumberland and Tyne and Wear","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Northumberland and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Northumberland and Tyne and Wear","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Northumberland and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Outer London - East and North East","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Outer London - East and North East","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Outer London - East and North East","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Outer London - South","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Outer London - South","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Outer London - South","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Outer London - South","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Outer London - South","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Outer London - West and North West","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Outer London - West and North West","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Outer London - West and North West","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Outer London - West and North West","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Outer London - West and North West","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Shropshire and Staffordshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Shropshire and Staffordshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Shropshire and Staffordshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Shropshire and Staffordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","South Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","South Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","South Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Southern Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Southern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Southern Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Southern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Surrey, East and West Sussex","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Surrey, East and West Sussex","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Tees Valley and Durham","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Tees Valley and Durham","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Tees Valley and Durham","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Tees Valley and Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","West Central Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","West Central Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","West Central Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","West Central Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","West Midlands","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","West Midlands","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","West Midlands","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","West Midlands","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","West Wales and The Valleys","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","West Wales and The Valleys","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","West Wales and The Valleys","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","West Wales and The Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","West Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","West Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","West Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","West Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Bedfordshire and Hertfordshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Berkshire, Buckinghamshire and Oxfordshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Cheshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Cheshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Cheshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Cornwall and Isles of Scilly","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Cumbria","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Derbyshire and Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Derbyshire and Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Devon","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Devon","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Devon","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Devon","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Devon","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Dorset and Somerset","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Dorset and Somerset","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Dorset and Somerset","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Dorset and Somerset","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Dorset and Somerset","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","East Anglia","EO","[c]","[c]","[c]","[c]"
