"Status","Year","Disability","Profession_of_post","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Undeclared","Finance","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","North Yorkshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Outer London - West and North West","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Outer London - West and North West","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","West Midlands","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","West Wales and The Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Hampshire and Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Inner London - East","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Inner London - East","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Inner London - West","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","West Wales and The Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Intelligence Analysis","East Anglia","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Intelligence Analysis","East Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Intelligence Analysis","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Intelligence Analysis","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Intelligence Analysis","North Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","East Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","Inner London - West","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","International Trade","Inner London - West","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Knowledge and Information Management","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Knowledge and Information Management","East Anglia","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Knowledge and Information Management","Inner London - East","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Knowledge and Information Management","West Midlands","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Inner London - West","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Inner London - West","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Medicine","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Medicine","Berkshire, Buckinghamshire and Oxfordshire","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Medicine","East Anglia","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Medicine","East Anglia","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Medicine","Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Medicine","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Medicine","Greater Manchester","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Medicine","Greater Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Medicine","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Medicine","Inner London - East","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Medicine","Inner London - East","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Medicine","Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Medicine","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Medicine","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Medicine","Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Medicine","Outer London - West and North West","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Medicine","Shropshire and Staffordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Medicine","South Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Medicine","Tees Valley and Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Medicine","West Wales and The Valleys","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Cheshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Derbyshire and Nottinghamshire","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Devon","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Devon","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Dorset and Somerset","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","East Anglia","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","East Anglia","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","East Anglia","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","East Anglia","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","East Anglia","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","East Wales","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","East Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","East Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","East Yorkshire and Northern Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","East Yorkshire and Northern Lincolnshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Essex","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Essex","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Greater Manchester","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Greater Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Hampshire and Isle of Wight","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Hampshire and Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Inner London - East","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Inner London - East","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Inner London - East","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Inner London - East","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Inner London - East","SEO/HEO","35","[c]","36720","38700"
"New entrant CS","2021","Undeclared","Operational Delivery","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Inner London - West","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Inner London - West","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Inner London - West","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Inner London - West","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Kent","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Kent","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Kent","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Kent","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Leicestershire, Rutland and Northamptonshire","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Merseyside","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","North Yorkshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","North Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","North Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Northumberland and Tyne and Wear","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Northumberland and Tyne and Wear","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Northumberland and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Outer London - East and North East","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Outer London - East and North East","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Outer London - South","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Outer London - West and North West","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Outer London - West and North West","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Outer London - West and North West","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Outer London - West and North West","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Shropshire and Staffordshire","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Shropshire and Staffordshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","South Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Surrey, East and West Sussex","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Surrey, East and West Sussex","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Tees Valley and Durham","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Tees Valley and Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","West Central Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","West Central Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","West Central Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","West Midlands","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","West Midlands","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","West Midlands","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","West Midlands","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","West Wales and The Valleys","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","West Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","West Yorkshire","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Research","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Research","Inner London - East","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Research","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Research","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","Devon","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","Dorset and Somerset","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","East Yorkshire and Northern Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","East Yorkshire and Northern Lincolnshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","Hampshire and Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","Inner London - West","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","Inner London - West","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","Northumberland and Tyne and Wear","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","Outer London - West and North West","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","Shropshire and Staffordshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","Surrey, East and West Sussex","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","West Midlands","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","West Midlands","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","West Wales and The Valleys","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Planning","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Policy","East Anglia","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Policy","East Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Policy","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Policy","Greater Manchester","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Policy","Greater Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Policy","Inner London - West","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Policy","Inner London - West","G6/G7","30","[c]","56540","54380"
"New entrant CS","2021","Undeclared","Policy","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Policy","Inner London - West","SEO/HEO","110","[c]","33430","33570"
"New entrant CS","2021","Undeclared","Policy","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Policy","North Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Policy","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Policy","Shropshire and Staffordshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Policy","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Policy","Surrey, East and West Sussex","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Policy","West Midlands","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Policy","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Policy","West Midlands","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Policy","West Wales and The Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Policy","West Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","East Anglia","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","Essex","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","Greater Manchester","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","Hampshire and Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","Inner London - West","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","Inner London - West","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
