"Status","Year","Disability","Ethnicity","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Chinese","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Digital, Data and Technology","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Digital, Data and Technology","EO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Digital, Data and Technology","G7","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Digital, Data and Technology","HEO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Digital, Data and Technology","SEO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Economics","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Economics","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Economics","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Economics","G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Economics","HEO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Economics","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Finance","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Finance","EO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Finance","G6","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Finance","G7","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Finance","HEO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Finance","SEO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Human Resources","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Human Resources","EO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Human Resources","G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Inspector of Education and Training","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Inspector of Education and Training","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Inspector of Education and Training","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Inspector of Education and Training","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Intelligence Analysis","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Intelligence Analysis","EO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Intelligence Analysis","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Internal Audit","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Internal Audit","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Internal Audit","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","International Trade","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","International Trade","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","International Trade","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","International Trade","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","International Trade","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Knowledge and Information Management","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Legal","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Legal","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Legal","EO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Legal","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Legal","G7","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Legal","HEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Legal","SEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Medicine","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Medicine","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Medicine","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Medicine","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Medicine","G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Medicine","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Medicine","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Medicine","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Operational Delivery","AA","15","10","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Operational Delivery","AO","110","100","22500","21430"
"In post","2021","Declared non-disabled","Chinese","Operational Delivery","EO","80","75","26490","25560"
"In post","2021","Declared non-disabled","Chinese","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Operational Delivery","G7","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Operational Delivery","HEO","30","30","33830","32750"
"In post","2021","Declared non-disabled","Chinese","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Operational Delivery","SEO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Operational Delivery","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Operational Research","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Operational Research","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Operational Research","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Operational Research","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Operational Research","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Operational Research","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Other","AA","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Other","AO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Other","EO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Other","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Other","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Other","HEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Other","SEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Planning","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Planning","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Planning","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Planning","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Planning","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Planning","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Planning Inspectors","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Planning Inspectors","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Planning Inspectors","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Policy","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Policy","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Policy","EO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Policy","G6","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Policy","G7","30","30","55290","53760"
"In post","2021","Declared non-disabled","Chinese","Policy","HEO","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Policy","SEO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Project Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Project Delivery","EO","[c]","[c]","[c]","[c]"
