"Status","Year","Disability","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","London","110","110","47390","40690"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","East Midlands (England)","30","30","38920","37030"
"In post","2021","Declared disabled","Department for Education","East of England","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","London","215","205","49700","45940"
"In post","2021","Declared disabled","Department for Education","North East (England)","75","75","36420","36500"
"In post","2021","Declared disabled","Department for Education","North West (England)","110","110","37750","35000"
"In post","2021","Declared disabled","Department for Education","South West (England)","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","West Midlands (England)","100","95","38920","36680"
"In post","2021","Declared disabled","Department for Education","Yorkshire and The Humber","155","150","37740","36500"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","East Midlands (England)","25","25","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","East of England","75","70","31800","29270"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","London","260","255","41640","38750"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","North East (England)","40","40","31320","29180"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","North West (England)","160","145","29940","25190"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Scotland","25","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","South East (England)","155","150","33410","30110"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","South West (England)","195","180","33550","29740"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Wales","45","40","27100","24920"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","West Midlands (England)","65","60","32840","29430"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","110","105","33070","30730"
"In post","2021","Declared disabled","Department for International Trade","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","London","170","170","44700","38540"
"In post","2021","Declared disabled","Department for International Trade","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Overseas","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","South East (England)","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","East Midlands (England)","95","90","31010","26780"
"In post","2021","Declared disabled","Department for Transport","East of England","40","35","29230","26780"
"In post","2021","Declared disabled","Department for Transport","London","220","215","43520","36650"
"In post","2021","Declared disabled","Department for Transport","North East (England)","25","25","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","North West (England)","40","35","28160","26780"
"In post","2021","Declared disabled","Department for Transport","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Scotland","25","25","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","South East (England)","120","115","32250","27680"
"In post","2021","Declared disabled","Department for Transport","South West (England)","60","55","31590","27470"
"In post","2021","Declared disabled","Department for Transport","Wales","700","580","24280","21590"
"In post","2021","Declared disabled","Department for Transport","West Midlands (England)","25","25","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Yorkshire and The Humber","35","30","27180","26780"
"In post","2021","Declared disabled","Department for Work and Pensions","East Midlands (England)","905","790","26380","27570"
"In post","2021","Declared disabled","Department for Work and Pensions","East of England","865","770","28150","27570"
"In post","2021","Declared disabled","Department for Work and Pensions","London","1560","1435","33390","31060"
"In post","2021","Declared disabled","Department for Work and Pensions","North East (England)","1540","1330","25910","27570"
"In post","2021","Declared disabled","Department for Work and Pensions","North West (England)","3070","2700","26470","27570"
"In post","2021","Declared disabled","Department for Work and Pensions","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","Scotland","1400","1220","25490","27570"
"In post","2021","Declared disabled","Department for Work and Pensions","South East (England)","1190","1045","27470","27570"
"In post","2021","Declared disabled","Department for Work and Pensions","South West (England)","1035","890","25930","27570"
"In post","2021","Declared disabled","Department for Work and Pensions","Unknown","140","130","30200","27570"
"In post","2021","Declared disabled","Department for Work and Pensions","Wales","965","855","25980","27570"
"In post","2021","Declared disabled","Department for Work and Pensions","West Midlands (England)","1335","1160","26200","27570"
"In post","2021","Declared disabled","Department for Work and Pensions","Yorkshire and The Humber","1535","1330","28190","27570"
"In post","2021","Declared disabled","Department of Health and Social Care","East Midlands (England)","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","East of England","35","30","36380","33090"
"In post","2021","Declared disabled","Department of Health and Social Care","London","245","230","44680","38910"
"In post","2021","Declared disabled","Department of Health and Social Care","North East (England)","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","North West (England)","35","35","32510","26910"
"In post","2021","Declared disabled","Department of Health and Social Care","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","South East (England)","30","30","43440","39000"
"In post","2021","Declared disabled","Department of Health and Social Care","South West (England)","55","50","35420","29070"
"In post","2021","Declared disabled","Department of Health and Social Care","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","West Midlands (England)","25","25","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","Yorkshire and The Humber","75","70","40190","36820"
"In post","2021","Declared disabled","ESTYN","Wales","10","10","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","London","25","25","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","North West (England)","5","5","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","London","420","410","45850","39010"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Overseas","165","165","49260","52550"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Scotland","120","110","36410","33930"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","South East (England)","95","95","33350","28700"
"In post","2021","Declared disabled","HM Land Registry","East Midlands (England)","65","60","30630","27130"
"In post","2021","Declared disabled","HM Land Registry","East of England","20","15","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","North East (England)","60","50","28310","27130"
"In post","2021","Declared disabled","HM Land Registry","North West (England)","75","65","28510","27130"
"In post","2021","Declared disabled","HM Land Registry","South West (England)","120","105","31060","27130"
"In post","2021","Declared disabled","HM Land Registry","Wales","50","40","29010","27130"
"In post","2021","Declared disabled","HM Land Registry","West Midlands (England)","60","50","31640","27130"
"In post","2021","Declared disabled","HM Land Registry","Yorkshire and The Humber","20","20","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs","East Midlands (England)","335","310","31850","31810"
"In post","2021","Declared disabled","HM Revenue and Customs","East of England","190","170","31530","28130"
"In post","2021","Declared disabled","HM Revenue and Customs","London","745","695","42400","37490"
"In post","2021","Declared disabled","HM Revenue and Customs","North East (England)","905","780","26580","21440"
"In post","2021","Declared disabled","HM Revenue and Customs","North West (England)","1200","1080","29880","25560"
"In post","2021","Declared disabled","HM Revenue and Customs","Northern Ireland","185","165","28210","25560"
"In post","2021","Declared disabled","HM Revenue and Customs","Scotland","625","545","26750","21440"
"In post","2021","Declared disabled","HM Revenue and Customs","South East (England)","250","220","30110","28130"
"In post","2021","Declared disabled","HM Revenue and Customs","South West (England)","165","150","33800","31810"
"In post","2021","Declared disabled","HM Revenue and Customs","Wales","385","345","29100","25560"
"In post","2021","Declared disabled","HM Revenue and Customs","West Midlands (England)","345","315","33480","31810"
"In post","2021","Declared disabled","HM Revenue and Customs","Yorkshire and The Humber","405","355","29480","25560"
"In post","2021","Declared disabled","HM Treasury","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","East of England","5","5","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","London","205","200","46630","42900"
"In post","2021","Declared disabled","HM Treasury","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","North West (England)","5","5","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","South West (England)","5","5","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2021","Declared disabled","Home Office","East Midlands (England)","10","10","[c]","[c]"
"In post","2021","Declared disabled","Home Office","East of England","160","145","25300","25040"
"In post","2021","Declared disabled","Home Office","London","1200","1110","37940","34630"
"In post","2021","Declared disabled","Home Office","North East (England)","130","110","24370","21430"
"In post","2021","Declared disabled","Home Office","North West (England)","645","585","26710","24890"
"In post","2021","Declared disabled","Home Office","Northern Ireland","45","40","26140","25310"
"In post","2021","Declared disabled","Home Office","Overseas","20","20","[c]","[c]"
"In post","2021","Declared disabled","Home Office","Scotland","100","90","25900","24890"
"In post","2021","Declared disabled","Home Office","South East (England)","260","235","27940","27370"
"In post","2021","Declared disabled","Home Office","South West (England)","25","25","[c]","[c]"
"In post","2021","Declared disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office","Wales","55","50","26840","25290"
"In post","2021","Declared disabled","Home Office","West Midlands (England)","85","80","27550","25900"
"In post","2021","Declared disabled","Home Office","Yorkshire and The Humber","335","310","28610","25040"
"In post","2021","Declared disabled","Ministry of Defence","East Midlands (England)","175","170","27550","25190"
"In post","2021","Declared disabled","Ministry of Defence","East of England","360","345","32920","33000"
"In post","2021","Declared disabled","Ministry of Defence","London","395","385","40420","37640"
"In post","2021","Declared disabled","Ministry of Defence","North East (England)","15","15","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Defence","North West (England)","210","195","28410","26350"
"In post","2021","Declared disabled","Ministry of Defence","Northern Ireland","80","80","24140","21770"
"In post","2021","Declared disabled","Ministry of Defence","Overseas","25","25","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Defence","Scotland","280","270","28200","22080"
"In post","2021","Declared disabled","Ministry of Defence","South East (England)","1010","975","32780","33000"
"In post","2021","Declared disabled","Ministry of Defence","South West (England)","2190","2100","35350","33300"
"In post","2021","Declared disabled","Ministry of Defence","Unknown","20","20","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Defence","Wales","90","85","26960","26670"
"In post","2021","Declared disabled","Ministry of Defence","West Midlands (England)","265","250","30160","27240"
"In post","2021","Declared disabled","Ministry of Defence","Yorkshire and The Humber","160","155","26650","22290"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","East of England","10","10","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","London","200","200","45490","40910"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","North West (England)","20","20","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","South West (England)","65","65","34400","30190"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","West Midlands (England)","15","15","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Justice","East Midlands (England)","915","850","27480","24000"
"In post","2021","Declared disabled","Ministry of Justice","East of England","710","655","28720","27850"
"In post","2021","Declared disabled","Ministry of Justice","London","1530","1465","34820","31390"
"In post","2021","Declared disabled","Ministry of Justice","North East (England)","485","450","28170","26300"
"In post","2021","Declared disabled","Ministry of Justice","North West (England)","1110","1015","28120","25300"
"In post","2021","Declared disabled","Ministry of Justice","Scotland","80","70","22690","21180"
"In post","2021","Declared disabled","Ministry of Justice","South East (England)","1050","990","29110","27380"
"In post","2021","Declared disabled","Ministry of Justice","South West (England)","630","575","28920","27150"
"In post","2021","Declared disabled","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Justice","Wales","465","430","27540","23860"
"In post","2021","Declared disabled","Ministry of Justice","West Midlands (England)","1080","1010","27370","23840"
"In post","2021","Declared disabled","Ministry of Justice","Yorkshire and The Humber","905","835","29120","26850"
"In post","2021","Declared disabled","National Crime Agency","East Midlands (England)","10","10","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","East of England","5","5","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","London","65","60","40420","36950"
"In post","2021","Declared disabled","National Crime Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","North West (England)","45","45","32980","32770"
"In post","2021","Declared disabled","National Crime Agency","Northern Ireland","5","5","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","South East (England)","15","15","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","South West (England)","15","15","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","West Midlands (England)","20","20","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","Northern Ireland","5","5","[c]","[c]"
"In post","2021","Declared disabled","Office for Standards in Education","East Midlands (England)","10","10","[c]","[c]"
"In post","2021","Declared disabled","Office for Standards in Education","East of England","10","10","[c]","[c]"
"In post","2021","Declared disabled","Office for Standards in Education","London","40","40","52870","51360"
"In post","2021","Declared disabled","Office for Standards in Education","North West (England)","40","35","34870","25880"
"In post","2021","Declared disabled","Office for Standards in Education","South West (England)","25","20","[c]","[c]"
"In post","2021","Declared disabled","Office for Standards in Education","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","Declared disabled","Office for Standards in Education","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","London","20","20","[c]","[c]"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","Scotland","35","30","35880","29000"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Qualifications and Examinations Regulation","West Midlands (England)","25","25","[c]","[c]"
"In post","2021","Declared disabled","Office of Rail and Road","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Office of Rail and Road","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Rail and Road","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Rail and Road","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Rail and Road","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Rail and Road","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other Cabinet Office Agencies","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other Cabinet Office Agencies","East of England","10","10","[c]","[c]"
"In post","2021","Declared disabled","Other Cabinet Office Agencies","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Other Cabinet Office Agencies","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other Cabinet Office Agencies","North West (England)","20","20","[c]","[c]"
"In post","2021","Declared disabled","Other Cabinet Office Agencies","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other Cabinet Office Agencies","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other Cabinet Office Agencies","Wales","10","10","[c]","[c]"
"In post","2021","Declared disabled","Other Cabinet Office Agencies","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other Cabinet Office Agencies","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","Declared disabled","Scotland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Government","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Government","Scotland","1735","1640","35980","33640"
"In post","2021","Declared disabled","The National Archives","London","35","30","29360","27690"
"In post","2021","Declared disabled","UK Export Finance","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","United Kingdom Statistics Authority","London","35","30","38400","32540"
"In post","2021","Declared disabled","United Kingdom Statistics Authority","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","United Kingdom Statistics Authority","South East (England)","270","220","29020","23650"
"In post","2021","Declared disabled","United Kingdom Statistics Authority","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","United Kingdom Statistics Authority","Wales","225","210","33680","31090"
"In post","2021","Declared disabled","Wales Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales Office","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","Declared disabled","Welsh Government","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Government","Wales","325","300","38660","37410"
"In post","2021","Declared non-disabled","Attorney General's Departments","East Midlands (England)","275","250","40700","38760"
"In post","2021","Declared non-disabled","Attorney General's Departments","East of England","340","300","42160","36240"
"In post","2021","Declared non-disabled","Attorney General's Departments","London","3285","3095","50320","51250"
"In post","2021","Declared non-disabled","Attorney General's Departments","North East (England)","230","205","39800","34480"
"In post","2021","Declared non-disabled","Attorney General's Departments","North West (England)","665","620","40090","33310"
"In post","2021","Declared non-disabled","Attorney General's Departments","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Attorney General's Departments","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Attorney General's Departments","South East (England)","420","385","44150","39750"
"In post","2021","Declared non-disabled","Attorney General's Departments","South West (England)","220","205","42250","48080"
"In post","2021","Declared non-disabled","Attorney General's Departments","Wales","255","235","41740","38760"
"In post","2021","Declared non-disabled","Attorney General's Departments","West Midlands (England)","360","335","40730","38000"
"In post","2021","Declared non-disabled","Attorney General's Departments","Yorkshire and The Humber","705","640","43310","48080"
"In post","2021","Declared non-disabled","Cabinet Office","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Cabinet Office","East of England","50","45","39840","33280"
"In post","2021","Declared non-disabled","Cabinet Office","London","3430","3375","52450","54700"
"In post","2021","Declared non-disabled","Cabinet Office","North East (England)","260","245","28780","24870"
"In post","2021","Declared non-disabled","Cabinet Office","North West (England)","150","145","44990","37300"
"In post","2021","Declared non-disabled","Cabinet Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Cabinet Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Cabinet Office","Scotland","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Cabinet Office","South East (England)","75","70","38930","33620"
"In post","2021","Declared non-disabled","Cabinet Office","South West (England)","65","60","43790","37300"
"In post","2021","Declared non-disabled","Cabinet Office","Unknown","125","125","42240","37190"
"In post","2021","Declared non-disabled","Cabinet Office","Wales","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Cabinet Office","West Midlands (England)","10","10","[c]","[c]"
