"Status","Year","Ethnicity","Parent_department","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Mixed","United Kingdom Statistics Authority","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","United Kingdom Statistics Authority","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Wales Office","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Wales Office","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Wales Office","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Wales Office","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Wales Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Wales Office","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Wales Office","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Wales Office","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Wales Office","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Wales Office","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Wales Office","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Wales Office","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Wales Office","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Wales Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Wales Office","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Wales Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Wales Office","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Wales Office","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Wales Office","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Wales Office","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Water Services Regulation Authority","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Water Services Regulation Authority","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Water Services Regulation Authority","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Water Services Regulation Authority","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Welsh Government","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Welsh Government","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Welsh Government","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Welsh Government","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Welsh Government","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Welsh Government","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Welsh Government","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Welsh Government","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Welsh Government","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Welsh Government","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Welsh Government","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Welsh Government","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Welsh Government","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Welsh Government","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Welsh Government","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Welsh Government","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Welsh Government","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Welsh Government","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Welsh Government","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Welsh Government","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Attorney General's Departments","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Attorney General's Departments","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Attorney General's Departments","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Attorney General's Departments","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Attorney General's Departments","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Attorney General's Departments","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Attorney General's Departments","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Attorney General's Departments","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Attorney General's Departments","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Attorney General's Departments","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Attorney General's Departments","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Attorney General's Departments","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Attorney General's Departments","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Attorney General's Departments","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Attorney General's Departments","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Attorney General's Departments","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Attorney General's Departments","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Attorney General's Departments","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Attorney General's Departments","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Attorney General's Departments","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Cabinet Office","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Cabinet Office","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Cabinet Office","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Cabinet Office","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Cabinet Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Cabinet Office","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Cabinet Office","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Cabinet Office","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Cabinet Office","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Cabinet Office","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Cabinet Office","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Cabinet Office","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Cabinet Office","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Cabinet Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Cabinet Office","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Cabinet Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Cabinet Office","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Cabinet Office","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Cabinet Office","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Cabinet Office","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Chancellor's other departments","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Chancellor's other departments","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Chancellor's other departments","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Chancellor's other departments","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Chancellor's other departments","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Chancellor's other departments","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Chancellor's other departments","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Chancellor's other departments","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Chancellor's other departments","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Chancellor's other departments","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Chancellor's other departments","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Chancellor's other departments","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Chancellor's other departments","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Chancellor's other departments","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Chancellor's other departments","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Chancellor's other departments","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Charity Commission","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Charity Commission","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Charity Commission","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Charity Commission","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Charity Commission","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Charity Commission","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Charity Commission","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Charity Commission","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Charity Commission","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Charity Commission","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Charity Commission","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Charity Commission","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Charity Commission","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Charity Commission","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Charity Commission","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Charity Commission","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Competition and Markets Authority","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Competition and Markets Authority","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Competition and Markets Authority","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Competition and Markets Authority","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Competition and Markets Authority","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Competition and Markets Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Competition and Markets Authority","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Competition and Markets Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Competition and Markets Authority","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Competition and Markets Authority","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Competition and Markets Authority","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Competition and Markets Authority","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Competition and Markets Authority","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Competition and Markets Authority","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Competition and Markets Authority","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Competition and Markets Authority","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Competition and Markets Authority","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Competition and Markets Authority","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Competition and Markets Authority","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Competition and Markets Authority","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Business, Energy and Industrial Strategy","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Business, Energy and Industrial Strategy","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Business, Energy and Industrial Strategy","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Business, Energy and Industrial Strategy","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Business, Energy and Industrial Strategy","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Business, Energy and Industrial Strategy","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Business, Energy and Industrial Strategy","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Business, Energy and Industrial Strategy","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Business, Energy and Industrial Strategy","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Business, Energy and Industrial Strategy","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Business, Energy and Industrial Strategy","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Business, Energy and Industrial Strategy","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Business, Energy and Industrial Strategy","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Business, Energy and Industrial Strategy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Business, Energy and Industrial Strategy","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Business, Energy and Industrial Strategy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Business, Energy and Industrial Strategy","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Business, Energy and Industrial Strategy","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Business, Energy and Industrial Strategy","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Business, Energy and Industrial Strategy","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Business, Energy and Industrial Strategy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Business, Energy and Industrial Strategy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Business, Energy and Industrial Strategy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Digital, Culture, Media and Sport","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Digital, Culture, Media and Sport","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Digital, Culture, Media and Sport","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Digital, Culture, Media and Sport","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Digital, Culture, Media and Sport","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Digital, Culture, Media and Sport","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Digital, Culture, Media and Sport","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Digital, Culture, Media and Sport","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Digital, Culture, Media and Sport","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Digital, Culture, Media and Sport","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Digital, Culture, Media and Sport","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Digital, Culture, Media and Sport","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Digital, Culture, Media and Sport","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Digital, Culture, Media and Sport","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Digital, Culture, Media and Sport","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Digital, Culture, Media and Sport","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Digital, Culture, Media and Sport","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Digital, Culture, Media and Sport","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Digital, Culture, Media and Sport","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Digital, Culture, Media and Sport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Education","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Education","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Education","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Education","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Education","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Education","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Education","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Education","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Education","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Education","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Education","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Education","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Education","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Education","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Education","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Education","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Education","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Education","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Education","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Education","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Education","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Education","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Education","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Environment, Food and Rural Affairs","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Environment, Food and Rural Affairs","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Environment, Food and Rural Affairs","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Environment, Food and Rural Affairs","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Environment, Food and Rural Affairs","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Environment, Food and Rural Affairs","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Environment, Food and Rural Affairs","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Environment, Food and Rural Affairs","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Environment, Food and Rural Affairs","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Environment, Food and Rural Affairs","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Environment, Food and Rural Affairs","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Environment, Food and Rural Affairs","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Environment, Food and Rural Affairs","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Environment, Food and Rural Affairs","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Environment, Food and Rural Affairs","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Environment, Food and Rural Affairs","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Environment, Food and Rural Affairs","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Environment, Food and Rural Affairs","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Environment, Food and Rural Affairs","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Environment, Food and Rural Affairs","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for International Trade","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for International Trade","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for International Trade","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for International Trade","AA/AO","Unknown","[c]","[c]","[c]","[c]"
