"Status","Year","Ethnicity","Parent_department","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Chancellor's other departments","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","G6/G7","Heterosexual / straight","30","30","66320","66030"
"In post","2021","Asian","Competition and Markets Authority","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","SEO/HEO","Heterosexual / straight","35","35","37290","34870"
"In post","2021","Asian","Competition and Markets Authority","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","AA/AO","Heterosexual / straight","60","55","21900","20880"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","AA/AO","Unknown","25","25","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","EO","Heterosexual / straight","95","90","27740","27680"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","EO","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","EO","Unknown","20","20","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","G6/G7","Heterosexual / straight","135","135","57490","53750"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","SEO/HEO","Heterosexual / straight","270","265","37460","36230"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","SEO/HEO","Unknown","25","25","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","G6/G7","Heterosexual / straight","45","45","58930","57540"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","SEO/HEO","Heterosexual / straight","45","45","37730","35220"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Asian","Department for Education","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","EO","Heterosexual / straight","120","115","26440","25000"
"In post","2021","Asian","Department for Education","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","Asian","Department for Education","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Department for Education","G6/G7","Heterosexual / straight","140","140","55710","53420"
"In post","2021","Asian","Department for Education","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Department for Education","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","G6/G7","Unknown","25","25","[c]","[c]"
"In post","2021","Asian","Department for Education","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Asian","Department for Education","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","SEO/HEO","Heterosexual / straight","320","315","35770","36500"
"In post","2021","Asian","Department for Education","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2021","Asian","Department for Education","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2021","Asian","Department for Education","SEO/HEO","Unknown","35","35","36750","37100"
"In post","2021","Asian","Department for Education","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","AA/AO","Heterosexual / straight","40","40","22260","21050"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","EO","Heterosexual / straight","65","60","27390","27960"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","EO","Unknown","10","5","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","G6/G7","Heterosexual / straight","55","55","56600","54650"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","SEO/HEO","Heterosexual / straight","140","135","35810","35820"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","EO","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Asian","Department for International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","G6/G7","Heterosexual / straight","60","60","53730","51970"
"In post","2021","Asian","Department for International Trade","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Asian","Department for International Trade","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","SEO/HEO","Heterosexual / straight","90","90","35040","34430"
"In post","2021","Asian","Department for International Trade","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Department for Transport","AA/AO","Heterosexual / straight","65","60","22700","21590"
"In post","2021","Asian","Department for Transport","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","AA/AO","Undeclared","10","5","[c]","[c]"
"In post","2021","Asian","Department for Transport","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Department for Transport","EO","Heterosexual / straight","90","90","28920","30120"
"In post","2021","Asian","Department for Transport","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","EO","Undeclared","20","15","[c]","[c]"
"In post","2021","Asian","Department for Transport","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Department for Transport","G6/G7","Heterosexual / straight","105","100","60970","56150"
"In post","2021","Asian","Department for Transport","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Department for Transport","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Asian","Department for Transport","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","SEO/HEO","Heterosexual / straight","185","180","40030","37660"
"In post","2021","Asian","Department for Transport","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Asian","Department for Transport","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions","AA/AO","Heterosexual / straight","1480","1280","21730","21010"
"In post","2021","Asian","Department for Work and Pensions","AA/AO","LGBO","40","35","22050","21010"
"In post","2021","Asian","Department for Work and Pensions","AA/AO","Undeclared","170","140","22040","21010"
"In post","2021","Asian","Department for Work and Pensions","AA/AO","Unknown","555","425","21780","21010"
"In post","2021","Asian","Department for Work and Pensions","EO","Heterosexual / straight","3490","3275","29020","27570"
"In post","2021","Asian","Department for Work and Pensions","EO","LGBO","70","65","29170","29290"
"In post","2021","Asian","Department for Work and Pensions","EO","Undeclared","220","195","29140","28240"
"In post","2021","Asian","Department for Work and Pensions","EO","Unknown","725","625","28880","27570"
"In post","2021","Asian","Department for Work and Pensions","G6/G7","Heterosexual / straight","90","85","57430","54070"
"In post","2021","Asian","Department for Work and Pensions","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions","SEO/HEO","Heterosexual / straight","410","395","37750","36650"
"In post","2021","Asian","Department for Work and Pensions","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions","SEO/HEO","Undeclared","20","20","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions","SEO/HEO","Unknown","85","85","35850","36650"
"In post","2021","Asian","Department of Health and Social Care","AA/AO","Heterosexual / straight","120","105","21900","22100"
"In post","2021","Asian","Department of Health and Social Care","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care","AA/AO","Undeclared","10","5","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care","AA/AO","Unknown","15","10","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care","EO","Heterosexual / straight","170","160","26760","27150"
"In post","2021","Asian","Department of Health and Social Care","EO","LGBO","10","10","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care","EO","Undeclared","15","15","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care","EO","Unknown","25","25","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care","G6/G7","Heterosexual / straight","150","145","57610","54290"
"In post","2021","Asian","Department of Health and Social Care","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care","G6/G7","Unknown","40","40","57560","53900"
"In post","2021","Asian","Department of Health and Social Care","SCS level","Heterosexual / straight","65","60","99550","98400"
"In post","2021","Asian","Department of Health and Social Care","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care","SCS level","Unknown","25","20","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care","SEO/HEO","Heterosexual / straight","365","355","35730","33870"
"In post","2021","Asian","Department of Health and Social Care","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care","SEO/HEO","Undeclared","35","35","37510","39110"
"In post","2021","Asian","Department of Health and Social Care","SEO/HEO","Unknown","70","70","38130","38930"
"In post","2021","Asian","ESTYN","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
