"Status","Year","Disability","Function_of_post","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","No function","Department for Education (excl. agencies)","SCS level","80","75","79130","74100"
"In post","2021","Declared non-disabled","No function","Department for Education (excl. agencies)","SEO/HEO","750","720","35570","36500"
"In post","2021","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","45","45","24290","24370"
"In post","2021","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","170","170","26980","27960"
"In post","2021","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","710","680","55350","53870"
"In post","2021","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","95","90","82120","76660"
"In post","2021","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","1070","1035","35200","35200"
"In post","2021","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Department for International Trade","AA/AO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Department for International Trade","EO","80","80","27410","26510"
"In post","2021","Declared non-disabled","No function","Department for International Trade","G6/G7","400","395","55840","53280"
"In post","2021","Declared non-disabled","No function","Department for International Trade","SCS level","90","85","85110","76000"
"In post","2021","Declared non-disabled","No function","Department for International Trade","SEO/HEO","400","395","35680","35560"
"In post","2021","Declared non-disabled","No function","Department for Transport (excl. agencies)","AA/AO","55","45","25470","25730"
"In post","2021","Declared non-disabled","No function","Department for Transport (excl. agencies)","EO","160","155","28860","30270"
"In post","2021","Declared non-disabled","No function","Department for Transport (excl. agencies)","G6/G7","540","530","61210","57130"
"In post","2021","Declared non-disabled","No function","Department for Transport (excl. agencies)","SCS level","100","95","87290","78730"
"In post","2021","Declared non-disabled","No function","Department for Transport (excl. agencies)","SEO/HEO","535","525","38560","36880"
"In post","2021","Declared non-disabled","No function","Department of Health and Social Care (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Department of Health and Social Care (excl. agencies)","EO","45","45","27850","27790"
"In post","2021","Declared non-disabled","No function","Department of Health and Social Care (excl. agencies)","G6/G7","235","225","58990","55740"
"In post","2021","Declared non-disabled","No function","Department of Health and Social Care (excl. agencies)","SCS level","65","60","80760","76180"
"In post","2021","Declared non-disabled","No function","Department of Health and Social Care (excl. agencies)","SEO/HEO","155","145","36970","37320"
"In post","2021","Declared non-disabled","No function","Driver and Vehicle Licensing Agency","AA/AO","2600","2190","20620","21590"
"In post","2021","Declared non-disabled","No function","Driver and Vehicle Licensing Agency","EO","410","385","26680","26780"
"In post","2021","Declared non-disabled","No function","Driver and Vehicle Licensing Agency","G6/G7","55","50","73820","83320"
"In post","2021","Declared non-disabled","No function","Driver and Vehicle Licensing Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Driver and Vehicle Licensing Agency","SEO/HEO","180","170","34660","32180"
"In post","2021","Declared non-disabled","No function","Driver and Vehicle Standards Agency","AA/AO","690","635","24830","26580"
"In post","2021","Declared non-disabled","No function","Driver and Vehicle Standards Agency","EO","1605","1485","28640","26780"
"In post","2021","Declared non-disabled","No function","Driver and Vehicle Standards Agency","G6/G7","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Driver and Vehicle Standards Agency","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Driver and Vehicle Standards Agency","SEO/HEO","425","415","34980","33350"
"In post","2021","Declared non-disabled","No function","Education and Skills Funding Agency","AA/AO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Education and Skills Funding Agency","EO","85","85","26160","26000"
"In post","2021","Declared non-disabled","No function","Education and Skills Funding Agency","G6/G7","350","340","55810","52500"
"In post","2021","Declared non-disabled","No function","Education and Skills Funding Agency","SCS level","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Education and Skills Funding Agency","SEO/HEO","505","490","34750","36500"
"In post","2021","Declared non-disabled","No function","ESTYN","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","ESTYN","EO","15","10","[c]","[c]"
"In post","2021","Declared non-disabled","No function","ESTYN","G6/G7","55","50","74200","74730"
"In post","2021","Declared non-disabled","No function","ESTYN","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Food Standards Agency","EO","305","290","27310","26750"
"In post","2021","Declared non-disabled","No function","Food Standards Agency","G6/G7","80","75","55990","56130"
"In post","2021","Declared non-disabled","No function","Food Standards Agency","SCS level","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Food Standards Agency","SEO/HEO","225","220","36180","37350"
"In post","2021","Declared non-disabled","No function","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","210","205","26290","24750"
"In post","2021","Declared non-disabled","No function","Foreign, Commonwealth and Development Office (excl. agencies)","EO","285","280","30700","30300"
"In post","2021","Declared non-disabled","No function","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","880","870","59950","58470"
"In post","2021","Declared non-disabled","No function","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","260","260","88430","78460"
"In post","2021","Declared non-disabled","No function","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","1110","1100","37280","36360"
"In post","2021","Declared non-disabled","No function","Government Actuary's Department","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Government Legal Department","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Government Legal Department","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Government Legal Department","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Government Property Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Government Property Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Government Property Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Health and Safety Executive","AA/AO","185","165","22210","22160"
"In post","2021","Declared non-disabled","No function","Health and Safety Executive","EO","285","270","27980","27570"
"In post","2021","Declared non-disabled","No function","Health and Safety Executive","G6/G7","340","325","61560","59150"
"In post","2021","Declared non-disabled","No function","Health and Safety Executive","SCS level","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Health and Safety Executive","SEO/HEO","910","865","45860","43710"
"In post","2021","Declared non-disabled","No function","HM Courts and Tribunals Service","AA/AO","7035","6090","20010","19930"
"In post","2021","Declared non-disabled","No function","HM Courts and Tribunals Service","EO","1890","1765","24010","23650"
"In post","2021","Declared non-disabled","No function","HM Courts and Tribunals Service","G6/G7","185","180","53120","52120"
"In post","2021","Declared non-disabled","No function","HM Courts and Tribunals Service","SCS level","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","No function","HM Courts and Tribunals Service","SEO/HEO","930","895","30890","30850"
"In post","2021","Declared non-disabled","No function","HM Courts and Tribunals Service","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","No function","HM Land Registry","AA/AO","370","340","22550","22350"
"In post","2021","Declared non-disabled","No function","HM Land Registry","EO","1425","1220","27250","27130"
"In post","2021","Declared non-disabled","No function","HM Land Registry","G6/G7","30","30","60310","56750"
"In post","2021","Declared non-disabled","No function","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","HM Land Registry","SEO/HEO","1145","1000","36000","33840"
"In post","2021","Declared non-disabled","No function","HM Prison and Probation Service","AA/AO","17955","17070","26240","25400"
"In post","2021","Declared non-disabled","No function","HM Prison and Probation Service","EO","3955","3805","30900","31610"
"In post","2021","Declared non-disabled","No function","HM Prison and Probation Service","G6/G7","430","425","74140","70320"
"In post","2021","Declared non-disabled","No function","HM Prison and Probation Service","SCS level","55","50","97740","1e+05"
"In post","2021","Declared non-disabled","No function","HM Prison and Probation Service","SEO/HEO","3910","3725","40630","38160"
"In post","2021","Declared non-disabled","No function","HM Prison and Probation Service","Unknown","8525","7875","30170","30210"
"In post","2021","Declared non-disabled","No function","HM Revenue and Customs (excl. agencies)","AA/AO","6570","5645","20650","20140"
"In post","2021","Declared non-disabled","No function","HM Revenue and Customs (excl. agencies)","EO","3315","2980","26270","25560"
"In post","2021","Declared non-disabled","No function","HM Revenue and Customs (excl. agencies)","G6/G7","1785","1710","56840","52580"
"In post","2021","Declared non-disabled","No function","HM Revenue and Customs (excl. agencies)","SCS level","105","100","82820","78000"
"In post","2021","Declared non-disabled","No function","HM Revenue and Customs (excl. agencies)","SEO/HEO","5015","4755","34270","31810"
"In post","2021","Declared non-disabled","No function","HM Treasury (excl. agencies)","AA/AO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","No function","HM Treasury (excl. agencies)","EO","120","120","27310","26780"
"In post","2021","Declared non-disabled","No function","HM Treasury (excl. agencies)","G6/G7","485","470","57840","55370"
"In post","2021","Declared non-disabled","No function","HM Treasury (excl. agencies)","SCS level","110","105","84580","77000"
"In post","2021","Declared non-disabled","No function","HM Treasury (excl. agencies)","SEO/HEO","395","395","34050","32320"
"In post","2021","Declared non-disabled","No function","Insolvency Service","AA/AO","295","270","21410","20880"
"In post","2021","Declared non-disabled","No function","Insolvency Service","EO","125","115","26200","26290"
"In post","2021","Declared non-disabled","No function","Insolvency Service","G6/G7","40","40","61180","57670"
"In post","2021","Declared non-disabled","No function","Insolvency Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Insolvency Service","SEO/HEO","265","255","38210","39170"
"In post","2021","Declared non-disabled","No function","Institute for Apprenticeships and Technical Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Institute for Apprenticeships and Technical Education","EO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Institute for Apprenticeships and Technical Education","G6/G7","75","75","55430","53680"
"In post","2021","Declared non-disabled","No function","Institute for Apprenticeships and Technical Education","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Institute for Apprenticeships and Technical Education","SEO/HEO","45","45","36960","36570"
"In post","2021","Declared non-disabled","No function","Legal Aid Agency","AA/AO","280","255","19710","19930"
"In post","2021","Declared non-disabled","No function","Legal Aid Agency","EO","230","215","23560","22570"
"In post","2021","Declared non-disabled","No function","Legal Aid Agency","G6/G7","35","35","55290","53380"
"In post","2021","Declared non-disabled","No function","Legal Aid Agency","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Legal Aid Agency","SEO/HEO","125","115","32200","31270"
"In post","2021","Declared non-disabled","No function","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Maritime and Coastguard Agency","AA/AO","140","125","24190","26590"
"In post","2021","Declared non-disabled","No function","Maritime and Coastguard Agency","EO","115","110","29110","29780"
"In post","2021","Declared non-disabled","No function","Maritime and Coastguard Agency","G6/G7","90","85","61620","60830"
"In post","2021","Declared non-disabled","No function","Maritime and Coastguard Agency","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Maritime and Coastguard Agency","SEO/HEO","305","295","42230","39470"
