"Status","Year","Age","Organisation","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","50-59","Cabinet Office (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Cabinet Office (excl. agencies)","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Cabinet Office (excl. agencies)","London","G6/G7","30","[c]","70990","64500"
"New entrant CS","2021","50-59","Cabinet Office (excl. agencies)","London","SCS level","35","[c]","94070","72250"
"New entrant CS","2021","50-59","Cabinet Office (excl. agencies)","London","SEO/HEO","15","[c]","37320","35590"
"New entrant CS","2021","50-59","Cabinet Office (excl. agencies)","Outside London","AA/AO","10","[c]","20670","20800"
"New entrant CS","2021","50-59","Cabinet Office (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Cabinet Office (excl. agencies)","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Cabinet Office (excl. agencies)","Outside London","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Cabinet Office (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Cabinet Office (excl. agencies)","Unknown","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Cabinet Office (excl. agencies)","Unknown","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Centre for Environment, Fisheries and Aquaculture Science","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Centre for Environment, Fisheries and Aquaculture Science","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Charity Commission","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Charity Commission","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Charity Commission","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Charity Commission","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Charity Commission","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Companies House","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Companies House","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Competition and Markets Authority","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Competition and Markets Authority","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Criminal Injuries Compensation Authority","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Criminal Injuries Compensation Authority","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Crown Commercial Service","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Crown Commercial Service","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Crown Commercial Service","Outside London","SEO/HEO","10","[c]","35760","35250"
"New entrant CS","2021","50-59","Crown Office and Procurator Fiscal Service","Outside London","AA/AO","10","[c]","20760","20760"
"New entrant CS","2021","50-59","Crown Office and Procurator Fiscal Service","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Crown Office and Procurator Fiscal Service","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Crown Prosecution Service","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Crown Prosecution Service","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Crown Prosecution Service","London","G6/G7","10","[c]","55700","55000"
"New entrant CS","2021","50-59","Crown Prosecution Service","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Crown Prosecution Service","Outside London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Crown Prosecution Service","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Crown Prosecution Service","Outside London","G6/G7","30","[c]","50420","48080"
"New entrant CS","2021","50-59","Crown Prosecution Service","Outside London","SEO/HEO","15","[c]","38870","38090"
"New entrant CS","2021","50-59","Debt Management Office","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Defence Equipment and Support","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Defence Equipment and Support","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Defence Equipment and Support","Outside London","EO","15","[c]","19500","19040"
"New entrant CS","2021","50-59","Defence Equipment and Support","Outside London","G6/G7","20","[c]","57690","55000"
"New entrant CS","2021","50-59","Defence Equipment and Support","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Defence Equipment and Support","Outside London","SEO/HEO","75","[c]","38140","40000"
"New entrant CS","2021","50-59","Defence Science and Technology Laboratory","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Defence Science and Technology Laboratory","Outside London","G6/G7","10","[c]","52000","47000"
"New entrant CS","2021","50-59","Defence Science and Technology Laboratory","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SEO/HEO","15","[c]","38260","40050"
"New entrant CS","2021","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Digital, Culture, Media and Sport","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Digital, Culture, Media and Sport","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Digital, Culture, Media and Sport","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Digital, Culture, Media and Sport","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Digital, Culture, Media and Sport","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Digital, Culture, Media and Sport","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Education (excl. agencies)","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Education (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Education (excl. agencies)","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Education (excl. agencies)","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Education (excl. agencies)","Outside London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Education (excl. agencies)","Outside London","SEO/HEO","15","[c]","32690","29360"
"New entrant CS","2021","50-59","Department for Education (excl. agencies)","Outside London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Education (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G6/G7","10","[c]","54440","52290"
"New entrant CS","2021","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SEO/HEO","10","[c]","35780","34640"
"New entrant CS","2021","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","EO","10","[c]","24970","24920"
"New entrant CS","2021","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","G6/G7","35","[c]","54880","52290"
"New entrant CS","2021","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SEO/HEO","40","[c]","33500","35900"
"New entrant CS","2021","50-59","Department for International Trade","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for International Trade","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for International Trade","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for International Trade","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for International Trade","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for International Trade","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for International Trade","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Transport (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Transport (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Transport (excl. agencies)","London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Transport (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Transport (excl. agencies)","London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Transport (excl. agencies)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Transport (excl. agencies)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Transport (excl. agencies)","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Work and Pensions (excl. agencies)","London","AA/AO","80","[c]","25100","25110"
"New entrant CS","2021","50-59","Department for Work and Pensions (excl. agencies)","London","EO","275","[c]","31050","31060"
"New entrant CS","2021","50-59","Department for Work and Pensions (excl. agencies)","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Work and Pensions (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Work and Pensions (excl. agencies)","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Work and Pensions (excl. agencies)","Outside London","AA/AO","780","[c]","21260","21010"
"New entrant CS","2021","50-59","Department for Work and Pensions (excl. agencies)","Outside London","EO","1575","[c]","27860","27570"
"New entrant CS","2021","50-59","Department for Work and Pensions (excl. agencies)","Outside London","G6/G7","25","[c]","58500","57750"
"New entrant CS","2021","50-59","Department for Work and Pensions (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Work and Pensions (excl. agencies)","Outside London","SEO/HEO","25","[c]","35380","35310"
"New entrant CS","2021","50-59","Department for Work and Pensions (excl. agencies)","Unknown","AA/AO","15","[c]","21690","21010"
"New entrant CS","2021","50-59","Department for Work and Pensions (excl. agencies)","Unknown","EO","40","[c]","27570","27570"
"New entrant CS","2021","50-59","Department for Work and Pensions (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Work and Pensions (excl. agencies)","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department of Health and Social Care (excl. agencies)","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department of Health and Social Care (excl. agencies)","London","G6/G7","25","[c]","58660","53360"
"New entrant CS","2021","50-59","Department of Health and Social Care (excl. agencies)","London","SCS level","10","[c]","85570","85000"
"New entrant CS","2021","50-59","Department of Health and Social Care (excl. agencies)","London","SEO/HEO","35","[c]","36400","32790"
"New entrant CS","2021","50-59","Department of Health and Social Care (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department of Health and Social Care (excl. agencies)","Outside London","G6/G7","25","[c]","56430","54480"
"New entrant CS","2021","50-59","Department of Health and Social Care (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department of Health and Social Care (excl. agencies)","Outside London","SEO/HEO","25","[c]","31760","28970"
"New entrant CS","2021","50-59","Disclosure Scotland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Driver and Vehicle Licensing Agency","Outside London","AA/AO","25","[c]","20290","21590"
"New entrant CS","2021","50-59","Driver and Vehicle Licensing Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Driver and Vehicle Licensing Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Driver and Vehicle Licensing Agency","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Driver and Vehicle Standards Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Driver and Vehicle Standards Agency","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Driver and Vehicle Standards Agency","Outside London","AA/AO","35","[c]","24420","26580"
"New entrant CS","2021","50-59","Driver and Vehicle Standards Agency","Outside London","EO","20","[c]","26440","26130"
"New entrant CS","2021","50-59","Driver and Vehicle Standards Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Driver and Vehicle Standards Agency","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Education and Skills Funding Agency","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Education and Skills Funding Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Education and Skills Funding Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Education Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Education Scotland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","ESTYN","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Food Standards Agency","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Food Standards Agency","London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Food Standards Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Food Standards Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Food Standards Agency","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Food Standards Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Food Standards Scotland","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Forestry and Land Scotland","Outside London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Forestry and Land Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Forestry and Land Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Forestry and Land Scotland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Government Actuary's Department","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Government Actuary's Department","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Government Internal Audit Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Government Internal Audit Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Government Internal Audit Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Government Legal Department","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Government Legal Department","London","G6/G7","20","[c]","58950","55760"
"New entrant CS","2021","50-59","Government Legal Department","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Government Property Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Government Property Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Government Property Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Government Property Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Health and Safety Executive","Outside London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Health and Safety Executive","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Health and Safety Executive","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Health and Safety Executive","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Courts and Tribunals Service","London","AA/AO","75","[c]","21440","21620"
"New entrant CS","2021","50-59","HM Courts and Tribunals Service","London","EO","10","[c]","25870","26410"
"New entrant CS","2021","50-59","HM Courts and Tribunals Service","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Courts and Tribunals Service","London","SEO/HEO","10","[c]","36230","33820"
"New entrant CS","2021","50-59","HM Courts and Tribunals Service","Outside London","AA/AO","190","[c]","18410","18880"
"New entrant CS","2021","50-59","HM Courts and Tribunals Service","Outside London","EO","20","[c]","21770","21170"
"New entrant CS","2021","50-59","HM Courts and Tribunals Service","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Courts and Tribunals Service","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Courts and Tribunals Service","Outside London","SEO/HEO","10","[c]","28570","26550"
"New entrant CS","2021","50-59","HM Courts and Tribunals Service","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Land Registry","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Land Registry","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Land Registry","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Land Registry","Outside London","AA/AO","60","[c]","22350","22350"
"New entrant CS","2021","50-59","HM Land Registry","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Land Registry","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Land Registry","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Prison and Probation Service","London","AA/AO","35","[c]","26510","25450"
"New entrant CS","2021","50-59","HM Prison and Probation Service","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Prison and Probation Service","London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Prison and Probation Service","London","Unknown","20","[c]","27860","26810"
"New entrant CS","2021","50-59","HM Prison and Probation Service","Outside London","AA/AO","320","[c]","21980","20600"
"New entrant CS","2021","50-59","HM Prison and Probation Service","Outside London","EO","30","[c]","26400","24620"
"New entrant CS","2021","50-59","HM Prison and Probation Service","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Prison and Probation Service","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Prison and Probation Service","Outside London","SEO/HEO","30","[c]","34890","32410"
"New entrant CS","2021","50-59","HM Prison and Probation Service","Outside London","Unknown","135","[c]","21470","18460"
"New entrant CS","2021","50-59","HM Revenue and Customs (excl. agencies)","London","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs (excl. agencies)","London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs (excl. agencies)","London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Outside London","AA/AO","295","[c]","20140","20140"
"New entrant CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Outside London","EO","70","[c]","25390","25560"
"New entrant CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Outside London","G6/G7","30","[c]","58780","55350"
"New entrant CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Outside London","SEO/HEO","60","[c]","34100","31810"
"New entrant CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Unknown","Unknown","65","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Treasury (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Treasury (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Treasury (excl. agencies)","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Treasury (excl. agencies)","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Treasury (excl. agencies)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Treasury (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Treasury (excl. agencies)","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Home Office (incl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Home Office (incl. agencies)","London","EO","20","[c]","28740","28650"
"New entrant CS","2021","50-59","Home Office (incl. agencies)","London","G6/G7","25","[c]","63260","57460"
"New entrant CS","2021","50-59","Home Office (incl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Home Office (incl. agencies)","London","SEO/HEO","25","[c]","41540","41950"
"New entrant CS","2021","50-59","Home Office (incl. agencies)","Outside London","AA/AO","40","[c]","21180","21430"
"New entrant CS","2021","50-59","Home Office (incl. agencies)","Outside London","EO","115","[c]","26140","24880"
"New entrant CS","2021","50-59","Home Office (incl. agencies)","Outside London","G6/G7","15","[c]","54880","52050"
"New entrant CS","2021","50-59","Home Office (incl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Home Office (incl. agencies)","Outside London","SEO/HEO","20","[c]","36300","37450"
"New entrant CS","2021","50-59","Home Office (incl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Home Office (incl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Insolvency Service","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Insolvency Service","Outside London","AA/AO","10","[c]","21160","20880"
"New entrant CS","2021","50-59","Insolvency Service","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Insolvency Service","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Insolvency Service","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Institute for Apprenticeships and Technical Education","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Institute for Apprenticeships and Technical Education","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Institute for Apprenticeships and Technical Education","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Institute for Apprenticeships and Technical Education","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Institute for Apprenticeships and Technical Education","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Legal Aid Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Legal Aid Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Maritime and Coastguard Agency","Outside London","AA/AO","10","[c]","22950","21590"
"New entrant CS","2021","50-59","Maritime and Coastguard Agency","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Maritime and Coastguard Agency","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Maritime and Coastguard Agency","Outside London","SEO/HEO","10","[c]","37420","38650"
"New entrant CS","2021","50-59","Medicines and Healthcare Products Regulatory Agency","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Medicines and Healthcare Products Regulatory Agency","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Medicines and Healthcare Products Regulatory Agency","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Medicines and Healthcare Products Regulatory Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Medicines and Healthcare Products Regulatory Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Medicines and Healthcare Products Regulatory Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Medicines and Healthcare Products Regulatory Agency","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Met Office","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Met Office","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Met Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Met Office","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence (excl. agencies)","London","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence (excl. agencies)","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence (excl. agencies)","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence (excl. agencies)","Outside London","AA/AO","315","[c]","22000","20920"
"New entrant CS","2021","50-59","Ministry of Defence (excl. agencies)","Outside London","EO","135","[c]","28000","26350"
"New entrant CS","2021","50-59","Ministry of Defence (excl. agencies)","Outside London","G6/G7","35","[c]","65060","54540"
