"Status","Year","Ethnicity","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Other ethnicity","Corporate Finance","AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Corporate Finance","G6","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data and Technology","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data and Technology","EO","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data and Technology","G7","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data and Technology","HEO","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data and Technology","SEO","25","25","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Economics","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Economics","AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Economics","G6","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Economics","G7","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Economics","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Economics","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","AO","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Finance","EO","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","G7","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Finance","HEO","15","10","[c]","[c]"
"In post","2021","Other ethnicity","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","SEO","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","AO","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","EO","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","HEO","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","SEO","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Inspector of Education and Training","G6","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Inspector of Education and Training","G7","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Inspector of Education and Training","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Inspector of Education and Training","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Intelligence Analysis","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Intelligence Analysis","EO","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Intelligence Analysis","G6","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","G6","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","International Trade","AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","International Trade","G6","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","International Trade","G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","International Trade","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","International Trade","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Knowledge and Information Management","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","EO","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Legal","G6","30","30","69270","66610"
"In post","2021","Other ethnicity","Legal","G7","55","50","55590","54010"
"In post","2021","Other ethnicity","Legal","HEO","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Legal","SCS level","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Legal","SEO","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Medicine","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Medicine","AO","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Medicine","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Medicine","G6","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Medicine","G7","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Medicine","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Medicine","SCS level","15","10","[c]","[c]"
"In post","2021","Other ethnicity","Medicine","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Operational Delivery","AA","40","35","21120","20600"
"In post","2021","Other ethnicity","Operational Delivery","AO","285","255","24610","22850"
"In post","2021","Other ethnicity","Operational Delivery","EO","230","220","28160","27460"
"In post","2021","Other ethnicity","Operational Delivery","G6","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Operational Delivery","G7","30","30","[c]","[c]"
"In post","2021","Other ethnicity","Operational Delivery","HEO","90","85","34140","33900"
"In post","2021","Other ethnicity","Operational Delivery","SCS level","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Operational Delivery","SEO","55","50","46850","41970"
"In post","2021","Other ethnicity","Operational Delivery","Unknown","60","60","30120","28690"
"In post","2021","Other ethnicity","Operational Research","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Operational Research","AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Operational Research","G6","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Operational Research","G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Operational Research","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Operational Research","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Other","AA","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Other","AO","20","20","[c]","[c]"
"In post","2021","Other ethnicity","Other","EO","35","35","26630","26670"
"In post","2021","Other ethnicity","Other","G6","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Other","G7","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Other","HEO","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Other","SEO","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Planning","AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Planning","G6","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Planning","G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Planning","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Planning","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Planning","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Planning Inspectors","G6","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Planning Inspectors","G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Planning Inspectors","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Policy","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Policy","AO","10","5","[c]","[c]"
"In post","2021","Other ethnicity","Policy","EO","35","35","28810","28500"
"In post","2021","Other ethnicity","Policy","G6","25","25","[c]","[c]"
"In post","2021","Other ethnicity","Policy","G7","70","70","55750","53820"
"In post","2021","Other ethnicity","Policy","HEO","75","75","34230","33870"
"In post","2021","Other ethnicity","Policy","SCS level","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Policy","SEO","40","40","41980","40730"
"In post","2021","Other ethnicity","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","EO","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","G7","20","20","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","HEO","25","25","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","SEO","20","20","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","G6","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","G7","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Property","HEO","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Psychology","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Psychology","AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Psychology","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Psychology","G6","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Psychology","G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Psychology","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Psychology","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","AO","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","EO","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","G6","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","G7","20","20","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","HEO","20","20","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","SEO","25","25","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","AA","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Security","AO","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Security","EO","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Security","G6","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Social Research","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Social Research","AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Social Research","G6","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Social Research","G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Social Research","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Social Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Social Research","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Statistics","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Statistics","AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Statistics","G6","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Statistics","G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Statistics","HEO","[c]","[c]","[c]","[c]"
