"Status","Year","Ethnicity","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Competition and Markets Authority","G6/G7","G7","20","20","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","SEO/HEO","HEO","30","30","35430","34870"
"In post","2021","Asian","Competition and Markets Authority","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","AA/AO","AA","10","10","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","AA/AO","AO","80","70","22180","20880"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","EO","EO","125","120","27610","27680"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","G6/G7","G6","30","30","68460","66540"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","G6/G7","G7","130","130","55030","53600"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","SCS level","SCS level","15","15","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","185","180","34030","33570"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","140","135","41780","40220"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","EO","EO","20","20","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","G6/G7","G7","40","40","56240","52130"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","50","50","37640","35090"
"In post","2021","Asian","Department for Education","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Asian","Department for Education","EO","EO","135","130","26530","25000"
"In post","2021","Asian","Department for Education","G6/G7","G6","40","40","65760","65370"
"In post","2021","Asian","Department for Education","G6/G7","G7","135","130","52200","50970"
"In post","2021","Asian","Department for Education","SCS level","SCS level","15","15","[c]","[c]"
"In post","2021","Asian","Department for Education","SEO/HEO","HEO","180","175","31860","31000"
"In post","2021","Asian","Department for Education","SEO/HEO","SEO","200","195","39370","40230"
"In post","2021","Asian","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","AA/AO","AO","60","60","22270","21050"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","EO","EO","75","70","27560","28170"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","G6/G7","G6","15","15","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","G6/G7","G7","45","45","53990","53800"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","80","80","32910","32600"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","65","65","39010","38750"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","EO","EO","30","30","27370","26510"
"In post","2021","Asian","Department for International Trade","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Asian","Department for International Trade","G6/G7","G7","55","55","52340","51970"
"In post","2021","Asian","Department for International Trade","SCS level","SCS level","15","15","[c]","[c]"
"In post","2021","Asian","Department for International Trade","SEO/HEO","HEO","50","50","32200","32120"
"In post","2021","Asian","Department for International Trade","SEO/HEO","SEO","50","50","38590","38540"
"In post","2021","Asian","Department for Transport","AA/AO","AA","10","10","[c]","[c]"
"In post","2021","Asian","Department for Transport","AA/AO","AO","70","65","23930","21590"
"In post","2021","Asian","Department for Transport","EO","EO","115","115","28950","29970"
"In post","2021","Asian","Department for Transport","G6/G7","G6","30","30","70670","66230"
"In post","2021","Asian","Department for Transport","G6/G7","G7","85","80","57130","54760"
"In post","2021","Asian","Department for Transport","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Asian","Department for Transport","SEO/HEO","HEO","110","105","34480","34930"
"In post","2021","Asian","Department for Transport","SEO/HEO","SEO","95","90","45900","43360"
"In post","2021","Asian","Department for Work and Pensions","AA/AO","AA","35","25","20130","20230"
"In post","2021","Asian","Department for Work and Pensions","AA/AO","AO","2205","1850","21800","21010"
"In post","2021","Asian","Department for Work and Pensions","EO","EO","4510","4165","29010","27570"
"In post","2021","Asian","Department for Work and Pensions","G6/G7","G6","20","20","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions","G6/G7","G7","90","90","54570","54070"
"In post","2021","Asian","Department for Work and Pensions","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions","SEO/HEO","HEO","370","355","35070","36040"
"In post","2021","Asian","Department for Work and Pensions","SEO/HEO","SEO","155","155","42890","39960"
"In post","2021","Asian","Department of Health and Social Care","AA/AO","AA","25","20","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care","AA/AO","AO","120","105","22260","22830"
"In post","2021","Asian","Department of Health and Social Care","EO","EO","220","210","26880","27150"
"In post","2021","Asian","Department of Health and Social Care","G6/G7","G6","55","55","68290","66870"
"In post","2021","Asian","Department of Health and Social Care","G6/G7","G7","160","155","54190","53620"
"In post","2021","Asian","Department of Health and Social Care","SCS level","SCS level","95","85","103970","99310"
"In post","2021","Asian","Department of Health and Social Care","SEO/HEO","HEO","270","260","32670","32790"
"In post","2021","Asian","Department of Health and Social Care","SEO/HEO","SEO","210","200","40750","40650"
"In post","2021","Asian","ESTYN","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Agency","EO","EO","10","10","[c]","[c]"
"In post","2021","Asian","Food Standards Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Agency","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Asian","Food Standards Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Agency","SEO/HEO","HEO","20","20","[c]","[c]"
"In post","2021","Asian","Food Standards Agency","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Asian","Foreign, Commonwealth and Development Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Foreign, Commonwealth and Development Office","AA/AO","AO","50","50","26980","28000"
"In post","2021","Asian","Foreign, Commonwealth and Development Office","EO","EO","100","100","30230","30500"
"In post","2021","Asian","Foreign, Commonwealth and Development Office","G6/G7","G6","40","40","67480","65710"
"In post","2021","Asian","Foreign, Commonwealth and Development Office","G6/G7","G7","90","90","55690","55620"
"In post","2021","Asian","Foreign, Commonwealth and Development Office","SCS level","SCS level","20","20","[c]","[c]"
"In post","2021","Asian","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","135","130","36070","36360"
"In post","2021","Asian","Foreign, Commonwealth and Development Office","SEO/HEO","SEO","35","35","43730","42590"
"In post","2021","Asian","Foreign, Commonwealth and Development Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Land Registry","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Land Registry","AA/AO","AO","75","70","22900","22350"
"In post","2021","Asian","HM Land Registry","EO","EO","70","60","27940","27130"
"In post","2021","Asian","HM Land Registry","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Land Registry","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","Asian","HM Land Registry","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Land Registry","SEO/HEO","HEO","30","30","35250","33840"
"In post","2021","Asian","HM Land Registry","SEO/HEO","SEO","20","20","[c]","[c]"
"In post","2021","Asian","HM Revenue and Customs","AA/AO","AA","30","25","[c]","[c]"
"In post","2021","Asian","HM Revenue and Customs","AA/AO","AO","1385","1210","21150","20140"
"In post","2021","Asian","HM Revenue and Customs","EO","EO","1080","1025","27270","25560"
"In post","2021","Asian","HM Revenue and Customs","G6/G7","G6","75","75","68040","71290"
"In post","2021","Asian","HM Revenue and Customs","G6/G7","G7","315","310","54900","52600"
"In post","2021","Asian","HM Revenue and Customs","SCS level","SCS level","20","20","[c]","[c]"
"In post","2021","Asian","HM Revenue and Customs","SEO/HEO","HEO","1090","1055","33570","31810"
"In post","2021","Asian","HM Revenue and Customs","SEO/HEO","SEO","390","385","39930","38630"
"In post","2021","Asian","HM Treasury","AA/AO","AO","10","10","[c]","[c]"
"In post","2021","Asian","HM Treasury","EO","EO","35","35","26910","26860"
"In post","2021","Asian","HM Treasury","G6/G7","G6","35","35","69060","65540"
"In post","2021","Asian","HM Treasury","G6/G7","G7","60","60","55300","53210"
"In post","2021","Asian","HM Treasury","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Asian","HM Treasury","SEO/HEO","HEO","105","105","35110","33890"
"In post","2021","Asian","HM Treasury","SEO/HEO","SEO","20","20","[c]","[c]"
"In post","2021","Asian","Home Office","AA/AO","AA","150","130","21320","22210"
"In post","2021","Asian","Home Office","AA/AO","AO","1065","935","23700","25630"
"In post","2021","Asian","Home Office","EO","EO","1880","1735","28090","28760"
"In post","2021","Asian","Home Office","G6/G7","G6","50","50","70760","68940"
"In post","2021","Asian","Home Office","G6/G7","G7","220","220","59000","57680"
"In post","2021","Asian","Home Office","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Asian","Home Office","SEO/HEO","HEO","680","650","34740","35070"
"In post","2021","Asian","Home Office","SEO/HEO","SEO","405","400","42630","42170"
"In post","2021","Asian","Home Office","Unknown","Unknown","35","35","[c]","[c]"
"In post","2021","Asian","Ministry of Defence","AA/AO","AA","110","105","20200","19560"
"In post","2021","Asian","Ministry of Defence","AA/AO","AO","225","215","24110","22550"
"In post","2021","Asian","Ministry of Defence","EO","EO","270","260","26200","26670"
"In post","2021","Asian","Ministry of Defence","G6/G7","G6","30","25","[c]","[c]"
"In post","2021","Asian","Ministry of Defence","G6/G7","G7","100","100","60100","57230"
"In post","2021","Asian","Ministry of Defence","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Asian","Ministry of Defence","SEO/HEO","HEO","295","290","33590","33300"
"In post","2021","Asian","Ministry of Defence","SEO/HEO","SEO","250","245","42960","42200"
"In post","2021","Asian","Ministry of Defence","Unknown","Unknown","50","50","36620","33200"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","AA/AO","AO","10","10","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","EO","EO","40","40","28720","27850"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","G6/G7","G6","15","15","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","G6/G7","G7","50","50","52800","53130"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","SEO/HEO","HEO","70","65","33700","33210"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","SEO/HEO","SEO","35","35","39610","39600"
"In post","2021","Asian","Ministry of Justice","AA/AO","AA","245","225","20630","20600"
"In post","2021","Asian","Ministry of Justice","AA/AO","AO","1630","1480","22750","21180"
"In post","2021","Asian","Ministry of Justice","EO","EO","565","540","25800","26410"
"In post","2021","Asian","Ministry of Justice","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Asian","Ministry of Justice","G6/G7","G7","155","150","58920","58130"
"In post","2021","Asian","Ministry of Justice","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Asian","Ministry of Justice","SEO/HEO","HEO","465","425","32750","31330"
"In post","2021","Asian","Ministry of Justice","SEO/HEO","SEO","350","340","42570","41260"
"In post","2021","Asian","Ministry of Justice","Unknown","Unknown","525","485","29300","28200"
"In post","2021","Asian","National Crime Agency","AA/AO","AO","40","40","23500","24220"
"In post","2021","Asian","National Crime Agency","EO","EO","110","105","33520","32770"
"In post","2021","Asian","National Crime Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Crime Agency","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Asian","National Crime Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Crime Agency","SEO/HEO","HEO","65","60","41170","40170"
"In post","2021","Asian","National Crime Agency","SEO/HEO","SEO","20","20","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office for Standards in Education","AA/AO","AO","15","15","[c]","[c]"
"In post","2021","Asian","Office for Standards in Education","EO","EO","15","15","[c]","[c]"
"In post","2021","Asian","Office for Standards in Education","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office for Standards in Education","G6/G7","G7","15","15","[c]","[c]"
"In post","2021","Asian","Office for Standards in Education","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office for Standards in Education","SEO/HEO","HEO","20","20","[c]","[c]"
"In post","2021","Asian","Office for Standards in Education","SEO/HEO","SEO","30","25","[c]","[c]"
"In post","2021","Asian","Office of Gas and Electricity Markets","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Asian","Office of Gas and Electricity Markets","EO","EO","20","20","[c]","[c]"
"In post","2021","Asian","Office of Gas and Electricity Markets","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Gas and Electricity Markets","G6/G7","G7","35","35","58520","57750"
"In post","2021","Asian","Office of Gas and Electricity Markets","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Gas and Electricity Markets","SEO/HEO","HEO","25","25","[c]","[c]"
"In post","2021","Asian","Office of Gas and Electricity Markets","SEO/HEO","SEO","15","10","[c]","[c]"
"In post","2021","Asian","Office of Qualifications and Examinations Regulation","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Qualifications and Examinations Regulation","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Qualifications and Examinations Regulation","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Qualifications and Examinations Regulation","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Qualifications and Examinations Regulation","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","Asian","Office of Qualifications and Examinations Regulation","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Rail and Road","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Rail and Road","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Rail and Road","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Rail and Road","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Asian","Office of Rail and Road","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Rail and Road","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Rail and Road","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","EO","EO","5","5","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Asian","Scotland Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland Office","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Government","AA/AO","AA","20","15","[c]","[c]"
"In post","2021","Asian","Scottish Government","AA/AO","AO","30","25","[c]","[c]"
"In post","2021","Asian","Scottish Government","EO","EO","30","30","[c]","[c]"
"In post","2021","Asian","Scottish Government","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Asian","Scottish Government","G6/G7","G7","15","15","[c]","[c]"
"In post","2021","Asian","Scottish Government","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Government","SEO/HEO","HEO","30","30","33090","33100"
"In post","2021","Asian","Scottish Government","SEO/HEO","SEO","45","45","43730","43660"
"In post","2021","Asian","Scottish Government","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","The National Archives","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","The National Archives","AA/AO","AO","15","10","[c]","[c]"
"In post","2021","Asian","The National Archives","EO","EO","5","5","[c]","[c]"
"In post","2021","Asian","The National Archives","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","The National Archives","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Asian","The National Archives","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","The National Archives","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","Asian","The National Archives","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Asian","UK Export Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Export Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Export Finance","EO","EO","15","15","[c]","[c]"
"In post","2021","Asian","UK Export Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Export Finance","G6/G7","G7","15","15","[c]","[c]"
"In post","2021","Asian","UK Export Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Export Finance","SEO/HEO","HEO","15","15","[c]","[c]"
"In post","2021","Asian","UK Export Finance","SEO/HEO","SEO","15","15","[c]","[c]"
"In post","2021","Asian","UK Supreme Court","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Supreme Court","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Supreme Court","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Supreme Court","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Supreme Court","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Supreme Court","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Supreme Court","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","United Kingdom Statistics Authority","AA/AO","AA","20","15","[c]","[c]"
"In post","2021","Asian","United Kingdom Statistics Authority","AA/AO","AO","25","20","[c]","[c]"
"In post","2021","Asian","United Kingdom Statistics Authority","EO","EO","20","20","[c]","[c]"
"In post","2021","Asian","United Kingdom Statistics Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","United Kingdom Statistics Authority","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","Asian","United Kingdom Statistics Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","United Kingdom Statistics Authority","SEO/HEO","HEO","35","35","31020","30130"
"In post","2021","Asian","United Kingdom Statistics Authority","SEO/HEO","SEO","20","20","[c]","[c]"
"In post","2021","Asian","Wales Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales Office","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Water Services Regulation Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Water Services Regulation Authority","EO","EO","10","10","[c]","[c]"
"In post","2021","Asian","Water Services Regulation Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Water Services Regulation Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Water Services Regulation Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Water Services Regulation Authority","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","Asian","Water Services Regulation Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Welsh Government","AA/AO","AO","10","10","[c]","[c]"
"In post","2021","Asian","Welsh Government","EO","EO","10","10","[c]","[c]"
"In post","2021","Asian","Welsh Government","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Welsh Government","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Asian","Welsh Government","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Welsh Government","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","Asian","Welsh Government","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Black","Attorney General's Departments","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Black","Attorney General's Departments","AA/AO","AO","105","100","23270","23520"
"In post","2021","Black","Attorney General's Departments","EO","EO","150","145","28250","27740"
"In post","2021","Black","Attorney General's Departments","G6/G7","G6","25","25","[c]","[c]"
"In post","2021","Black","Attorney General's Departments","G6/G7","G7","175","165","57180","56560"
"In post","2021","Black","Attorney General's Departments","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Black","Attorney General's Departments","SEO/HEO","HEO","75","70","35130","33930"
"In post","2021","Black","Attorney General's Departments","SEO/HEO","SEO","20","20","[c]","[c]"
"In post","2021","Black","Attorney General's Departments","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cabinet Office","AA/AO","AO","20","20","[c]","[c]"
"In post","2021","Black","Cabinet Office","EO","EO","55","55","27890","27500"
"In post","2021","Black","Cabinet Office","G6/G7","G6","15","15","[c]","[c]"
"In post","2021","Black","Cabinet Office","G6/G7","G7","50","50","55800","54700"
