"Status","Year","Organisation","Region_ITL3","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Advisory, Conciliation and Arbitration Service","Leeds","SEO","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Manchester","AO","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Manchester","EO","65","60","24600","24250"
"In post","2021","Advisory, Conciliation and Arbitration Service","Manchester","G6","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Manchester","G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Manchester","HEO","60","55","32900","34290"
"In post","2021","Advisory, Conciliation and Arbitration Service","Manchester","SEO","10","10","40980","39890"
"In post","2021","Advisory, Conciliation and Arbitration Service","North Hampshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","North Hampshire","EO","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","North Hampshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","North Hampshire","HEO","10","10","33530","34500"
"In post","2021","Advisory, Conciliation and Arbitration Service","North Hampshire","SEO","10","10","40990","39880"
"In post","2021","Advisory, Conciliation and Arbitration Service","Nottingham","AO","15","10","19970","19790"
"In post","2021","Advisory, Conciliation and Arbitration Service","Nottingham","EO","30","30","24460","24250"
"In post","2021","Advisory, Conciliation and Arbitration Service","Nottingham","G6","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Nottingham","G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Nottingham","HEO","35","35","32030","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","Nottingham","SEO","10","10","40670","39580"
"In post","2021","Advisory, Conciliation and Arbitration Service","Suffolk","AO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Suffolk","EO","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Suffolk","G6","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Suffolk","G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Suffolk","HEO","20","20","33010","34500"
"In post","2021","Advisory, Conciliation and Arbitration Service","Suffolk","SEO","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Tyneside","AO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Tyneside","EO","65","60","24580","24250"
"In post","2021","Advisory, Conciliation and Arbitration Service","Tyneside","G6","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Tyneside","G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Tyneside","HEO","55","50","32080","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","Tyneside","SEO","15","10","41120","39880"
"In post","2021","Advisory, Conciliation and Arbitration Service","Westminster","AO","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Westminster","EO","35","35","28570","28750"
"In post","2021","Advisory, Conciliation and Arbitration Service","Westminster","G6","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Westminster","G7","20","20","59220","58850"
"In post","2021","Advisory, Conciliation and Arbitration Service","Westminster","HEO","75","70","37750","38670"
"In post","2021","Advisory, Conciliation and Arbitration Service","Westminster","SCS level","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Westminster","SEO","55","55","46490","47250"
"In post","2021","Animal and Plant Health Agency","Aberdeen City and Aberdeenshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Aberdeen City and Aberdeenshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Aberdeen City and Aberdeenshire","SEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Berkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Berkshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Bristol, City of","AO","35","35","21200","21050"
"In post","2021","Animal and Plant Health Agency","Bristol, City of","EO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Bristol, City of","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Bristol, City of","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Bristol, City of","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Bristol, City of","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Caithness and Sutherland and Ross and Cromarty","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Caithness and Sutherland and Ross and Cromarty","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cambridgeshire CC","AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cambridgeshire CC","EO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cambridgeshire CC","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cambridgeshire CC","HEO","10","10","30410","29610"
"In post","2021","Animal and Plant Health Agency","Cambridgeshire CC","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","AO","45","45","21050","21050"
"In post","2021","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","EO","10","10","25090","25100"
"In post","2021","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","G7","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","HEO","10","10","30280","30420"
"In post","2021","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","SEO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Central Hampshire","EO","10","10","24930","25010"
"In post","2021","Animal and Plant Health Agency","Central Hampshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Central Hampshire","HEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Central Hampshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cheshire East","EO","15","15","25340","25100"
"In post","2021","Animal and Plant Health Agency","Cheshire East","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cheshire East","HEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cheshire East","SEO","10","10","40210","37430"
"In post","2021","Animal and Plant Health Agency","City of Edinburgh","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cornwall and Isles of Scilly","AO","15","10","21070","21050"
"In post","2021","Animal and Plant Health Agency","Cornwall and Isles of Scilly","EO","15","15","25090","25320"
"In post","2021","Animal and Plant Health Agency","Cornwall and Isles of Scilly","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cornwall and Isles of Scilly","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cornwall and Isles of Scilly","HEO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cornwall and Isles of Scilly","SEO","15","15","43860","41960"
"In post","2021","Animal and Plant Health Agency","Devon CC","AA","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Devon CC","AO","110","100","21120","21050"
"In post","2021","Animal and Plant Health Agency","Devon CC","EO","45","40","25460","25190"
"In post","2021","Animal and Plant Health Agency","Devon CC","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Devon CC","G7","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Devon CC","HEO","10","10","30360","30190"
"In post","2021","Animal and Plant Health Agency","Devon CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Devon CC","SEO","30","30","40210","37690"
"In post","2021","Animal and Plant Health Agency","Dorset CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Dorset CC","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Dorset CC","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Dorset CC","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Dumfries and Galloway","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Dumfries and Galloway","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Dumfries and Galloway","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Cumbria","AO","100","95","21080","21050"
"In post","2021","Animal and Plant Health Agency","East Cumbria","EO","25","25","25330","25100"
"In post","2021","Animal and Plant Health Agency","East Cumbria","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Cumbria","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Cumbria","HEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Cumbria","SEO","15","15","42580","37740"
"In post","2021","Animal and Plant Health Agency","East Kent","AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Kent","EO","30","25","26380","24920"
"In post","2021","Animal and Plant Health Agency","East Kent","HEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Kent","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Lothian and Midlothian","AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Lothian and Midlothian","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Lothian and Midlothian","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Lothian and Midlothian","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Lothian and Midlothian","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Riding of Yorkshire","EO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Riding of Yorkshire","HEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Riding of Yorkshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gloucestershire","AO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gloucestershire","EO","20","15","25490","25320"
"In post","2021","Animal and Plant Health Agency","Gloucestershire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gloucestershire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gloucestershire","HEO","10","10","30280","30420"
"In post","2021","Animal and Plant Health Agency","Gloucestershire","SEO","20","20","40090","37580"
"In post","2021","Animal and Plant Health Agency","Gwynedd","AO","35","25","21080","21050"
"In post","2021","Animal and Plant Health Agency","Gwynedd","EO","15","15","26170","26130"
"In post","2021","Animal and Plant Health Agency","Gwynedd","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gwynedd","HEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gwynedd","SEO","10","10","38470","36970"
"In post","2021","Animal and Plant Health Agency","Harrow and Hillingdon","AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Harrow and Hillingdon","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Harrow and Hillingdon","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Harrow and Hillingdon","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Harrow and Hillingdon","SEO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Heart of Essex","AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Heart of Essex","EO","20","20","26510","26520"
"In post","2021","Animal and Plant Health Agency","Heart of Essex","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Heart of Essex","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Heart of Essex","HEO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Heart of Essex","SEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hertfordshire","EO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hertfordshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hertfordshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hertfordshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","EO","50","50","31080","31460"
"In post","2021","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","HEO","10","10","35070","36600"
"In post","2021","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Inverness and Nairn and Moray, Badenoch and Strathspey","AO","10","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Inverness and Nairn and Moray, Badenoch and Strathspey","EO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Inverness and Nairn and Moray, Badenoch and Strathspey","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Inverness and Nairn and Moray, Badenoch and Strathspey","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Inverness and Nairn and Moray, Badenoch and Strathspey","SEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Leeds","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Leeds","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Leicestershire CC and Rutland","EO","10","10","25580","25210"
"In post","2021","Animal and Plant Health Agency","Leicestershire CC and Rutland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Leicestershire CC and Rutland","SEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Lincolnshire","EO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Lincolnshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Lincolnshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Lincolnshire","HEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Lincolnshire","SEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Manchester","EO","10","10","27210","28030"
"In post","2021","Animal and Plant Health Agency","Manchester","HEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Manchester","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Mid Kent","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Mid Kent","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Mid Kent","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Mid Lancashire","AO","15","15","21210","21050"
"In post","2021","Animal and Plant Health Agency","Mid Lancashire","EO","25","20","25530","25190"
"In post","2021","Animal and Plant Health Agency","Mid Lancashire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Mid Lancashire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Mid Lancashire","HEO","15","10","31150","31700"
"In post","2021","Animal and Plant Health Agency","Mid Lancashire","SEO","10","10","44030","40440"
"In post","2021","Animal and Plant Health Agency","North and West Norfolk","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North and West Norfolk","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North and West Norfolk","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North Yorkshire CC","AO","15","15","21640","21050"
"In post","2021","Animal and Plant Health Agency","North Yorkshire CC","EO","50","45","25910","25320"
"In post","2021","Animal and Plant Health Agency","North Yorkshire CC","G6","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North Yorkshire CC","G7","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North Yorkshire CC","HEO","25","25","30600","30230"
"In post","2021","Animal and Plant Health Agency","North Yorkshire CC","SEO","25","25","37880","36970"
"In post","2021","Animal and Plant Health Agency","Northumberland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Norwich and East Norfolk","EO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Norwich and East Norfolk","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Norwich and East Norfolk","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Norwich and East Norfolk","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Nottingham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Nottingham","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Nottingham","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Nottingham","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Oxfordshire","EO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Oxfordshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Oxfordshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Oxfordshire","SEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Perth and Kinross and Stirling","AO","10","10","21050","21050"
"In post","2021","Animal and Plant Health Agency","Perth and Kinross and Stirling","EO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Perth and Kinross and Stirling","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Perth and Kinross and Stirling","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Perth and Kinross and Stirling","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Perth and Kinross and Stirling","SEO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Powys","EO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Powys","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Powys","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Powys","SEO","10","10","37470","37240"
"In post","2021","Animal and Plant Health Agency","Scottish Borders","AO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scottish Borders","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scottish Borders","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scottish Borders","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scottish Borders","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Shropshire CC","AO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Shropshire CC","EO","15","15","24970","24920"
"In post","2021","Animal and Plant Health Agency","Shropshire CC","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Shropshire CC","G7","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Shropshire CC","HEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Shropshire CC","SEO","15","10","41620","37910"
"In post","2021","Animal and Plant Health Agency","Somerset","EO","10","10","25270","25520"
"In post","2021","Animal and Plant Health Agency","Somerset","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Somerset","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Somerset","SEO","10","10","39810","36970"
"In post","2021","Animal and Plant Health Agency","South and West Derbyshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South and West Derbyshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South and West Derbyshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South and West Derbyshire","SEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Ayrshire","AO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Ayrshire","EO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Ayrshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Ayrshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Ayrshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Ayrshire","SEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Lanarkshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Lanarkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Lanarkshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Lanarkshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Nottinghamshire","AO","10","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Nottinghamshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Nottinghamshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Nottinghamshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West Wales","AO","60","60","21150","21050"
"In post","2021","Animal and Plant Health Agency","South West Wales","EO","35","30","25500","25190"
"In post","2021","Animal and Plant Health Agency","South West Wales","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West Wales","G7","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West Wales","HEO","15","10","29600","29430"
"In post","2021","Animal and Plant Health Agency","South West Wales","SEO","30","30","38280","37240"
"In post","2021","Animal and Plant Health Agency","Staffordshire CC","AO","30","30","21050","21050"
"In post","2021","Animal and Plant Health Agency","Staffordshire CC","EO","15","15","25160","24920"
"In post","2021","Animal and Plant Health Agency","Staffordshire CC","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Staffordshire CC","HEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Staffordshire CC","SEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Suffolk","AO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Suffolk","EO","15","15","24770","24920"
"In post","2021","Animal and Plant Health Agency","Suffolk","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Suffolk","HEO","10","10","31300","31160"
"In post","2021","Animal and Plant Health Agency","Suffolk","SEO","10","10","44130","44270"
"In post","2021","Animal and Plant Health Agency","Telford and Wrekin","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Thurrock","EO","[c]","[c]","[c]","[c]"
