"Status","Year","Disability","Function_of_post","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Analysis","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","30","25","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Wales","East Wales","85","80","36790","36030"
"In post","2021","Declared disabled","Analysis","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","West Midlands (England)","West Midlands","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Yorkshire and The Humber","South Yorkshire","15","10","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Yorkshire and The Humber","West Yorkshire","20","15","[c]","[c]"
"In post","2021","Declared disabled","Commercial","East Midlands (England)","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","East Midlands (England)","Lincolnshire","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","East of England","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","East of England","East Anglia","30","30","36910","35900"
"In post","2021","Declared disabled","Commercial","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","London","Inner London - East","15","15","[c]","[c]"
"In post","2021","Declared disabled","Commercial","London","Inner London - West","80","80","44380","40650"
"In post","2021","Declared disabled","Commercial","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","London","Outer London - South","15","15","[c]","[c]"
"In post","2021","Declared disabled","Commercial","London","Outer London - West and North West","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","North East (England)","Northumberland and Tyne and Wear","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","North West (England)","Greater Manchester","25","25","[c]","[c]"
"In post","2021","Declared disabled","Commercial","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","North West (England)","Merseyside","20","20","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Scotland","Eastern Scotland","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Scotland","Southern Scotland","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Scotland","West Central Scotland","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","20","15","[c]","[c]"
"In post","2021","Declared disabled","Commercial","South East (England)","Hampshire and Isle of Wight","35","35","31830","33300"
"In post","2021","Declared disabled","Commercial","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","South East (England)","Surrey, East and West Sussex","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","South West (England)","Devon","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","South West (England)","Dorset and Somerset","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","110","105","41320","40580"
"In post","2021","Declared disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Wales","East Wales","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Wales","West Wales and The Valleys","15","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","West Midlands (England)","Shropshire and Staffordshire","20","20","[c]","[c]"
"In post","2021","Declared disabled","Commercial","West Midlands (England)","West Midlands","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Yorkshire and The Humber","North Yorkshire","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Yorkshire and The Humber","South Yorkshire","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Yorkshire and The Humber","West Yorkshire","20","20","[c]","[c]"
"In post","2021","Declared disabled","Communications","East Midlands (England)","Derbyshire and Nottinghamshire","45","40","30370","26780"
"In post","2021","Declared disabled","Communications","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","East of England","East Anglia","5","5","[c]","[c]"
"In post","2021","Declared disabled","Communications","East of England","Essex","5","5","[c]","[c]"
"In post","2021","Declared disabled","Communications","London","Inner London - East","10","10","[c]","[c]"
"In post","2021","Declared disabled","Communications","London","Inner London - West","90","90","43470","39730"
"In post","2021","Declared disabled","Communications","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","London","Outer London - West and North West","15","15","[c]","[c]"
"In post","2021","Declared disabled","Communications","North East (England)","Northumberland and Tyne and Wear","115","105","26220","25560"
"In post","2021","Declared disabled","Communications","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","North West (England)","Greater Manchester","30","30","[c]","[c]"
"In post","2021","Declared disabled","Communications","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","North West (England)","Merseyside","5","5","[c]","[c]"
"In post","2021","Declared disabled","Communications","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Scotland","Eastern Scotland","20","15","[c]","[c]"
"In post","2021","Declared disabled","Communications","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2021","Declared disabled","Communications","South East (England)","Hampshire and Isle of Wight","20","20","[c]","[c]"
"In post","2021","Declared disabled","Communications","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","South West (England)","Dorset and Somerset","10","10","[c]","[c]"
"In post","2021","Declared disabled","Communications","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","20","15","[c]","[c]"
"In post","2021","Declared disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Wales","East Wales","55","55","30310","25560"
"In post","2021","Declared disabled","Communications","Wales","West Wales and The Valleys","10","10","[c]","[c]"
"In post","2021","Declared disabled","Communications","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","West Midlands (England)","West Midlands","15","15","[c]","[c]"
"In post","2021","Declared disabled","Communications","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Yorkshire and The Humber","South Yorkshire","5","5","[c]","[c]"
"In post","2021","Declared disabled","Communications","Yorkshire and The Humber","West Yorkshire","30","30","30190","31810"
"In post","2021","Declared disabled","Counter Fraud","East Midlands (England)","Derbyshire and Nottinghamshire","40","40","32450","31810"
"In post","2021","Declared disabled","Counter Fraud","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","East of England","East Anglia","35","30","29530","28130"
"In post","2021","Declared disabled","Counter Fraud","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","London","Inner London - East","25","20","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","London","Inner London - West","85","80","38930","36160"
"In post","2021","Declared disabled","Counter Fraud","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","London","Outer London - South","45","40","37420","35330"
"In post","2021","Declared disabled","Counter Fraud","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","North East (England)","Northumberland and Tyne and Wear","55","50","32340","31810"
"In post","2021","Declared disabled","Counter Fraud","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","North West (England)","Greater Manchester","100","95","32600","31810"
"In post","2021","Declared disabled","Counter Fraud","North West (England)","Lancashire","5","5","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","North West (England)","Merseyside","50","45","35540","31810"
"In post","2021","Declared disabled","Counter Fraud","Northern Ireland","Northern Ireland","35","35","28490","28130"
"In post","2021","Declared disabled","Counter Fraud","Scotland","Eastern Scotland","25","20","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Scotland","Southern Scotland","5","5","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Scotland","West Central Scotland","50","45","29840","28130"
"In post","2021","Declared disabled","Counter Fraud","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","South East (England)","Hampshire and Isle of Wight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","South East (England)","Kent","15","15","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","South East (England)","Surrey, East and West Sussex","10","5","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","35","30","38120","35000"
"In post","2021","Declared disabled","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Wales","East Wales","40","35","30880","29570"
"In post","2021","Declared disabled","Counter Fraud","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","West Midlands (England)","West Midlands","65","60","31090","31810"
"In post","2021","Declared disabled","Counter Fraud","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Yorkshire and The Humber","West Yorkshire","65","60","30020","25630"
"In post","2021","Declared disabled","Debt","East Midlands (England)","Derbyshire and Nottinghamshire","15","15","[c]","[c]"
"In post","2021","Declared disabled","Debt","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","East of England","East Anglia","5","5","[c]","[c]"
"In post","2021","Declared disabled","Debt","East of England","Essex","10","5","[c]","[c]"
"In post","2021","Declared disabled","Debt","London","Inner London - East","20","20","[c]","[c]"
"In post","2021","Declared disabled","Debt","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","London","Outer London - South","20","20","[c]","[c]"
"In post","2021","Declared disabled","Debt","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","North East (England)","Northumberland and Tyne and Wear","35","30","22590","21440"
"In post","2021","Declared disabled","Debt","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","North West (England)","Merseyside","30","25","[c]","[c]"
"In post","2021","Declared disabled","Debt","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","Scotland","Eastern Scotland","40","35","21990","21440"
"In post","2021","Declared disabled","Debt","Scotland","Southern Scotland","20","20","[c]","[c]"
"In post","2021","Declared disabled","Debt","Scotland","West Central Scotland","70","55","22490","21400"
"In post","2021","Declared disabled","Debt","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","South East (England)","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2021","Declared disabled","Debt","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","Wales","East Wales","25","25","[c]","[c]"
"In post","2021","Declared disabled","Debt","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","West Midlands (England)","West Midlands","25","20","[c]","[c]"
"In post","2021","Declared disabled","Debt","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","Yorkshire and The Humber","West Yorkshire","40","35","23340","21440"
"In post","2021","Declared disabled","Digital, Data & Technology","East Midlands (England)","Derbyshire and Nottinghamshire","30","25","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","East Midlands (England)","Lincolnshire","5","5","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","East of England","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","East of England","East Anglia","20","20","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","East of England","Essex","20","20","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","London","Inner London - East","110","105","48910","54700"
"In post","2021","Declared disabled","Digital, Data & Technology","London","Inner London - West","160","155","44500","38730"
"In post","2021","Declared disabled","Digital, Data & Technology","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","London","Outer London - West and North West","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","North East (England)","Northumberland and Tyne and Wear","40","40","38290","35000"
"In post","2021","Declared disabled","Digital, Data & Technology","North East (England)","Tees Valley and Durham","15","15","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","North West (England)","Cheshire","15","15","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","North West (England)","Greater Manchester","30","30","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","North West (England)","Lancashire","5","5","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","North West (England)","Merseyside","20","20","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Scotland","Eastern Scotland","20","20","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Scotland","Southern Scotland","25","25","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Scotland","West Central Scotland","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","20","20","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","South East (England)","Hampshire and Isle of Wight","40","35","34070","32060"
"In post","2021","Declared disabled","Digital, Data & Technology","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","South East (England)","Surrey, East and West Sussex","25","25","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","South West (England)","Devon","85","80","36320","34450"
"In post","2021","Declared disabled","Digital, Data & Technology","South West (England)","Dorset and Somerset","30","30","36270","33290"
"In post","2021","Declared disabled","Digital, Data & Technology","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","70","65","38570","38300"
"In post","2021","Declared disabled","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Wales","East Wales","60","60","40070","36840"
"In post","2021","Declared disabled","Digital, Data & Technology","Wales","West Wales and The Valleys","45","40","39550","36350"
"In post","2021","Declared disabled","Digital, Data & Technology","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","5","5","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","West Midlands (England)","Shropshire and Staffordshire","40","35","38230","35000"
"In post","2021","Declared disabled","Digital, Data & Technology","West Midlands (England)","West Midlands","40","40","37890","34800"
"In post","2021","Declared disabled","Digital, Data & Technology","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Yorkshire and The Humber","North Yorkshire","20","20","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Yorkshire and The Humber","South Yorkshire","20","20","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Yorkshire and The Humber","West Yorkshire","30","25","[c]","[c]"
"In post","2021","Declared disabled","Finance","East Midlands (England)","Derbyshire and Nottinghamshire","30","25","[c]","[c]"
"In post","2021","Declared disabled","Finance","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","East of England","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","East of England","East Anglia","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","East of England","Essex","25","20","[c]","[c]"
"In post","2021","Declared disabled","Finance","London","Inner London - East","30","30","48310","45960"
"In post","2021","Declared disabled","Finance","London","Inner London - West","135","135","49970","44590"
"In post","2021","Declared disabled","Finance","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","London","Outer London - South","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","London","Outer London - West and North West","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","North East (England)","Northumberland and Tyne and Wear","20","20","[c]","[c]"
"In post","2021","Declared disabled","Finance","North East (England)","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","North West (England)","Greater Manchester","25","20","[c]","[c]"
"In post","2021","Declared disabled","Finance","North West (England)","Lancashire","15","15","[c]","[c]"
"In post","2021","Declared disabled","Finance","North West (England)","Merseyside","30","30","[c]","[c]"
"In post","2021","Declared disabled","Finance","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Scotland","Eastern Scotland","15","15","[c]","[c]"
"In post","2021","Declared disabled","Finance","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Scotland","Southern Scotland","15","15","[c]","[c]"
"In post","2021","Declared disabled","Finance","Scotland","West Central Scotland","55","40","24090","21440"
"In post","2021","Declared disabled","Finance","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","25","25","[c]","[c]"
"In post","2021","Declared disabled","Finance","South East (England)","Hampshire and Isle of Wight","40","35","34940","33160"
"In post","2021","Declared disabled","Finance","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","South East (England)","Surrey, East and West Sussex","25","20","[c]","[c]"
"In post","2021","Declared disabled","Finance","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","South West (England)","Devon","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","125","120","36240","33000"
"In post","2021","Declared disabled","Finance","Wales","East Wales","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","Wales","West Wales and The Valleys","15","15","[c]","[c]"
"In post","2021","Declared disabled","Finance","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","West Midlands (England)","Shropshire and Staffordshire","15","15","[c]","[c]"
"In post","2021","Declared disabled","Finance","West Midlands (England)","West Midlands","20","20","[c]","[c]"
"In post","2021","Declared disabled","Finance","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
