"Status","Year","Parent_department","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Food Standards Agency","Policy","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Policy","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Policy","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Science and Engineering","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Science and Engineering","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Science and Engineering","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Unknown","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Unknown","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Unknown","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Unknown","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Commercial","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Communications","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Communications","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Communications","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Communications","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Digital, Data and Technology","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Digital, Data and Technology","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Economics","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Economics","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Finance","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Finance","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Finance","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Human Resources","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Human Resources","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Human Resources","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Intelligence Analysis","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Knowledge and Information Management","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Legal","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Operational Delivery","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Operational Delivery","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Operational Delivery","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Operational Delivery","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Operational Delivery","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Operational Delivery","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Other","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Other","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Other","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Other","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Other","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Other","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Policy","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Policy","London","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Policy","London","G7","10","[c]","54220","53000"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Policy","London","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Policy","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Policy","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Policy","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Policy","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Policy","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Policy","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Project Delivery","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Project Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Project Delivery","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Project Delivery","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Project Delivery","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Science and Engineering","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Statistics","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","London","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","London","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","London","G6","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","London","G7","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","London","HEO","80","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","London","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","Overseas","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","Overseas","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","Overseas","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","Overseas","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Communications","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Communications","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Finance","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Finance","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Finance","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Finance","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Finance","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Finance","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Human Resources","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Human Resources","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Operational Delivery","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Operational Delivery","Outside London","AO","25","[c]","20840","21100"
"Leaver Dept.","2021","HM Revenue and Customs","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Project Delivery","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Project Delivery","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Project Delivery","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Project Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Project Delivery","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Project Delivery","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Project Delivery","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Project Delivery","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Property","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Property","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Property","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Property","Outside London","EO","10","[c]","25450","25860"
"Leaver Dept.","2021","HM Revenue and Customs","Property","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Property","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Statistics","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Statistics","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Statistics","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","London","AO","35","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","London","EO","45","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","London","G6","35","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","London","G7","70","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","London","HEO","75","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","London","SCS level","20","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","London","SEO","45","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","London","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","Outside London","AO","660","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","Outside London","EO","275","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","Outside London","G6","20","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","Outside London","G7","40","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","Outside London","HEO","150","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","Outside London","SEO","60","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","Outside London","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Communications","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Communications","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Communications","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Counter Fraud","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Digital, Data and Technology","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Digital, Data and Technology","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Economics","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Economics","London","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Economics","London","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Economics","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Finance","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Human Resources","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Human Resources","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Human Resources","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Human Resources","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Human Resources","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Human Resources","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Internal Audit","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Internal Audit","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Internal Audit","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Internal Audit","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Operational Delivery","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Operational Delivery","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Operational Delivery","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Policy","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Policy","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Policy","London","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Policy","London","G7","30","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Policy","London","HEO","50","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Policy","London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Project Delivery","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Statistics","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Statistics","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Commercial","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Commercial","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Commercial","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Communications","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Communications","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Communications","London","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Communications","London","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Communications","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Communications","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Communications","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Counter Fraud","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Counter Fraud","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Digital, Data and Technology","London","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Digital, Data and Technology","London","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Digital, Data and Technology","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Digital, Data and Technology","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Digital, Data and Technology","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Economics","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Finance","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Finance","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Finance","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Finance","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Finance","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Human Resources","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Human Resources","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Human Resources","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Human Resources","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Human Resources","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Human Resources","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Human Resources","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Human Resources","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Intelligence Analysis","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Intelligence Analysis","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Intelligence Analysis","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Intelligence Analysis","London","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Intelligence Analysis","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Intelligence Analysis","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Intelligence Analysis","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Knowledge and Information Management","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Operational Delivery","London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Operational Delivery","London","AO","15","[c]","25500","25630"
"Leaver Dept.","2021","Home Office","Operational Delivery","London","EO","50","[c]","28980","28670"
"Leaver Dept.","2021","Home Office","Operational Delivery","London","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Operational Delivery","London","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Operational Delivery","London","HEO","30","[c]","34730","35070"
"Leaver Dept.","2021","Home Office","Operational Delivery","London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Operational Delivery","London","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Operational Delivery","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Operational Delivery","Outside London","AO","95","[c]","21230","21010"
"Leaver Dept.","2021","Home Office","Operational Delivery","Outside London","EO","140","[c]","24930","24890"
"Leaver Dept.","2021","Home Office","Operational Delivery","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Operational Delivery","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Operational Delivery","Outside London","HEO","35","[c]","31130","30830"
"Leaver Dept.","2021","Home Office","Operational Delivery","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Operational Research","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Operational Research","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Operational Research","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Operational Research","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Other","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Other","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Other","London","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Other","London","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Other","London","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Other","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Other","Outside London","EO","10","[c]","25410","25110"
"Leaver Dept.","2021","Home Office","Other","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Other","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Policy","London","EO","15","[c]","28370","28670"
"Leaver Dept.","2021","Home Office","Policy","London","G6","10","[c]","68490","68720"
"Leaver Dept.","2021","Home Office","Policy","London","G7","40","[c]","56800","57460"
"Leaver Dept.","2021","Home Office","Policy","London","HEO","35","[c]","34820","35070"
"Leaver Dept.","2021","Home Office","Policy","London","SCS level","15","[c]","84100","79580"
"Leaver Dept.","2021","Home Office","Policy","London","SEO","30","[c]","41940","41970"
"Leaver Dept.","2021","Home Office","Policy","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Policy","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Policy","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Policy","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Policy","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Project Delivery","London","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Project Delivery","London","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Project Delivery","London","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Project Delivery","London","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Project Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Project Delivery","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Project Delivery","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Project Delivery","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Project Delivery","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Science and Engineering","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Science and Engineering","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Science and Engineering","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Security","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Security","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Security","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Social Research","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Social Research","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Social Research","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Social Research","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Statistics","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Statistics","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Statistics","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Statistics","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Unknown","London","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Unknown","London","EO","40","[c]","28110","27760"
"Leaver Dept.","2021","Home Office","Unknown","London","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Unknown","London","G7","25","[c]","56850","55650"
"Leaver Dept.","2021","Home Office","Unknown","London","HEO","40","[c]","34680","33960"
"Leaver Dept.","2021","Home Office","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Unknown","London","SEO","35","[c]","41350","40640"
"Leaver Dept.","2021","Home Office","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
