"Status","Year","Age","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","40-49","Statistics","London","15","[c]","53190","52100"
"New entrant CS","2021","40-49","Statistics","Outside London","15","[c]","41490","36820"
"New entrant CS","2021","40-49","Tax","London","15","[c]","29670","26850"
"New entrant CS","2021","40-49","Tax","Outside London","410","[c]","22670","20140"
"New entrant CS","2021","40-49","Unknown","London","730","[c]","38320","31060"
"New entrant CS","2021","40-49","Unknown","Outside London","3080","[c]","28330","27570"
"New entrant CS","2021","40-49","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Unknown","140","[c]","36020","27570"
"New entrant CS","2021","40-49","Veterinarian","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Veterinarian","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","London","10","[c]","53800","58430"
"New entrant CS","2021","50-59","Commercial","Outside London","50","[c]","35950","34800"
"New entrant CS","2021","50-59","Communications","London","15","[c]","49500","52100"
"New entrant CS","2021","50-59","Communications","Outside London","20","[c]","40000","35960"
"New entrant CS","2021","50-59","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Counter Fraud","London","10","[c]","43270","38680"
"New entrant CS","2021","50-59","Counter Fraud","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data and Technology","London","70","[c]","56340","53420"
"New entrant CS","2021","50-59","Digital, Data and Technology","Outside London","170","[c]","44340","40830"
"New entrant CS","2021","50-59","Economics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Economics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","London","25","[c]","48320","40650"
"New entrant CS","2021","50-59","Finance","Outside London","65","[c]","37680","33000"
"New entrant CS","2021","50-59","Human Resources","London","25","[c]","55920","52500"
"New entrant CS","2021","50-59","Human Resources","Outside London","60","[c]","31820","26350"
"New entrant CS","2021","50-59","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Inspector of Education and Training","Outside London","20","[c]","66710","70500"
"New entrant CS","2021","50-59","Intelligence Analysis","London","10","[c]","47880","53360"
"New entrant CS","2021","50-59","Intelligence Analysis","Outside London","15","[c]","29040","24880"
"New entrant CS","2021","50-59","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Internal Audit","Outside London","10","[c]","36830","39000"
"New entrant CS","2021","50-59","International Trade","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","International Trade","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Knowledge and Information Management","Outside London","15","[c]","38330","38650"
"New entrant CS","2021","50-59","Legal","London","35","[c]","55570","55000"
"New entrant CS","2021","50-59","Legal","Outside London","60","[c]","44780","48080"
"New entrant CS","2021","50-59","Medicine","London","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Medicine","Outside London","65","[c]","53640","40740"
"New entrant CS","2021","50-59","Medicine","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Operational Delivery","London","385","[c]","34530","29180"
"New entrant CS","2021","50-59","Operational Delivery","Outside London","1610","[c]","25750","22350"
"New entrant CS","2021","50-59","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Operational Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Other","London","40","[c]","44520","37590"
"New entrant CS","2021","50-59","Other","Outside London","285","[c]","27140","20920"
"New entrant CS","2021","50-59","Other","Overseas","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Policy","London","125","[c]","49570","41950"
"New entrant CS","2021","50-59","Policy","Outside London","95","[c]","40980","36690"
"New entrant CS","2021","50-59","Project Delivery","London","25","[c]","59030","51730"
"New entrant CS","2021","50-59","Project Delivery","Outside London","160","[c]","40460","40000"
"New entrant CS","2021","50-59","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Property","London","10","[c]","53960","55280"
"New entrant CS","2021","50-59","Property","Outside London","90","[c]","38360","33300"
"New entrant CS","2021","50-59","Property","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Psychology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Science and Engineering","London","15","[c]","50100","43710"
"New entrant CS","2021","50-59","Science and Engineering","Outside London","150","[c]","37910","36330"
"New entrant CS","2021","50-59","Security","London","20","[c]","34960","31970"
"New entrant CS","2021","50-59","Security","Outside London","145","[c]","29590","24620"
"New entrant CS","2021","50-59","Security","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Social Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Social Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Statistics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Statistics","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Tax","London","15","[c]","33020","32860"
"New entrant CS","2021","50-59","Tax","Outside London","305","[c]","22070","20140"
"New entrant CS","2021","50-59","Unknown","London","475","[c]","39580","31060"
"New entrant CS","2021","50-59","Unknown","Outside London","2770","[c]","27560","27570"
"New entrant CS","2021","50-59","Unknown","Unknown","145","[c]","38770","27570"
"New entrant CS","2021","50-59","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Commercial","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Counter Fraud","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Digital, Data and Technology","London","10","[c]","55660","50000"
"New entrant CS","2021","60-64","Digital, Data and Technology","Outside London","20","[c]","37420","31930"
"New entrant CS","2021","60-64","Finance","London","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Finance","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Human Resources","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","International Trade","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Legal","London","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Legal","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Medicine","London","10","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Medicine","Outside London","15","[c]","62910","73760"
"New entrant CS","2021","60-64","Operational Delivery","London","60","[c]","33680","28230"
"New entrant CS","2021","60-64","Operational Delivery","Outside London","295","[c]","25640","20800"
"New entrant CS","2021","60-64","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Other","London","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Other","Outside London","40","[c]","27680","20920"
"New entrant CS","2021","60-64","Policy","London","25","[c]","48320","43750"
"New entrant CS","2021","60-64","Policy","Outside London","15","[c]","38870","36820"
"New entrant CS","2021","60-64","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Project Delivery","Outside London","30","[c]","40370","40000"
"New entrant CS","2021","60-64","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Property","Outside London","15","[c]","33430","33000"
"New entrant CS","2021","60-64","Property","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Psychology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Science and Engineering","London","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Science and Engineering","Outside London","25","[c]","34390","31370"
"New entrant CS","2021","60-64","Security","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Security","Outside London","20","[c]","26060","20240"
"New entrant CS","2021","60-64","Statistics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Tax","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Tax","Outside London","35","[c]","21480","20140"
"New entrant CS","2021","60-64","Unknown","London","55","[c]","36120","31060"
"New entrant CS","2021","60-64","Unknown","Outside London","570","[c]","26090","27570"
"New entrant CS","2021","60-64","Unknown","Unknown","40","[c]","30770","27570"
"New entrant CS","2021","60-64","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Commercial","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Digital, Data and Technology","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","65+","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Human Resources","London","5","[c]","[c]","[c]"
"New entrant CS","2021","65+","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Legal","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Medicine","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Medicine","Outside London","10","[c]","91370","101530"
"New entrant CS","2021","65+","Operational Delivery","London","25","[c]","36530","27620"
"New entrant CS","2021","65+","Operational Delivery","Outside London","70","[c]","28070","22850"
"New entrant CS","2021","65+","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Other","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Policy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Project Delivery","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","65+","Property","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Science and Engineering","London","5","[c]","[c]","[c]"
"New entrant CS","2021","65+","Science and Engineering","Outside London","15","[c]","35520","36330"
"New entrant CS","2021","65+","Security","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","65+","Statistics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Tax","Outside London","10","[c]","20680","20140"
"New entrant CS","2021","65+","Unknown","London","10","[c]","[c]","[c]"
"New entrant CS","2021","65+","Unknown","Outside London","70","[c]","26510","21010"
"New entrant CS","2021","65+","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","65+","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Region_london","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","",""
"","Region_london groups the ITL classifications into ""London"", ""Outside London"": all UK regions excluding London, ""Overseas"", and ""Unknown"".","","","","","","",""
"Profession_of_post","Professions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
"","The Department for Work and Pensions provided aggregated professions data for 2021, which are available in the Civil Service Statistics publication. However, figures in this browser are derived from individual level data and so are not available for this department in 2021.","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any professions information for their employees.","","","","","","",""
"Age","Age in 10 year bands. Age is calculated as at the reference date in each year (31st March), so entrants or leavers may have been up to one year younger at the date of exit or entry.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
