"Status","Year","Function_of_post","Organisation","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","North West (England)","Outside London","10","10","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","South West (England)","Outside London","90","85","39150","32010"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","London","London","55","55","54980","52000"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Scotland","Outside London","10","10","54880","63750"
"In post","2021","Analysis","Office of Rail and Road","London","London","30","30","53850","55430"
"In post","2021","Analysis","Office of Rail and Road","North West (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Yorkshire and The Humber","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Planning Inspectorate","South West (England)","Outside London","10","10","[c]","[c]"
"In post","2021","Analysis","Registers of Scotland","Scotland","Outside London","20","20","37960","36780"
"In post","2021","Analysis","Rural Payments Agency","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Rural Payments Agency","North West (England)","Outside London","15","15","30780","29430"
"In post","2021","Analysis","Rural Payments Agency","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Rural Payments Agency","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Rural Payments Agency","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scottish Courts and Tribunals Service","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","London","London","25","25","44760","38200"
"In post","2021","Analysis","UK Intellectual Property Office","London","London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Intellectual Property Office","Wales","Outside London","15","15","49150","55600"
"In post","2021","Analysis","United Kingdom Statistics Authority","London","London","225","225","40680","32540"
"In post","2021","Analysis","United Kingdom Statistics Authority","Scotland","Outside London","10","10","44440","45040"
"In post","2021","Analysis","United Kingdom Statistics Authority","South East (England)","Outside London","440","420","37170","36030"
"In post","2021","Analysis","United Kingdom Statistics Authority","Wales","Outside London","1025","975","36210","36030"
"In post","2021","Analysis","Valuation Office Agency","London","London","20","20","50380","45730"
"In post","2021","Analysis","Valuation Office Agency","North East (England)","Outside London","15","15","45110","46750"
"In post","2021","Analysis","Valuation Office Agency","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Valuation Office Agency","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Valuation Office Agency","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Valuation Office Agency","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Valuation Office Agency","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wales Office","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","London","London","20","20","71600","71740"
"In post","2021","Analysis","Water Services Regulation Authority","West Midlands (England)","Outside London","15","15","53360","49810"
"In post","2021","Analysis","Welsh Revenue Authority","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wilton Park","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Advisory, Conciliation and Arbitration Service","London","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Advisory, Conciliation and Arbitration Service","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Advisory, Conciliation and Arbitration Service","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Animal and Plant Health Agency","East Midlands (England)","Outside London","15","15","26080","24920"
"In post","2021","Commercial","Animal and Plant Health Agency","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Animal and Plant Health Agency","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Animal and Plant Health Agency","South East (England)","Outside London","15","15","34470","28600"
"In post","2021","Commercial","Animal and Plant Health Agency","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Animal and Plant Health Agency","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Animal and Plant Health Agency","West Midlands (England)","Outside London","10","10","35070","34450"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","East Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","East of England","Outside London","70","65","57360","54800"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","London","London","770","755","75440","67440"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","North East (England)","Outside London","25","25","63860","65510"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","North West (England)","Outside London","190","190","61760","55870"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Scotland","Outside London","35","35","65210","62130"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","South East (England)","Outside London","65","65","67440","65640"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","South West (England)","Outside London","85","85","73540","64500"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","Unknown","15","15","62420","54700"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Wales","Outside London","15","15","56250","52620"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","West Midlands (England)","Outside London","30","30","78970","64880"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Outside London","110","105","64390","62210"
"In post","2021","Commercial","Centre for Environment, Fisheries and Aquaculture Science","East of England","Outside London","10","10","42600","40320"
"In post","2021","Commercial","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Charity Commission","North West (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","Companies House","Wales","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","Competition and Markets Authority","London","London","10","10","[c]","[c]"
"In post","2021","Commercial","Crown Commercial Service","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Crown Commercial Service","East of England","Outside London","85","85","34770","34800"
"In post","2021","Commercial","Crown Commercial Service","London","London","20","20","47540","40730"
"In post","2021","Commercial","Crown Commercial Service","North West (England)","Outside London","185","180","33650","34800"
"In post","2021","Commercial","Crown Commercial Service","Wales","Outside London","65","65","31160","28540"
"In post","2021","Commercial","Crown Commercial Service","West Midlands (England)","Outside London","10","10","29680","31560"
"In post","2021","Commercial","Crown Commercial Service","Yorkshire and The Humber","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","Crown Prosecution Service","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Crown Prosecution Service","London","London","5","5","[c]","[c]"
"In post","2021","Commercial","Crown Prosecution Service","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Crown Prosecution Service","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Crown Prosecution Service","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Crown Prosecution Service","Yorkshire and The Humber","Outside London","10","10","41500","38180"
"In post","2021","Commercial","Debt Management Office","London","London","10","10","[c]","[c]"
"In post","2021","Commercial","Defence Electronics and Components Agency","Wales","Outside London","25","25","32200","30040"
"In post","2021","Commercial","Defence Electronics and Components Agency","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Defence Equipment and Support","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Defence Equipment and Support","Scotland","Outside London","45","45","37830","37670"
"In post","2021","Commercial","Defence Equipment and Support","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Defence Equipment and Support","South West (England)","Outside London","230","225","45750","41770"
"In post","2021","Commercial","Defence Science and Technology Laboratory","South East (England)","Outside London","30","30","31810","28650"
"In post","2021","Commercial","Defence Science and Technology Laboratory","South West (England)","Outside London","40","35","34930","37320"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","London","15","15","46040","45210"
"In post","2021","Commercial","Department for Digital, Culture, Media and Sport","London","London","25","25","53430","51730"
"In post","2021","Commercial","Department for Digital, Culture, Media and Sport","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Education (excl. agencies)","East Midlands (England)","Outside London","10","10","48620","49860"
"In post","2021","Commercial","Department for Education (excl. agencies)","London","London","10","10","[c]","[c]"
"In post","2021","Commercial","Department for Education (excl. agencies)","North East (England)","Outside London","30","30","41220","37550"
"In post","2021","Commercial","Department for Education (excl. agencies)","North West (England)","Outside London","60","60","38230","36780"
"In post","2021","Commercial","Department for Education (excl. agencies)","West Midlands (England)","Outside London","25","20","38310","38280"
"In post","2021","Commercial","Department for Education (excl. agencies)","Yorkshire and The Humber","Outside London","55","55","38830","38000"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","Outside London","15","15","38980","36970"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","London","London","20","20","39850","40200"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Outside London","10","10","35920","35900"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Outside London","20","20","36340","35900"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Outside London","40","35","41670","37240"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","Outside London","20","20","38620","37240"
"In post","2021","Commercial","Department for International Trade","London","London","25","25","37120","38160"
"In post","2021","Commercial","Department for Transport (excl. agencies)","London","London","5","5","[c]","[c]"
"In post","2021","Commercial","Department for Transport (excl. agencies)","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Transport (excl. agencies)","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Transport (excl. agencies)","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department of Health and Social Care (excl. agencies)","London","London","105","105","55070","53360"
"In post","2021","Commercial","Department of Health and Social Care (excl. agencies)","North West (England)","Outside London","10","10","[c]","[c]"
"In post","2021","Commercial","Department of Health and Social Care (excl. agencies)","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","Outside London","85","80","41890","36820"
"In post","2021","Commercial","Driver and Vehicle Licensing Agency","Wales","Outside London","155","140","32760","31040"
"In post","2021","Commercial","Driver and Vehicle Standards Agency","East Midlands (England)","Outside London","15","10","32590","31040"
"In post","2021","Commercial","Driver and Vehicle Standards Agency","South West (England)","Outside London","20","20","37310","35200"
"In post","2021","Commercial","Driver and Vehicle Standards Agency","Wales","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","Education and Skills Funding Agency","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","ESTYN","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","FCDO Services","London","London","10","10","[c]","[c]"
"In post","2021","Commercial","FCDO Services","South East (England)","Outside London","75","70","43520","40850"
"In post","2021","Commercial","Food Standards Agency","London","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Food Standards Agency","Yorkshire and The Humber","Outside London","10","10","38840","34720"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","London","London","5","5","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","Outside London","75","75","38960","39630"
"In post","2021","Commercial","Government Actuary's Department","London","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Government Internal Audit Agency","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Government Internal Audit Agency","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Health and Safety Executive","East Midlands (England)","Outside London","20","20","45420","45870"
"In post","2021","Commercial","Health and Safety Executive","North West (England)","Outside London","25","20","35660","31710"
"In post","2021","Commercial","Health and Safety Executive","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Health and Safety Executive","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","East Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","London","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","South West (England)","Outside London","10","10","38760","38550"
"In post","2021","Commercial","HM Prison and Probation Service","East Midlands (England)","Outside London","50","50","46280","47640"
"In post","2021","Commercial","HM Prison and Probation Service","East of England","Outside London","60","60","47930","46730"
"In post","2021","Commercial","HM Prison and Probation Service","London","London","235","230","50190","46600"
"In post","2021","Commercial","HM Prison and Probation Service","North East (England)","Outside London","25","25","52670","51150"
"In post","2021","Commercial","HM Prison and Probation Service","North West (England)","Outside London","70","70","50940","48580"
